RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,08075,Jerry Kelly,366,17
2,0,20154,Guy Hill,299,5
3,0,06595,Kevin Sutherland,295,1
4,0,02010,Loren Roberts,280,11
5,0,01475,Donnie Hammond,275,26
6,0,01320,Bob Estes,266,71
7,0,02206,David Toms,253,21
8,0,01024,Billy Andrade,252,1
9,0,06527,Steve Stricker,251,12
10,0,01191,Barry Cheesman,250,11
11,0,01549,Mike Hulbert,244,22
12,0,01553,John Huston,240,52
13,0,01928,Corey Pavin,237,5
14,0,01748,Doug Martin,231,1
14,0,08385,Omar Uresti,231,18
16,0,06791,Mark Wurtz,230,230
17,0,10860,Justin Leonard,229,4
18,0,02239,Scott Verplank,225,65
19,0,01599,Steve Jones,223,2
20,0,01282,Trevor Dodds,218,88
20,0,01706,Davis Love III,218,39
22,0,01457,Jay Haas,214,9
23,0,01139,Olin Browne,211,54
24,0,02321,Fuzzy Zoeller,209,3
25,0,01996,Mike Reid,205,2
26,0,02008,Lee Rinker,202,3
27,0,01201,Lennie Clements,200,5
28,0,01533,P.H. Horgan III,198,15
29,0,10585,Scott McCarron,196,40
30,0,06132,Sonny Skinner,192,2
30,0,07101,Dave Stockton Jr.,192,28
32,0,01353,Bruce Fleisher,191,44
33,0,01960,Don Pooley,190,13
34,0,01196,Brian Claar,189,80
35,0,02067,Ted Schulz,187,6
36,0,01175,Jim Carter,186,10
36,0,08993,Franklin Langham,186,73
38,0,02294,Willie Wood,185,14
39,0,10809,Jim Furyk,184,25
39,0,01527,Scott Hoch,184,14
41,0,01063,Ben Bates,183,1
41,0,02223,Bob Tway,183,36
41,0,02244,Fred Wadsworth,183,0
44,0,01887,Mark O'Meara,181,14
45,0,01761,Len Mattiace,180,86
46,0,01096,Phil Blackmar,178,22
46,0,02023,Clarence Rose,178,31
48,0,01381,Fred Funk,175,14
48,0,21007,Gabriel Hjertstedt,175,25
50,0,07707,Mike Small,174,1
51,0,12660,Jesper Parnevik,173,54
52,0,07457,Steve Flesch,171,40
53,0,20098,Stuart Appleby,170,10
54,0,01219,John Cook,169,42
54,0,12663,Phil Tataurangi,169,22
56,0,20229,Stewart Cink,168,8
56,0,08633,Per-Ulrik Johansson,168,25
58,0,01823,Larry Mize,167,20
58,0,02104,Jeff Sluman,167,5
60,0,01098,Jay Don Blake,166,46
60,0,06522,Ernie Els,166,166
60,0,08547,John Maginnes,166,30
60,0,06078,Esteban Toledo,166,59
64,0,11032,Frank Lickliter II,165,20
64,0,01724,Jeff Maggert,165,45
64,0,08339,Spike McRoy,165,40
67,0,01408,Kelly Gibson,163,50
67,0,01968,Nick Price,163,15
69,0,21805,Harrison Frazar,161,2
70,0,10569,Mike Brisky,158,4
70,0,08931,Glen Day,158,12
70,0,01306,David Edwards,158,8
70,0,06044,Scott Gump,158,3
70,0,01510,Nolan Henke,158,39
70,0,02131,Mike Springer,158,13
76,0,01378,David Frost,157,4
76,0,06575,Dudley Hart,157,88
78,0,01329,Brad Faxon,156,63
78,0,20094,Jonathan Kaye,156,1
78,0,06613,Tommy Tolles,156,9
81,0,08537,J.P. Hayes,155,41
82,0,01810,Phil Mickelson,154,14
82,0,10457,Frank Nobilo,154,58
82,0,02007,Larry Rinker,154,6
82,0,02146,Payne Stewart,154,17
86,0,06064,Jeff Gallagher,153,5
87,0,02002,John Riegger,152,49
88,0,01093,Ronnie Black,150,2
88,0,01771,Blaine McCallister,150,34
88,0,02106,Chris Smith,150,58
91,0,01042,Paul Azinger,149,37
91,0,02033,Dave Rummells,149,3
93,0,01014,Fulton Allem,147,4
93,0,01707,Steve Lowery,147,23
93,0,02214,Kirk Triplett,147,43
93,0,07753,Kevin Wentworth,147,14
97,0,01068,Andy Bean,145,7
98,0,02049,Gene Sauers,144,3
99,0,01200,Keith Clearwater,141,60
99,0,01249,John Daly,141,5
99,0,01677,Tom Lehman,141,15
102,0,01920,Craig Parry,140,97
103,0,02170,Hal Sutton,139,55
103,0,02279,Mark Wiebe,139,9
105,0,01305,Danny Edwards,138,68
105,0,01323,Brad Fabel,138,6
105,0,07235,John Morse,138,64
105,0,02218,Ted Tryba,138,0
109,0,12645,Brent Geiberger,137,36
109,0,02159,Curtis Strange,137,2
111,0,06270,Bobby Gage,136,10
112,0,02256,Tom Watson,135,34
113,0,01116,Michael Bradley,134,4
113,0,06056,Jim Estes,134,10
113,0,01943,Chris Perry,134,2
116,0,01203,Russ Cochran,133,0
117,0,02101,Joey Sindelar,132,51
118,0,20099,Doug Barron,131,24
118,0,21584,Richie Coughlan,131,0
118,0,10207,Jimmy Johnston,131,13
121,0,01261,Jay Delsing,130,69
122,0,01156,Curt Byrum,129,4
122,0,02133,Craig Stadler,129,2
122,0,02245,Grant Waite,129,1
125,0,10195,Tim Conley,128,26
125,0,02190,Doug Tewell,128,2
127,0,01334,Keith Fergus,127,17
127,0,01633,Tom Kite,127,16
129,0,01385,Jim Gallagher Jr.,126,49
129,0,08553,Lee Porter,126,1
129,0,02135,Mike Standly,126,10
132,0,01619,Skip Kendall,125,46
132,0,01797,Rocco Mediate,125,55
132,0,01975,Tom Purtzer,125,6
135,0,01701,Bob Lohr,124,17
135,0,01938,David Peoples,124,35
135,0,07749,Brett Quigley,124,1
135,0,20396,Lee Westwood,124,3
139,0,01035,Tommy Armour III,123,6
139,0,01690,Bruce Lietzke,123,50
141,0,01133,Billy Ray Brown,122,0
141,0,06515,Shaun Micheel,122,122
141,0,08635,Colin Montgomerie,122,10
141,0,10423,Mike Weir,122,12
141,0,08793,Tiger Woods,122,13
146,0,01331,Rick Fehr,120,65
146,0,10962,Bradley Hughes,120,12
146,0,06332,Neal Lancaster,120,0
146,0,06090,Jim McGovern,120,13
150,0,06315,Pete Jordan,119,38
150,0,08375,Paul Stankowski,119,32
152,0,01723,Andrew Magee,118,43
153,0,10885,Robert Allenby,117,2
154,0,01226,Fred Couples,116,27
154,0,01418,Bill Glasson,116,9
156,0,19883,Joe Daley,115,75
156,0,01569,Peter Jacobsen,115,28
156,0,01607,Brian Kamm,115,11
156,0,02225,Howard Twitty,115,22
160,0,06214,Guy Boros,114,26
160,0,01132,Mark Brooks,114,1
162,0,06004,Stephen Ames,113,16
162,0,06251,Chris DiMarco,113,4
162,0,02267,D.A. Weibring,113,1
165,0,01072,Chip Beck,112,8
165,0,07569,Mark Carnevale,112,9
165,0,06643,Paul Goydos,112,91
165,0,01905,Joe Ozaki,112,28
165,0,02246,Duffy Waldorf,112,4
170,0,08545,Glen Hnatiuk,111,8
170,0,20445,Casey Martin,111,25
170,0,06373,José María Olazábal,111,50
173,0,09011,David Duval,110,17
173,0,01376,Bob Friend,110,75
173,0,01604,Steve Jurgensen,110,1
176,0,01766,Billy Mayfair,109,2
177,0,01468,Gary Hallberg,108,5
177,0,01512,Bunky Henry,108,108
177,0,01926,Steve Pate,108,36
180,0,01469,Dan Halldorson,107,45
180,0,01891,David Ogrin,107,36
182,0,01006,John Adams,106,10
182,0,01060,Dave Barr,106,0
182,0,01157,Tom Byrum,106,2
182,0,01435,Wayne Grady,106,5
182,0,06617,Brian Henninger,106,15
182,0,07087,Hugh Royer III,106,11
188,0,07003,David Berganio Jr.,105,20
188,0,01941,Tom Pernice Jr.,105,63
188,0,01945,Kenny Perry,105,42
191,0,01414,Bob Gilder,104,4
191,0,08337,Mike Heinen,104,5
193,0,01313,Steve Elkington,103,103
193,0,01444,Ken Green,103,18
193,0,23108,Matt Kuchar,103,59
196,0,06012,Greg Kraft,102,34
197,0,12755,Vance Veazey,101,18
198,0,01185,Brandel Chamblee,100,12
198,0,19881,Robert Damron,100,4
200,0,23125,Brad Elder,99,24
200,0,01361,Dan Forsman,99,11
200,0,01666,Bernhard Langer,99,1
200,0,02099,Scott Simpson,99,38
204,0,06621,Joe Durant,98,15
204,0,01755,Dick Mast,98,22
204,0,01864,Larry Nelson,98,50
204,0,10213,Dicky Pride,98,3
208,0,01326,Nick Faldo,97,14
209,0,07267,Allen Doyle,96,7
210,0,01577,Lee Janzen,95,3
210,0,02241,Bobby Wadkins,95,4
210,0,02242,Lanny Wadkins,95,33
213,0,01235,Ben Crenshaw,94,2
213,0,10733,Kent Jones,94,6
213,0,01998,Jack Renner,94,94
216,0,01302,R.W. Eaks,93,9
216,0,02322,Richard Zokol,93,93
218,0,01685,J.L. Lewis,92,9
219,0,02300,Ian Woosnam,90,11
220,0,06567,Vijay Singh,89,12
221,0,01571,Barry Jaeckel,88,4
221,0,01869,Jack Nicklaus,88,0
221,0,21631,Iain Steel,88,18
224,0,01705,Tim Loustalot,87,3
225,0,01803,Hajime Meshiai,86,21
226,0,21593,Keith Nolan,85,0
227,0,12782,Tim Herron,84,3
227,0,02257,Brian Watts,84,3
229,0,06581,David Sutherland,82,9
230,0,19824,Craig Barlow,81,32
231,0,07095,Lan Gooch,80,3
231,0,20565,Shinichi Yokota,80,80
233,0,02230,Stan Utley,79,1
234,0,01717,Sandy Lyle,78,1
234,0,02111,Mike Smith,78,18
236,0,01266,Clark Dennis,76,4
236,0,01374,Robin Freeman,76,22
236,0,02167,Mike Sullivan,76,76
239,0,01284,Mike Donald,75,10
240,0,07867,Woody Austin,74,71
240,0,01559,Hale Irwin,74,18
242,0,01350,Pat Fitzsimons,73,14
243,0,07763,Doug Dunakey,72,72
243,0,12823,Carlos Franco,72,72
243,0,01388,Robert Gamez,72,22
243,0,11134,Danny Green,72,72
243,0,01958,Dan Pohl,72,18
243,0,20259,Hisayuki Sasaki,72,72
243,0,06847,Jay Synkelma,72,72
243,0,02226,Tray Tyner,72,72
251,0,20585,Niclas Fasth,70,45
252,0,01161,Mark Calcavecchia,69,5
252,0,19970,Robert Karlsson,69,14
252,0,01949,Mark Pfeil,69,10
255,0,01346,Ed Fiori,68,10
255,0,20925,Mitsutaka Kusakabe,68,68
255,0,01779,Gary McCord,68,24
255,0,01824,Yoshinori Mizumaki,68,68
255,0,12702,Costantino Rocca,68,41
260,0,01078,Jim Benepe,67,67
260,0,01886,Peter O'Malley,67,4
262,0,23338,David Gossett,66,13
262,0,01725,John Mahaffey,66,51
262,0,02090,Tom Sieckmann,66,66
262,0,02224,Greg Twiggs,66,23
266,0,01906,Masashi Jumbo Ozaki,65,65
267,0,01593,Philip Jonas,64,26
267,0,12680,Shigeki Maruyama,64,37
267,0,10211,Perry Parker,64,4
267,0,01984,Sam Randolph,64,3
271,0,10565,Ian Leggatt,62,1
271,0,01682,Wayne Levi,62,11
273,0,01150,George Burns,61,12
273,0,01514,Eduardo Herrera,61,34
273,0,06573,Brandt Jobe,61,13
276,0,01522,Lon Hinkle,60,2
276,0,01783,Mark McCumber,60,5
276,0,02115,Taylor Smith,60,32
279,0,12387,Michael Christie,59,6
279,0,19825,Darren Clarke,59,9
279,0,01861,Jim Nelford,59,48
279,0,02185,Lance Ten Broeck,59,3
283,0,01978,Fran Quinn,58,4
284,0,20766,Padraig Harrington,56,9
284,0,02201,Jim Thorpe,56,15
286,0,20583,David Carter,55,27
286,0,23409,James Driscoll,55,2
286,0,02100,Tim Simpson,55,6
289,0,19905,Andrew Coltart,54,36
289,0,21729,Christopher Hanell,54,54
289,0,23353,J.J. Henry,54,31
289,0,01624,Darrell Kestner,54,54
289,0,02094,Tony Sills,54,14
294,0,07137,Ashley Chinner,53,53
294,0,20158,Anthony Rodriguez,53,32
294,0,02196,Robert Thompson,53,21
294,0,07063,Zoran Zorkic,53,53
298,0,06014,Eric Booker,52,15
298,0,19909,Pete Morgan,52,4
298,0,01910,Arnold Palmer,52,17
298,0,02040,Mike San Filippo,52,10
302,0,20043,Edward Fryatt,50,1
302,0,01641,Gary Koch,50,50
302,0,23110,Jeff Sanday,50,1
302,0,08215,Steve Schneiter,50,3
306,0,01955,Gary Player,48,10
