RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
67,0,01928,Corey Pavin,.457,26.064,13.200,12.863,57
68,0,07457,Steve Flesch,.443,45.655,34.551,11.104,103
69,0,20105,Jeff Gove,.423,34.223,55.308,-21.086,81
70,0,23718,Nathan Green,.422,39.629,-14.635,54.263,94
71,0,21731,Freddie Jacobson,.415,22.413,5.186,17.225,54
72,0,12510,Chad Campbell,.411,27.530,33.280,-5.749,67
73,0,24781,Hunter Mahan,.410,36.523,30.779,5.743,89
74,0,10733,Kent Jones,.402,35.385,9.050,26.333,88
75,0,01142,Bart Bryant,.395,28.038,37.865,-9.828,71
76,0,01666,Bernhard Langer,.390,23.013,5.312,17.698,59
77,0,27095,Nick Watney,.389,33.443,35.367,-1.923,86
78,0,06595,Kevin Sutherland,.381,33.111,27.632,5.480,87
79,0,22913,John Rollins,.350,26.637,18.872,7.766,76
80,0,10860,Justin Leonard,.346,22.508,25.803,-3.296,65
81,0,06573,Brandt Jobe,.345,24.151,15.430,8.719,70
82,0,01226,Fred Couples,.336,10.761,17.626,-6.862,32
83,0,01707,Steve Lowery,.318,26.426,36.196,-9.771,83
84,0,21878,Mark Wilson,.299,21.529,2.181,19.349,72
85,0,21350,Ryuji Imada,.283,24.592,21.822,2.770,87
86,0,01320,Bob Estes,.276,20.722,19.412,1.307,75
87,0,01139,Olin Browne,.253,21.730,.415,21.314,86
88,0,12680,Shigeki Maruyama,.229,18.318,5.340,12.978,80
89,0,26596,Ryan Moore,.214,12.417,-4.823,17.240,58
90,0,21753,Brian Davis,.184,14.927,48.964,-34.040,81
91,0,01042,Paul Azinger,.172,13.785,-11.400,25.184,80
92,0,02246,Duffy Waldorf,.171,14.041,7.176,6.867,82
93,0,22293,Heath Slocum,.170,14.296,39.434,-25.135,84
94,0,02214,Kirk Triplett,.166,8.148,5.244,2.907,49
95,0,21805,Harrison Frazar,.137,10.238,-5.794,16.032,75
96,0,21949,Joe Ogilvie,.129,10.024,8.213,1.812,78
97,0,06034,Marco Dawson,.116,8.904,-7.993,16.896,77
98,0,07867,Woody Austin,.114,10.630,17.854,-7.221,93
99,0,12645,Brent Geiberger,.107,9.596,-22.806,32.401,90
100,0,06251,Chris DiMarco,.105,6.412,4.387,2.027,61
101,0,08537,J.P. Hayes,.090,4.513,2.610,1.905,50
102,0,06197,Michael Allen,.085,6.134,-23.644,29.777,72
103,0,06575,Dudley Hart,.083,5.920,6.887,-.968,71
104,0,22371,Aaron Baddeley,.078,5.312,-35.136,40.446,68
105,0,24924,Bill Haas,.076,6.647,26.704,-20.057,88
106,0,20574,Mathew Goggin,.074,4.287,17.840,-13.553,58
107,0,06350,Bob May,.054,2.930,15.762,-12.832,54
108,0,01024,Billy Andrade,.053,3.196,18.105,-14.909,60
109,0,23048,Eric Axley,.043,3.382,-13.537,16.919,79
110,0,19824,Craig Barlow,.041,2.386,19.315,-16.928,58
111,0,20378,Mathias Grönberg,.037,2.946,19.071,-16.125,79
112,0,02101,Joey Sindelar,.034,2.565,31.515,-28.950,76
113,0,24358,Robert Garrigus,.031,2.310,29.659,-27.350,74
114,0,01313,Steve Elkington,.028,1.310,16.680,-15.369,46
115,0,02110,Jerry Smith,.024,2.021,15.543,-13.519,84
116,0,06643,Paul Goydos,.016,1.054,14.796,-13.743,64
117,0,23320,Ryan Palmer,-.001,-.106,-6.777,6.672,82
118,0,21646,David Branshaw,-.002,-.201,14.852,-15.052,87
118,0,28475,Jeff Overton,-.002,-.131,4.853,-4.985,87
120,0,01619,Skip Kendall,-.004,-.231,-6.145,5.915,59
121,0,24140,Sean O'Hair,-.013,-.996,11.915,-12.908,76
122,0,08835,Kris Cox,-.019,-1.395,8.418,-9.812,72
122,0,21470,Daisuke Maruyama,-.019,-1.345,11.365,-12.708,70
124,0,20634,Peter Lonard,-.046,-3.060,26.133,-29.194,66
125,0,27141,J.B. Holmes,-.047,-2.938,20.615,-23.552,63
126,0,23614,Rich Beem,-.057,-3.731,1.704,-5.435,65
127,0,22621,Ben Curtis,-.067,-4.503,-9.630,5.126,67
128,0,20094,Jonathan Kaye,-.068,-5.844,42.610,-48.453,86
129,0,12782,Tim Herron,-.110,-6.792,29.128,-35.919,62
130,0,08385,Omar Uresti,-.125,-6.362,22.730,-29.090,51
131,0,23788,D.J. Trahan,-.130,-9.911,3.711,-13.622,76
132,0,01388,Robert Gamez,-.134,-10.967,4.908,-15.875,82
133,0,01161,Mark Calcavecchia,-.136,-10.771,11.015,-21.787,79
134,0,02106,Chris Smith,-.149,-8.808,-19.494,10.688,59
135,0,01724,Jeff Maggert,-.150,-10.186,1.253,-11.440,68
136,0,01948,Tim Petrovic,-.161,-13.400,-23.321,9.920,83
136,0,20812,Tjaart van der Walt,-.161,-8.390,-10.641,2.251,52
138,0,24361,Pat Perez,-.172,-7.241,17.319,-24.559,42
139,0,24912,Will MacKenzie,-.187,-14.012,19.222,-33.234,75
140,0,20472,Alex Cejka,-.192,-15.389,43.322,-58.710,80
140,0,01219,John Cook,-.192,-10.575,-20.448,9.876,55
140,0,27120,Troy Matteson,-.192,-16.905,-15.692,-1.213,88
143,0,25240,D.A. Points,-.193,-13.729,-21.005,7.274,71
144,0,01035,Tommy Armour III,-.208,-11.049,-17.913,6.863,53
144,0,22946,Henrik Bjornstad,-.208,-18.515,-24.805,6.290,89
146,0,12760,Danny Ellis,-.233,-13.985,-26.849,12.863,60
147,0,21407,Arjun Atwal,-.269,-22.069,-37.645,15.575,82
147,0,19881,Robert Damron,-.269,-22.030,-3.623,-18.409,82
149,0,01553,John Huston,-.279,-18.162,-10.938,-7.225,65
150,0,20121,Todd Fischer,-.280,-25.194,-51.912,26.718,90
151,0,12823,Carlos Franco,-.291,-22.445,-5.907,-16.536,77
152,0,20127,Chris Riley,-.296,-20.437,-28.844,8.408,69
153,0,08375,Paul Stankowski,-.299,-18.819,-10.369,-8.450,63
154,0,22892,Jason Gore,-.300,-21.587,-26.302,4.715,72
155,0,10505,Shane Bertsch,-.326,-29.371,-36.273,6.901,90
156,0,08123,Jeff Brehaut,-.338,-28.772,-13.163,-15.608,85
157,0,06012,Greg Kraft,-.354,-23.691,-35.818,12.127,67
158,0,01599,Steve Jones,-.373,-25.719,-23.266,-2.453,69
159,0,02223,Bob Tway,-.374,-25.068,-21.904,-3.162,67
160,0,01329,Brad Faxon,-.378,-27.627,-80.640,53.012,73
161,0,20631,David McKenzie,-.380,-26.220,-43.164,16.942,69
162,0,07223,Brian Bateman,-.382,-22.558,-23.834,1.277,59
163,0,26360,Bubba Dickerson,-.396,-34.069,-16.615,-17.453,86
164,0,22548,Patrick Sheehan,-.427,-37.125,-17.715,-19.411,87
165,0,24980,Scott Gutschewski,-.447,-20.115,-7.172,-12.942,45
166,0,25632,Jimmy Walker,-.456,-25.541,-38.038,12.498,56
167,0,19913,Ron Whittaker,-.482,-34.193,-41.619,7.425,71
168,0,20099,Doug Barron,-.502,-33.653,-39.260,5.604,67
169,0,01685,J.L. Lewis,-.529,-26.429,-30.714,4.286,50
170,0,01823,Larry Mize,-.540,-22.152,-37.023,14.872,41
171,0,11011,Mike Sposa,-.546,-31.652,-31.750,.096,58
172,0,11123,Chris Couch,-.559,-37.472,-11.580,-25.890,67
173,0,23497,Tag Ridings,-.562,-50.601,-80.073,29.470,90
174,0,12755,Vance Veazey,-.625,-33.727,-53.382,19.654,54
175,0,01249,John Daly,-.637,-26.109,-2.923,-23.186,41
176,0,09011,David Duval,-.659,-34.925,-43.254,8.331,53
177,0,01577,Lee Janzen,-.680,-46.248,-32.928,-13.321,68
178,0,01887,Mark O'Meara,-.692,-24.902,-39.767,14.864,36
179,0,21660,Jason Schultz,-.736,-47.853,-51.727,3.873,65
180,0,10565,Ian Leggatt,-.761,-53.272,-41.213,-12.057,70
180,0,12662,Thomas Levet,-.761,-36.515,-2.792,-33.723,48
182,0,27943,Matt Hansen,-.798,-46.299,-4.414,-41.883,58
183,0,01132,Mark Brooks,-.844,-62.443,-24.824,-37.619,74
184,0,07013,Wes Short Jr.,-.861,-73.144,-38.193,-34.951,85
185,0,25842,Jon Mills,-.905,-48.848,-31.305,-17.544,54
186,0,01761,Len Mattiace,-.918,-47.752,-76.642,28.890,52
187,0,28780,Nicholas Thompson,-.926,-72.194,-3.943,-68.250,78
188,0,23307,Roger Tambellini,-.930,-49.288,-33.076,-16.211,53
189,0,23409,James Driscoll,-.977,-74.243,-79.082,4.839,76
190,0,20593,Greg Chalmers,-1.132,-64.533,-79.715,15.180,57
191,0,23616,Ryan Hietala,-1.227,-62.578,-60.762,-1.817,51
192,0,23673,Michael Connell,-1.237,-51.941,-33.456,-18.483,42
193,0,25936,Alex Aragon,-1.286,-69.445,-68.830,-.615,54
194,0,25935,John Engler Jr.,-1.514,-95.387,-95.342,-.044,63
195,0,01473,Todd Hamilton,-1.589,-88.974,-79.777,-9.195,56
196,0,20548,Hidemichi Tanaka,-1.884,-122.453,-116.020,-6.433,65
