RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
64,0,27797,Derek Lamely,55.98,103,81
65,0,28486,Michael Putnam,55.84,86,68
66,0,26300,Matt Jones,55.66,118,94
67,0,25345,Carl Pettersson,55.43,143,115
68,0,23353,J.J. Henry,55.24,137,111
69,0,21961,Charles Howell III,55.15,150,122
70,0,24846,Ricky Barnes,55.08,103,84
71,0,30750,Tommy Gainey,54.98,149,122
72,0,27933,John Merrick,54.94,89,73
73,0,31401,Zack Miller,54.74,127,105
74,0,06522,Ernie Els,54.29,95,80
75,0,21805,Harrison Frazar,54.24,64,54
76,0,06567,Vijay Singh,53.95,116,99
77,0,01766,Billy Mayfair,53.67,139,120
78,0,25572,Graeme McDowell,53.57,60,52
79,0,24604,Hunter Haas,53.56,143,124
80,0,24980,Scott Gutschewski,53.53,91,79
81,0,23108,Matt Kuchar,53.47,108,94
82,0,26476,Chez Reavie,53.33,136,119
83,0,31193,Jim Renner,53.05,87,77
84,0,01706,Davis Love III,52.94,81,72
85,0,29420,Billy Horschel,52.88,101,90
86,0,32102,Rickie Fowler,52.50,105,95
87,0,25396,Kevin Na,52.11,111,102
88,0,35087,Bio Kim,51.98,92,85
89,0,30926,Chris Kirk,51.95,120,111
90,0,06527,Steve Stricker,51.83,85,79
91,0,27963,Chris Stroud,51.53,118,111
92,0,24507,Jason Bohn,51.42,109,103
93,0,24290,D.J. Brigman,51.28,80,76
94,0,06573,Brandt Jobe,50.79,128,124
94,0,27649,Brandt Snedeker,50.79,97,94
96,0,21753,Brian Davis,50.69,146,142
97,0,27770,Camilo Villegas,50.60,85,83
98,0,24140,Sean O'Hair,50.31,82,81
99,0,32640,Troy Merritt,50.29,87,86
100,0,33413,Ben Martin,50.25,102,101
101,0,30946,Alex Prugh,50.23,111,110
102,0,20157,Retief Goosen,50.00,60,60
102,0,20766,Padraig Harrington,50.00,66,66
102,0,29518,Brendan Steele,50.00,119,119
105,0,24361,Pat Perez,49.78,112,113
106,0,08375,Paul Stankowski,49.74,97,98
107,0,29720,Andres Gonzales,49.63,67,68
108,0,23548,Bill Lunde,49.60,123,125
109,0,28679,Fabián Gómez,49.54,107,109
110,0,27466,Spencer Levin,49.08,134,139
111,0,30692,Scott Stallings,49.02,100,104
112,0,23638,Brendon de Jonge,48.92,136,142
113,0,21731,Freddie Jacobson,48.74,97,102
114,0,12652,Cameron Beckman,48.73,96,101
115,0,12782,Tim Herron,48.65,108,114
116,0,12510,Chad Campbell,48.63,124,131
117,0,23983,Luke Donald,48.37,74,79
118,0,26881,Jarrod Lyle,48.20,107,115
119,0,26287,Roland Thatcher,48.13,90,97
120,0,23541,Ben Crane,48.04,86,93
121,0,20098,Stuart Appleby,47.98,83,90
122,0,23718,Nathan Green,47.83,99,108
123,0,22046,Geoff Ogilvy,47.37,72,80
124,0,31202,William McGirt,47.35,125,139
125,0,25457,Alexandre Rocha,47.10,65,73
126,0,21949,Joe Ogilvie,46.86,82,93
127,0,25834,Daniel Summerhays,46.57,95,109
128,0,20229,Stewart Cink,46.55,81,93
129,0,24024,Zach Johnson,46.35,89,103
130,0,28087,Kris Blanks,46.15,114,133
131,0,20436,Garrett Willis,46.11,89,104
132,0,24357,K.J. Choi,46.07,82,96
132,0,25686,Jason Dufner,46.07,88,103
134,0,21350,Ryuji Imada,45.78,103,122
135,0,32150,Michael Thompson,45.77,92,109
136,0,24138,Ian Poulter,45.54,51,61
137,0,08537,J.P. Hayes,45.51,71,85
138,0,01577,Lee Janzen,45.03,68,83
139,0,01116,Michael Bradley,44.97,76,93
140,0,22378,Trevor Immelman,44.95,89,109
141,0,21407,Arjun Atwal,44.81,108,133
142,0,21878,Mark Wilson,44.76,94,116
143,0,20160,Charlie Wi,44.68,105,130
144,0,09011,David Duval,44.62,83,103
145,0,29910,Blake Adams,44.51,142,177
146,0,07457,Steve Flesch,43.98,95,121
147,0,20472,Alex Cejka,43.95,69,88
147,0,32876,Martin Piller,43.95,69,88
149,0,23614,Rich Beem,43.84,64,82
150,0,01313,Steve Elkington,43.66,62,80
151,0,27939,Matt McQuillan,43.17,60,79
152,0,29478,Kevin Kisner,43.11,72,95
153,0,28620,Aron Price,43.07,59,78
154,0,01948,Tim Petrovic,43.04,102,135
155,0,07867,Woody Austin,42.95,67,89
156,0,08075,Jerry Kelly,42.86,78,104
157,0,20593,Greg Chalmers,42.36,97,132
158,0,23325,Vaughn Taylor,42.17,105,144
159,0,26758,David Hearn,41.98,89,123
160,0,02206,David Toms,41.71,73,102
161,0,06004,Stephen Ames,41.67,75,105
162,0,22293,Heath Slocum,41.31,88,125
163,0,06621,Joe Durant,41.24,80,114
164,0,01797,Rocco Mediate,40.99,66,95
165,0,10809,Jim Furyk,40.98,84,121
166,0,10733,Kent Jones,40.96,77,111
167,0,06251,Chris DiMarco,40.42,97,143
168,0,10505,Shane Bertsch,40.00,60,90
169,0,25444,Justin Hicks,39.37,50,77
170,0,20498,Briny Baird,39.29,55,85
171,0,06515,Shaun Micheel,38.50,77,123
172,0,22621,Ben Curtis,38.04,70,114
173,0,26951,Johnson Wagner,37.86,78,128
174,0,23673,Michael Connell,37.74,80,132
174,0,20127,Chris Riley,37.74,80,132
176,0,22961,David Mathis,36.45,74,129
177,0,12602,Dean Wilson,36.11,65,115
178,0,26668,Marc Turnesa,35.97,50,89
179,0,10860,Justin Leonard,35.09,80,148
180,0,30711,Colt Knost,34.85,69,129
181,0,23800,Bryce Molder,34.26,74,142
182,0,33911,Nate Smith,32.08,51,108
183,0,22348,Nick O'Hern,31.62,74,160
184,0,26420,Richard Johnson,28.31,47,119
185,0,06643,Paul Goydos,28.19,64,163
186,0,19846,Brian Gay,26.39,57,159
