RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
1,0,25804,Bubba Watson,76.80,149,45
2,0,24358,Robert Garrigus,73.42,163,59
3,0,21209,Sergio Garcia,73.28,96,35
4,0,11123,Chris Couch,72.17,153,59
5,0,26289,Boo Weekley,72.09,124,48
6,0,24924,Bill Haas,69.72,152,66
7,0,24502,Adam Scott,69.53,89,39
8,0,31323,Gary Woodland,69.52,146,64
9,0,27064,Jhonattan Vegas,68.57,144,66
10,0,12716,Charley Hoffman,67.49,164,79
11,0,30925,Dustin Johnson,67.44,116,56
12,0,22371,Aaron Baddeley,67.36,130,63
13,0,20848,Ángel Cabrera,67.27,74,36
14,0,27141,J.B. Holmes,66.88,107,53
15,0,27095,Nick Watney,66.67,124,62
16,0,28089,Jason Day,66.09,115,59
17,0,01810,Phil Mickelson,65.61,124,65
18,0,23623,Bo Van Pelt,65.55,137,72
19,0,25818,Scott Piercy,65.46,127,67
20,0,25274,Steven Bowditch,65.09,151,81
21,0,30110,Kyle Stanley,64.58,155,85
22,0,23497,Tag Ridings,64.52,140,77
23,0,23788,D.J. Trahan,63.56,157,90
24,0,28475,Jeff Overton,63.21,134,78
25,0,20645,John Senden,62.89,161,95
26,0,29221,Webb Simpson,62.75,155,92
27,0,24925,Jonathan Byrd,62.50,135,81
28,0,25562,Andres Romero,61.50,123,77
29,0,19970,Robert Karlsson,61.48,83,52
30,0,20572,Rod Pampling,61.27,106,67
31,0,08725,Tom Gillis,61.24,79,50
32,0,27330,Josh Teater,60.73,167,108
33,0,23320,Ryan Palmer,60.62,117,76
34,0,27936,Martin Laird,60.50,121,79
35,0,34072,Will Strickler,60.16,77,51
36,0,24490,George McNeill,59.52,100,68
37,0,32698,Bobby Gates,59.24,125,86
38,0,33419,Cameron Tringale,59.15,168,116
39,0,26596,Ryan Moore,59.14,110,76
40,0,25632,Jimmy Walker,58.99,128,89
41,0,25900,Lucas Glover,58.76,104,73
42,0,32366,Kevin Chappell,58.70,108,76
43,0,26331,Charl Schwartzel,58.59,75,53
44,0,10585,Scott McCarron,58.23,92,66
45,0,29718,Anthony Kim,58.18,96,69
46,0,20070,Matt Bettencourt,58.08,133,96
47,0,34255,Joseph Bramlett,58.06,108,78
48,0,26851,Marc Leishman,58.02,141,102
49,0,10885,Robert Allenby,57.89,121,88
50,0,27974,Sung Kang,57.79,89,65
51,0,25240,D.A. Points,57.64,132,97
52,0,24781,Hunter Mahan,57.14,132,99
52,0,28158,Steve Marino,57.14,108,81
54,0,33141,Keegan Bradley,57.02,130,98
55,0,23409,James Driscoll,56.99,106,80
56,0,23621,Rory Sabbatini,56.91,107,81
57,0,31557,Jim Herman,56.82,100,76
58,0,26679,Kevin Stadler,56.77,130,99
59,0,22405,Justin Rose,56.50,113,87
60,0,22913,John Rollins,56.48,122,94
61,0,27214,Kevin Streelman,56.22,122,95
62,0,24663,Y.E. Yang,56.20,68,53
63,0,27120,Troy Matteson,56.08,143,112
