RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,49947,Taylor Moore,46.46%,92,198,-0.13
2,0,12716,Charley Hoffman,45.71%,64,140,-0.42
3,0,57366,Cameron Young,45.06%,73,162,-0.18
4,0,47995,Davis Riley,44.52%,65,146,-0.26
5,0,33448,Justin Thomas,44.03%,59,134,-0.10
6,0,48081,Xander Schauffele,43.67%,69,158,-0.16
7,0,29725,Tony Finau,43.04%,68,158,-0.31
8,0,55893,Sam Stevens,41.84%,82,196,-0.27
9,0,51766,Wyndham Clark,41.79%,56,134,-0.36
10,0,33399,Adam Hadwin,41.77%,66,158,-0.15
11,0,27064,Jhonattan Vegas,41.67%,60,144,-0.27
11,0,47483,Will Zalatoris,41.67%,55,132,-0.02
13,0,46717,Viktor Hovland,41.23%,47,114,-0.15
14,0,47347,Adam Schenk,40.76%,75,184,-0.09
15,0,39546,Keith Mitchell,40.12%,65,162,-0.26
16,0,33653,Thomas Detry,39.55%,53,134,-0.23
16,0,59866,Nick Dunlap,39.55%,53,134,-0.17
18,0,60767,Blaine Hale Jr.,39.42%,41,104,-0.24
19,0,31323,Gary Woodland,39.38%,63,160,-0.16
20,0,48117,Kurt Kitayama,39.24%,62,158,-0.24
21,0,47504,Sam Burns,39.04%,57,146,-0.23
22,0,36699,Patrick Rodgers,39.00%,78,200,-0.22
23,0,47679,Victor Perez,38.89%,56,144,-0.32
24,0,51070,Vincent Norrman,38.78%,38,98,E
25,0,51634,Sahith Theegala,38.71%,72,186,-0.28
26,0,34046,Jordan Spieth,38.57%,54,140,-0.20
27,0,33968,Thorbjørn Olesen,38.54%,37,96,-0.03
28,0,45242,Kevin Yu,38.36%,56,146,-0.21
29,0,46442,Maverick McNealy,38.04%,70,184,-0.29
30,0,30911,Tommy Fleetwood,38.03%,54,142,-0.11
31,0,40006,Erik van Rooyen,37.97%,60,158,-0.10
32,0,37212,Paul Barjon,37.74%,40,106,-0.05
33,0,35450,Patrick Cantlay,37.69%,49,130,-0.14
34,0,28089,Jason Day,37.68%,52,138,-0.12
35,0,51696,Rico Hoey,37.50%,63,168,-0.30
35,0,50484,Hayden Springer,37.50%,54,144,-0.33
37,0,40098,Matt Fitzpatrick,37.32%,53,142,-0.32
37,0,24502,Adam Scott,37.32%,53,142,-0.26
39,0,46340,Alex Smalley,37.16%,55,148,-0.38
40,0,33204,Shane Lowry,37.14%,52,140,-0.15
41,0,37378,Min Woo Lee,37.12%,49,132,-0.16
42,0,35461,Beau Hossler,37.06%,63,170,-0.08
43,0,22405,Justin Rose,36.89%,45,122,-0.13
44,0,39324,J.J. Spaun,36.88%,59,160,-0.08
45,0,55454,Carl Yuan,36.72%,47,128,-0.23
46,0,33141,Keegan Bradley,36.71%,58,158,-0.09
47,0,33948,Byeong Hun An,36.67%,55,150,-0.22
48,0,32366,Kevin Chappell,36.61%,41,112,-0.37
49,0,28252,Seamus Power,36.46%,70,192,-0.11
50,0,54576,Patrick Fishburn,36.43%,51,140,-0.39
51,0,47663,Kevin Dougherty,36.29%,45,124,-0.07
52,0,36799,Stephan Jaeger,36.08%,57,158,-0.23
53,0,50493,Justin Suh,35.81%,53,148,-0.34
54,0,39975,Michael Kim,35.80%,58,162,-0.12
55,0,35506,Mackenzie Hughes,35.79%,68,190,-0.34
56,0,34255,Joseph Bramlett,35.71%,60,168,-0.32
56,0,45609,Tyler Duncan,35.71%,50,140,-0.26
56,0,50188,S.H. Kim,35.71%,75,210,-0.17
56,0,48699,Callum Tarren,35.71%,50,140,-0.28
60,0,39997,Corey Conners,35.63%,62,174,-0.21
60,0,47988,Nick Hardy,35.63%,62,174,-0.32
62,0,30163,Henrik Norlander,35.61%,47,132,-0.36
63,0,38991,Alejandro Tosti,35.51%,49,138,-0.08
64,0,34099,Harris English,35.48%,66,186,-0.23
65,0,52955,Ludvig Åberg,35.33%,53,150,-0.42
66,0,27129,Luke List,35.06%,54,154,-0.07
67,0,32070,Rafael Campos,35.00%,42,120,-0.33
67,0,58168,Davis Thompson,35.00%,63,180,-0.05
67,0,52666,Sami Valimaki,35.00%,42,120,-0.17
70,0,51997,Andrew Novak,34.94%,58,166,-0.22
