RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
135,0,39975,Michael Kim,6.31%,55,872,+0.091
136,0,47995,Davis Riley,6.29%,61,970,+0.098
137,0,48153,Matthieu Pavon,6.22%,46,740,E
137,0,39327,Ben Silverman,6.22%,61,980,-0.016
139,0,12716,Charley Hoffman,6.18%,52,842,+0.077
140,0,54576,Patrick Fishburn,6.07%,47,774,+0.085
141,0,47504,Sam Burns,6.05%,56,926,+0.071
141,0,59866,Nick Dunlap,6.05%,54,892,+0.111
143,0,33653,Thomas Detry,6.03%,54,896,E
144,0,57362,Austin Eckroat,5.89%,64,1086,+0.031
145,0,50095,Austin Smotherman,5.87%,31,528,+0.161
146,0,57900,Chandler Phillips,5.81%,60,1032,+0.050
147,0,28237,Rory McIlroy,5.79%,50,864,-0.040
148,0,48117,Kurt Kitayama,5.76%,56,972,+0.036
148,0,37378,Min Woo Lee,5.76%,47,816,+0.191
150,0,52514,Trace Crowe,5.72%,42,734,+0.071
151,0,40250,Taylor Pendrith,5.68%,56,986,-0.125
152,0,36699,Patrick Rodgers,5.66%,70,1236,+0.071
153,0,56630,Akshay Bhatia,5.63%,62,1102,+0.048
154,0,50497,Adrien Dumont de Chassart,5.60%,45,804,+0.222
155,0,29936,Ryan Fox,5.58%,53,950,+0.151
155,0,51634,Sahith Theegala,5.58%,66,1182,-0.045
157,0,37212,Paul Barjon,5.57%,34,610,+0.206
158,0,35450,Patrick Cantlay,5.56%,43,774,+0.070
158,0,34046,Jordan Spieth,5.56%,49,882,+0.041
160,0,27129,Luke List,5.54%,51,920,-0.039
161,0,34076,Joel Dahmen,5.53%,56,1012,+0.089
162,0,46717,Viktor Hovland,5.49%,40,728,-0.100
163,0,45242,Kevin Yu,5.46%,50,916,+0.020
164,0,51766,Wyndham Clark,5.44%,47,864,-0.128
165,0,39997,Corey Conners,5.40%,59,1092,+0.017
166,0,46113,Ryan McCormick,5.38%,35,650,+0.029
167,0,39971,Sungjae Im,5.36%,59,1100,E
168,0,51977,Max Greyserman,5.35%,47,879,E
168,0,37455,Si Woo Kim,5.35%,58,1084,-0.052
170,0,57975,Harry Hall,5.32%,52,978,+0.231
171,0,34466,Peter Malnati,5.30%,50,944,-0.040
172,0,35461,Beau Hossler,5.29%,58,1096,+0.207
173,0,28420,Ryan Brehm,5.21%,33,634,+0.182
174,0,33448,Justin Thomas,5.19%,43,828,-0.093
175,0,40006,Erik van Rooyen,5.12%,50,976,-0.100
176,0,52955,Ludvig Åberg,5.09%,47,924,-0.128
177,0,55893,Sam Stevens,5.08%,56,1102,-0.054
178,0,36799,Stephan Jaeger,4.83%,49,1014,-0.041
179,0,51997,Andrew Novak,4.73%,50,1058,+0.100
180,0,38991,Alejandro Tosti,4.50%,38,844,+0.237
181,0,23320,Ryan Palmer,4.27%,21,492,+0.286
182,0,47663,Kevin Dougherty,3.78%,26,688,+0.077
183,0,39546,Keith Mitchell,3.61%,38,1052,-0.053
184,0,24502,Adam Scott,3.01%,26,864,+0.154
