RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,29478,Kevin Kisner,17.13%,112,654,+0.054
2,0,34256,Andrew Putnam,16.25%,170,1046,-0.082
3,0,30927,Brendon Todd,15.75%,195,1238,-0.015
4,0,26476,Chez Reavie,13.92%,108,776,+0.074
5,0,27770,Camilo Villegas,13.41%,83,619,+0.193
6,0,27649,Brandt Snedeker,12.47%,90,722,+0.033
7,0,29535,Brice Garnett,12.37%,74,598,+0.068
8,0,24024,Zach Johnson,12.17%,73,600,-0.027
9,0,25900,Lucas Glover,12.08%,130,1076,E
10,0,48119,Ben Taylor,12.00%,90,750,+0.078
11,0,23108,Matt Kuchar,11.83%,110,930,+0.009
12,0,26596,Ryan Moore,11.76%,104,884,+0.048
13,0,22371,Aaron Baddeley,11.55%,94,814,+0.149
14,0,40058,Zac Blair,11.48%,118,1028,+0.042
15,0,30163,Henrik Norlander,11.32%,77,680,+0.013
16,0,36326,David Lipsky,10.67%,86,806,+0.198
17,0,47993,Denny McCarthy,10.65%,118,1108,+0.034
18,0,37275,Sam Ryder,10.58%,88,832,+0.034
19,0,45522,Christiaan Bezuidenhout,10.47%,105,1003,-0.095
20,0,28252,Seamus Power,10.34%,128,1238,+0.008
21,0,32367,Jorge Campillo,9.93%,57,574,-0.018
22,0,55789,Taylor Montgomery,9.85%,64,650,+0.219
23,0,52374,Brandon Wu,9.82%,86,876,+0.093
24,0,27214,Kevin Streelman,9.57%,76,794,-0.026
25,0,27139,David Skinns,9.49%,89,938,+0.135
26,0,45157,Cam Davis,9.46%,95,1004,+0.147
27,0,51890,Greyson Sigg,9.43%,86,912,+0.070
28,0,27936,Martin Laird,9.41%,76,808,+0.026
29,0,47983,Chad Ramey,9.24%,88,952,+0.080
30,0,31646,Emiliano Grillo,9.20%,99,1076,+0.071
31,0,46441,Robby Shelton,8.97%,82,914,-0.012
32,0,51349,Nico Echavarria,8.95%,87,972,+0.034
32,0,50493,Justin Suh,8.95%,77,860,+0.104
34,0,27644,Brian Harman,8.88%,98,1104,+0.051
35,0,36884,Ben Kohles,8.80%,89,1011,+0.124
36,0,29908,C.T. Pan,8.73%,69,790,+0.014
37,0,34587,Chan Kim,8.69%,85,978,+0.059
37,0,49771,J.T. Poston,8.69%,94,1082,-0.021
39,0,40115,Adam Svensson,8.62%,120,1392,+0.008
39,0,25493,Nick Taylor,8.62%,91,1056,E
41,0,59095,Chris Gotterup,8.58%,78,909,+0.077
41,0,35310,Lanto Griffin,8.58%,69,804,+0.232
41,0,36871,Matt NeSmith,8.58%,74,862,+0.176
44,0,34098,Russell Henley,8.56%,77,900,-0.039
45,0,39977,Max Homa,8.52%,82,962,+0.024
46,0,40026,Daniel Berger,8.51%,71,834,+0.070
47,0,35506,Mackenzie Hughes,8.49%,99,1166,+0.111
48,0,34021,Bud Cauley,8.47%,60,708,-0.050
49,0,54628,Lee Hodges,8.44%,101,1196,+0.050
50,0,51894,Vince Whaley,8.42%,63,748,+0.095
51,0,40162,Justin Lower,8.38%,96,1145,+0.115
52,0,54783,Dylan Wu,8.37%,81,968,+0.099
53,0,29221,Webb Simpson,8.36%,57,682,+0.088
54,0,45609,Tyler Duncan,8.33%,65,780,+0.092
55,0,32640,Troy Merritt,8.31%,67,806,+0.209
56,0,46414,Aaron Rai,8.30%,86,1036,+0.035
57,0,32102,Rickie Fowler,8.21%,78,950,+0.141
58,0,32757,Patton Kizzire,8.13%,60,738,+0.067
59,0,33204,Shane Lowry,8.08%,69,854,-0.116
60,0,51287,Ryo Hisatsune,8.07%,78,966,+0.064
61,0,47806,Raul Pereda,8.06%,40,496,+0.275
62,0,46340,Alex Smalley,8.05%,66,820,+0.076
63,0,33408,Tyson Alexander,8.04%,68,846,+0.147
63,0,30911,Tommy Fleetwood,8.04%,72,896,-0.042
65,0,33141,Keegan Bradley,8.03%,80,996,E
66,0,59143,Mac Meissner,8.02%,72,898,+0.153
67,0,52372,Cameron Champ,8.01%,54,674,+0.241
68,0,36801,Mark Hubbard,7.96%,97,1218,+0.052
69,0,31323,Gary Woodland,7.95%,79,994,+0.114
70,0,47591,Eric Cole,7.93%,106,1336,+0.028
71,0,47420,Jake Knapp,7.92%,76,960,+0.184
72,0,48319,Tom Whitney,7.80%,54,692,+0.278
73,0,48084,Wesley Bryan,7.76%,38,490,-0.079
74,0,35617,Martin Trainer,7.75%,44,568,-0.114
75,0,40098,Matt Fitzpatrick,7.72%,67,868,+0.224
76,0,54591,Ben Griffin,7.71%,97,1258,-0.010
77,0,59442,Parker Coody,7.70%,51,662,+0.020
78,0,34099,Harris English,7.69%,84,1092,+0.131
78,0,27349,Alex Noren,7.69%,64,832,+0.031
80,0,60767,Blaine Hale Jr.,7.60%,40,526,+0.150
81,0,50525,Collin Morikawa,7.59%,73,962,-0.055
81,0,48887,Matt Wallace,7.59%,61,804,-0.049
83,0,32070,Rafael Campos,7.57%,46,608,+0.217
84,0,52666,Sami Valimaki,7.53%,59,784,+0.220
85,0,32839,Hideki Matsuyama,7.49%,67,894,-0.030
86,0,48699,Callum Tarren,7.48%,60,802,+0.233
87,0,60067,Joe Highsmith,7.46%,60,804,+0.133
88,0,59836,Pierceson Coody,7.42%,64,862,+0.016
89,0,58168,Davis Thompson,7.41%,82,1106,+0.024
90,0,28775,Nate Lashley,7.34%,63,858,+0.159
91,0,34563,Chesson Hadley,7.33%,62,846,+0.065
92,0,32333,Kevin Tway,7.32%,46,628,+0.152
93,0,50188,S.H. Kim,7.30%,91,1246,+0.110
94,0,47988,Nick Hardy,7.25%,77,1062,+0.130
95,0,52453,Nicolai Højgaard,7.23%,45,622,+0.111
96,0,51070,Vincent Norrman,7.18%,46,641,+0.109
96,0,47679,Victor Perez,7.18%,60,836,+0.100
98,0,47347,Adam Schenk,7.17%,81,1130,+0.099
99,0,55182,Tom Kim,7.14%,72,1008,+0.056
99,0,49960,Sepp Straka,7.14%,66,924,-0.030
101,0,33486,Roger Sloan,7.10%,53,746,+0.075
101,0,55454,Carl Yuan,7.10%,53,746,+0.170
103,0,33399,Adam Hadwin,7.07%,70,990,+0.043
104,0,32791,K.H. Lee,7.04%,66,937,E
105,0,46046,Scottie Scheffler,7.03%,61,868,-0.148
106,0,28089,Jason Day,7.00%,58,828,-0.172
107,0,52375,Doug Ghim,6.97%,76,1090,-0.105
108,0,55708,Hayden Buckley,6.95%,58,834,+0.034
109,0,35532,Tom Hoge,6.94%,88,1268,+0.080
110,0,46442,Maverick McNealy,6.93%,76,1097,+0.066
111,0,48867,Matti Schmid,6.90%,60,870,-0.050
112,0,32366,Kevin Chappell,6.84%,39,570,+0.103
112,0,27330,Josh Teater,6.84%,36,526,+0.111
114,0,39324,J.J. Spaun,6.83%,69,1010,+0.029
115,0,56149,Wilson Furr,6.78%,43,634,+0.047
116,0,34374,Erik Barnes,6.75%,41,607,+0.390
117,0,22405,Justin Rose,6.72%,50,744,-0.040
118,0,51696,Rico Hoey,6.70%,62,926,+0.113
119,0,30926,Chris Kirk,6.69%,63,942,E
120,0,48081,Xander Schauffele,6.68%,64,958,+0.047
121,0,57366,Cameron Young,6.65%,67,1008,+0.060
122,0,33948,Byeong Hun An,6.59%,61,926,+0.082
123,0,52215,Robert MacIntyre,6.57%,57,868,E
124,0,52513,Carson Young,6.56%,67,1022,-0.045
125,0,49947,Taylor Moore,6.55%,80,1222,-0.013
126,0,47483,Will Zalatoris,6.50%,53,816,+0.094
127,0,60004,Jacob Bridgeman,6.49%,54,832,-0.019
128,0,29725,Tony Finau,6.48%,64,988,+0.016
129,0,50484,Hayden Springer,6.46%,50,774,-0.100
130,0,34255,Joseph Bramlett,6.43%,64,996,+0.031
130,0,27064,Jhonattan Vegas,6.43%,54,840,+0.074
132,0,54421,Garrick Higgo,6.41%,56,874,+0.250
133,0,33968,Thorbjørn Olesen,6.39%,35,548,-0.086
134,0,29420,Billy Horschel,6.36%,59,928,-0.068
