RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
126,0,47504,Sam Burns,3.56%,33,926,+0.030
126,0,48867,Matti Schmid,3.56%,31,870,+0.032
128,0,40058,Zac Blair,3.50%,36,1028,E
129,0,50484,Hayden Springer,3.49%,27,774,+0.370
130,0,50497,Adrien Dumont de Chassart,3.48%,28,804,+0.250
131,0,28237,Rory McIlroy,3.47%,30,864,+0.067
132,0,34374,Erik Barnes,3.46%,21,607,+0.381
132,0,45609,Tyler Duncan,3.46%,27,780,+0.185
132,0,23320,Ryan Palmer,3.46%,17,492,+0.118
135,0,37378,Min Woo Lee,3.43%,28,816,+0.071
136,0,40250,Taylor Pendrith,3.35%,33,986,-0.121
137,0,33399,Adam Hadwin,3.33%,33,990,+0.061
137,0,39977,Max Homa,3.33%,32,962,+0.375
139,0,54421,Garrick Higgo,3.32%,29,874,+0.276
140,0,48084,Wesley Bryan,3.27%,16,490,+0.375
141,0,60004,Jacob Bridgeman,3.25%,27,832,+0.111
142,0,29725,Tony Finau,3.24%,32,988,-0.031
143,0,60067,Joe Highsmith,3.23%,26,804,+0.500
143,0,37455,Si Woo Kim,3.23%,35,1084,+0.171
145,0,28775,Nate Lashley,3.15%,27,858,+0.111
146,0,47420,Jake Knapp,3.13%,30,960,+0.300
146,0,27349,Alex Noren,3.13%,26,832,+0.077
148,0,52372,Cameron Champ,3.12%,21,674,-0.143
149,0,47988,Nick Hardy,3.11%,33,1062,+0.242
150,0,35450,Patrick Cantlay,3.10%,24,774,-0.208
150,0,46442,Maverick McNealy,3.10%,34,1097,+0.118
152,0,56630,Akshay Bhatia,3.09%,34,1102,+0.206
152,0,46414,Aaron Rai,3.09%,32,1036,+0.156
154,0,57366,Cameron Young,3.08%,31,1008,+0.161
155,0,32839,Hideki Matsuyama,3.02%,27,894,E
156,0,55893,Sam Stevens,2.99%,33,1102,+0.091
157,0,34021,Bud Cauley,2.97%,21,708,+0.143
157,0,40006,Erik van Rooyen,2.97%,29,976,+0.103
159,0,36801,Mark Hubbard,2.96%,36,1218,+0.056
160,0,57362,Austin Eckroat,2.95%,32,1086,+0.281
161,0,51766,Wyndham Clark,2.89%,25,864,+0.120
162,0,39975,Michael Kim,2.87%,25,872,E
163,0,39327,Ben Silverman,2.86%,28,980,+0.179
164,0,56149,Wilson Furr,2.84%,18,634,-0.056
165,0,34046,Jordan Spieth,2.83%,25,882,+0.080
166,0,32366,Kevin Chappell,2.81%,16,570,+0.125
167,0,51287,Ryo Hisatsune,2.80%,27,966,E
168,0,36884,Ben Kohles,2.77%,28,1011,+0.143
168,0,27649,Brandt Snedeker,2.77%,20,722,+0.350
170,0,12716,Charley Hoffman,2.73%,23,842,+0.217
171,0,27644,Brian Harman,2.72%,30,1104,E
172,0,39546,Keith Mitchell,2.66%,28,1052,+0.250
172,0,24502,Adam Scott,2.66%,23,864,-0.043
174,0,38991,Alejandro Tosti,2.61%,22,844,+0.045
175,0,52514,Trace Crowe,2.59%,19,734,+0.263
176,0,33968,Thorbjørn Olesen,2.55%,14,548,+0.143
177,0,46046,Scottie Scheffler,2.53%,22,868,-0.136
178,0,33948,Byeong Hun An,2.48%,23,926,+0.043
179,0,35461,Beau Hossler,2.46%,27,1096,E
180,0,52955,Ludvig Åberg,2.38%,22,924,+0.045
181,0,47663,Kevin Dougherty,2.33%,16,688,+0.125
182,0,27330,Josh Teater,2.28%,12,526,+0.250
183,0,46717,Viktor Hovland,2.06%,15,728,+0.267
184,0,27129,Luke List,1.74%,16,920,+0.125
