RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,34256,Andrew Putnam,7.84%,82,1046,E
2,0,29478,Kevin Kisner,7.19%,47,654,+0.170
3,0,54628,Lee Hodges,6.94%,83,1196,+0.084
4,0,55789,Taylor Montgomery,6.92%,45,650,+0.178
5,0,36871,Matt NeSmith,6.61%,57,862,+0.105
6,0,40026,Daniel Berger,6.59%,55,834,+0.200
7,0,47679,Victor Perez,6.46%,54,836,+0.185
8,0,59143,Mac Meissner,6.24%,56,898,-0.018
9,0,27139,David Skinns,6.18%,58,938,+0.310
10,0,25900,Lucas Glover,6.04%,65,1076,-0.077
11,0,26476,Chez Reavie,5.67%,44,776,+0.045
12,0,59442,Parker Coody,5.59%,37,662,+0.081
13,0,33653,Thomas Detry,5.58%,50,896,+0.060
14,0,29535,Brice Garnett,5.52%,33,598,+0.030
14,0,49960,Sepp Straka,5.52%,51,924,+0.020
16,0,47993,Denny McCarthy,5.51%,61,1108,+0.148
16,0,22405,Justin Rose,5.51%,41,744,E
18,0,27770,Camilo Villegas,5.49%,34,619,+0.147
19,0,48119,Ben Taylor,5.47%,41,750,+0.415
20,0,22371,Aaron Baddeley,5.41%,44,814,+0.227
21,0,47483,Will Zalatoris,5.39%,44,816,+0.045
22,0,27936,Martin Laird,5.32%,43,808,-0.023
23,0,50188,S.H. Kim,5.30%,66,1246,+0.182
24,0,46113,Ryan McCormick,5.23%,34,650,+0.412
25,0,59836,Pierceson Coody,5.22%,45,862,+0.356
25,0,48887,Matt Wallace,5.22%,42,804,+0.310
27,0,34466,Peter Malnati,5.19%,49,944,+0.020
28,0,30927,Brendon Todd,5.17%,64,1238,+0.125
29,0,32102,Rickie Fowler,5.16%,49,950,-0.082
30,0,47347,Adam Schenk,5.13%,58,1130,+0.328
31,0,40115,Adam Svensson,5.10%,71,1392,+0.042
32,0,28420,Ryan Brehm,5.05%,32,634,+0.250
32,0,32367,Jorge Campillo,5.05%,29,574,+0.069
34,0,26596,Ryan Moore,4.98%,44,884,+0.295
35,0,32640,Troy Merritt,4.96%,40,806,+0.075
36,0,28252,Seamus Power,4.93%,61,1238,-0.115
36,0,31323,Gary Woodland,4.93%,49,994,+0.204
38,0,34255,Joseph Bramlett,4.92%,49,996,+0.143
38,0,50095,Austin Smotherman,4.92%,26,528,+0.231
40,0,51977,Max Greyserman,4.89%,43,879,+0.116
40,0,40162,Justin Lower,4.89%,56,1145,+0.036
42,0,46340,Alex Smalley,4.88%,40,820,+0.200
43,0,33486,Roger Sloan,4.83%,36,746,-0.139
44,0,37275,Sam Ryder,4.81%,40,832,+0.100
44,0,51894,Vince Whaley,4.81%,36,748,+0.139
46,0,27214,Kevin Streelman,4.79%,38,794,+0.053
47,0,54576,Patrick Fishburn,4.78%,37,774,+0.108
48,0,32070,Rafael Campos,4.77%,29,608,+0.241
49,0,48699,Callum Tarren,4.74%,38,802,+0.237
50,0,52666,Sami Valimaki,4.72%,37,784,+0.027
51,0,34587,Chan Kim,4.70%,46,978,E
52,0,29221,Webb Simpson,4.69%,32,682,-0.156
52,0,55454,Carl Yuan,4.69%,35,746,+0.143
54,0,51070,Vincent Norrman,4.68%,30,641,+0.133
55,0,49947,Taylor Moore,4.66%,57,1222,+0.211
56,0,34076,Joel Dahmen,4.64%,47,1012,+0.064
57,0,59095,Chris Gotterup,4.62%,42,909,+0.214
57,0,32333,Kevin Tway,4.62%,29,628,+0.138
59,0,40098,Matt Fitzpatrick,4.61%,40,868,+0.250
60,0,37212,Paul Barjon,4.59%,28,610,+0.107
60,0,45242,Kevin Yu,4.59%,42,916,+0.190
62,0,36699,Patrick Rodgers,4.53%,56,1236,+0.232
63,0,35532,Tom Hoge,4.50%,57,1268,+0.018
63,0,52453,Nicolai Højgaard,4.50%,28,622,-0.071
65,0,47806,Raul Pereda,4.44%,22,496,+0.273
66,0,47591,Eric Cole,4.42%,59,1336,+0.068
67,0,51890,Greyson Sigg,4.39%,40,912,+0.175
68,0,60767,Blaine Hale Jr.,4.37%,23,526,+0.130
69,0,39324,J.J. Spaun,4.36%,44,1010,-0.068
69,0,25493,Nick Taylor,4.36%,46,1056,+0.043
71,0,30926,Chris Kirk,4.35%,41,942,-0.024
72,0,54783,Dylan Wu,4.34%,42,968,+0.048
73,0,55708,Hayden Buckley,4.32%,36,834,+0.028
74,0,52513,Carson Young,4.31%,44,1022,+0.068
75,0,23108,Matt Kuchar,4.30%,40,930,+0.125
76,0,35506,Mackenzie Hughes,4.29%,50,1166,+0.100
77,0,45157,Cam Davis,4.28%,43,1004,+0.047
78,0,30911,Tommy Fleetwood,4.24%,38,896,-0.158
79,0,48153,Matthieu Pavon,4.19%,31,740,-0.065
80,0,32791,K.H. Lee,4.16%,39,937,+0.205
80,0,49771,J.T. Poston,4.16%,45,1082,+0.222
82,0,33408,Tyson Alexander,4.14%,35,846,+0.257
83,0,31646,Emiliano Grillo,4.09%,44,1076,+0.045
83,0,39971,Sungjae Im,4.09%,45,1100,+0.222
83,0,36326,David Lipsky,4.09%,33,806,+0.182
86,0,32757,Patton Kizzire,4.07%,30,738,-0.167
87,0,51634,Sahith Theegala,4.06%,48,1182,-0.063
88,0,46441,Robby Shelton,4.05%,37,914,-0.081
88,0,27064,Jhonattan Vegas,4.05%,34,840,+0.029
88,0,48319,Tom Whitney,4.05%,28,692,+0.393
91,0,34563,Chesson Hadley,4.02%,34,846,+0.059
92,0,48117,Kurt Kitayama,4.01%,39,972,+0.103
93,0,34098,Russell Henley,4.00%,36,900,-0.056
93,0,24024,Zach Johnson,4.00%,24,600,+0.333
93,0,52374,Brandon Wu,4.00%,35,876,+0.086
96,0,28089,Jason Day,3.99%,33,828,+0.212
96,0,47983,Chad Ramey,3.99%,38,952,+0.237
98,0,54591,Ben Griffin,3.97%,50,1258,+0.060
98,0,30163,Henrik Norlander,3.97%,27,680,+0.037
100,0,50493,Justin Suh,3.95%,34,860,+0.265
101,0,34099,Harris English,3.94%,43,1092,-0.023
102,0,47995,Davis Riley,3.92%,38,970,+0.211
103,0,45522,Christiaan Bezuidenhout,3.89%,39,1003,+0.051
103,0,58168,Davis Thompson,3.89%,43,1106,-0.023
105,0,29420,Billy Horschel,3.88%,36,928,-0.083
105,0,51997,Andrew Novak,3.88%,41,1058,+0.073
105,0,57900,Chandler Phillips,3.88%,40,1032,+0.075
108,0,35617,Martin Trainer,3.87%,22,568,+0.364
109,0,33448,Justin Thomas,3.86%,32,828,+0.281
110,0,39997,Corey Conners,3.85%,42,1092,+0.048
110,0,36799,Stephan Jaeger,3.85%,39,1014,+0.154
112,0,33141,Keegan Bradley,3.82%,38,996,-0.053
113,0,29908,C.T. Pan,3.80%,30,790,-0.033
114,0,29936,Ryan Fox,3.79%,36,950,+0.306
115,0,48081,Xander Schauffele,3.76%,36,958,+0.222
116,0,51349,Nico Echavarria,3.70%,36,972,+0.194
117,0,52215,Robert MacIntyre,3.69%,32,868,+0.156
118,0,57975,Harry Hall,3.68%,36,978,-0.028
119,0,52375,Doug Ghim,3.67%,40,1090,E
119,0,51696,Rico Hoey,3.67%,34,926,+0.029
119,0,55182,Tom Kim,3.67%,37,1008,-0.081
122,0,50525,Collin Morikawa,3.64%,35,962,-0.171
123,0,33204,Shane Lowry,3.63%,31,854,+0.065
124,0,35310,Lanto Griffin,3.61%,29,804,+0.034
125,0,59866,Nick Dunlap,3.59%,32,892,+0.031
