RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
31,0,01945,Kenny Perry,33' 9",44172.083,1310,Under
31,0,26498,Matt Weibring,33' 9",33323.667,987,Under
33,0,06197,Michael Allen,33' 10",35181.000,1039,Under
33,0,06251,Chris DiMarco,33' 10",52646.000,1557,Under
33,0,26476,Chez Reavie,33' 10",42493.833,1255,Under
36,0,08931,Glen Day,33' 11",38915.917,1148,Over
37,0,20498,Briny Baird,34' 0",43891.667,1291,Under
38,0,01577,Lee Janzen,34' 1",37199.167,1091,Under
39,0,23983,Luke Donald,34' 2",37246.333,1091,Under
39,0,23108,Matt Kuchar,34' 2",43545.500,1274,Under
41,0,25686,Jason Dufner,34' 3",47761.167,1395,Under
41,0,27963,Chris Stroud,34' 3",46662.250,1363,Under
43,0,25190,Jeff Quinney,34' 4",43630.250,1270,Under
43,0,02239,Scott Verplank,34' 4",48699.417,1417,Under
45,0,12652,Cameron Beckman,34' 5",46196.333,1342,Under
45,0,23541,Ben Crane,34' 5",49271.833,1433,Under
45,0,25396,Kevin Na,34' 5",48072.167,1397,Under
45,0,20691,Greg Owen,34' 5",50487.000,1466,Under
49,0,06522,Ernie Els,34' 6",33434.833,970,Under
49,0,24358,Robert Garrigus,34' 6",44178.917,1281,Under
49,0,25900,Lucas Glover,34' 6",48628.333,1410,Under
49,0,01797,Rocco Mediate,34' 6",40801.000,1182,Under
49,0,20645,John Senden,34' 6",56879.167,1647,Under
49,0,23788,D.J. Trahan,34' 6",49162.083,1426,Under
55,0,24781,Hunter Mahan,34' 7",46604.750,1346,Under
55,0,24140,Sean O'Hair,34' 7",35891.083,1039,Under
55,0,06567,Vijay Singh,34' 7",31611.917,913,Under
55,0,02214,Kirk Triplett,34' 7",34120.583,987,Over
55,0,08793,Tiger Woods,34' 7",29730.667,859,1 Under
55,0,24663,Y.E. Yang,34' 7",43278.417,1251,Under
61,0,07867,Woody Austin,34' 8",47214.083,1361,Under
61,0,01320,Bob Estes,34' 8",42793.750,1235,Under
61,0,21805,Harrison Frazar,34' 8",52114.083,1503,Under
61,0,06643,Paul Goydos,34' 8",40408.333,1165,Under
61,0,26289,Boo Weekley,34' 8",40373.750,1166,Under
66,0,20104,Ken Duke,34' 9",44137.167,1269,Under
66,0,08075,Jerry Kelly,34' 9",47903.667,1378,Under
66,0,01724,Jeff Maggert,34' 9",45384.000,1307,Under
66,0,01928,Corey Pavin,34' 9",33702.917,971,Under
70,0,20848,Ángel Cabrera,34' 10",23771.333,682,Under
70,0,07457,Steve Flesch,34' 10",39323.750,1129,Even
70,0,20157,Retief Goosen,34' 10",34921.667,1003,Under
73,0,30711,Colt Knost,34' 11",34966.167,1001,Over
73,0,28158,Steve Marino,34' 11",52567.500,1504,Under
73,0,20572,Rod Pampling,34' 11",40001.250,1146,Under
73,0,23325,Vaughn Taylor,34' 11",49144.333,1409,Under
77,0,06004,Stephen Ames,35' 0",35720.917,1020,Under
77,0,01313,Steve Elkington,35' 0",38893.250,1110,Under
77,0,01473,Todd Hamilton,35' 0",40131.083,1146,Over
77,0,27060,John Mallinger,35' 0",44157.333,1263,Under
77,0,27933,John Merrick,35' 0",42372.750,1212,Under
77,0,23623,Bo Van Pelt,35' 0",51429.833,1470,Under
83,0,30925,Dustin Johnson,35' 1",40024.500,1141,Under
83,0,12705,Cliff Kresge,35' 1",42287.833,1204,Over
83,0,21959,Ted Purdy,35' 1",55770.417,1589,Under
83,0,29221,Webb Simpson,35' 1",54577.167,1554,Under
87,0,23614,Rich Beem,35' 2",36499.333,1037,Under
87,0,01132,Mark Brooks,35' 2",25212.500,717,Over
87,0,24357,K.J. Choi,35' 2",31508.000,897,Under
87,0,27120,Troy Matteson,35' 2",55226.000,1570,Under
87,0,01766,Billy Mayfair,35' 2",43543.417,1238,Over
92,0,24846,Ricky Barnes,35' 3",32021.000,909,Over
92,0,24912,Will MacKenzie,35' 3",38216.833,1085,Over
92,0,25240,D.A. Points,35' 3",54273.750,1541,Under
92,0,24138,Ian Poulter,35' 3",26632.167,755,Under
92,0,20127,Chris Riley,35' 3",42116.000,1194,Under
92,0,22405,Justin Rose,35' 3",35874.750,1017,Under
92,0,21878,Mark Wilson,35' 3",55612.000,1579,Under
99,0,26851,Marc Leishman,35' 4",53226.167,1506,Under
100,0,20229,Stewart Cink,35' 5",37373.833,1055,Under
100,0,01706,Davis Love III,35' 5",48960.417,1384,Under
102,0,10733,Kent Jones,35' 6",38818.583,1094,Over
102,0,06012,Greg Kraft,35' 6",26042.750,733,Over
104,0,23353,J.J. Henry,35' 7",53527.000,1505,Under
104,0,07749,Brett Quigley,35' 7",47906.833,1347,Under
104,0,27770,Camilo Villegas,35' 7",35604.083,1001,Under
104,0,20160,Charlie Wi,35' 7",50226.000,1413,Under
108,0,21753,Brian Davis,35' 8",57981.000,1626,Under
108,0,26695,Michael Letzig,35' 8",54912.667,1538,Under
108,0,27214,Kevin Streelman,35' 8",55552.083,1556,Under
108,0,23349,Charles Warren,35' 8",33886.000,949,Under
112,0,01161,Mark Calcavecchia,35' 9",39441.833,1103,Under
112,0,26420,Richard Johnson,35' 9",47537.417,1330,Over
112,0,24361,Pat Perez,35' 9",39756.167,1111,Under
115,0,20098,Stuart Appleby,35' 10",41731.083,1164,Over
115,0,22892,Jason Gore,35' 10",39784.500,1111,Over
115,0,12716,Charley Hoffman,35' 10",55627.833,1552,Under
115,0,21731,Freddie Jacobson,35' 10",46783.333,1305,Under
115,0,23548,Bill Lunde,35' 10",48127.667,1343,Under
115,0,26881,Jarrod Lyle,35' 10",32060.083,894,Over
115,0,06539,Rick Price,35' 10",26318.250,734,Over
115,0,24502,Adam Scott,35' 10",26987.917,754,Over
115,0,25632,Jimmy Walker,35' 10",40960.000,1143,Under
124,0,27466,Spencer Levin,35' 11",43049.083,1199,Under
124,0,27683,Leif Olson,35' 11",27518.583,767,Over
124,0,01941,Tom Pernice Jr.,35' 11",48218.333,1342,Under
124,0,28620,Aron Price,35' 11",49535.917,1380,Over
124,0,26497,Casey Wittenberg,35' 11",34702.250,967,Under
129,0,20766,Padraig Harrington,36' 0",30829.500,857,Under
129,0,20634,Peter Lonard,36' 0",49639.500,1380,Over
129,0,24490,George McNeill,36' 0",49031.917,1363,Under
129,0,23621,Rory Sabbatini,36' 0",43235.583,1201,Under
129,0,06595,Kevin Sutherland,36' 0",47197.750,1312,Under
134,0,23778,Brad Adamonis,36' 1",39446.583,1093,Over
134,0,24503,Jeff Klauk,36' 1",57054.333,1580,Under
134,0,28780,Nicholas Thompson,36' 1",56158.750,1557,Under
134,0,27095,Nick Watney,36' 1",43931.250,1217,Under
138,0,21961,Charles Howell III,36' 2",53487.500,1480,Under
138,0,25804,Bubba Watson,36' 2",37039.667,1023,Under
140,0,20593,Greg Chalmers,36' 3",45951.417,1267,Under
140,0,24924,Bill Haas,36' 3",53202.583,1468,Under
140,0,22046,Geoff Ogilvy,36' 3",37641.417,1039,Under
143,0,20574,Mathew Goggin,36' 4",38960.333,1073,Over
143,0,21949,Joe Ogilvie,36' 4",50139.250,1380,Under
143,0,23497,Tag Ridings,36' 4",26597.750,732,Under
146,0,01707,Steve Lowery,36' 5",50198.000,1377,Over
146,0,01948,Tim Petrovic,36' 5",55999.083,1539,Under
146,0,28118,Peter Tomasulo,36' 5",29834.750,820,Over
149,0,31323,Gary Woodland,36' 6",24168.500,662,Over
150,0,28089,Jason Day,36' 7",32736.583,894,Under
150,0,12782,Tim Herron,36' 7",53118.000,1452,Under
150,0,26596,Ryan Moore,36' 7",49214.250,1344,Under
150,0,25345,Carl Pettersson,36' 7",48039.500,1314,Under
154,0,29718,Anthony Kim,36' 8",39384.583,1074,Under
154,0,23320,Ryan Palmer,36' 8",45781.417,1249,Under
154,0,26951,Johnson Wagner,36' 8",48651.750,1328,Under
157,0,20850,Daniel Chopra,36' 9",54499.917,1482,Under
157,0,22961,David Mathis,36' 9",45413.333,1236,Over
159,0,23638,Brendon de Jonge,36' 10",51984.083,1410,Under
160,0,24925,Jonathan Byrd,36' 11",52155.500,1414,Under
161,0,09011,David Duval,37' 0",29035.167,784,Over
162,0,26300,Matt Jones,37' 1",29902.083,807,Under
162,0,30927,Brendon Todd,37' 1",31019.250,836,Over
164,0,25818,Scott Piercy,37' 2",50529.583,1360,Under
165,0,01810,Phil Mickelson,37' 3",31992.000,858,Under
166,0,10585,Scott McCarron,37' 4",53787.250,1440,Under
167,0,22371,Aaron Baddeley,37' 5",38534.667,1031,Under
167,0,07223,Brian Bateman,37' 5",32206.583,860,Over
167,0,28475,Jeff Overton,37' 5",50919.917,1360,Even
170,0,26301,James Nitties,37' 6",50809.000,1356,Under
170,0,25919,Brian Vranesh,37' 6",28976.583,772,Over
172,0,23718,Nathan Green,38' 0",62833.833,1652,Under
172,0,27141,J.B. Holmes,38' 0",41496.167,1092,Over
172,0,21350,Ryuji Imada,38' 0",46956.583,1237,Under
175,0,31416,Derek Fathauer,38' 1",34673.000,911,Over
175,0,26668,Marc Turnesa,38' 1",48510.917,1273,Over
177,0,20070,Matt Bettencourt,38' 3",59543.500,1558,Over
178,0,22621,Ben Curtis,38' 4",32307.250,843,Under
179,0,27936,Martin Laird,38' 7",42635.583,1106,Under
180,0,22913,John Rollins,38' 10",54725.833,1410,Under
181,0,25562,Andres Romero,39' 2",29971.750,765,Under
182,0,23048,Eric Axley,39' 7",41535.417,1049,1 Over
182,0,24449,Parker McLachlin,39' 7",47387.583,1196,Over
184,0,01329,Brad Faxon,40' 3",37368.333,928,Over
