RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS INSIDE 5',TOTAL 3 PUTTS
1,0,25396,Kevin Na,3,51
1,0,25345,Carl Pettersson,3,47
1,0,07749,Brett Quigley,3,30
4,0,01161,Mark Calcavecchia,2,42
4,0,12510,Chad Campbell,2,50
4,0,06621,Joe Durant,2,78
4,0,27561,Nick Flanagan,2,62
4,0,12716,Charley Hoffman,2,56
4,0,08075,Jerry Kelly,2,30
4,0,24912,Will MacKenzie,2,36
4,0,24490,George McNeill,2,60
4,0,22046,Geoff Ogilvy,2,20
4,0,20663,Brenden Pappas,2,32
4,0,23325,Vaughn Taylor,2,50
4,0,23788,D.J. Trahan,2,52
4,0,02239,Scott Verplank,2,33
4,0,26289,Boo Weekley,2,54
18,0,06197,Michael Allen,1,37
18,0,23614,Rich Beem,1,42
18,0,24227,Justin Bolli,1,52
18,0,01142,Bart Bryant,1,37
18,0,24925,Jonathan Byrd,1,44
18,0,26500,Alejandro Cañizares,1,19
18,0,20472,Alex Cejka,1,36
18,0,12826,Paul Claxton,1,20
18,0,01226,Fred Couples,1,30
18,0,10875,Todd Demsey,1,47
18,0,06251,Chris DiMarco,1,42
18,0,09011,David Duval,1,32
18,0,01313,Steve Elkington,1,33
18,0,30750,Tommy Gainey,1,47
18,0,01388,Robert Gamez,1,66
18,0,24358,Robert Garrigus,1,63
18,0,20574,Mathew Goggin,1,40
18,0,23718,Nathan Green,1,53
18,0,24924,Bill Haas,1,45
18,0,21961,Charles Howell III,1,42
18,0,26300,Matt Jones,1,50
18,0,12705,Cliff Kresge,1,43
18,0,23108,Matt Kuchar,1,32
18,0,27613,David Lutterus,1,48
18,0,01724,Jeff Maggert,1,57
18,0,01766,Billy Mayfair,1,59
18,0,01810,Phil Mickelson,1,26
18,0,26596,Ryan Moore,1,39
18,0,20572,Rod Pampling,1,39
18,0,12660,Jesper Parnevik,1,49
18,0,01948,Tim Petrovic,1,55
18,0,21959,Ted Purdy,1,40
18,0,25190,Jeff Quinney,1,34
18,0,25562,Andres Romero,1,29
18,0,23621,Rory Sabbatini,1,46
18,0,20645,John Senden,1,51
18,0,08845,Scott Sterling,1,41
18,0,27963,Chris Stroud,1,45
18,0,23623,Bo Van Pelt,1,61
18,0,27770,Camilo Villegas,1,27
18,0,10423,Mike Weir,1,24
18,0,25349,Tim Wilkinson,1,32
18,0,24663,Y.E. Yang,1,48
