RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 10'-15',TOTAL 3 PUTTS
1,0,01388,Robert Gamez,9,66
2,0,01941,Tom Pernice Jr.,7,56
3,0,23718,Nathan Green,6,53
3,0,11032,Frank Lickliter II,6,61
3,0,28158,Steve Marino,6,68
3,0,21949,Joe Ogilvie,6,46
7,0,01024,Billy Andrade,5,42
7,0,23048,Eric Axley,5,49
7,0,21805,Harrison Frazar,5,58
7,0,20378,Mathias Grönberg,5,66
7,0,01797,Rocco Mediate,5,39
7,0,24140,Sean O'Hair,5,37
7,0,20645,John Senden,5,51
7,0,27214,Kevin Streelman,5,61
7,0,27963,Chris Stroud,5,45
7,0,21878,Mark Wilson,5,53
17,0,23541,Ben Crane,4,34
17,0,21753,Brian Davis,4,67
17,0,27561,Nick Flanagan,4,62
17,0,24358,Robert Garrigus,4,63
17,0,21731,Freddie Jacobson,4,32
17,0,08075,Jerry Kelly,4,30
17,0,27936,Martin Laird,4,57
17,0,01706,Davis Love III,4,44
17,0,27060,John Mallinger,4,34
17,0,10585,Scott McCarron,4,42
17,0,26596,Ryan Moore,4,39
17,0,22913,John Rollins,4,57
17,0,25562,Andres Romero,4,29
17,0,23797,Brett Rumford,4,34
17,0,23349,Charles Warren,4,60
17,0,27095,Nick Watney,4,52
17,0,10423,Mike Weir,4,24
34,0,01035,Tommy Armour III,3,46
34,0,07867,Woody Austin,3,52
34,0,10505,Shane Bertsch,3,35
34,0,01226,Fred Couples,3,30
34,0,28089,Jason Day,3,38
34,0,10875,Todd Demsey,3,47
34,0,06251,Chris DiMarco,3,42
34,0,23409,James Driscoll,3,31
34,0,21461,Kenneth Ferrie,3,46
34,0,22892,Jason Gore,3,54
34,0,26300,Matt Jones,3,50
34,0,29718,Anthony Kim,3,33
34,0,26695,Michael Letzig,3,41
34,0,27613,David Lutterus,3,48
34,0,24912,Will MacKenzie,3,36
34,0,24781,Hunter Mahan,3,38
34,0,28475,Jeff Overton,3,53
34,0,20572,Rod Pampling,3,39
34,0,01948,Tim Petrovic,3,55
34,0,25345,Carl Pettersson,3,47
34,0,28780,Nicholas Thompson,3,87
34,0,02206,David Toms,3,27
34,0,02239,Scott Verplank,3,33
34,0,27770,Camilo Villegas,3,27
34,0,26951,Johnson Wagner,3,45
34,0,25632,Jimmy Walker,3,36
34,0,25804,Bubba Watson,3,53
34,0,10425,Jay Williamson,3,56
62,0,21633,Steve Allan,2,37
62,0,20098,Stuart Appleby,2,31
62,0,12652,Cameron Beckman,2,51
62,0,01161,Mark Calcavecchia,2,42
62,0,12510,Chad Campbell,2,50
62,0,20472,Alex Cejka,2,36
62,0,20229,Stewart Cink,2,31
62,0,23135,Tim Clark,2,38
62,0,20623,Gavin Coles,2,22
62,0,06621,Joe Durant,2,78
62,0,09011,David Duval,2,32
62,0,01320,Bob Estes,2,44
62,0,12823,Carlos Franco,2,39
62,0,26631,Cody Freeman,2,34
62,0,30750,Tommy Gainey,2,47
62,0,19846,Brian Gay,2,31
62,0,20157,Retief Goosen,2,22
62,0,20105,Jeff Gove,2,30
62,0,24924,Bill Haas,2,45
62,0,06575,Dudley Hart,2,39
62,0,22378,Trevor Immelman,2,31
62,0,01577,Lee Janzen,2,45
62,0,06573,Brandt Jobe,2,29
62,0,23157,Richard Johnson,2,34
62,0,23108,Matt Kuchar,2,32
62,0,10860,Justin Leonard,2,28
62,0,20634,Peter Lonard,2,49
62,0,12680,Shigeki Maruyama,2,22
62,0,01766,Billy Mayfair,2,59
62,0,25842,Jon Mills,2,54
62,0,25396,Kevin Na,2,51
62,0,20663,Brenden Pappas,2,32
62,0,24361,Pat Perez,2,48
62,0,25594,Travis Perkins,2,30
62,0,21959,Ted Purdy,2,40
62,0,07749,Brett Quigley,2,30
62,0,25190,Jeff Quinney,2,34
62,0,23621,Rory Sabbatini,2,46
62,0,22548,Patrick Sheehan,2,42
62,0,22293,Heath Slocum,2,45
62,0,27649,Brandt Snedeker,2,41
62,0,12309,Bob Sowards,2,28
62,0,26679,Kevin Stadler,2,47
62,0,06527,Steve Stricker,2,26
62,0,22582,Kyle Thompson,2,33
62,0,23623,Bo Van Pelt,2,61
62,0,25349,Tim Wilkinson,2,32
62,0,24663,Y.E. Yang,2,48
110,0,06197,Michael Allen,1,37
110,0,10885,Robert Allenby,1,52
110,0,23540,Jason Allred,1,45
110,0,06004,Stephen Ames,1,27
110,0,19803,Ryan Armour,1,46
110,0,22371,Aaron Baddeley,1,15
110,0,20498,Briny Baird,1,58
110,0,23614,Rich Beem,1,42
110,0,24227,Justin Bolli,1,52
110,0,01142,Bart Bryant,1,37
110,0,20848,Ángel Cabrera,1,23
110,0,26500,Alejandro Cañizares,1,19
110,0,20850,Daniel Chopra,1,19
110,0,12826,Paul Claxton,1,20
110,0,25720,Chad Collins,1,23
110,0,22621,Ben Curtis,1,22
110,0,06034,Marco Dawson,1,21
110,0,23125,Brad Elder,1,24
110,0,01313,Steve Elkington,1,33
110,0,07457,Steve Flesch,1,50
110,0,21209,Sergio Garcia,1,34
110,0,06643,Paul Goydos,1,37
110,0,01473,Todd Hamilton,1,30
110,0,20433,Mark Hensby,1,42
110,0,12782,Tim Herron,1,50
110,0,12716,Charley Hoffman,1,56
110,0,27141,J.B. Holmes,1,47
110,0,01553,John Huston,1,23
110,0,30925,Dustin Johnson,1,36
110,0,06012,Greg Kraft,1,27
110,0,12705,Cliff Kresge,1,43
110,0,22806,Doug LaBelle II,1,24
110,0,01707,Steve Lowery,1,45
110,0,01724,Jeff Maggert,1,57
110,0,27120,Troy Matteson,1,66
110,0,24490,George McNeill,1,60
110,0,27933,John Merrick,1,49
110,0,01810,Phil Mickelson,1,26
110,0,20443,Jin Park,1,39
110,0,24138,Ian Poulter,1,12
110,0,02002,John Riegger,1,45
110,0,20127,Chris Riley,1,16
110,0,10649,Tom Scherrer,1,24
110,0,24502,Adam Scott,1,25
110,0,06595,Kevin Sutherland,1,42
110,0,23788,D.J. Trahan,1,52
110,0,08385,Omar Uresti,1,43
110,0,26289,Boo Weekley,1,54
