RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
82,0,24663,Y.E. Yang,165.4,5109265.000,858
87,0,32200,Roberto Castro,165.5,7999216.000,1343
87,0,28089,Jason Day,165.5,5005018.000,840
87,0,22348,Nick O'Hern,165.5,7278884.000,1222
90,0,31558,J.J. Killeen,165.6,8960668.000,1503
90,0,27302,Garth Mulroy,165.6,4871022.000,817
90,0,27556,Ted Potter Jr.,165.6,6520205.000,1094
90,0,26476,Chez Reavie,165.6,7064539.000,1185
90,0,23621,Rory Sabbatini,165.6,7684666.000,1289
90,0,32150,Michael Thompson,165.6,6945701.000,1165
96,0,27436,Graham DeLaet,165.7,7609382.000,1276
96,0,27060,John Mallinger,165.7,6739394.000,1130
96,0,22046,Geoff Ogilvy,165.7,5888778.000,987
96,0,26329,Louis Oosthuizen,165.7,5238966.000,878
96,0,27214,Kevin Streelman,165.7,8213008.000,1377
101,0,23204,Gary Christian,165.8,8044640.000,1348
101,0,21350,Ryuji Imada,165.8,7357855.000,1233
101,0,27095,Nick Watney,165.8,8112552.000,1359
104,0,22378,Trevor Immelman,165.9,6104070.000,1022
104,0,25834,Daniel Summerhays,165.9,7280795.000,1219
106,0,34099,Harris English,166.0,9291727.000,1555
106,0,26596,Ryan Moore,166.0,8659030.000,1449
106,0,23623,Bo Van Pelt,166.0,6948498.000,1163
106,0,21878,Mark Wilson,166.0,7261619.000,1215
110,0,06251,Chris DiMarco,166.1,7725506.000,1292
110,0,20766,Padraig Harrington,166.1,4820977.000,806
110,0,25804,Bubba Watson,166.1,5441483.000,910
113,0,27770,Camilo Villegas,166.2,7836641.000,1310
114,0,29479,Scott Brown,166.3,5446769.000,910
114,0,24140,Sean O'Hair,166.3,8159691.000,1363
114,0,29518,Brendan Steele,166.3,6844011.000,1143
117,0,10885,Robert Allenby,166.4,7091574.000,1184
117,0,10809,Jim Furyk,166.4,6990247.000,1167
117,0,19970,Robert Karlsson,166.4,4367415.000,729
117,0,35139,Richard Lee,166.4,6123014.000,1022
117,0,27933,John Merrick,166.4,7716164.000,1288
122,0,06036,Scott Dunlap,166.5,4940332.000,824
123,0,24846,Ricky Barnes,166.6,8805625.000,1468
123,0,32698,Bobby Gates,166.6,8164213.000,1361
123,0,23788,D.J. Trahan,166.6,6652446.000,1109
126,0,29910,Blake Adams,166.7,9458820.000,1576
126,0,28259,Sangmoon Bae,166.7,6117029.000,1019
126,0,27895,Jonas Blixt,166.7,6863876.000,1144
126,0,23983,Luke Donald,166.7,5172698.000,862
126,0,06522,Ernie Els,166.7,6983416.000,1164
126,0,20574,Mathew Goggin,166.7,5891874.000,982
126,0,29289,S.Y. Noh,166.7,9113389.000,1519
126,0,25818,Scott Piercy,166.7,9227473.000,1538
126,0,24138,Ian Poulter,166.7,4063869.000,677
135,0,20229,Stewart Cink,166.9,5821679.000,969
135,0,24781,Hunter Mahan,166.9,6897075.000,1148
135,0,28475,Jeff Overton,166.9,9905623.000,1649
138,0,23541,Ben Crane,167.0,6641670.000,1105
138,0,26331,Charl Schwartzel,167.0,4286387.000,713
138,0,27649,Brandt Snedeker,167.0,7002311.000,1165
141,0,32366,Kevin Chappell,167.1,7758979.000,1290
141,0,24494,Erik Compton,167.1,6846995.000,1138
141,0,20104,Ken Duke,167.1,9710015.000,1614
144,0,12510,Chad Campbell,167.2,7892289.000,1311
144,0,08075,Jerry Kelly,167.2,7897377.000,1312
144,0,26951,Johnson Wagner,167.2,8208941.000,1364
147,0,27120,Troy Matteson,167.3,8973653.000,1490
148,0,20848,Ángel Cabrera,167.4,3982941.000,661
148,0,32102,Rickie Fowler,167.4,7117984.000,1181
150,0,24358,Robert Garrigus,167.5,7982177.000,1324
150,0,08793,Tiger Woods,167.5,5204486.000,863
152,0,21407,Arjun Atwal,167.6,7153715.000,1186
152,0,33419,Cameron Tringale,167.6,8345796.000,1383
154,0,24357,K.J. Choi,167.7,6032316.000,999
154,0,08725,Tom Gillis,167.7,7439031.000,1232
156,0,22405,Justin Rose,167.9,5748944.000,951
157,0,20593,Greg Chalmers,168.1,8126628.000,1343
157,0,11123,Chris Couch,168.1,5789807.000,957
157,0,24604,Hunter Haas,168.1,5616343.000,928
157,0,27466,Spencer Levin,168.1,7153668.000,1182
157,0,26679,Kevin Stadler,168.1,7574997.000,1252
162,0,26851,Marc Leishman,168.2,8245695.000,1362
163,0,33141,Keegan Bradley,168.3,7700800.000,1271
163,0,24925,Jonathan Byrd,168.3,6095308.000,1006
163,0,30110,Kyle Stanley,168.3,7599426.000,1254
163,0,27064,Jhonattan Vegas,168.3,7476015.000,1234
167,0,01941,Tom Pernice Jr.,168.4,5644748.000,931
167,0,06567,Vijay Singh,168.4,8776332.000,1448
169,0,24024,Zach Johnson,168.5,8047802.000,1327
170,0,12716,Charley Hoffman,168.6,8253362.000,1360
170,0,01810,Phil Mickelson,168.6,6514414.000,1073
172,0,24924,Bill Haas,168.7,6639824.000,1093
172,0,01766,Billy Mayfair,168.7,8488942.000,1398
174,0,23638,Brendon de Jonge,168.8,11099455.000,1827
174,0,27936,Martin Laird,168.8,5876089.000,967
176,0,31323,Gary Woodland,169.0,5763057.000,947
177,0,28087,Kris Blanks,169.1,6557019.000,1077
178,0,21528,Henrik Stenson,169.2,4574511.000,751
179,0,34174,John Huh,169.3,9275544.000,1522
179,0,24361,Pat Perez,169.3,7526751.000,1235
181,0,29221,Webb Simpson,169.6,7191377.000,1178
182,0,25396,Kevin Na,169.9,7102596.000,1161
183,0,24490,George McNeill,170.0,7745974.000,1266
183,0,25240,D.A. Points,170.0,8752369.000,1430
185,0,25632,Jimmy Walker,170.1,9959159.000,1626
186,0,21209,Sergio Garcia,170.2,4835428.000,789
187,0,25562,Andres Romero,170.7,5929989.000,965
187,0,20396,Lee Westwood,170.7,4411261.000,718
189,0,23409,James Driscoll,170.8,7730607.000,1257
190,0,20645,John Senden,171.1,6837414.000,1110
191,0,23718,Nathan Green,171.6,6299682.000,1020
