RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
61,0,10423,Mike Weir,.241,14.459,60
62,0,21731,Freddie Jacobson,.240,16.341,68
63,0,01928,Corey Pavin,.235,16.687,71
64,0,20104,Ken Duke,.233,22.092,95
65,0,26289,Boo Weekley,.231,18.049,78
66,0,21753,Brian Davis,.230,20.244,88
67,0,22348,Nick O'Hern,.226,12.430,55
67,0,27649,Brandt Snedeker,.226,19.420,86
69,0,24358,Robert Garrigus,.222,19.082,86
70,0,10733,Kent Jones,.218,19.142,88
71,0,28475,Jeff Overton,.217,11.699,54
72,0,22295,Darron Stiles,.216,11.433,53
73,0,23322,Brett Wetterich,.205,14.356,70
74,0,07457,Steve Flesch,.204,18.319,90
75,0,29718,Anthony Kim,.200,15.967,80
76,0,20572,Rod Pampling,.198,14.663,74
77,0,21528,Henrik Stenson,.191,6.868,36
78,0,25190,Jeff Quinney,.184,15.814,86
79,0,19846,Brian Gay,.177,17.169,97
80,0,20157,Retief Goosen,.176,5.987,34
81,0,10860,Justin Leonard,.173,14.198,82
82,0,23353,J.J. Henry,.171,11.660,68
83,0,28158,Steve Marino,.155,14.098,91
84,0,01724,Jeff Maggert,.152,11.865,78
85,0,25900,Lucas Glover,.150,11.735,78
86,0,01941,Tom Pernice Jr.,.149,12.552,84
87,0,12782,Tim Herron,.146,11.941,82
87,0,26679,Kevin Stadler,.146,11.397,78
89,0,21961,Charles Howell III,.144,9.490,66
89,0,28486,Michael Putnam,.144,11.512,80
91,0,23788,D.J. Trahan,.143,12.913,90
92,0,23983,Luke Donald,.142,7.124,50
93,0,19824,Craig Barlow,.135,5.924,44
94,0,01388,Robert Gamez,.133,10.136,76
95,0,24925,Jonathan Byrd,.130,8.081,62
95,0,06643,Paul Goydos,.130,6.127,47
97,0,23349,Charles Warren,.119,11.069,93
98,0,23320,Ryan Palmer,.116,9.516,82
99,0,23614,Rich Beem,.112,7.833,70
100,0,27933,John Merrick,.105,8.537,81
101,0,02246,Duffy Waldorf,.102,5.997,59
102,0,01035,Tommy Armour III,.084,5.799,69
103,0,24357,K.J. Choi,.081,5.539,68
104,0,23638,Brendon de Jonge,.079,5.226,66
105,0,21878,Mark Wilson,.078,5.727,73
106,0,21470,Daisuke Maruyama,.068,5.162,76
107,0,24924,Bill Haas,.063,5.193,82
108,0,21959,Ted Purdy,.054,4.679,87
109,0,07547,Craig Kanada,.038,3.571,94
110,0,20850,Daniel Chopra,.036,3.434,95
111,0,10213,Dicky Pride,.033,2.001,61
112,0,24138,Ian Poulter,.027,1.050,39
113,0,22046,Geoff Ogilvy,.026,1.685,64
113,0,10425,Jay Williamson,.026,1.240,48
115,0,20623,Gavin Coles,.022,1.675,77
116,0,06197,Michael Allen,.014,.926,64
116,0,02104,Jeff Sluman,.014,.596,42
118,0,06034,Marco Dawson,-.001,-.082,65
119,0,25686,Jason Dufner,-.011,-.917,87
120,0,23718,Nathan Green,-.017,-1.499,87
121,0,27120,Troy Matteson,-.045,-3.410,76
122,0,11032,Frank Lickliter II,-.046,-3.934,85
123,0,25804,Bubba Watson,-.060,-3.936,66
124,0,01313,Steve Elkington,-.072,-5.277,73
124,0,02214,Kirk Triplett,-.072,-4.868,68
126,0,24457,Jaco Van Zyl,-.074,-3.259,44
127,0,06595,Kevin Sutherland,-.078,-5.408,69
128,0,21350,Ryuji Imada,-.079,-7.038,89
129,0,07363,Craig Bowden,-.087,-5.813,67
130,0,08537,J.P. Hayes,-.089,-7.109,80
131,0,01320,Bob Estes,-.094,-7.540,80
132,0,19803,Ryan Armour,-.098,-9.170,94
133,0,10117,Bob Heintz,-.113,-8.157,72
134,0,21949,Joe Ogilvie,-.119,-10.336,87
135,0,07223,Brian Bateman,-.121,-5.323,44
136,0,01577,Lee Janzen,-.126,-6.560,52
136,0,26882,Michael Sim,-.126,-6.299,50
138,0,02223,Bob Tway,-.131,-11.548,88
139,0,20634,Peter Lonard,-.138,-10.499,76
140,0,01249,John Daly,-.142,-6.959,49
141,0,08375,Paul Stankowski,-.144,-6.032,42
142,0,21646,David Branshaw,-.146,-10.955,75
142,0,24290,D.J. Brigman,-.146,-7.895,54
144,0,24490,George McNeill,-.148,-11.865,80
145,0,25396,Kevin Na,-.156,-12.157,78
146,0,20098,Stuart Appleby,-.157,-9.134,58
147,0,22892,Jason Gore,-.158,-12.326,78
148,0,27060,John Mallinger,-.164,-14.264,87
149,0,22913,John Rollins,-.169,-14.189,84
150,0,12680,Shigeki Maruyama,-.173,-13.803,80
151,0,01157,Tom Byrum,-.175,-7.154,41
152,0,20691,Greg Owen,-.178,-12.464,70
153,0,23048,Eric Axley,-.194,-18.196,94
154,0,20160,Charlie Wi,-.195,-16.201,83
155,0,20378,Mathias Grönberg,-.197,-17.323,88
156,0,26881,Jarrod Lyle,-.204,-13.685,67
157,0,01948,Tim Petrovic,-.205,-19.501,95
158,0,26420,Richard Johnson,-.238,-19.952,84
159,0,12716,Charley Hoffman,-.245,-20.357,83
160,0,01707,Steve Lowery,-.246,-16.959,69
161,0,22371,Aaron Baddeley,-.252,-16.610,66
162,0,20574,Mathew Goggin,-.255,-22.187,87
162,0,22212,Craig Lile,-.255,-17.603,69
164,0,27963,Chris Stroud,-.257,-14.416,56
165,0,29476,Kyle Reifers,-.261,-16.470,63
165,0,27095,Nick Watney,-.261,-18.273,70
167,0,12660,Jesper Parnevik,-.272,-20.416,75
168,0,20127,Chris Riley,-.277,-14.114,51
169,0,21805,Harrison Frazar,-.278,-20.312,73
170,0,25273,Andrew Buckle,-.280,-18.780,67
171,0,08931,Glen Day,-.287,-21.544,75
172,0,08123,Jeff Brehaut,-.299,-14.631,49
173,0,23497,Tag Ridings,-.303,-13.641,45
174,0,12195,Tom Johnson,-.320,-20.138,63
175,0,11123,Chris Couch,-.333,-24.344,73
176,0,06373,José María Olazábal,-.367,-13.591,37
177,0,23613,Rich Barcelo,-.377,-26.386,70
178,0,21633,Steve Allan,-.402,-22.132,55
179,0,27702,Matt Hendrix,-.406,-22.336,55
180,0,22806,Doug LaBelle II,-.423,-38.456,91
181,0,08881,Tripp Isenhour,-.431,-31.427,73
182,0,20433,Mark Hensby,-.446,-32.131,72
183,0,27141,J.B. Holmes,-.447,-28.594,64
184,0,24980,Scott Gutschewski,-.459,-26.622,58
185,0,24449,Parker McLachlin,-.509,-37.163,73
186,0,25892,Steve Wheatcroft,-.541,-32.990,61
187,0,22621,Ben Curtis,-.554,-35.433,64
188,0,01132,Mark Brooks,-.566,-23.192,41
189,0,21660,Jason Schultz,-.676,-35.833,53
190,0,23933,Michael Boyd,-.813,-42.285,52
191,0,12714,Chris Tidland,-.822,-41.933,51
192,0,21806,Paul Gow,-.824,-46.972,57
193,0,23800,Bryce Molder,-.832,-40.791,49
194,0,01473,Todd Hamilton,-.883,-51.205,58
195,0,02036,Jim Rutledge,-.944,-43.421,46
196,0,26360,Bubba Dickerson,-.945,-40.634,43
