RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
1,0,08793,Tiger Woods,1.653,71.068,43
2,0,06522,Ernie Els,.994,43.729,44
3,0,10885,Robert Allenby,.845,63.373,75
4,0,06527,Steve Stricker,.811,52.718,65
5,0,21209,Sergio Garcia,.784,43.103,55
6,0,24502,Adam Scott,.708,38.244,54
7,0,02239,Scott Verplank,.671,39.608,59
8,0,20382,Stephen Leaney,.670,49.587,74
9,0,01810,Phil Mickelson,.614,31.946,52
10,0,20472,Alex Cejka,.609,45.083,74
11,0,27770,Camilo Villegas,.603,41.600,69
12,0,02206,David Toms,.596,37.574,63
13,0,20105,Jeff Gove,.593,55.721,94
14,0,10809,Jim Furyk,.589,38.902,66
15,0,01677,Tom Lehman,.566,27.726,49
16,0,06251,Chris DiMarco,.556,35.032,63
17,0,20229,Stewart Cink,.552,39.751,72
18,0,06621,Joe Durant,.545,39.757,73
19,0,01797,Rocco Mediate,.518,34.738,67
20,0,20498,Briny Baird,.502,52.702,105
21,0,12510,Chad Campbell,.474,34.595,73
22,0,08075,Jerry Kelly,.469,35.175,75
23,0,06004,Stephen Ames,.464,28.764,62
23,0,06567,Vijay Singh,.464,38.025,82
25,0,24140,Sean O'Hair,.440,36.548,83
26,0,01945,Kenny Perry,.437,32.743,75
27,0,20645,John Senden,.435,36.543,84
28,0,01706,Davis Love III,.421,22.329,53
29,0,24507,Jason Bohn,.418,22.177,53
30,0,24024,Zach Johnson,.414,24.857,60
31,0,22293,Heath Slocum,.409,38.067,93
32,0,22405,Justin Rose,.404,15.760,39
32,0,26951,Johnson Wagner,.404,34.739,86
34,0,07867,Woody Austin,.383,32.141,84
35,0,06515,Shaun Micheel,.382,26.727,70
36,0,07749,Brett Quigley,.362,22.793,63
37,0,23325,Vaughn Taylor,.355,25.528,72
38,0,19972,José Coceres,.346,14.525,42
39,0,20859,Anders Hansen,.335,11.376,34
40,0,01161,Mark Calcavecchia,.333,24.332,73
40,0,01381,Fred Funk,.333,17.654,53
42,0,22378,Trevor Immelman,.322,17.399,54
43,0,24781,Hunter Mahan,.320,23.030,72
44,0,23108,Matt Kuchar,.318,22.570,71
45,0,01766,Billy Mayfair,.315,26.154,83
46,0,25345,Carl Pettersson,.312,28.685,92
47,0,20628,Arron Oberholser,.300,15.884,53
48,0,20766,Padraig Harrington,.298,13.717,46
49,0,02101,Joey Sindelar,.293,19.617,67
50,0,26596,Ryan Moore,.287,21.554,75
51,0,23623,Bo Van Pelt,.282,27.316,97
52,0,12602,Dean Wilson,.274,20.528,75
53,0,12652,Cameron Beckman,.273,23.172,85
54,0,24912,Will MacKenzie,.270,24.546,91
55,0,24361,Pat Perez,.265,17.209,65
56,0,23621,Rory Sabbatini,.254,16.011,63
57,0,01142,Bart Bryant,.253,18.691,74
58,0,12705,Cliff Kresge,.248,24.769,100
59,0,23135,Tim Clark,.246,13.060,53
60,0,01024,Billy Andrade,.244,19.283,79
