RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
102,0,19972,José Coceres,.009,.378,42
103,0,23983,Luke Donald,.005,.240,50
103,0,29476,Kyle Reifers,.005,.316,63
105,0,06527,Steve Stricker,.002,.123,65
106,0,23638,Brendon de Jonge,-.002,-.102,66
107,0,21949,Joe Ogilvie,-.008,-.733,87
107,0,28486,Michael Putnam,-.008,-.600,80
109,0,12714,Chris Tidland,-.009,-.466,51
110,0,21646,David Branshaw,-.015,-1.152,75
111,0,06515,Shaun Micheel,-.017,-1.171,70
112,0,20850,Daniel Chopra,-.020,-1.937,95
113,0,12782,Tim Herron,-.021,-1.750,82
114,0,22621,Ben Curtis,-.030,-1.931,64
115,0,20160,Charlie Wi,-.032,-2.668,83
116,0,21731,Freddie Jacobson,-.033,-2.227,68
117,0,20157,Retief Goosen,-.039,-1.331,34
117,0,12660,Jesper Parnevik,-.039,-2.922,75
119,0,19824,Craig Barlow,-.046,-2.032,44
119,0,02214,Kirk Triplett,-.046,-3.135,68
121,0,10733,Kent Jones,-.059,-5.166,88
122,0,25686,Jason Dufner,-.070,-6.124,87
122,0,01677,Tom Lehman,-.070,-3.421,49
124,0,10860,Justin Leonard,-.073,-6.001,82
125,0,02101,Joey Sindelar,-.075,-5.047,67
126,0,23325,Vaughn Taylor,-.076,-5.472,72
127,0,06595,Kevin Sutherland,-.077,-5.280,69
128,0,06197,Michael Allen,-.082,-5.216,64
129,0,02206,David Toms,-.087,-5.475,63
130,0,08931,Glen Day,-.090,-6.712,75
130,0,24361,Pat Perez,-.090,-5.858,65
132,0,12195,Tom Johnson,-.093,-5.856,63
133,0,22806,Doug LaBelle II,-.096,-8.732,91
134,0,23135,Tim Clark,-.105,-5.578,53
135,0,23497,Tag Ridings,-.107,-4.824,45
136,0,01249,John Daly,-.111,-5.428,49
137,0,21806,Paul Gow,-.122,-6.982,57
138,0,01132,Mark Brooks,-.128,-5.244,41
139,0,12510,Chad Campbell,-.134,-9.805,73
139,0,23718,Nathan Green,-.134,-11.650,87
141,0,07457,Steve Flesch,-.137,-12.331,90
142,0,21660,Jason Schultz,-.144,-7.609,53
143,0,27649,Brandt Snedeker,-.157,-13.465,86
144,0,08375,Paul Stankowski,-.159,-6.667,42
145,0,07363,Craig Bowden,-.169,-11.319,67
145,0,06643,Paul Goydos,-.169,-7.928,47
147,0,01941,Tom Pernice Jr.,-.190,-15.978,84
148,0,24925,Jonathan Byrd,-.191,-11.820,62
149,0,24290,D.J. Brigman,-.195,-10.524,54
150,0,25190,Jeff Quinney,-.201,-17.279,86
150,0,24457,Jaco Van Zyl,-.201,-8.865,44
152,0,21961,Charles Howell III,-.212,-14.021,66
153,0,08881,Tripp Isenhour,-.214,-15.642,73
154,0,01948,Tim Petrovic,-.220,-20.932,95
155,0,25273,Andrew Buckle,-.223,-14.923,67
156,0,20859,Anders Hansen,-.224,-7.623,34
157,0,08123,Jeff Brehaut,-.227,-11.134,49
158,0,25396,Kevin Na,-.229,-17.823,78
159,0,12705,Cliff Kresge,-.231,-23.104,100
160,0,20229,Stewart Cink,-.233,-16.804,72
160,0,20433,Mark Hensby,-.233,-16.789,72
162,0,26882,Michael Sim,-.240,-12.007,50
163,0,07749,Brett Quigley,-.248,-15.616,63
164,0,23933,Michael Boyd,-.258,-13.422,52
165,0,10117,Bob Heintz,-.267,-19.197,72
166,0,01381,Fred Funk,-.270,-14.335,53
167,0,01024,Billy Andrade,-.272,-21.507,79
168,0,01157,Tom Byrum,-.278,-11.386,41
169,0,07223,Brian Bateman,-.284,-12.516,44
170,0,22348,Nick O'Hern,-.287,-15.803,55
171,0,01797,Rocco Mediate,-.292,-19.554,67
172,0,07547,Craig Kanada,-.308,-28.911,94
173,0,02223,Bob Tway,-.314,-27.624,88
174,0,23108,Matt Kuchar,-.320,-22.749,71
175,0,20127,Chris Riley,-.343,-17.516,51
176,0,06251,Chris DiMarco,-.349,-22.011,63
177,0,26420,Richard Johnson,-.357,-29.980,84
178,0,24449,Parker McLachlin,-.358,-26.113,73
179,0,22212,Craig Lile,-.361,-24.880,69
180,0,01320,Bob Estes,-.373,-29.812,80
181,0,01577,Lee Janzen,-.387,-20.133,52
182,0,01473,Todd Hamilton,-.398,-23.109,58
183,0,23613,Rich Barcelo,-.402,-28.147,70
184,0,06034,Marco Dawson,-.407,-26.455,65
185,0,02104,Jeff Sluman,-.416,-17.467,42
186,0,19846,Brian Gay,-.442,-42.835,97
187,0,23048,Eric Axley,-.460,-43.194,94
188,0,20382,Stephen Leaney,-.478,-35.382,74
189,0,21350,Ryuji Imada,-.534,-47.501,89
190,0,12602,Dean Wilson,-.554,-41.577,75
191,0,12680,Shigeki Maruyama,-.619,-49.531,80
192,0,20623,Gavin Coles,-.666,-51.255,77
193,0,10213,Dicky Pride,-.699,-42.631,61
194,0,06373,José María Olazábal,-.879,-32.525,37
195,0,23800,Bryce Molder,-.956,-46.826,49
196,0,01928,Corey Pavin,-.968,-68.747,71
