RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
86,0,26758,David Hearn,99.79,485,16,468
86,0,35506,Mackenzie Hughes,99.79,970,32,936
88,0,34261,Scott Langley,99.78,927,26,899
88,0,26596,Ryan Moore,99.78,891,23,866
90,0,49771,J.T. Poston,99.77,1279,45,1231
91,0,23325,Vaughn Taylor,99.74,1138,37,1098
92,0,46435,Austin Cook,99.73,743,21,720
93,0,47128,Richy Werenski,99.71,1044,37,1004
94,0,29725,Tony Finau,99.68,951,28,920
94,0,23108,Matt Kuchar,99.68,947,25,919
94,0,24502,Adam Scott,99.68,621,23,596
97,0,21528,Henrik Stenson,99.67,602,15,585
98,0,36852,Jim Knous,99.65,579,18,559
98,0,29908,C.T. Pan,99.65,856,22,831
100,0,36689,Brooks Koepka,99.63,802,25,774
101,0,33410,Andrew Landry,99.57,939,22,913
102,0,37454,Whee Kim,99.56,676,21,652
103,0,28252,Seamus Power,99.55,897,26,867
104,0,23353,J.J. Henry,99.52,620,17,600
104,0,25396,Kevin Na,99.52,624,22,599
106,0,29926,Danny Lee,99.51,1027,35,987
107,0,47990,Kyle Jones,99.49,784,17,763
108,0,49303,Anders Albertson,99.47,761,24,733
109,0,30191,Julián Etulain,99.45,726,15,707
109,0,01810,Phil Mickelson,99.45,725,24,697
109,0,25804,Bubba Watson,99.45,732,21,707
112,0,35376,Roberto Díaz,99.44,718,22,692
112,0,33418,Shawn Stefani,99.44,897,35,857
114,0,27556,Ted Potter Jr.,99.42,857,31,821
115,0,30978,Kiradech Aphibarnrat,99.37,639,16,619
116,0,24024,Zach Johnson,99.34,754,20,729
116,0,27936,Martin Laird,99.34,1053,33,1013
118,0,23320,Ryan Palmer,99.31,723,12,706
119,0,30946,Alex Prugh,99.29,844,26,812
120,0,29479,Scott Brown,99.28,978,33,938
120,0,30944,Jason Kokrak,99.28,1108,41,1059
122,0,49960,Sepp Straka,99.27,817,32,779
123,0,26851,Marc Leishman,99.26,814,22,786
124,0,27349,Alex Noren,99.24,662,21,636
125,0,49298,Kramer Hickok,99.20,878,24,847
126,0,46523,Joey Garber,99.19,614,19,590
126,0,39546,Keith Mitchell,99.19,859,23,829
126,0,32333,Kevin Tway,99.19,992,29,955
129,0,20472,Alex Cejka,99.17,605,12,588
130,0,39954,Cody Gribble,99.16,835,26,802
131,0,19803,Ryan Armour,99.15,1063,34,1020
132,0,27129,Luke List,99.14,813,24,782
133,0,30786,Brady Schnell,99.11,563,17,541
134,0,32791,K.H. Lee,99.10,892,27,857
134,0,34431,Robert Streb,99.10,888,23,857
136,0,46501,Ollie Schniederjans,99.08,865,22,835
137,0,39971,Sungjae Im,99.07,1405,40,1352
137,0,39975,Michael Kim,99.07,645,14,625
139,0,29223,Sam Saunders,99.06,961,21,931
140,0,31420,Anirban Lahiri,99.05,842,23,811
141,0,35532,Tom Hoge,99.04,1047,25,1012
142,0,35732,Wes Roach,99.03,720,17,696
143,0,47856,Seth Reeves,98.98,782,15,759
144,0,37455,Si Woo Kim,98.95,856,21,826
145,0,10809,Jim Furyk,98.91,826,15,802
146,0,33948,Byeong Hun An,98.90,909,25,874
146,0,24924,Bill Haas,98.90,908,21,877
148,0,35449,Adam Long,98.88,984,21,952
148,0,30110,Kyle Stanley,98.88,806,17,780
150,0,32839,Hideki Matsuyama,98.86,1054,36,1006
150,0,49964,Aaron Wise,98.86,787,20,758
152,0,45486,Joaquin Niemann,98.85,1135,28,1094
153,0,12716,Charley Hoffman,98.81,674,22,644
153,0,46601,Trey Mullinax,98.81,921,23,887
153,0,34264,Hudson Swafford,98.81,672,12,652
153,0,27330,Josh Teater,98.81,756,18,729
157,0,22371,Aaron Baddeley,98.80,582,17,558
158,0,45157,Cam Davis,98.78,820,25,785
159,0,36799,Stephan Jaeger,98.68,836,21,804
160,0,45609,Tyler Duncan,98.65,962,23,926
161,0,39327,Ben Silverman,98.63,801,25,765
162,0,28259,Sangmoon Bae,98.61,577,21,548
162,0,21209,Sergio Garcia,98.61,574,14,552
164,0,27974,Sung Kang,98.59,991,29,948
165,0,25198,Francesco Molinari,98.50,601,11,581
165,0,32139,Danny Willett,98.50,732,15,706
167,0,25686,Jason Dufner,98.47,848,22,813
167,0,35617,Martin Trainer,98.47,717,12,694
169,0,49766,Hank Lebioda,98.46,843,28,802
170,0,40115,Adam Svensson,98.38,801,19,769
171,0,27214,Kevin Streelman,98.34,1022,32,973
172,0,52372,Cameron Champ,98.28,990,34,939
173,0,33122,Russell Knox,98.24,854,23,816
174,0,31557,Jim Herman,98.22,563,11,542
175,0,27064,Jhonattan Vegas,98.19,882,26,840
175,0,25632,Jimmy Walker,98.19,831,14,802
177,0,30692,Scott Stallings,98.08,989,20,950
178,0,35421,Brandon Harkins,98.04,1021,23,978
179,0,28679,Fabián Gómez,98.00,700,15,671
180,0,20572,Rod Pampling,97.70,608,11,583
181,0,34098,Russell Henley,97.57,905,19,864
182,0,33141,Keegan Bradley,97.52,1007,21,961
183,0,32816,Satoshi Kodaira,97.43,738,14,705
184,0,31646,Emiliano Grillo,97.42,813,21,771
185,0,26499,Rafa Cabrera Bello,97.39,690,16,656
186,0,29974,Branden Grace,97.32,672,18,636
187,0,27141,J.B. Holmes,96.80,719,14,682
188,0,24925,Jonathan Byrd,96.07,534,6,507
