RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,23983,Luke Donald,23
2,0,19846,Brian Gay,22
3,0,24924,Bill Haas,20
4,0,24925,Jonathan Byrd,19
4,0,20572,Rod Pampling,19
4,0,23623,Bo Van Pelt,19
7,0,29910,Blake Adams,18
7,0,08075,Jerry Kelly,18
7,0,23108,Matt Kuchar,18
7,0,26476,Chez Reavie,18
7,0,06567,Vijay Singh,18
7,0,06595,Kevin Sutherland,18
13,0,24507,Jason Bohn,17
13,0,28158,Steve Marino,17
15,0,23320,Ryan Palmer,16
15,0,25345,Carl Pettersson,16
15,0,26331,Charl Schwartzel,16
15,0,26287,Roland Thatcher,16
15,0,25804,Bubba Watson,16
20,0,30926,Chris Kirk,15
20,0,27466,Spencer Levin,15
20,0,23800,Bryce Molder,15
20,0,24361,Pat Perez,15
20,0,22405,Justin Rose,15
20,0,22293,Heath Slocum,15
26,0,01116,Michael Bradley,14
26,0,23135,Tim Clark,14
26,0,11123,Chris Couch,14
26,0,32102,Rickie Fowler,14
26,0,10809,Jim Furyk,14
26,0,25818,Scott Piercy,14
26,0,12714,Chris Tidland,14
26,0,27064,Jhonattan Vegas,14
26,0,23349,Charles Warren,14
26,0,21878,Mark Wilson,14
36,0,12652,Cameron Beckman,13
36,0,20593,Greg Chalmers,13
36,0,24357,K.J. Choi,13
36,0,26300,Matt Jones,13
36,0,01766,Billy Mayfair,13
36,0,25396,Kevin Na,13
36,0,29221,Webb Simpson,13
36,0,27649,Brandt Snedeker,13
36,0,27330,Josh Teater,13
45,0,20498,Briny Baird,12
45,0,34021,Bud Cauley,12
45,0,20229,Stewart Cink,12
45,0,23673,Michael Connell,12
45,0,01706,Davis Love III,12
45,0,28620,Aron Price,12
45,0,26679,Kevin Stadler,12
52,0,07867,Woody Austin,11
52,0,21961,Charles Howell III,11
52,0,21731,Freddie Jacobson,11
52,0,06573,Brandt Jobe,11
52,0,10860,Justin Leonard,11
52,0,23548,Bill Lunde,11
52,0,27933,John Merrick,11
52,0,25240,D.A. Points,11
52,0,23621,Rory Sabbatini,11
52,0,06527,Steve Stricker,11
52,0,27963,Chris Stroud,11
52,0,02206,David Toms,11
64,0,22371,Aaron Baddeley,10
64,0,28087,Kris Blanks,10
64,0,12510,Chad Campbell,10
64,0,25720,Chad Collins,10
64,0,23638,Brendon de Jonge,10
64,0,06251,Chris DiMarco,10
64,0,22892,Jason Gore,10
64,0,31557,Jim Herman,10
64,0,12782,Tim Herron,10
64,0,30925,Dustin Johnson,10
64,0,24024,Zach Johnson,10
64,0,24781,Hunter Mahan,10
64,0,31202,William McGirt,10
64,0,27939,Matt McQuillan,10
64,0,24140,Sean O'Hair,10
64,0,24502,Adam Scott,10
64,0,20645,John Senden,10
64,0,27214,Kevin Streelman,10
64,0,25632,Jimmy Walker,10
83,0,10505,Shane Bertsch,9
83,0,20070,Matt Bettencourt,9
83,0,23409,James Driscoll,9
83,0,25686,Jason Dufner,9
83,0,09011,David Duval,9
83,0,24604,Hunter Haas,9
83,0,26758,David Hearn,9
83,0,12716,Charley Hoffman,9
83,0,22378,Trevor Immelman,9
83,0,19970,Robert Karlsson,9
83,0,26851,Marc Leishman,9
83,0,27120,Troy Matteson,9
83,0,28237,Rory McIlroy,9
83,0,01810,Phil Mickelson,9
83,0,20127,Chris Riley,9
83,0,08375,Paul Stankowski,9
83,0,30110,Kyle Stanley,9
83,0,25834,Daniel Summerhays,9
83,0,32150,Michael Thompson,9
83,0,26289,Boo Weekley,9
103,0,10885,Robert Allenby,8
103,0,21407,Arjun Atwal,8
103,0,23614,Rich Beem,8
103,0,33141,Keegan Bradley,8
103,0,25364,Paul Casey,8
103,0,01226,Fred Couples,8
103,0,21753,Brian Davis,8
103,0,28089,Jason Day,8
103,0,01313,Steve Elkington,8
103,0,30750,Tommy Gainey,8
103,0,21209,Sergio Garcia,8
103,0,24358,Robert Garrigus,8
103,0,29720,Andres Gonzales,8
103,0,20766,Padraig Harrington,8
103,0,08537,J.P. Hayes,8
103,0,23353,J.J. Henry,8
103,0,27141,J.B. Holmes,8
103,0,29478,Kevin Kisner,8
103,0,27936,Martin Laird,8
103,0,11032,Frank Lickliter II,8
103,0,33413,Ben Martin,8
103,0,23814,Edoardo Molinari,8
103,0,22348,Nick O'Hern,8
103,0,21949,Joe Ogilvie,8
103,0,26329,Louis Oosthuizen,8
103,0,28475,Jeff Overton,8
103,0,22056,Cameron Percy,8
103,0,01945,Kenny Perry,8
103,0,01948,Tim Petrovic,8
103,0,29518,Brendan Steele,8
103,0,23788,D.J. Trahan,8
103,0,02214,Kirk Triplett,8
103,0,02239,Scott Verplank,8
103,0,27095,Nick Watney,8
103,0,23322,Brett Wetterich,8
103,0,20436,Garrett Willis,8
139,0,19824,Craig Barlow,7
139,0,25274,Steven Bowditch,7
139,0,34255,Joseph Bramlett,7
139,0,01161,Mark Calcavecchia,7
139,0,20472,Alex Cejka,7
139,0,32366,Kevin Chappell,7
139,0,23541,Ben Crane,7
139,0,06621,Joe Durant,7
139,0,06522,Ernie Els,7
139,0,07457,Steve Flesch,7
139,0,21805,Harrison Frazar,7
139,0,01381,Fred Funk,7
139,0,08725,Tom Gillis,7
139,0,25900,Lucas Glover,7
139,0,06643,Paul Goydos,7
139,0,33399,Adam Hadwin,7
139,0,20859,Anders Hansen,7
139,0,29420,Billy Horschel,7
139,0,21350,Ryuji Imada,7
139,0,27974,Sung Kang,7
139,0,29718,Anthony Kim,7
139,0,01677,Tom Lehman,7
139,0,26881,Jarrod Lyle,7
139,0,24912,Will MacKenzie,7
139,0,27060,John Mallinger,7
139,0,22961,David Mathis,7
139,0,10585,Scott McCarron,7
139,0,25572,Graeme McDowell,7
139,0,24490,George McNeill,7
139,0,01797,Rocco Mediate,7
139,0,32640,Troy Merritt,7
139,0,31401,Zack Miller,7
139,0,25198,Francesco Molinari,7
139,0,01941,Tom Pernice Jr.,7
139,0,28486,Michael Putnam,7
139,0,23497,Tag Ridings,7
139,0,25457,Alexandre Rocha,7
139,0,22913,John Rollins,7
139,0,25562,Andres Romero,7
139,0,30692,Scott Stallings,7
139,0,21528,Henrik Stenson,7
139,0,33419,Cameron Tringale,7
139,0,27770,Camilo Villegas,7
139,0,26951,Johnson Wagner,7
139,0,20160,Charlie Wi,7
139,0,31323,Gary Woodland,7
185,0,06004,Stephen Ames,6
185,0,22621,Ben Curtis,6
185,0,01320,Bob Estes,6
185,0,28307,Matt Every,6
185,0,01361,Dan Forsman,6
185,0,32698,Bobby Gates,6
185,0,20157,Retief Goosen,6
185,0,22792,Peter Hanson,6
185,0,01577,Lee Janzen,6
185,0,10733,Kent Jones,6
185,0,27408,Martin Kaymer,6
185,0,24503,Jeff Klauk,6
185,0,27797,Derek Lamely,6
185,0,26695,Michael Letzig,6
185,0,29461,Jamie Lovemark,6
185,0,06515,Shaun Micheel,6
185,0,26596,Ryan Moore,6
185,0,22046,Geoff Ogilvy,6
185,0,31193,Jim Renner,6
185,0,33911,Nate Smith,6
185,0,31114,Drew Weaver,6
185,0,24663,Y.E. Yang,6
207,0,20098,Stuart Appleby,5
207,0,24846,Ricky Barnes,5
207,0,27124,Chris Baryla,5
207,0,07363,Craig Bowden,5
207,0,24290,D.J. Brigman,5
207,0,20848,Ángel Cabrera,5
207,0,24512,Simon Dyson,5
207,0,28679,Fabián Gómez,5
207,0,23718,Nathan Green,5
207,0,24980,Scott Gutschewski,5
207,0,01473,Todd Hamilton,5
207,0,20433,Mark Hensby,5
207,0,25444,Justin Hicks,5
207,0,26420,Richard Johnson,5
207,0,35087,Bio Kim,5
207,0,30711,Colt Knost,5
207,0,24138,Ian Poulter,5
207,0,30946,Alex Prugh,5
207,0,34358,Jonathan Randolph,5
207,0,29223,Sam Saunders,5
207,0,23325,Vaughn Taylor,5
207,0,28118,Peter Tomasulo,5
207,0,26668,Marc Turnesa,5
207,0,20396,Lee Westwood,5
207,0,12602,Dean Wilson,5
232,0,06214,Guy Boros,4
232,0,01132,Mark Brooks,4
232,0,01157,Tom Byrum,4
232,0,19825,Darren Clarke,4
232,0,24494,Erik Compton,4
232,0,01219,John Cook,4
232,0,19881,Robert Damron,4
232,0,06034,Marco Dawson,4
232,0,20121,Todd Fischer,4
232,0,01388,Robert Gamez,4
232,0,33461,Morgan Hoffmann,4
232,0,30852,Ryo Ishikawa,4
232,0,32874,Erick Justesen,4
232,0,28258,K.T. Kim,4
232,0,01685,J.L. Lewis,4
232,0,20634,Peter Lonard,4
232,0,01724,Jeff Maggert,4
232,0,12680,Shigeki Maruyama,4
232,0,35143,Anthony Paolucci,4
232,0,12660,Jesper Parnevik,4
232,0,20095,Carl Paulson,4
232,0,32876,Martin Piller,4
232,0,07749,Brett Quigley,4
232,0,01978,Fran Quinn,4
232,0,25190,Jeff Quinney,4
232,0,27072,Alvaro Quiros,4
232,0,26539,Robert Rock,4
232,0,27037,Sal Spallone,4
232,0,34072,Will Strickler,4
232,0,08385,Omar Uresti,4
232,0,02246,Duffy Waldorf,4
232,0,26498,Matt Weibring,4
232,0,10423,Mike Weir,4
232,0,08793,Tiger Woods,4
266,0,06197,Michael Allen,3
266,0,10944,Thomas Bjørn,3
266,0,26500,Alejandro Cañizares,3
266,0,35450,Patrick Cantlay,3
266,0,01249,John Daly,3
266,0,30191,Julián Etulain,3
266,0,01329,Brad Faxon,3
266,0,27896,Ross Fisher,3
