RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,08385,Omar Uresti,76.92,10,13
2,0,10885,Robert Allenby,74.07,20,27
2,0,23983,Luke Donald,74.07,20,27
4,0,01797,Rocco Mediate,73.33,11,15
5,0,20766,Padraig Harrington,71.43,20,28
5,0,25345,Carl Pettersson,71.43,35,49
7,0,20127,Chris Riley,70.83,17,24
8,0,06567,Vijay Singh,70.00,21,30
9,0,10423,Mike Weir,68.97,20,29
10,0,24024,Zach Johnson,68.18,30,44
11,0,21350,Ryuji Imada,67.65,23,34
12,0,10809,Jim Furyk,66.67,14,21
12,0,01945,Kenny Perry,66.67,14,21
14,0,26851,Marc Leishman,62.50,20,32
15,0,27936,Martin Laird,61.76,21,34
16,0,08075,Jerry Kelly,61.36,27,44
17,0,19846,Brian Gay,60.53,23,38
18,0,20378,Mathias Grönberg,60.00,12,20
18,0,23621,Rory Sabbatini,60.00,27,45
18,0,23623,Bo Van Pelt,60.00,24,40
21,0,25720,Chad Collins,59.52,25,42
22,0,22621,Ben Curtis,59.26,16,27
23,0,08537,J.P. Hayes,58.82,20,34
23,0,24361,Pat Perez,58.82,20,34
23,0,21959,Ted Purdy,58.82,20,34
26,0,28089,Jason Day,58.70,27,46
27,0,23638,Brendon de Jonge,58.54,24,41
28,0,20498,Briny Baird,58.33,21,36
28,0,23108,Matt Kuchar,58.33,21,36
30,0,23135,Tim Clark,57.14,20,35
30,0,24490,George McNeill,57.14,24,42
32,0,25900,Lucas Glover,56.67,17,30
32,0,27963,Chris Stroud,56.67,17,30
32,0,26951,Johnson Wagner,56.67,17,30
35,0,12714,Chris Tidland,56.41,22,39
36,0,24357,K.J. Choi,56.25,18,32
36,0,21753,Brian Davis,56.25,27,48
36,0,24502,Adam Scott,56.25,18,32
39,0,06527,Steve Stricker,56.00,14,25
40,0,28475,Jeff Overton,55.88,19,34
40,0,20645,John Senden,55.88,19,34
42,0,24846,Ricky Barnes,55.56,20,36
43,0,02206,David Toms,55.17,16,29
44,0,07749,Brett Quigley,55.00,22,40
