RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,20766,Padraig Harrington,3.500,7,2
1,0,01810,Phil Mickelson,3.500,7,2
3,0,27120,Troy Matteson,3.600,18,5
4,0,20848,Ángel Cabrera,3.667,11,3
4,0,08793,Tiger Woods,3.667,11,3
6,0,32366,Kevin Chappell,3.750,15,4
6,0,32150,Michael Thompson,3.750,15,4
8,0,33419,Cameron Tringale,3.800,19,5
9,0,20098,Stuart Appleby,4.000,28,7
9,0,20593,Greg Chalmers,4.000,28,7
9,0,23135,Tim Clark,4.000,24,6
9,0,23409,James Driscoll,4.000,16,4
9,0,06522,Ernie Els,4.000,16,4
9,0,32698,Bobby Gates,4.000,12,3
9,0,08725,Tom Gillis,4.000,12,3
9,0,28237,Rory McIlroy,4.000,4,1
9,0,29289,S.Y. Noh,4.000,24,6
9,0,20572,Rod Pampling,4.000,4,1
9,0,25336,Alistair Presnell,4.000,20,5
9,0,34360,Patrick Reed,4.000,20,5
9,0,24502,Adam Scott,4.000,12,3
9,0,23788,D.J. Trahan,4.000,8,2
9,0,28135,Aaron Watkins,4.000,8,2
24,0,28307,Matt Every,4.091,45,11
25,0,21961,Charles Howell III,4.111,37,9
25,0,27330,Josh Teater,4.111,37,9
27,0,29740,Brad Fritsch,4.125,33,8
28,0,08075,Jerry Kelly,4.143,29,7
28,0,36884,Ben Kohles,4.143,29,7
28,0,25818,Scott Piercy,4.143,29,7
28,0,22913,John Rollins,4.143,29,7
32,0,28500,Martin Flores,4.167,25,6
32,0,24399,Scott Gardiner,4.167,25,6
32,0,35539,Luke Guthrie,4.167,25,6
32,0,23320,Ryan Palmer,4.167,25,6
36,0,28259,Sangmoon Bae,4.200,42,10
36,0,23983,Luke Donald,4.200,21,5
36,0,19846,Brian Gay,4.200,21,5
36,0,34098,Russell Henley,4.200,21,5
36,0,12716,Charley Hoffman,4.200,21,5
36,0,30944,Jason Kokrak,4.200,21,5
36,0,20443,Jin Park,4.200,21,5
36,0,26679,Kevin Stadler,4.200,21,5
36,0,20396,Lee Westwood,4.200,21,5
36,0,31323,Gary Woodland,4.200,21,5
46,0,27963,Chris Stroud,4.222,38,9
47,0,31557,Jim Herman,4.250,17,4
47,0,30852,Ryo Ishikawa,4.250,34,8
47,0,27408,Martin Kaymer,4.250,17,4
47,0,27936,Martin Laird,4.250,17,4
47,0,35139,Richard Lee,4.250,17,4
47,0,21099,David Lynn,4.250,17,4
47,0,33418,Shawn Stefani,4.250,17,4
47,0,23325,Vaughn Taylor,4.250,17,4
47,0,24663,Y.E. Yang,4.250,17,4
56,0,24024,Zach Johnson,4.273,47,11
56,0,29221,Webb Simpson,4.273,47,11
58,0,01116,Michael Bradley,4.286,30,7
58,0,20229,Stewart Cink,4.286,30,7
58,0,01320,Bob Estes,4.286,30,7
58,0,32448,James Hahn,4.286,30,7
58,0,27503,Steve LeBrun,4.286,30,7
58,0,22961,David Mathis,4.286,30,7
58,0,22056,Cameron Percy,4.286,30,7
58,0,25632,Jimmy Walker,4.286,30,7
58,0,26289,Boo Weekley,4.286,30,7
67,0,34174,John Huh,4.300,43,10
67,0,23108,Matt Kuchar,4.300,43,10
