RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,01161,Mark Calcavecchia,46
1,0,01527,Scott Hoch,46
1,0,02146,Payne Stewart,46
4,0,02049,Gene Sauers,45
5,0,02104,Jeff Sluman,44
6,0,01072,Chip Beck,43
6,0,01226,Fred Couples,43
6,0,01725,John Mahaffey,43
6,0,02101,Joey Sindelar,43
10,0,01361,Dan Forsman,42
11,0,01444,Ken Green,41
11,0,02279,Mark Wiebe,41
13,0,01633,Tom Kite,40
14,0,01418,Bill Glasson,39
14,0,01797,Rocco Mediate,39
14,0,02033,Dave Rummells,39
17,0,01235,Ben Crenshaw,38
17,0,02241,Bobby Wadkins,38
19,0,01378,David Frost,37
19,0,01475,Donnie Hammond,37
19,0,01958,Dan Pohl,37
19,0,02223,Bob Tway,37
23,0,01771,Blaine McCallister,36
23,0,02303,Robert Wrenn,36
25,0,01042,Paul Azinger,35
25,0,01060,Dave Barr,35
25,0,01219,John Cook,35
25,0,01346,Ed Fiori,35
25,0,01639,Kenny Knox,35
25,0,01701,Bob Lohr,35
25,0,01926,Steve Pate,35
32,0,01132,Mark Brooks,34
32,0,01203,Russ Cochran,34
32,0,01457,Jay Haas,34
32,0,01549,Mike Hulbert,34
32,0,01569,Peter Jacobsen,34
32,0,01846,Jodie Mudd,34
32,0,02023,Clarence Rose,34
39,0,01414,Bob Gilder,33
39,0,01975,Tom Purtzer,33
39,0,02242,Lanny Wadkins,33
42,0,01035,Tommy Armour III,32
42,0,06284,Jim Hallet,32
44,0,01310,Dave Eichelberger,31
44,0,01690,Bruce Lietzke,31
44,0,01938,David Peoples,31
44,0,02007,Larry Rinker,31
44,0,02225,Howard Twitty,31
49,0,01156,Curt Byrum,30
49,0,01553,John Huston,30
49,0,02100,Tim Simpson,30
49,0,02159,Curtis Strange,30
53,0,01024,Billy Andrade,29
53,0,01098,Jay Don Blake,29
53,0,01133,Billy Ray Brown,29
53,0,01157,Tom Byrum,29
53,0,01329,Brad Faxon,29
53,0,01783,Mark McCumber,29
53,0,01945,Kenny Perry,29
60,0,01313,Steve Elkington,28
60,0,01682,Wayne Levi,28
60,0,01723,Andrew Magee,28
60,0,01837,Gil Morgan,28
60,0,01960,Don Pooley,28
60,0,02170,Hal Sutton,28
60,0,02185,Lance Ten Broeck,28
60,0,02321,Fuzzy Zoeller,28
68,0,01143,Brad Bryant,27
68,0,01201,Lennie Clements,27
68,0,01390,Buddy Gardner,27
68,0,01887,Mark O'Meara,27
68,0,01931,Rick Pearson,27
68,0,01968,Nick Price,27
68,0,02167,Mike Sullivan,27
75,0,01006,John Adams,26
75,0,01499,Mark Hayes,26
75,0,01864,Larry Nelson,26
75,0,01891,David Ogrin,26
75,0,02186,Brian Tennyson,26
75,0,02239,Scott Verplank,26
81,0,01385,Jim Gallagher Jr.,25
81,0,01706,Davis Love III,25
81,0,01823,Larry Mize,25
81,0,01877,Tim Norris,25
85,0,01061,Ray Barr Jr.,24
85,0,01197,Bobby Clampett,24
