RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,28237,Rory McIlroy,69.057,4695,.846,68
2,0,35450,Patrick Cantlay,69.306,4980,10.057,72
3,0,29221,Webb Simpson,69.377,5392,19.390,78
4,0,36689,Brooks Koepka,69.395,5121,14.220,74
5,0,33448,Justin Thomas,69.466,4967,34.532,72
6,0,46970,Jon Rahm,69.618,4720,14.042,68
7,0,24502,Adam Scott,69.693,4252,- .715,61
8,0,30911,Tommy Fleetwood,69.729,4472,- 9.317,64
9,0,25364,Paul Casey,69.821,5225,11.580,75
10,0,22405,Justin Rose,69.825,4334,- 4.841,62
11,0,48081,Xander Schauffele,69.834,5154,13.704,74
12,0,32839,Hideki Matsuyama,69.841,6118,28.001,88
13,0,30925,Dustin Johnson,69.895,4892,.616,70
14,0,23108,Matt Kuchar,69.916,5564,29.300,80
15,0,29725,Tony Finau,69.955,5859,17.185,84
15,0,32102,Rickie Fowler,69.955,5302,14.559,76
17,0,25900,Lucas Glover,70.083,6270,37.447,90
18,0,21528,Henrik Stenson,70.089,3520,- 15.558,50
19,0,10809,Jim Furyk,70.090,4764,2.151,68
20,0,47959,Bryson DeChambeau,70.177,5025,27.710,72
21,0,34360,Patrick Reed,70.208,6139,39.276,88
22,0,28089,Jason Day,70.212,4480,13.577,64
23,0,31323,Gary Woodland,70.229,5860,39.274,84
24,0,26476,Chez Reavie,70.247,6424,38.699,92
25,0,39971,Sungjae Im,70.252,8210,79.697,118
26,0,26329,Louis Oosthuizen,70.259,4490,6.553,64
27,0,21209,Sergio Garcia,70.321,3112,- 17.895,44
28,0,25818,Scott Piercy,70.333,5978,70.604,86
29,0,23621,Rory Sabbatini,70.409,6494,54.080,93
30,0,29478,Kevin Kisner,70.416,6024,31.780,86
31,0,30944,Jason Kokrak,70.431,6298,40.811,90
32,0,26851,Marc Leishman,70.434,5040,31.275,72
33,0,40026,Daniel Berger,70.443,4629,20.219,66
34,0,23325,Vaughn Taylor,70.450,6350,60.907,91
35,0,34046,Jordan Spieth,70.453,5542,23.794,79
36,0,33948,Byeong Hun An,70.480,5407,19.942,77
37,0,21961,Charles Howell III,70.483,6339,74.942,91
38,0,24138,Ian Poulter,70.502,4076,13.114,58
39,0,27649,Brandt Snedeker,70.520,6946,35.431,99
40,0,33122,Russell Knox,70.521,5058,19.524,72
