RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,28237,Rory McIlroy,+2.21,6904,71.25
2,0,35450,Patrick Cantlay,+1.86,69.17,71.03
3,0,36689,Brooks Koepka,+1.69,69.20,70.89
4,0,46970,Jon Rahm,+1.68,69.41,71.09
5,0,33448,Justin Thomas,+1.61,68.99,70.60
6,0,24502,Adam Scott,+1.54,69.70,71.24
6,0,29221,Webb Simpson,+1.54,69.13,70.67
8,0,48081,Xander Schauffele,+1.49,69.65,71.14
9,0,22405,Justin Rose,+1.40,69.90,71.30
10,0,30911,Tommy Fleetwood,+1.37,69.88,71.25
10,0,32839,Hideki Matsuyama,+1.37,69.52,70.89
12,0,32102,Rickie Fowler,+1.29,69.76,71.05
12,0,30925,Dustin Johnson,+1.29,69.89,71.18
14,0,25364,Paul Casey,+1.28,69.67,70.95
15,0,23108,Matt Kuchar,+1.20,69.55,70.75
16,0,28089,Jason Day,+1.18,70.00,71.18
16,0,29725,Tony Finau,+1.18,69.75,70.93
18,0,25900,Lucas Glover,+1.06,69.67,70.73
19,0,31323,Gary Woodland,+1.00,69.76,70.76
20,0,34360,Patrick Reed,+.99,69.76,70.75
21,0,21528,Henrik Stenson,+.95,70.40,71.35
22,0,47959,Bryson DeChambeau,+.94,69.79,70.73
23,0,10809,Jim Furyk,+.92,70.06,70.98
24,0,26329,Louis Oosthuizen,+.89,70.16,71.05
25,0,39971,Sungjae Im,+.88,69.58,70.46
26,0,25818,Scott Piercy,+.87,69.51,70.38
27,0,26851,Marc Leishman,+.84,70.00,70.84
28,0,21961,Charles Howell III,+.82,69.66,70.48
28,0,23621,Rory Sabbatini,+.82,69.83,70.65
30,0,30944,Jason Kokrak,+.81,69.98,70.79
31,0,24138,Ian Poulter,+.80,70.28,71.08
31,0,26476,Chez Reavie,+.80,69.83,70.63
33,0,33948,Byeong Hun An,+.78,70.22,71.00
34,0,23325,Vaughn Taylor,+.73,69.78,70.51
35,0,22371,Aaron Baddeley,+.69,70.42,71.11
35,0,29478,Kevin Kisner,+.69,70.05,70.74
37,0,29420,Billy Horschel,+.68,70.26,70.94
38,0,40098,Matt Fitzpatrick,+.67,71.00,71.67
39,0,33399,Adam Hadwin,+.64,70.23,70.87
39,0,47993,Denny McCarthy,+.64,69.54,70.18
39,0,27649,Brandt Snedeker,+.64,70.16,70.80
42,0,34256,Andrew Putnam,+.63,70.29,70.92
43,0,49771,J.T. Poston,+.62,70.02,70.64
43,0,34046,Jordan Spieth,+.62,70.15,70.77
45,0,34363,Tyrrell Hatton,+.59,70.91,71.50
46,0,26499,Rafa Cabrera Bello,+.58,70.74,71.32
46,0,34021,Bud Cauley,+.58,69.83,70.41
46,0,51766,Wyndham Clark,+.58,69.81,70.39
46,0,28775,Nate Lashley,+.58,69.96,70.54
50,0,27064,Jhonattan Vegas,+.57,70.19,70.76
51,0,25572,Graeme McDowell,+.55,70.42,70.97
52,0,21209,Sergio Garcia,+.54,70.73,71.27
52,0,33419,Cameron Tringale,+.54,69.97,70.51
54,0,45526,Abraham Ancer,+.53,70.00,70.53
54,0,49964,Aaron Wise,+.53,70.22,70.75
56,0,33122,Russell Knox,+.52,70.25,70.77
57,0,25493,Nick Taylor,+.50,70.03,70.53
57,0,32150,Michael Thompson,+.50,70.15,70.65
59,0,40026,Daniel Berger,+.49,70.14,70.63
59,0,23320,Ryan Palmer,+.49,70.00,70.49
59,0,27214,Kevin Streelman,+.49,70.28,70.77
62,0,46402,Talor Gooch,+.48,69.87,70.35
62,0,45486,Joaquin Niemann,+.48,69.99,70.47
64,0,47347,Adam Schenk,+.47,70.08,70.55
65,0,29970,Dylan Frittelli,+.46,70.02,70.48
66,0,26300,Matt Jones,+.44,70.11,70.55
67,0,26596,Ryan Moore,+.43,70.20,70.63
68,0,31646,Emiliano Grillo,+.42,70.56,70.98
69,0,37455,Si Woo Kim,+.41,70.20,70.61
70,0,25804,Bubba Watson,+.40,70.60,71.00
71,0,37275,Sam Ryder,+.39,69.92,70.31
72,0,26951,Johnson Wagner,+.38,69.86,70.24
73,0,33141,Keegan Bradley,+.37,70.54,70.91
74,0,39997,Corey Conners,+.36,70.17,70.53
74,0,32640,Troy Merritt,+.36,69.79,70.15
76,0,35891,Cameron Smith,+.35,70.59,70.94
76,0,37189,Harold Varner III,+.35,70.10,70.45
76,0,32139,Danny Willett,+.35,70.89,71.24
79,0,27936,Martin Laird,+.34,70.03,70.37
80,0,34466,Peter Malnati,+.32,70.12,70.44
80,0,25198,Francesco Molinari,+.32,71.09,71.41
82,0,49960,Sepp Straka,+.28,70.25,70.53
83,0,33418,Shawn Stefani,+.26,70.05,70.31
83,0,27095,Nick Watney,+.26,70.17,70.43
85,0,30978,Kiradech Aphibarnrat,+.25,70.82,71.07
85,0,19803,Ryan Armour,+.25,70.11,70.36
87,0,27895,Jonas Blixt,+.24,70.32,70.56
88,0,34076,Joel Dahmen,+.23,70.42,70.65
88,0,24024,Zach Johnson,+.23,70.50,70.73
88,0,48822,Sebastián Muñoz,+.23,69.91,70.14
88,0,29908,C.T. Pan,+.23,70.56,70.79
92,0,45157,Cam Davis,+.22,70.10,70.32
92,0,39546,Keith Mitchell,+.22,70.45,70.67
92,0,31560,Brian Stuard,+.22,70.32,70.54
95,0,24361,Pat Perez,+.21,70.47,70.68
96,0,27330,Josh Teater,+.20,70.01,70.21
97,0,29535,Brice Garnett,+.17,70.09,70.26
97,0,40115,Adam Svensson,+.17,70.18,70.35
99,0,40009,Dominic Bozzelli,+.16,69.97,70.13
99,0,47504,Sam Burns,+.16,70.47,70.63
101,0,39324,J.J. Spaun,+.15,70.17,70.32
102,0,49766,Hank Lebioda,+.13,70.20,70.33
102,0,32333,Kevin Tway,+.13,70.35,70.48
104,0,30110,Kyle Stanley,+.12,70.72,70.84
105,0,34098,Russell Henley,+.11,70.10,70.21
106,0,35506,Mackenzie Hughes,+.10,70.33,70.43
106,0,33667,Carlos Ortiz,+.10,70.37,70.47
108,0,32200,Roberto Castro,+.08,70.26,70.34
108,0,34099,Harris English,+.08,70.29,70.37
108,0,27974,Sung Kang,+.08,70.68,70.76
111,0,24924,Bill Haas,+.07,70.38,70.45
112,0,29479,Scott Brown,+.05,70.33,70.38
113,0,39977,Max Homa,+.04,70.69,70.73
113,0,29926,Danny Lee,+.04,70.53,70.57
113,0,25396,Kevin Na,+.04,70.90,70.94
113,0,47128,Richy Werenski,+.04,70.31,70.35
117,0,33486,Roger Sloan,+.03,70.35,70.38
118,0,27644,Brian Harman,+.02,70.57,70.59
119,0,27129,Luke List,+.01,70.97,70.98
119,0,35732,Wes Roach,+.01,70.05,70.06
121,0,27349,Alex Noren,-.01,71.03,71.02
122,0,35376,Roberto Díaz,-.02,70.31,70.29
122,0,33410,Andrew Landry,-.02,70.51,70.49
124,0,46435,Austin Cook,-.06,70.42,70.36
124,0,36799,Stephan Jaeger,-.06,70.30,70.24
124,0,46601,Trey Mullinax,-.06,70.59,70.53
127,0,24925,Jonathan Byrd,-.08,70.53,70.45
127,0,12716,Charley Hoffman,-.08,71.21,71.13
127,0,32791,K.H. Lee,-.08,70.76,70.68
127,0,01810,Phil Mickelson,-.08,71.13,71.05
131,0,27958,Ryan Blaum,-.09,70.52,70.43
131,0,49298,Kramer Hickok,-.09,70.48,70.39
133,0,25632,Jimmy Walker,-.10,71.00,70.90
133,0,37340,Chase Wright,-.10,70.30,70.20
135,0,35461,Beau Hossler,-.11,70.67,70.56
135,0,30946,Alex Prugh,-.11,70.52,70.41
135,0,30692,Scott Stallings,-.11,70.68,70.57
138,0,32757,Patton Kizzire,-.13,70.76,70.63
139,0,25686,Jason Dufner,-.14,70.72,70.58
140,0,29268,Bronson Burgoon,-.17,70.64,70.47
140,0,52372,Cameron Champ,-.17,70.71,70.54
140,0,29974,Branden Grace,-.17,71.18,71.01
140,0,36699,Patrick Rodgers,-.17,70.69,70.52
144,0,34264,Hudson Swafford,-.19,70.70,70.51
145,0,32058,José de Jesús Rodríguez,-.20,70.46,70.26
146,0,30191,Julián Etulain,-.21,70.86,70.65
146,0,28679,Fabián Gómez,-.21,70.40,70.19
148,0,36852,Jim Knous,-.22,71.06,70.84
149,0,39327,Ben Silverman,-.24,70.74,70.50
150,0,06522,Ernie Els,-.26,71.10,70.84
151,0,19846,Brian Gay,-.28,70.58,70.30
151,0,34563,Chesson Hadley,-.28,71.04,70.76
151,0,29484,Peter Uihlein,-.28,70.60,70.32
154,0,35449,Adam Long,-.32,71.11,70.79
155,0,29223,Sam Saunders,-.33,70.77,70.44
156,0,26758,David Hearn,-.35,70.72,70.37
156,0,27141,J.B. Holmes,-.35,71.18,70.83
158,0,35421,Brandon Harkins,-.37,70.65,70.28
159,0,35532,Tom Hoge,-.40,70.81,70.41
