RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,01457,Jay Haas,14,1995220
2,0,01666,Bernhard Langer,13,1994100
3,0,10860,Justin Leonard,12,1995260
3,0,02256,Tom Watson,12,1995120
5,0,01326,Nick Faldo,11,1995140
5,0,02246,Duffy Waldorf,11,1995240
7,0,01876,Greg Norman,10,1995220
8,0,01320,Bob Estes,9,1995250
8,0,01385,Jim Gallagher Jr.,9,1995280
8,0,02214,Kirk Triplett,9,1995280
11,0,01030,Isao Aoki,8,1990120
11,0,01201,Lennie Clements,8,1995280
11,0,01355,Raymond Floyd,8,1994050
11,0,08973,Wayne Riley,8,1992220
15,0,01156,Curt Byrum,7,1995370
15,0,01701,Bob Lohr,7,1995340
15,0,01766,Billy Mayfair,7,1995330
15,0,06140,Sean Murphy,7,1994400
15,0,01968,Nick Price,7,1995270
15,0,02207,Sam Torrance,7,1994130
15,0,02223,Bob Tway,7,1995340
22,0,01226,Fred Couples,6,1995270
22,0,06522,Ernie Els,6,1995290
22,0,01408,Kelly Gibson,6,1995380
22,0,01723,Andrew Magee,6,1995340
22,0,01736,Roger Maltbie,6,1995250
22,0,07235,John Morse,6,1995350
22,0,12660,Jesper Parnevik,6,1995190
29,0,01098,Jay Don Blake,5,1995360
29,0,01203,Russ Cochran,5,1995390
29,0,01219,John Cook,5,1995340
29,0,08337,Mike Heinen,5,1995390
29,0,01549,Mike Hulbert,5,1995380
29,0,01599,Steve Jones,5,1995370
29,0,12389,Barry Lane,5,1994240
29,0,06373,José María Olazábal,5,1995240
29,0,01943,Chris Perry,5,1995390
29,0,02008,Lee Rinker,5,1995390
29,0,02076,Peter Senior,5,1994385
40,0,01235,Ben Crenshaw,4,1995330
40,0,01306,David Edwards,4,1995380
40,0,01361,Dan Forsman,4,1995370
40,0,10809,Jim Furyk,4,1995380
40,0,01444,Ken Green,4,1995380
40,0,19958,Miguel Angel Jiménez,4,1995230
40,0,01823,Larry Mize,4,1995340
40,0,01905,Joe Ozaki,4,1995330
40,0,02245,Grant Waite,4,1995370
49,0,01042,Paul Azinger,3,1995410
49,0,01096,Phil Blackmar,3,1995410
49,0,01161,Mark Calcavecchia,3,1995370
49,0,20400,Michael Campbell,3,1995290
49,0,08931,Glen Day,3,1995400
49,0,20157,Retief Goosen,3,1995340
49,0,06643,Paul Goydos,3,1995410
49,0,01475,Donnie Hammond,3,1995410
49,0,01633,Tom Kite,3,1995390
49,0,01677,Tom Lehman,3,1995340
49,0,01717,Sandy Lyle,3,1995290
49,0,01771,Blaine McCallister,3,1995400
49,0,01810,Phil Mickelson,3,1995350
49,0,01920,Craig Parry,3,1995400
49,0,01928,Corey Pavin,3,1995350
49,0,02010,Loren Roberts,3,1995400
49,0,20158,Anthony Rodriguez,3,1995340
49,0,02084,Bob Shearer,3,1984320
49,0,02100,Tim Simpson,3,1994420
49,0,02146,Payne Stewart,3,1995410
49,0,02148,Ray Stewart,3,1995380
70,0,07867,Woody Austin,2,1995420
70,0,08191,Paul Broadhurst,2,1991400
70,0,06020,Steve Brodie,2,1995390
70,0,01133,Billy Ray Brown,2,1995400
70,0,01142,Bart Bryant,2,1995420
70,0,10837,Kevin Burton,2,1993340
70,0,01175,Jim Carter,2,1995420
70,0,08717,Kawika Cotner,2,1995420
70,0,10875,Todd Demsey,2,1994040
70,0,06036,Scott Dunlap,2,1995370
70,0,09011,David Duval,2,1995430
70,0,06599,John Elliott,2,1994250
70,0,01346,Ed Fiori,2,1995410
70,0,01418,Bill Glasson,2,1995400
70,0,01425,Ernie Gonzalez,2,1995300
70,0,06088,Steve Gotsche,2,1995420
70,0,01458,Jerry Haas,2,1995420
70,0,10145,Tom Hearn,2,1995410
70,0,01577,Lee Janzen,2,1995410
70,0,08633,Per-Ulrik Johansson,2,1995290
70,0,01629,Eddie Kirby,2,1994400
70,0,01690,Bruce Lietzke,2,1995420
70,0,01706,Davis Love III,2,1995420
70,0,01755,Dick Mast,2,1995390
70,0,10585,Scott McCarron,2,1995420
70,0,08583,Ken McDonald,2,1992340
70,0,06090,Jim McGovern,2,1995420
70,0,01793,Mac McLendon,2,1980430
70,0,01866,Jack Newton,2,1982420
70,0,01887,Mark O'Meara,2,1995420
70,0,01926,Steve Pate,2,1995420
70,0,01945,Kenny Perry,2,1995430
70,0,01984,Sam Randolph,2,1994300
70,0,07327,Steven Richardson,2,1992340
70,0,02009,José Rivero,2,1988340
70,0,12702,Costantino Rocca,2,1995290
70,0,02035,D.A. Russell,2,1994190
70,0,10215,Charlie Rymer,2,1995410
70,0,20259,Hisayuki Sasaki,2,1995290
70,0,02064,John Schroeder,2,1995300
70,0,20016,Ikuo Shirahama,2,1994350
70,0,02091,Charles Sifford,2,1983020
70,0,06567,Vijay Singh,2,1995350
70,0,02105,Bob Smith,2,1985280
70,0,02115,Taylor Smith,2,1991200
70,0,07001,J.B. Sneve,2,1991070
70,0,02152,Dave Stockton,2,1994210
70,0,02215,Paul Trittler,2,1994090
70,0,02224,Greg Twiggs,2,1995380
70,0,08385,Omar Uresti,2,1995420
70,0,08563,Bruce Vaughan,2,1995420
70,0,07553,Roger Wessels,2,1991360
70,0,06072,Greg Whisman,2,1993070
70,0,06577,John Wilson,2,1995420
70,0,08793,Tiger Woods,2,1995270
