RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,06522,Ernie Els,24,2004130
2,0,23983,Luke Donald,15,2005060
3,0,24502,Adam Scott,14,2005120
4,0,23541,Ben Crane,11,2005290
5,0,12461,Paul McGinley,10,2004300
5,0,01945,Kenny Perry,10,2005230
5,0,21959,Ted Purdy,10,2005320
8,0,12510,Chad Campbell,9,2005310
8,0,06034,Marco Dawson,9,2005370
8,0,20157,Retief Goosen,9,2005240
11,0,01142,Bart Bryant,8,2005360
11,0,20400,Michael Campbell,8,2004300
11,0,20433,Mark Hensby,8,2005250
11,0,12782,Tim Herron,8,2005350
11,0,01707,Steve Lowery,8,2005380
11,0,01941,Tom Pernice Jr.,8,2005380
11,0,25345,Carl Pettersson,8,2005380
18,0,24925,Jonathan Byrd,7,2005380
18,0,20634,Peter Lonard,7,2005360
18,0,12680,Shigeki Maruyama,7,2005400
21,0,20098,Stuart Appleby,6,2005400
21,0,20623,Gavin Coles,6,2005410
21,0,19906,Gary Evans,6,1998295
21,0,21805,Harrison Frazar,6,2005380
21,0,21961,Charles Howell III,6,2005410
21,0,01677,Tom Lehman,6,2005360
21,0,10860,Justin Leonard,6,2005360
21,0,20645,John Senden,6,2005380
21,0,22293,Heath Slocum,6,2005400
21,0,20548,Hidemichi Tanaka,6,2005410
21,0,02190,Doug Tewell,6,1999230
32,0,01381,Fred Funk,5,2005390
32,0,01388,Robert Gamez,5,2005410
32,0,21209,Sergio Garcia,5,2005340
32,0,25900,Lucas Glover,5,2005430
32,0,24604,Hunter Haas,5,2005400
32,0,12389,Barry Lane,5,2001310
32,0,01666,Bernhard Langer,5,2005250
32,0,01766,Billy Mayfair,5,2005430
32,0,06373,José María Olazábal,5,2005300
32,0,01928,Corey Pavin,5,2005330
42,0,21407,Arjun Atwal,4,2005350
42,0,20850,Daniel Chopra,4,2005430
42,0,01261,Jay Delsing,4,2005390
42,0,23688,Scott Drummond,4,2004340
42,0,01361,Dan Forsman,4,2005380
42,0,20766,Padraig Harrington,4,2005360
42,0,19958,Miguel Angel Jiménez,4,2005300
42,0,01682,Wayne Levi,4,2001300
42,0,01685,J.L. Lewis,4,2005410
42,0,01706,Davis Love III,4,2005450
42,0,06350,Bob May,4,2003140
42,0,24140,Sean O'Hair,4,2005450
42,0,21949,Joe Ogilvie,4,2005410
42,0,10107,Deane Pappas,4,2004430
42,0,02076,Peter Senior,4,2000310
42,0,21528,Henrik Stenson,4,2005300
42,0,23623,Bo Van Pelt,4,2005460
42,0,02239,Scott Verplank,4,2005450
60,0,12652,Cameron Beckman,3,2005470
60,0,10944,Thomas Bjørn,3,2005340
60,0,06214,Guy Boros,3,2005280
60,0,20229,Stewart Cink,3,2005450
60,0,11653,Paul Curry,3,2000455
60,0,21753,Brian Davis,3,2005470
60,0,23739,Ryan Dillon,3,2001420
60,0,12760,Danny Ellis,3,2005350
60,0,01320,Bob Estes,3,2005470
60,0,22379,Mark Foster,3,2003300
60,0,20939,Keiichiro Fukabori,3,2004230
60,0,10809,Jim Furyk,3,2005450
60,0,24847,Michael Harris,3,2003380
60,0,10117,Bob Heintz,3,2005460
60,0,06573,Brandt Jobe,3,2005470
60,0,19903,Jonathan Lomas,3,1995290
60,0,20445,Casey Martin,3,2004050
60,0,22122,Andrew McLardy,3,2004180
60,0,01797,Rocco Mediate,3,2005470
60,0,25818,Scott Piercy,3,2005270
60,0,23497,Tag Ridings,3,2005470
60,0,22405,Justin Rose,3,2005430
60,0,02084,Bob Shearer,3,1984320
60,0,02101,Joey Sindelar,3,2005470
60,0,02106,Chris Smith,3,2005470
60,0,02133,Craig Stadler,3,2005150
60,0,06581,David Sutherland,3,2004390
60,0,21878,Mark Wilson,3,2005470
88,0,21633,Steve Allan,2,2005480
88,0,06004,Stephen Ames,2,2005450
88,0,01035,Tommy Armour III,2,2005480
88,0,07867,Woody Austin,2,2005480
88,0,07223,Brian Bateman,2,2005480
88,0,24227,Justin Bolli,2,2005430
88,0,20764,Desvonde Botes,2,2000310
88,0,08123,Jeff Brehaut,2,2005480
88,0,06220,Jaxon Brigman,2,2005200
88,0,01132,Mark Brooks,2,2005480
88,0,01139,Olin Browne,2,2005480
88,0,20848,Ángel Cabrera,2,2005360
88,0,12394,Tom Carter,2,2004470
88,0,25364,Paul Casey,2,2005340
88,0,01185,Brandel Chamblee,2,2003450
88,0,23857,Neil Cheetham,2,2001310
88,0,19825,Darren Clarke,2,2005360
88,0,11127,Stephen Dodd,2,2005360
88,0,24236,Nick Dougherty,2,2005360
88,0,20104,Ken Duke,2,2004460
88,0,25816,Kevin Durkin,2,2004140
88,0,20585,Niclas Fasth,2,2005360
88,0,01329,Brad Faxon,2,2005370
88,0,21461,Kenneth Ferrie,2,2005360
88,0,21284,Hiroyuki Fujita,2,2004290
88,0,20763,Pierre Fulke,2,2003360
88,0,23903,Stephen Gangluff,2,2002490
88,0,01418,Bill Glasson,2,2005460
88,0,06643,Paul Goydos,2,2005380
88,0,20569,Richard Green,2,2005360
88,0,24924,Bill Haas,2,2005190
88,0,22792,Peter Hanson,2,2005300
88,0,27708,Jason Hartwick,2,2004400
88,0,12716,Charley Hoffman,2,2004260
88,0,20992,Kazuhiko Hosokawa,2,2001220
88,0,20608,David Howell,2,2005360
88,0,12449,Ryan Howison,2,2000455
88,0,24511,Thongchai Jaidee,2,2005360
88,0,06514,Kevin Johnson,2,2002300
88,0,22986,Søren Kjeldsen,2,2003430
88,0,20940,Kenichi Kuboya,2,2003470
88,0,06016,Brad Lardon,2,2005410
88,0,27466,Spencer Levin,2,2005350
88,0,01793,Mac McLendon,2,1980430
88,0,08339,Spike McRoy,2,2005350
88,0,06515,Shaun Micheel,2,2005480
88,0,01823,Larry Mize,2,2005390
88,0,08635,Colin Montgomerie,2,2005360
88,0,26950,John Morgan,2,2005410
88,0,25396,Kevin Na,2,2005480
88,0,01866,Jack Newton,2,1982420
88,0,22348,Nick O'Hern,2,2005360
88,0,20691,Greg Owen,2,2005470
88,0,20663,Brenden Pappas,2,2005400
88,0,01968,Nick Price,2,2005470
88,0,28486,Michael Putnam,2,2005400
88,0,22117,Jyoti Randhawa,2,2005360
88,0,10649,Tom Scherrer,2,2005060
88,0,02064,John Schroeder,2,1995300
88,0,07707,Mike Small,2,2005270
88,0,02105,Bob Smith,2,1985280
88,0,02170,Hal Sutton,2,2005340
88,0,28118,Peter Tomasulo,2,2005060
88,0,02223,Bob Tway,2,2005480
88,0,23349,Charles Warren,2,2005480
88,0,02257,Brian Watts,2,2005330
88,0,20394,Steve Webster,2,2005300
88,0,02267,D.A. Weibring,2,2003160
88,0,23322,Brett Wetterich,2,2005470
88,0,20160,Charlie Wi,2,2005430
88,0,25349,Tim Wilkinson,2,2003370
88,0,24663,Y.E. Yang,2,2005340
