RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,10809,Jim Furyk,65.65,230,151
2,0,22371,Aaron Baddeley,64.52,279,180
3,0,20593,Greg Chalmers,63.81,268,171
4,0,20572,Rod Pampling,63.28,256,162
5,0,25936,Alex Aragon,62.45,245,153
6,0,20608,David Howell,62.14,140,87
7,0,06527,Steve Stricker,62.00,200,124
8,0,23718,Nathan Green,61.71,410,253
9,0,07749,Brett Quigley,61.68,381,235
10,0,06004,Stephen Ames,61.67,180,111
11,0,23135,Tim Clark,61.57,268,165
12,0,19846,Brian Gay,61.49,444,273
13,0,26596,Ryan Moore,61.48,257,158
14,0,26420,Richard Johnson,61.27,346,212
15,0,23048,Eric Axley,61.01,336,205
16,0,23541,Ben Crane,60.69,262,159
17,0,01139,Olin Browne,60.40,399,241
18,0,01619,Skip Kendall,60.38,265,160
19,0,20766,Padraig Harrington,60.23,171,103
19,0,21949,Joe Ogilvie,60.23,347,209
19,0,11011,Mike Sposa,60.23,259,156
22,0,06575,Dudley Hart,60.22,269,162
23,0,21805,Harrison Frazar,60.19,319,192
24,0,07223,Brian Bateman,60.18,221,133
25,0,20850,Daniel Chopra,60.16,384,231
26,0,12660,Jesper Parnevik,60.06,313,188
27,0,23983,Luke Donald,59.90,197,118
28,0,22892,Jason Gore,59.78,363,217
29,0,01035,Tommy Armour III,59.75,241,144
30,0,20229,Stewart Cink,59.74,303,181
31,0,11032,Frank Lickliter II,59.56,361,215
32,0,02104,Jeff Sluman,59.54,351,209
33,0,10733,Kent Jones,59.45,402,239
34,0,01320,Bob Estes,59.39,293,174
35,0,01219,John Cook,59.29,226,134
36,0,01329,Brad Faxon,59.27,329,195
36,0,01941,Tom Pernice Jr.,59.27,356,211
38,0,24357,K.J. Choi,59.25,319,189
39,0,01042,Paul Azinger,59.17,338,200
40,0,23409,James Driscoll,59.01,344,203
41,0,22913,John Rollins,58.99,317,187
42,0,23497,Tag Ridings,58.88,394,232
43,0,02214,Kirk Triplett,58.82,204,120
44,0,24925,Jonathan Byrd,58.72,235,138
45,0,02239,Scott Verplank,58.65,266,156
46,0,01685,J.L. Lewis,58.62,232,136
47,0,06595,Kevin Sutherland,58.53,340,199
48,0,01887,Mark O'Meara,58.52,176,103
49,0,01666,Bernhard Langer,58.50,253,148
50,0,08835,Kris Cox,58.49,318,186
51,0,06515,Shaun Micheel,58.15,325,189
52,0,12602,Dean Wilson,58.09,346,201
53,0,12716,Charley Hoffman,58.04,398,231
54,0,01823,Larry Mize,57.96,157,91
55,0,20121,Todd Fischer,57.95,390,226
56,0,21350,Ryuji Imada,57.89,361,209
57,0,08075,Jerry Kelly,57.87,356,206
58,0,06573,Brandt Jobe,57.83,313,181
59,0,28475,Jeff Overton,57.80,410,237
60,0,25900,Lucas Glover,57.77,386,223
61,0,20105,Jeff Gove,57.62,302,174
62,0,21470,Daisuke Maruyama,57.58,297,171
62,0,21959,Ted Purdy,57.58,356,205
62,0,12755,Vance Veazey,57.58,231,133
65,0,25345,Carl Pettersson,57.55,318,183
66,0,01553,John Huston,57.48,294,169
67,0,20098,Stuart Appleby,57.39,284,163
68,0,01766,Billy Mayfair,57.38,298,171
69,0,06197,Michael Allen,57.28,316,181
70,0,25632,Jimmy Walker,57.25,255,146
71,0,06034,Marco Dawson,57.19,320,183
71,0,02110,Jerry Smith,57.19,334,191
73,0,21731,Freddie Jacobson,57.14,217,124
74,0,06251,Chris DiMarco,57.09,254,145
74,0,12760,Danny Ellis,57.09,268,153
76,0,08375,Paul Stankowski,57.03,249,142
77,0,23320,Ryan Palmer,56.91,362,206
78,0,06567,Vijay Singh,56.90,348,198
79,0,24361,Pat Perez,56.86,204,116
79,0,19913,Ron Whittaker,56.86,306,174
81,0,24024,Zach Johnson,56.80,331,188
82,0,20645,John Senden,56.74,319,181
83,0,01381,Fred Funk,56.72,372,211
84,0,21407,Arjun Atwal,56.65,346,196
85,0,21961,Charles Howell III,56.59,311,176
86,0,25240,D.A. Points,56.52,299,169
87,0,22046,Geoff Ogilvy,56.47,232,131
88,0,22946,Henrik Bjornstad,56.38,392,221
89,0,23349,Charles Warren,56.34,339,191
89,0,08793,Tiger Woods,56.34,142,80
91,0,23623,Bo Van Pelt,56.30,373,210
92,0,21878,Mark Wilson,56.29,302,170
93,0,21646,David Branshaw,56.18,340,191
94,0,07867,Woody Austin,56.17,413,232
94,0,20099,Doug Barron,56.17,308,173
96,0,06012,Greg Kraft,56.14,285,160
97,0,22378,Trevor Immelman,56.08,296,166
97,0,10565,Ian Leggatt,56.08,296,166
97,0,20631,David McKenzie,56.08,296,166
97,0,10423,Mike Weir,56.08,296,166
101,0,08123,Jeff Brehaut,56.03,373,209
102,0,25804,Bubba Watson,56.01,291,163
103,0,23616,Ryan Hietala,55.95,227,127
104,0,02106,Chris Smith,55.91,220,123
105,0,24138,Ian Poulter,55.88,204,114
106,0,27120,Troy Matteson,55.84,394,220
107,0,25842,Jon Mills,55.83,206,115
108,0,20691,Greg Owen,55.81,267,149
109,0,20157,Retief Goosen,55.77,208,116
110,0,26360,Bubba Dickerson,55.67,388,216
110,0,06621,Joe Durant,55.67,406,226
112,0,27095,Nick Watney,55.65,354,197
113,0,01142,Bart Bryant,55.63,302,168
114,0,25935,John Engler Jr.,55.60,250,139
115,0,23788,D.J. Trahan,55.56,342,190
116,0,01724,Jeff Maggert,55.49,319,177
117,0,01226,Fred Couples,55.48,146,81
118,0,12680,Shigeki Maruyama,55.47,375,208
119,0,23325,Vaughn Taylor,55.43,341,189
120,0,01599,Steve Jones,55.32,282,156
121,0,02101,Joey Sindelar,55.31,311,172
122,0,24781,Hunter Mahan,55.28,398,220
123,0,08537,J.P. Hayes,55.24,248,137
124,0,24912,Will MacKenzie,55.09,334,184
125,0,12645,Brent Geiberger,55.04,387,213
126,0,01761,Len Mattiace,55.00,220,121
127,0,10860,Justin Leonard,54.94,253,139
128,0,02223,Bob Tway,54.93,284,156
129,0,07457,Steve Flesch,54.90,439,241
130,0,01948,Tim Petrovic,54.86,381,209
131,0,12782,Tim Herron,54.81,270,148
132,0,01707,Steve Lowery,54.75,358,196
133,0,02206,David Toms,54.74,285,156
134,0,11123,Chris Couch,54.70,287,157
135,0,24502,Adam Scott,54.63,205,112
136,0,01810,Phil Mickelson,54.59,196,107
137,0,10885,Robert Allenby,54.58,240,131
138,0,20812,Tjaart van der Walt,54.55,220,120
139,0,20382,Stephen Leaney,54.46,325,177
140,0,21209,Sergio Garcia,54.44,169,92
140,0,01706,Davis Love III,54.44,270,147
142,0,01388,Robert Gamez,54.33,381,207
142,0,23621,Rory Sabbatini,54.33,300,163
144,0,22621,Ben Curtis,54.30,256,139
145,0,23673,Michael Connell,54.24,177,96
146,0,12510,Chad Campbell,54.18,275,149
147,0,23307,Roger Tambellini,54.17,216,117
148,0,24980,Scott Gutschewski,54.15,205,111
149,0,09011,David Duval,54.10,244,132
150,0,06643,Paul Goydos,54.01,274,148
151,0,19881,Robert Damron,53.94,343,185
152,0,23322,Brett Wetterich,53.80,329,177
153,0,22548,Patrick Sheehan,53.78,331,178
154,0,23353,J.J. Henry,53.74,294,158
155,0,10505,Shane Bertsch,53.72,376,202
156,0,20628,Arron Oberholser,53.65,274,147
157,0,20634,Peter Lonard,53.60,278,149
158,0,24924,Bill Haas,53.58,377,202
159,0,01024,Billy Andrade,53.52,256,137
159,0,27141,J.B. Holmes,53.52,284,152
161,0,02246,Duffy Waldorf,53.47,331,177
162,0,01677,Tom Lehman,53.33,210,112
163,0,01132,Mark Brooks,53.31,287,153
163,0,27943,Matt Hansen,53.31,242,129
165,0,22405,Justin Rose,53.16,380,202
166,0,24140,Sean O'Hair,53.06,343,182
167,0,20378,Mathias Grönberg,52.87,348,184
168,0,20127,Chris Riley,52.67,300,158
169,0,20548,Hidemichi Tanaka,52.65,245,129
170,0,01577,Lee Janzen,52.52,278,146
