RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,22046,Geoff Ogilvy,98.07,725,711
2,0,06527,Steve Stricker,98.06,721,707
3,0,25632,Jimmy Walker,97.95,780,764
4,0,20229,Stewart Cink,97.89,994,973
5,0,23353,J.J. Henry,97.74,1107,1082
6,0,24138,Ian Poulter,97.56,574,560
7,0,10885,Robert Allenby,97.53,850,829
7,0,26420,Richard Johnson,97.53,1172,1143
7,0,22293,Heath Slocum,97.53,1214,1184
10,0,20850,Daniel Chopra,97.49,1237,1206
11,0,23616,Ryan Hietala,97.42,736,717
12,0,06522,Ernie Els,97.34,677,659
13,0,21805,Harrison Frazar,97.33,1049,1021
14,0,01329,Brad Faxon,97.31,1005,978
14,0,06373,José María Olazábal,97.31,558,543
16,0,10809,Jim Furyk,97.28,955,929
16,0,20628,Arron Oberholser,97.28,881,857
18,0,24357,K.J. Choi,97.23,1120,1089
19,0,07749,Brett Quigley,97.22,1297,1261
20,0,24980,Scott Gutschewski,97.19,640,622
21,0,23541,Ben Crane,97.18,816,793
22,0,01219,John Cook,97.17,777,755
23,0,01142,Bart Bryant,97.15,1017,988
24,0,12760,Danny Ellis,97.14,838,814
24,0,22378,Trevor Immelman,97.14,1050,1020
26,0,19846,Brian Gay,97.12,1352,1313
26,0,23320,Ryan Palmer,97.12,1145,1112
28,0,08793,Tiger Woods,97.11,519,504
29,0,12680,Shigeki Maruyama,97.10,1102,1070
30,0,02206,David Toms,97.08,857,832
31,0,20157,Retief Goosen,97.07,648,629
32,0,01677,Tom Lehman,97.03,673,653
33,0,26596,Ryan Moore,97.00,801,777
34,0,12755,Vance Veazey,96.99,764,741
35,0,20382,Stephen Leaney,96.98,1094,1061
36,0,01823,Larry Mize,96.95,590,572
36,0,12660,Jesper Parnevik,96.95,1015,984
38,0,06515,Shaun Micheel,96.94,1111,1077
38,0,01928,Corey Pavin,96.94,818,793
40,0,06197,Michael Allen,96.92,1008,977
41,0,22405,Justin Rose,96.91,1228,1190
42,0,20766,Padraig Harrington,96.89,546,529
43,0,21646,David Branshaw,96.88,1248,1209
43,0,23497,Tag Ridings,96.88,1248,1209
45,0,01685,J.L. Lewis,96.87,703,681
46,0,20608,David Howell,96.83,410,397
47,0,23718,Nathan Green,96.82,1291,1250
47,0,10565,Ian Leggatt,96.82,1007,975
47,0,25345,Carl Pettersson,96.82,1038,1005
50,0,02246,Duffy Waldorf,96.80,1189,1151
51,0,12602,Dean Wilson,96.79,1308,1266
