RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,20608,David Howell,2.5
2,0,06373,José María Olazábal,2.1
2,0,07749,Brett Quigley,2.1
2,0,24502,Adam Scott,2.1
5,0,23353,J.J. Henry,2.0
5,0,26420,Richard Johnson,2.0
5,0,01941,Tom Pernice Jr.,2.0
5,0,02206,David Toms,2.0
5,0,08793,Tiger Woods,2.0
10,0,20229,Stewart Cink,1.9
10,0,22621,Ben Curtis,1.9
10,0,10809,Jim Furyk,1.9
10,0,12645,Brent Geiberger,1.9
10,0,20628,Arron Oberholser,1.9
10,0,02106,Chris Smith,1.9
10,0,23325,Vaughn Taylor,1.9
10,0,21878,Mark Wilson,1.9
18,0,10885,Robert Allenby,1.8
18,0,20098,Stuart Appleby,1.8
18,0,24357,K.J. Choi,1.8
18,0,06522,Ernie Els,1.8
18,0,20157,Retief Goosen,1.8
18,0,01677,Tom Lehman,1.8
18,0,01706,Davis Love III,1.8
18,0,20572,Rod Pampling,1.8
18,0,24138,Ian Poulter,1.8
18,0,20127,Chris Riley,1.8
18,0,12602,Dean Wilson,1.8
29,0,19824,Craig Barlow,1.7
29,0,06034,Marco Dawson,1.7
29,0,01313,Steve Elkington,1.7
29,0,01329,Brad Faxon,1.7
29,0,23718,Nathan Green,1.7
29,0,22378,Trevor Immelman,1.7
29,0,20631,David McKenzie,1.7
29,0,06567,Vijay Singh,1.7
29,0,06527,Steve Stricker,1.7
38,0,22371,Aaron Baddeley,1.6
38,0,24925,Jonathan Byrd,1.6
38,0,07457,Steve Flesch,1.6
38,0,19846,Brian Gay,1.6
38,0,20378,Mathias Grönberg,1.6
38,0,24781,Hunter Mahan,1.6
38,0,21959,Ted Purdy,1.6
45,0,01139,Olin Browne,1.5
45,0,23541,Ben Crane,1.5
45,0,09011,David Duval,1.5
45,0,12823,Carlos Franco,1.5
45,0,01381,Fred Funk,1.5
45,0,06573,Brandt Jobe,1.5
45,0,10733,Kent Jones,1.5
45,0,12680,Shigeki Maruyama,1.5
45,0,01823,Larry Mize,1.5
45,0,01887,Mark O'Meara,1.5
45,0,22046,Geoff Ogilvy,1.5
45,0,23320,Ryan Palmer,1.5
45,0,01928,Corey Pavin,1.5
45,0,01948,Tim Petrovic,1.5
45,0,22913,John Rollins,1.5
45,0,22293,Heath Slocum,1.5
61,0,20498,Briny Baird,1.4
61,0,23135,Tim Clark,1.4
61,0,23983,Luke Donald,1.4
61,0,01320,Bob Estes,1.4
61,0,20574,Mathew Goggin,1.4
61,0,08537,J.P. Hayes,1.4
61,0,27141,J.B. Holmes,1.4
61,0,21731,Freddie Jacobson,1.4
61,0,01685,J.L. Lewis,1.4
61,0,11032,Frank Lickliter II,1.4
61,0,27120,Troy Matteson,1.4
61,0,01761,Len Mattiace,1.4
61,0,25240,D.A. Points,1.4
61,0,02104,Jeff Sluman,1.4
61,0,08375,Paul Stankowski,1.4
61,0,02223,Bob Tway,1.4
61,0,23623,Bo Van Pelt,1.4
61,0,02246,Duffy Waldorf,1.4
79,0,06004,Stephen Ames,1.3
79,0,07867,Woody Austin,1.3
79,0,22946,Henrik Bjornstad,1.3
79,0,01219,John Cook,1.3
79,0,01226,Fred Couples,1.3
79,0,20766,Padraig Harrington,1.3
79,0,21961,Charles Howell III,1.3
79,0,12662,Thomas Levet,1.3
79,0,21470,Daisuke Maruyama,1.3
79,0,01766,Billy Mayfair,1.3
79,0,01810,Phil Mickelson,1.3
79,0,12660,Jesper Parnevik,1.3
79,0,01945,Kenny Perry,1.3
79,0,25345,Carl Pettersson,1.3
79,0,22405,Justin Rose,1.3
79,0,21660,Jason Schultz,1.3
79,0,02110,Jerry Smith,1.3
79,0,06595,Kevin Sutherland,1.3
79,0,12755,Vance Veazey,1.3
79,0,27095,Nick Watney,1.3
99,0,08123,Jeff Brehaut,1.2
99,0,01161,Mark Calcavecchia,1.2
99,0,12510,Chad Campbell,1.2
99,0,23409,James Driscoll,1.2
99,0,06621,Joe Durant,1.2
99,0,21805,Harrison Frazar,1.2
99,0,01473,Todd Hamilton,1.2
99,0,06575,Dudley Hart,1.2
99,0,01553,John Huston,1.2
99,0,21350,Ryuji Imada,1.2
99,0,24024,Zach Johnson,1.2
99,0,01599,Steve Jones,1.2
99,0,01666,Bernhard Langer,1.2
99,0,24912,Will MacKenzie,1.2
99,0,01724,Jeff Maggert,1.2
99,0,26596,Ryan Moore,1.2
99,0,24140,Sean O'Hair,1.2
99,0,20645,John Senden,1.2
99,0,11011,Mike Sposa,1.2
99,0,20548,Hidemichi Tanaka,1.2
99,0,23788,D.J. Trahan,1.2
120,0,01024,Billy Andrade,1.1
120,0,21407,Arjun Atwal,1.1
120,0,23614,Rich Beem,1.1
120,0,24507,Jason Bohn,1.1
120,0,21646,David Branshaw,1.1
120,0,20850,Daniel Chopra,1.1
120,0,01249,John Daly,1.1
120,0,21753,Brian Davis,1.1
120,0,06251,Chris DiMarco,1.1
120,0,20121,Todd Fischer,1.1
120,0,01388,Robert Gamez,1.1
120,0,21209,Sergio Garcia,1.1
120,0,24358,Robert Garrigus,1.1
120,0,25900,Lucas Glover,1.1
