RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,23048,Eric Axley,78.75,80,63
2,0,22371,Aaron Baddeley,75.93,54,41
3,0,06527,Steve Stricker,75.76,33,25
4,0,20608,David Howell,73.68,38,28
5,0,20229,Stewart Cink,72.58,62,45
6,0,02101,Joey Sindelar,72.13,61,44
7,0,12760,Danny Ellis,71.67,60,43
8,0,23788,D.J. Trahan,71.62,74,53
9,0,21731,Freddie Jacobson,71.11,45,32
10,0,06251,Chris DiMarco,70.91,55,39
11,0,01766,Billy Mayfair,70.69,58,41
12,0,06373,José María Olazábal,70.59,34,24
13,0,19913,Ron Whittaker,70.49,61,43
14,0,01219,John Cook,70.37,54,38
14,0,26596,Ryan Moore,70.37,54,38
16,0,01823,Larry Mize,70.00,30,21
17,0,20766,Padraig Harrington,69.70,33,23
18,0,01042,Paul Azinger,69.57,69,48
19,0,06567,Vijay Singh,69.14,81,56
20,0,20631,David McKenzie,69.01,71,49
21,0,01329,Brad Faxon,68.85,61,42
22,0,07749,Brett Quigley,68.29,82,56
23,0,02239,Scott Verplank,68.25,63,43
24,0,24507,Jason Bohn,68.18,66,45
25,0,06197,Michael Allen,67.74,62,42
26,0,23320,Ryan Palmer,67.69,65,44
27,0,24357,K.J. Choi,67.19,64,43
28,0,07223,Brian Bateman,66.67,42,28
28,0,19846,Brian Gay,66.67,105,70
28,0,06573,Brandt Jobe,66.67,60,40
28,0,24781,Hunter Mahan,66.67,90,60
28,0,20548,Hidemichi Tanaka,66.67,48,32
28,0,23349,Charles Warren,66.67,81,54
34,0,21470,Daisuke Maruyama,66.22,74,49
35,0,19881,Robert Damron,66.20,71,47
36,0,20593,Greg Chalmers,66.10,59,39
36,0,25935,John Engler Jr.,66.10,59,39
38,0,10885,Robert Allenby,65.91,44,29
38,0,22046,Geoff Ogilvy,65.91,44,29
40,0,06034,Marco Dawson,65.67,67,44
41,0,23718,Nathan Green,65.59,93,61
42,0,26360,Bubba Dickerson,65.38,78,51
43,0,10809,Jim Furyk,65.22,46,30
44,0,21961,Charles Howell III,65.15,66,43
45,0,23325,Vaughn Taylor,64.86,74,48
46,0,21805,Harrison Frazar,64.79,71,46
46,0,06575,Dudley Hart,64.79,71,46
48,0,12680,Shigeki Maruyama,64.71,85,55
48,0,06595,Kevin Sutherland,64.71,68,44
50,0,21949,Joe Ogilvie,64.56,79,51
51,0,20098,Stuart Appleby,64.47,76,49
51,0,23322,Brett Wetterich,64.47,76,49
53,0,27141,J.B. Holmes,64.38,73,47
53,0,10733,Kent Jones,64.38,73,47
55,0,23135,Tim Clark,64.29,56,36
56,0,22892,Jason Gore,64.13,92,59
57,0,12716,Charley Hoffman,64.10,78,50
58,0,20121,Todd Fischer,64.00,75,48
58,0,20382,Stephen Leaney,64.00,75,48
60,0,27120,Troy Matteson,63.75,80,51
61,0,01161,Mark Calcavecchia,63.53,85,54
62,0,20634,Peter Lonard,63.49,63,40
62,0,25632,Jimmy Walker,63.49,63,40
64,0,07867,Woody Austin,63.29,79,50
65,0,26420,Richard Johnson,63.16,76,48
66,0,20645,John Senden,63.10,84,53
67,0,06004,Stephen Ames,62.86,35,22
68,0,25804,Bubba Watson,62.71,59,37
69,0,08835,Kris Cox,62.69,67,42
69,0,21878,Mark Wilson,62.69,67,42
71,0,20850,Daniel Chopra,62.65,83,52
71,0,01381,Fred Funk,62.65,83,52
73,0,20105,Jeff Gove,62.50,72,45
74,0,01948,Tim Petrovic,62.35,85,53
74,0,23497,Tag Ridings,62.35,85,53
76,0,01619,Skip Kendall,62.30,61,38
77,0,21350,Ryuji Imada,62.16,74,46
78,0,01941,Tom Pernice Jr.,61.97,71,44
79,0,22913,John Rollins,61.90,63,39
80,0,24024,Zach Johnson,61.64,73,45
81,0,01599,Steve Jones,61.54,52,32
81,0,25240,D.A. Points,61.54,65,40
83,0,06012,Greg Kraft,61.40,57,35
83,0,20691,Greg Owen,61.40,57,35
83,0,20572,Rod Pampling,61.40,57,35
86,0,25842,Jon Mills,61.36,44,27
87,0,20472,Alex Cejka,61.29,62,38
88,0,20812,Tjaart van der Walt,61.22,49,30
88,0,12755,Vance Veazey,61.22,49,30
90,0,08123,Jeff Brehaut,60.98,82,50
90,0,24924,Bill Haas,60.98,82,50
92,0,10565,Ian Leggatt,60.94,64,39
93,0,01685,J.L. Lewis,60.87,46,28
94,0,22378,Trevor Immelman,60.81,74,45
95,0,25900,Lucas Glover,60.76,79,48
96,0,01887,Mark O'Meara,60.47,43,26
97,0,08375,Paul Stankowski,60.32,63,38
98,0,01707,Steve Lowery,60.29,68,41
99,0,02104,Jeff Sluman,60.27,73,44
100,0,24140,Sean O'Hair,60.26,78,47
101,0,01139,Olin Browne,60.23,88,53
102,0,19824,Craig Barlow,60.00,55,33
102,0,11123,Chris Couch,60.00,70,42
102,0,20157,Retief Goosen,60.00,40,24
102,0,27943,Matt Hansen,60.00,55,33
102,0,02110,Jerry Smith,60.00,75,45
102,0,02214,Kirk Triplett,60.00,40,24
108,0,12602,Dean Wilson,59.76,82,49
109,0,23409,James Driscoll,59.74,77,46
110,0,23621,Rory Sabbatini,59.68,62,37
111,0,12662,Thomas Levet,59.52,42,25
112,0,01724,Jeff Maggert,59.49,79,47
113,0,21959,Ted Purdy,59.32,59,35
114,0,25345,Carl Pettersson,59.21,76,45
115,0,20378,Mathias Grönberg,59.15,71,42
116,0,21753,Brian Davis,59.09,88,52
117,0,20628,Arron Oberholser,59.02,61,36
118,0,07457,Steve Flesch,58.95,95,56
119,0,23623,Bo Van Pelt,58.89,90,53
120,0,24980,Scott Gutschewski,58.82,51,30
121,0,25936,Alex Aragon,58.73,63,37
121,0,02223,Bob Tway,58.73,63,37
123,0,01142,Bart Bryant,58.62,58,34
124,0,06515,Shaun Micheel,58.57,70,41
124,0,02246,Duffy Waldorf,58.57,70,41
126,0,23307,Roger Tambellini,58.54,41,24
127,0,27770,Camilo Villegas,58.49,53,31
128,0,01928,Corey Pavin,58.33,48,28
128,0,24138,Ian Poulter,58.33,48,28
128,0,02106,Chris Smith,58.33,48,28
131,0,21407,Arjun Atwal,57.97,69,40
132,0,01945,Kenny Perry,57.89,57,33
133,0,09011,David Duval,57.78,45,26
133,0,24502,Adam Scott,57.78,45,26
135,0,22548,Patrick Sheehan,57.65,85,49
136,0,12660,Jesper Parnevik,57.53,73,42
137,0,22621,Ben Curtis,57.14,56,32
137,0,24361,Pat Perez,57.14,42,24
137,0,08385,Omar Uresti,57.14,42,24
140,0,07013,Wes Short Jr.,56.82,88,50
141,0,22946,Henrik Bjornstad,56.73,104,59
142,0,12645,Brent Geiberger,56.70,97,55
143,0,01473,Todd Hamilton,56.67,60,34
144,0,10860,Justin Leonard,56.60,53,30
145,0,01677,Tom Lehman,56.52,46,26
146,0,20099,Doug Barron,56.45,62,35
147,0,21209,Sergio Garcia,56.25,32,18
147,0,01666,Bernhard Langer,56.25,48,27
147,0,21660,Jason Schultz,56.25,48,27
150,0,28475,Jeff Overton,56.18,89,50
