RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,06373,José María Olazábal,23.08,130,30
1,0,20127,Chris Riley,23.08,195,45
3,0,12645,Brent Geiberger,22.56,266,60
4,0,10505,Shane Bertsch,22.30,296,66
5,0,23541,Ben Crane,22.06,204,45
6,0,01941,Tom Pernice Jr.,21.88,329,72
7,0,12602,Dean Wilson,21.07,337,71
8,0,08793,Tiger Woods,21.01,119,25
9,0,07013,Wes Short Jr.,20.98,286,60
10,0,01473,Todd Hamilton,20.73,164,34
11,0,12680,Shigeki Maruyama,20.66,271,56
12,0,06004,Stephen Ames,20.65,155,32
13,0,19846,Brian Gay,20.58,345,71
14,0,01249,John Daly,20.45,132,27
15,0,01706,Davis Love III,20.44,181,37
16,0,24925,Jonathan Byrd,19.89,181,36
17,0,21407,Arjun Atwal,19.86,277,55
18,0,20229,Stewart Cink,19.85,262,52
19,0,23325,Vaughn Taylor,19.84,247,49
20,0,06527,Steve Stricker,19.67,183,36
21,0,08537,J.P. Hayes,19.62,158,31
22,0,02104,Jeff Sluman,19.54,307,60
23,0,06197,Michael Allen,19.51,246,48
24,0,20850,Daniel Chopra,19.50,282,55
25,0,01761,Len Mattiace,19.34,181,35
26,0,02106,Chris Smith,19.20,224,43
27,0,20382,Stephen Leaney,19.19,271,52
28,0,25240,D.A. Points,19.05,252,48
29,0,23673,Michael Connell,18.99,158,30
30,0,23983,Luke Donald,18.98,137,26
31,0,27141,J.B. Holmes,18.97,195,37
32,0,09011,David Duval,18.92,185,35
33,0,10733,Kent Jones,18.86,297,56
34,0,22046,Geoff Ogilvy,18.82,170,32
35,0,20628,Arron Oberholser,18.81,218,41
36,0,20099,Doug Barron,18.78,213,40
36,0,01161,Mark Calcavecchia,18.78,245,46
38,0,11032,Frank Lickliter II,18.77,293,55
39,0,23718,Nathan Green,18.58,323,60
40,0,01329,Brad Faxon,18.44,244,45
41,0,22621,Ben Curtis,18.41,239,44
42,0,01887,Mark O'Meara,18.33,120,22
43,0,08075,Jerry Kelly,18.24,296,54
44,0,23621,Rory Sabbatini,18.10,232,42
45,0,07749,Brett Quigley,18.08,354,64
46,0,23353,J.J. Henry,18.01,272,49
46,0,01948,Tim Petrovic,18.01,272,49
48,0,21731,Freddie Jacobson,17.99,189,34
49,0,06350,Bob May,17.95,195,35
50,0,24140,Sean O'Hair,17.84,241,43
51,0,23788,D.J. Trahan,17.74,265,47
52,0,01219,John Cook,17.73,203,36
53,0,01766,Billy Mayfair,17.62,244,43
54,0,02206,David Toms,17.60,233,41
55,0,08375,Paul Stankowski,17.41,224,39
56,0,01823,Larry Mize,17.36,144,25
56,0,21878,Mark Wilson,17.36,265,46
58,0,20631,David McKenzie,17.32,254,44
59,0,10885,Robert Allenby,17.31,208,36
60,0,26420,Richard Johnson,17.28,324,56
61,0,20593,Greg Chalmers,17.26,197,34
61,0,20572,Rod Pampling,17.26,226,39
63,0,01928,Corey Pavin,17.22,209,36
64,0,01139,Olin Browne,17.15,309,53
64,0,06034,Marco Dawson,17.15,274,47
66,0,21470,Daisuke Maruyama,17.14,245,42
67,0,20812,Tjaart van der Walt,17.13,181,31
68,0,01035,Tommy Armour III,17.02,188,32
69,0,20098,Stuart Appleby,17.00,200,34
70,0,01024,Billy Andrade,16.91,207,35
70,0,11011,Mike Sposa,16.91,207,35
70,0,27770,Camilo Villegas,16.91,272,46
73,0,23320,Ryan Palmer,16.90,290,49
74,0,02223,Bob Tway,16.84,196,33
75,0,07867,Woody Austin,16.77,310,52
76,0,19913,Ron Whittaker,16.60,241,40
77,0,22892,Jason Gore,16.54,260,43
78,0,12660,Jesper Parnevik,16.53,242,40
79,0,01553,John Huston,16.52,224,37
80,0,01226,Fred Couples,16.50,103,17
80,0,10423,Mike Weir,16.50,200,33
82,0,07457,Steve Flesch,16.47,346,57
83,0,22946,Henrik Bjornstad,16.44,298,49
83,0,21660,Jason Schultz,16.44,219,36
85,0,19881,Robert Damron,16.42,274,45
86,0,01577,Lee Janzen,16.24,234,38
87,0,10809,Jim Furyk,16.19,278,45
88,0,22548,Patrick Sheehan,16.14,316,51
89,0,24781,Hunter Mahan,16.11,329,53
89,0,21959,Ted Purdy,16.11,298,48
89,0,20548,Hidemichi Tanaka,16.11,211,34
92,0,22293,Heath Slocum,16.10,323,52
93,0,12662,Thomas Levet,16.09,174,28
93,0,02214,Kirk Triplett,16.09,174,28
93,0,23322,Brett Wetterich,16.09,261,42
96,0,20608,David Howell,16.00,100,16
97,0,25345,Carl Pettersson,15.90,239,38
98,0,12823,Carlos Franco,15.89,258,41
99,0,22371,Aaron Baddeley,15.81,215,34
100,0,01599,Steve Jones,15.79,228,36
101,0,02239,Scott Verplank,15.64,243,38
102,0,21961,Charles Howell III,15.58,276,43
103,0,06251,Chris DiMarco,15.55,238,37
104,0,20121,Todd Fischer,15.51,316,49
105,0,19824,Craig Barlow,15.46,207,32
105,0,01666,Bernhard Langer,15.46,194,30
107,0,01381,Fred Funk,15.41,318,49
108,0,01388,Robert Gamez,15.38,325,50
108,0,21209,Sergio Garcia,15.38,130,20
110,0,24358,Robert Garrigus,15.36,280,43
110,0,01707,Steve Lowery,15.36,267,41
112,0,23614,Rich Beem,15.35,228,35
113,0,26596,Ryan Moore,15.34,189,29
114,0,22405,Justin Rose,15.33,261,40
114,0,27095,Nick Watney,15.33,274,42
116,0,01810,Phil Mickelson,15.29,170,26
117,0,07223,Brian Bateman,15.24,210,32
118,0,06567,Vijay Singh,15.22,276,42
119,0,01724,Jeff Maggert,15.20,250,38
120,0,25842,Jon Mills,15.18,191,29
121,0,21350,Ryuji Imada,15.16,310,47
122,0,01677,Tom Lehman,15.12,172,26
123,0,12782,Tim Herron,15.07,219,33
123,0,06012,Greg Kraft,15.07,219,33
125,0,06643,Paul Goydos,15.04,246,37
126,0,06573,Brandt Jobe,15.02,233,35
127,0,22378,Trevor Immelman,15.00,260,39
127,0,01685,J.L. Lewis,15.00,160,24
129,0,12755,Vance Veazey,14.98,207,31
130,0,02246,Duffy Waldorf,14.92,295,44
131,0,23497,Tag Ridings,14.91,322,48
132,0,27120,Troy Matteson,14.87,316,47
133,0,08835,Kris Cox,14.86,249,37
133,0,28475,Jeff Overton,14.86,276,41
133,0,25632,Jimmy Walker,14.86,175,26
136,0,06595,Kevin Sutherland,14.81,297,44
137,0,02110,Jerry Smith,14.78,291,43
138,0,24024,Zach Johnson,14.76,271,40
139,0,23135,Tim Clark,14.69,211,31
140,0,08123,Jeff Brehaut,14.64,280,41
141,0,01313,Steve Elkington,14.61,178,26
142,0,24357,K.J. Choi,14.55,268,39
142,0,20691,Greg Owen,14.55,213,31
144,0,24502,Adam Scott,14.51,193,28
145,0,20157,Retief Goosen,14.46,166,24
146,0,10565,Ian Leggatt,14.45,256,37
147,0,01320,Bob Estes,14.40,250,36
148,0,24138,Ian Poulter,14.39,139,20
149,0,23307,Roger Tambellini,14.36,181,26
150,0,12510,Chad Campbell,14.34,244,35
151,0,01042,Paul Azinger,14.29,273,39
152,0,23048,Eric Axley,14.23,274,39
152,0,23409,James Driscoll,14.23,246,35
154,0,01945,Kenny Perry,14.17,247,35
155,0,25900,Lucas Glover,14.14,290,41
156,0,20472,Alex Cejka,14.09,298,42
157,0,21949,Joe Ogilvie,14.02,264,37
158,0,24507,Jason Bohn,13.98,279,39
159,0,21805,Harrison Frazar,13.87,238,33
160,0,23349,Charles Warren,13.75,291,40
161,0,06522,Ernie Els,13.70,146,20
162,0,21646,David Branshaw,13.68,329,45
163,0,22913,John Rollins,13.57,280,38
164,0,26360,Bubba Dickerson,13.48,319,43
165,0,23616,Ryan Hietala,13.37,172,23
166,0,20645,John Senden,13.29,286,38
167,0,25935,John Engler Jr.,13.23,189,25
168,0,12760,Danny Ellis,13.15,213,28
169,0,20094,Jonathan Kaye,13.04,299,39
170,0,20378,Mathias Grönberg,13.00,277,36
171,0,21753,Brian Davis,12.79,258,33
172,0,06575,Dudley Hart,12.74,259,33
173,0,01132,Mark Brooks,12.69,268,34
174,0,12716,Charley Hoffman,12.67,292,37
175,0,20498,Briny Baird,12.65,245,31
176,0,06515,Shaun Micheel,12.63,285,36
177,0,25804,Bubba Watson,12.60,246,31
178,0,28780,Nicholas Thompson,12.41,266,33
179,0,24980,Scott Gutschewski,12.34,154,19
180,0,10860,Justin Leonard,12.07,232,28
181,0,25936,Alex Aragon,12.02,183,22
182,0,20634,Peter Lonard,11.82,220,26
183,0,24924,Bill Haas,11.76,289,34
183,0,24361,Pat Perez,11.76,136,16
185,0,27943,Matt Hansen,11.54,208,24
186,0,11123,Chris Couch,11.47,218,25
187,0,02101,Joey Sindelar,11.44,271,31
188,0,20574,Mathew Goggin,11.29,186,21
189,0,01619,Skip Kendall,11.27,213,24
190,0,20105,Jeff Gove,11.11,297,33
190,0,23623,Bo Van Pelt,11.11,306,34
192,0,06621,Joe Durant,10.53,361,38
193,0,08385,Omar Uresti,10.38,183,19
194,0,24912,Will MacKenzie,10.34,232,24
195,0,01142,Bart Bryant,10.00,260,26
196,0,20766,Padraig Harrington,9.85,132,13
