RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,01495,Morris Hatalsky,28.11,2333,83,20
2,0,01150,George Burns,28.33,2635,93,19
3,0,01823,Larry Mize,28.49,2479,87,22
4,0,01925,Jerry Pate,28.50,1539,54,22
5,0,02007,Larry Rinker,28.54,2797,98,21
6,0,01876,Greg Norman,28.63,1718,60,21
7,0,02146,Payne Stewart,28.75,2731,95,22
8,0,01329,Brad Faxon,28.76,2560,89,22
9,0,01878,Andy North,28.78,1871,65,18
10,0,01941,Tom Pernice Jr.,28.80,1555,54,24
11,0,01960,Don Pooley,28.84,2163,75,20
12,0,01355,Raymond Floyd,28.85,1558,54,23
13,0,01444,Ken Green,28.87,2512,87,13
14,0,01175,Jim Carter,28.88,2570,89,24
14,0,02230,Stan Utley,28.88,3061,106,21
16,0,01331,Rick Fehr,28.90,2601,90,24
16,0,02186,Brian Tennyson,28.90,2774,96,24
18,0,02104,Jeff Sluman,28.91,3064,106,16
18,0,02256,Tom Watson,28.91,1648,57,24
20,0,01996,Mike Reid,28.92,1909,66,22
20,0,02279,Mark Wiebe,28.92,2892,100,21
22,0,01414,Bob Gilder,28.93,2343,81,25
23,0,01042,Paul Azinger,28.94,2836,98,20
23,0,01049,Ian Baker-Finch,28.94,2344,81,22
25,0,01641,Gary Koch,28.95,1650,57,25
25,0,01766,Billy Mayfair,28.95,3156,109,24
27,0,01846,Jodie Mudd,28.96,2404,83,24
27,0,02167,Mike Sullivan,28.96,2346,81,23
29,0,01346,Ed Fiori,28.97,3129,108,20
30,0,01072,Chip Beck,28.98,2521,87,21
30,0,01390,Buddy Gardner,28.98,2985,103,22
30,0,02267,D.A. Weibring,28.98,1913,66,16
33,0,02242,Lanny Wadkins,28.99,2377,82,23
34,0,01435,Wayne Grady,29.01,2408,83,23
35,0,02094,Tony Sills,29.02,1509,52,18
36,0,01378,David Frost,29.04,2381,82,22
36,0,01533,P.H. Horgan III,29.04,2468,85,15
38,0,06142,Mitch Adcock,29.05,1772,61,23
38,0,01926,Steve Pate,29.05,2905,100,23
38,0,01943,Chris Perry,29.05,2789,96,23
41,0,01557,John Inman,29.06,2964,102,21
42,0,01096,Phil Blackmar,29.07,2645,91,24
43,0,01024,Billy Andrade,29.08,2995,103,23
43,0,01321,Tom Eubank,29.08,1716,59,24
45,0,01553,John Huston,29.09,2298,79,24
46,0,01132,Mark Brooks,29.11,3289,113,23
47,0,01577,Lee Janzen,29.12,2825,97,24
47,0,02095,Larry Silveira,29.12,2417,83,23
47,0,02133,Craig Stadler,29.12,1922,66,24
50,0,01701,Bob Lohr,29.13,2796,96,23
50,0,01790,Pat McGowan,29.13,2505,86,24
52,0,01527,Scott Hoch,29.15,2565,88,9
52,0,01928,Corey Pavin,29.15,3061,105,24
54,0,01736,Roger Maltbie,29.17,1896,65,16
54,0,02099,Scott Simpson,29.17,1838,63,23
56,0,01303,Bob Eastwood,29.19,2510,86,21
56,0,02041,Bill Sander,29.19,2890,99,22
56,0,02049,Gene Sauers,29.19,2831,97,24
59,0,01129,Bill Britton,29.20,2891,99,22
59,0,01361,Dan Forsman,29.20,2540,87,23
59,0,01887,Mark O'Meara,29.20,2482,85,24
59,0,02223,Bob Tway,29.20,2832,97,23
63,0,01098,Jay Don Blake,29.21,2687,92,22
63,0,01313,Steve Elkington,29.21,2804,96,22
63,0,02294,Willie Wood,29.21,2045,70,24
66,0,01507,Webb Heintzelman,29.22,2805,96,7
67,0,01381,Fred Funk,29.24,2427,83,23
68,0,01235,Ben Crenshaw,29.25,1989,68,24
69,0,02111,Mike Smith,29.26,2663,91,21
70,0,02100,Tim Simpson,29.27,2751,94,18
70,0,02239,Scott Verplank,29.27,2576,88,23
72,0,01078,Jim Benepe,29.28,2489,85,23
72,0,01475,Donnie Hammond,29.28,2167,74,24
72,0,06148,Dennis Harrington,29.28,2196,75,23
72,0,01599,Steve Jones,29.28,2225,76,25
76,0,01201,Lennie Clements,29.29,2402,82,19
76,0,01320,Bob Estes,29.29,2724,93,24
78,0,01261,Jay Delsing,29.31,2814,96,23
78,0,01559,Hale Irwin,29.31,1788,61,24
80,0,01284,Mike Donald,29.33,3344,114,20
80,0,01835,Tommy Moore,29.33,2581,88,24
80,0,02225,Howard Twitty,29.33,2786,95,24
83,0,01106,Jim Booros,29.34,2582,88,23
83,0,01489,Steve Hart,29.34,1995,68,15
83,0,02185,Lance Ten Broeck,29.34,2817,96,24
86,0,01418,Bill Glasson,29.35,1937,66,8
87,0,01037,Dewey Arnette,29.36,1879,64,25
87,0,01457,Jay Haas,29.36,2701,92,23
87,0,02033,Dave Rummells,29.36,2437,83,25
90,0,01266,Clark Dennis,29.37,2526,86,23
90,0,06140,Sean Murphy,29.37,1733,59,23
92,0,01157,Tom Byrum,29.38,2644,90,22
92,0,01161,Mark Calcavecchia,29.38,2732,93,23
92,0,01306,David Edwards,29.38,2145,73,21
92,0,01706,Davis Love III,29.38,2674,91,24
96,0,01196,Brian Claar,29.39,2469,84,24
96,0,06122,Greg Hickman,29.39,1822,62,22
98,0,01968,Nick Price,29.42,2883,98,24
98,0,02118,J.C. Snead,29.42,2148,73,24
100,0,01639,Kenny Knox,29.43,2766,94,22
101,0,01154,Bill Buttner,29.45,2562,87,22
102,0,01571,Barry Jaeckel,29.47,1680,57,24
103,0,01690,Bruce Lietzke,29.48,1798,61,25
103,0,02170,Hal Sutton,29.48,2653,90,23
105,0,06197,Michael Allen,29.49,2713,92,24
105,0,01168,David Canipe,29.49,2477,84,25
105,0,01219,John Cook,29.49,2802,95,24
105,0,02010,Loren Roberts,29.49,3303,112,22
105,0,06136,Mike Schuchart,29.49,2005,68,21
110,0,01487,Jeff Hart,29.51,2420,82,25
110,0,02201,Jim Thorpe,29.51,2597,88,23
110,0,02246,Duffy Waldorf,29.51,2597,88,24
113,0,02214,Kirk Triplett,29.52,2273,77,24
114,0,01061,Ray Barr Jr.,29.54,1802,61,4
114,0,01203,Russ Cochran,29.54,2836,96,24
116,0,02303,Robert Wrenn,29.55,2837,96,24
117,0,01035,Tommy Armour III,29.59,2752,93,24
117,0,01143,Brad Bryant,29.59,2693,91,23
117,0,01723,Andrew Magee,29.59,2900,98,24
117,0,01945,Kenny Perry,29.59,2190,74,24
121,0,01226,Fred Couples,29.60,2220,75,24
121,0,02090,Tom Sieckmann,29.60,2605,88,23
123,0,01288,Ed Dougherty,29.61,2250,76,24
123,0,01499,Mark Hayes,29.61,2250,76,21
123,0,01510,Nolan Henke,29.61,2606,88,26
126,0,01323,Brad Fabel,29.62,2577,87,23
127,0,01388,Robert Gamez,29.65,2342,79,24
127,0,01891,David Ogrin,29.65,2520,85,23
129,0,01569,Peter Jacobsen,29.67,2403,81,24
130,0,01938,David Peoples,29.68,3295,111,26
131,0,01068,Andy Bean,29.69,1989,67,22
131,0,01682,Wayne Levi,29.69,2197,74,23
133,0,01197,Bobby Clampett,29.70,1693,57,25
133,0,01549,Mike Hulbert,29.70,3415,115,24
133,0,02322,Richard Zokol,29.70,1990,67,15
136,0,01200,Keith Clearwater,29.71,2288,77,23
137,0,01443,Hubert Green,29.72,1813,61,25
137,0,06332,Neal Lancaster,29.72,2199,74,22
137,0,02067,Ted Schulz,29.72,3448,116,24
140,0,02292,Bob Wolcott,29.73,2557,86,24
141,0,01093,Ronnie Black,29.74,2498,84,25
141,0,01156,Curt Byrum,29.74,2647,89,23
143,0,02321,Fuzzy Zoeller,29.75,2112,71,24
144,0,01151,Clark Burroughs,29.77,2858,96,24
144,0,01935,Calvin Peete,29.77,1935,65,14
144,0,06130,Jeffrey Wilson,29.77,2233,75,23
147,0,01040,Emlyn Aubrey,29.78,2948,99,24
147,0,01837,Gil Morgan,29.78,2531,85,24
147,0,02101,Joey Sindelar,29.78,2382,80,24
150,0,01385,Jim Gallagher Jr.,29.80,3427,115,24
150,0,01771,Blaine McCallister,29.80,2831,95,24
150,0,01783,Mark McCumber,29.80,2473,83,25
153,0,01014,Fulton Allem,29.81,2146,72,24
153,0,01133,Billy Ray Brown,29.81,2474,83,23
153,0,01725,John Mahaffey,29.81,2862,96,24
153,0,02159,Curtis Strange,29.81,2146,72,24
157,0,01946,Peter Persons,29.82,2982,100,24
158,0,02148,Ray Stewart,29.84,2835,95,24
159,0,01006,John Adams,29.86,2628,88,21
159,0,01333,Jack Ferenz,29.86,1523,51,25
161,0,01522,Lon Hinkle,29.87,2001,67,25
162,0,01468,Gary Hallberg,29.90,2422,81,21
163,0,02195,Leonard Thompson,29.91,2752,92,24
164,0,06284,Jim Hallet,29.96,3445,115,22
164,0,01607,Brian Kamm,29.96,1498,50,25
166,0,01310,Dave Eichelberger,29.97,2997,100,14
167,0,02087,Don Shirey Jr.,30.00,2760,92,25
168,0,01715,Mark Lye,30.03,2673,89,24
169,0,01633,Tom Kite,30.06,2585,86,25
170,0,01458,Jerry Haas,30.08,2677,89,24
170,0,01469,Dan Halldorson,30.08,1534,51,26
170,0,01971,Dillard Pruitt,30.08,2376,79,24
173,0,01023,Jerry Anderson,30.09,1685,56,26
173,0,01307,Joel Edwards,30.09,2588,86,24
173,0,06128,Steve Lamontagne,30.09,2558,85,23
176,0,06124,Patrick Burke,30.11,1596,53,23
177,0,01060,Dave Barr,30.13,2862,95,22
178,0,02241,Bobby Wadkins,30.17,3107,103,24
179,0,02245,Grant Waite,30.18,2203,73,23
180,0,02224,Greg Twiggs,30.20,2688,89,22
181,0,02298,Jim Woodward,30.21,2205,73,21
182,0,02215,Paul Trittler,30.23,2539,84,24
183,0,02180,Harry Taylor,30.24,1754,58,25
184,0,01975,Tom Purtzer,30.26,2330,77,24
185,0,02023,Clarence Rose,30.28,2634,87,24
186,0,06132,Sonny Skinner,30.29,2272,75,24
187,0,06150,Carl Cooper,30.35,1730,57,26
188,0,06118,Greg Bruckner,30.36,2702,89,23
189,0,02190,Doug Tewell,30.37,2399,79,17
190,0,06144,John Dowdall,30.60,1683,55,25
191,0,01797,Rocco Mediate,30.71,2610,85,24
192,0,06425,Rick Todd,31.05,1739,56,26
