RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
41,0,01346,Ed Fiori,1.786,1890,1058,2.61
43,0,01457,Jay Haas,1.787,2352,1316,2.67
43,0,01522,Lon Hinkle,1.787,1392,779,3.03
43,0,01654,Gary Krueger,1.787,1406,787,2.73
46,0,01278,Andy Dillard,1.788,1711,957,2.70
46,0,01682,Wayne Levi,1.788,1908,1067,2.79
46,0,01958,Dan Pohl,1.788,2203,1232,2.95
49,0,01361,Dan Forsman,1.789,2601,1454,2.81
50,0,01214,Frank Conner,1.790,1110,620,2.68
50,0,01641,Gary Koch,1.790,1446,808,2.69
50,0,02118,J.C. Snead,1.790,1847,1032,2.65
53,0,01093,Ronnie Black,1.791,2106,1176,2.73
53,0,01998,Jack Renner,1.791,1933,1079,2.58
53,0,02090,Tom Sieckmann,1.791,1796,1003,2.94
56,0,01039,Perry Arthur,1.792,1448,808,2.92
56,0,01096,Phil Blackmar,1.792,2073,1157,2.95
56,0,01200,Keith Clearwater,1.792,2570,1434,2.82
56,0,01284,Mike Donald,1.792,2288,1277,2.73
56,0,01952,Billy Pierot,1.792,1215,678,2.83
56,0,02007,Larry Rinker,1.792,1978,1104,2.88
56,0,02049,Gene Sauers,1.792,2218,1238,2.71
56,0,02322,Richard Zokol,1.792,1337,746,2.64
64,0,01219,John Cook,1.793,2082,1161,2.70
64,0,01755,Dick Mast,1.793,2150,1199,2.68
64,0,02241,Bobby Wadkins,1.793,2281,1272,2.93
64,0,02279,Mark Wiebe,1.793,2358,1315,2.73
68,0,01157,Tom Byrum,1.794,2270,1265,2.79
68,0,01599,Steve Jones,1.794,1941,1082,2.98
68,0,02041,Bill Sander,1.794,1886,1051,2.95
71,0,01196,Brian Claar,1.795,2118,1180,2.75
71,0,01323,Brad Fabel,1.795,1472,820,2.70
73,0,01390,Buddy Gardner,1.796,2349,1308,2.65
73,0,02104,Jeff Sluman,1.796,2321,1292,2.87
73,0,02225,Howard Twitty,1.796,2064,1149,2.76
76,0,01782,Mike McCullough,1.797,1502,836,2.66
76,0,01851,Bob Murphy,1.797,1583,881,2.83
76,0,02099,Scott Simpson,1.797,1944,1082,2.71
79,0,01468,Gary Hallberg,1.798,1990,1107,2.85
79,0,01996,Mike Reid,1.798,2284,1270,2.54
81,0,01639,Kenny Knox,1.799,2168,1205,2.62
82,0,01306,David Edwards,1.800,1494,830,2.54
82,0,01837,Gil Morgan,1.800,1188,660,2.55
82,0,01887,Mark O'Meara,1.800,1976,1098,2.79
85,0,01846,Jodie Mudd,1.801,2089,1160,2.97
86,0,01203,Russ Cochran,1.802,2508,1392,2.68
86,0,01475,Donnie Hammond,1.802,1881,1044,2.63
86,0,01984,Sam Randolph,1.802,1640,910,2.88
89,0,01499,Mark Hayes,1.803,2257,1252,2.65
89,0,02170,Hal Sutton,1.803,2101,1165,2.90
91,0,01006,John Adams,1.804,2062,1143,2.55
91,0,01414,Bob Gilder,1.804,2082,1154,2.82
91,0,01736,Roger Maltbie,1.804,1784,989,2.72
94,0,01037,Dewey Arnette,1.805,1312,727,2.68
94,0,01103,Charles Bolling,1.805,2105,1166,2.68
94,0,01331,Rick Fehr,1.805,1222,677,2.87
94,0,02100,Tim Simpson,1.805,2538,1406,2.67
98,0,01175,Jim Carter,1.807,2074,1148,2.73
98,0,01248,Rick Dalpos,1.807,1877,1039,2.65
98,0,01305,Danny Edwards,1.807,1702,942,2.52
101,0,01559,Hale Irwin,1.809,1494,826,2.49
101,0,01701,Bob Lohr,1.809,2223,1229,2.70
101,0,01945,Kenny Perry,1.809,1757,971,2.74
101,0,02267,D.A. Weibring,1.809,1834,1014,2.70
101,0,02303,Robert Wrenn,1.809,1615,893,2.51
106,0,01156,Curt Byrum,1.810,2534,1400,2.75
106,0,01444,Ken Green,1.810,2011,1111,2.88
106,0,02023,Clarence Rose,1.810,2546,1407,2.54
109,0,01060,Dave Barr,1.811,2161,1193,2.60
109,0,01513,Denny Hepler,1.811,1099,607,2.72
111,0,01949,Mark Pfeil,1.812,1067,589,2.60
112,0,01288,Ed Dougherty,1.813,1869,1031,2.51
112,0,01725,John Mahaffey,1.813,2397,1322,2.35
114,0,01261,Jay Delsing,1.814,2053,1132,2.56
114,0,01569,Peter Jacobsen,1.814,1856,1023,2.62
114,0,01715,Mark Lye,1.814,2305,1271,2.50
114,0,01878,Andy North,1.814,1246,687,2.65
114,0,02148,Ray Stewart,1.814,1772,977,2.69
114,0,02195,Leonard Thompson,1.814,2226,1227,2.58
120,0,01783,Mark McCumber,1.815,2380,1311,2.78
120,0,01790,Pat McGowan,1.815,1806,995,2.67
120,0,02244,Fred Wadsworth,1.815,2109,1162,2.72
123,0,01282,Trevor Dodds,1.816,1703,938,2.70
124,0,01192,T.C. Chen,1.817,1163,640,2.72
124,0,01723,Andrew Magee,1.817,2101,1156,2.61
124,0,02087,Don Shirey Jr.,1.817,1884,1037,2.78
127,0,01179,Antonio Cerda,1.818,1925,1059,2.59
127,0,01201,Lennie Clements,1.818,1754,965,2.52
127,0,01443,Hubert Green,1.818,1407,774,2.61
130,0,01884,Mac O'Grady,1.819,1946,1070,2.79
130,0,02152,Dave Stockton,1.819,1088,598,2.59
132,0,01436,David Graham,1.820,1234,678,2.46
132,0,01975,Tom Purtzer,1.820,2078,1142,2.81
134,0,01129,Bill Britton,1.821,1768,971,2.47
134,0,01310,Dave Eichelberger,1.821,1983,1089,2.56
134,0,01771,Blaine McCallister,1.821,2309,1268,2.63
134,0,01871,Mike Nicolette,1.821,1071,588,2.53
134,0,01892,Aki Ohmachi,1.821,1661,912,2.64
134,0,02126,Bruce Soulsby,1.821,1894,1040,2.62
140,0,01501,Vance Heafner,1.822,1694,930,2.54
140,0,01877,Tim Norris,1.822,2006,1101,2.52
142,0,01676,Ted Lehmann,1.823,1156,634,2.49
142,0,01861,Jim Nelford,1.823,1564,858,2.46
144,0,01206,Bobby Cole,1.824,2174,1192,2.46
144,0,01469,Dan Halldorson,1.824,1933,1060,2.53
146,0,01132,Mark Brooks,1.825,1891,1036,2.55
146,0,01593,Philip Jonas,1.825,1113,610,2.46
146,0,02016,Bill Rogers,1.825,1613,884,2.40
146,0,02190,Doug Tewell,1.825,1725,945,2.49
150,0,01313,Steve Elkington,1.826,2210,1210,2.58
150,0,01648,Billy Kratzert,1.826,1826,1000,2.43
150,0,02101,Joey Sindelar,1.826,2531,1386,2.76
153,0,01385,Jim Gallagher Jr.,1.827,2130,1166,2.59
153,0,01935,Calvin Peete,1.827,1456,797,2.38
153,0,02010,Loren Roberts,1.827,1787,978,2.45
153,0,02239,Scott Verplank,1.827,1818,995,2.71
157,0,01448,Tony Grimes,1.828,1307,715,2.56
158,0,01095,Woody Blackburn,1.830,979,535,2.62
159,0,01534,John Horne,1.831,1194,652,2.50
159,0,01797,Rocco Mediate,1.831,2082,1137,2.61
161,0,01425,Ernie Gonzalez,1.832,2127,1161,2.66
161,0,01526,David Hobby,1.832,1312,716,2.42
163,0,02098,Jim Simons,1.833,1129,616,2.35
164,0,01077,Mike Bender,1.834,1618,882,2.55
164,0,01549,Mike Hulbert,1.834,2569,1401,2.51
164,0,01690,Bruce Lietzke,1.834,1660,905,2.40
167,0,01571,Barry Jaeckel,1.835,2088,1138,2.36
168,0,01418,Bill Glasson,1.837,2101,1144,2.63
169,0,01446,Brad Greer,1.838,1551,844,2.75
170,0,01061,Ray Barr Jr.,1.839,1714,932,2.44
170,0,01068,Andy Bean,1.839,1201,653,2.79
170,0,02111,Mike Smith,1.839,1622,882,2.29
173,0,01392,Tom Garner,1.841,1694,920,2.29
174,0,02229,Brett Upper,1.845,1740,943,2.45
175,0,01687,Jeff Lewis,1.846,1287,697,2.55
176,0,02094,Tony Sills,1.848,2061,1115,2.31
177,0,02246,Duffy Waldorf,1.849,2060,1114,2.42
178,0,02196,Robert Thompson,1.850,1645,889,2.17
179,0,01777,John McComish,1.852,1611,870,2.45
180,0,02201,Jim Thorpe,1.853,1208,652,2.29
181,0,01891,David Ogrin,1.854,2056,1109,2.28
182,0,01584,Doug Johnson,1.856,1464,789,2.31
182,0,02180,Harry Taylor,1.856,1854,999,2.18
184,0,02067,Ted Schulz,1.859,1578,849,2.14
185,0,01168,David Canipe,1.862,1896,1018,2.31
186,0,01938,David Peoples,1.864,1534,823,2.38
187,0,02287,Jim Wilson,1.869,1254,671,2.18
188,0,02002,John Riegger,1.870,1152,616,2.27
