RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,01235,Ben Crenshaw,1.743,1776,1019,3.13
2,0,01135,Ken Brown,1.746,1327,760,3.03
2,0,01960,Don Pooley,1.746,1921,1100,2.96
4,0,01495,Morris Hatalsky,1.748,1472,842,3.09
4,0,02242,Lanny Wadkins,1.748,1804,1032,3.10
6,0,01823,Larry Mize,1.755,1704,971,2.97
7,0,01378,David Frost,1.757,2107,1199,3.02
8,0,01633,Tom Kite,1.761,1932,1097,3.06
8,0,02146,Payne Stewart,1.761,2034,1155,3.18
10,0,01876,Greg Norman,1.762,1431,812,3.00
10,0,02255,Denis Watson,1.762,1979,1123,3.13
12,0,01527,Scott Hoch,1.763,2128,1207,2.83
12,0,01943,Chris Perry,1.763,2073,1176,2.85
14,0,01162,Rex Caldwell,1.764,1219,691,3.08
15,0,01968,Nick Price,1.767,1709,967,3.14
16,0,02159,Curtis Strange,1.770,2191,1238,3.00
17,0,01042,Paul Azinger,1.771,2109,1191,3.04
17,0,01329,Brad Faxon,1.771,1865,1053,3.04
19,0,02294,Willie Wood,1.772,1970,1112,2.93
20,0,01072,Chip Beck,1.773,1959,1105,3.06
20,0,02256,Tom Watson,1.773,1507,850,2.85
22,0,01706,Davis Love III,1.774,1808,1019,3.03
23,0,01098,Jay Don Blake,1.775,2050,1155,2.85
23,0,01161,Mark Calcavecchia,1.775,1882,1060,3.26
25,0,02133,Craig Stadler,1.776,1646,927,3.17
26,0,02033,Dave Rummells,1.778,2375,1336,2.93
27,0,01666,Bernhard Langer,1.780,1223,687,3.16
28,0,01557,John Inman,1.782,1848,1037,2.87
28,0,01926,Steve Pate,1.782,2540,1425,2.81
28,0,02223,Bob Tway,1.782,1837,1031,2.79
28,0,02321,Fuzzy Zoeller,1.782,1563,877,2.87
32,0,01197,Bobby Clampett,1.783,1683,944,2.83
32,0,01355,Raymond Floyd,1.783,1387,778,2.78
32,0,01928,Corey Pavin,1.783,1765,990,2.83
32,0,02167,Mike Sullivan,1.783,1763,989,2.96
36,0,01717,Sandy Lyle,1.784,1129,633,2.94
36,0,02160,Ron Streck,1.784,2016,1130,2.75
38,0,01150,George Burns,1.785,2176,1219,2.88
38,0,01226,Fred Couples,1.785,2058,1153,2.91
38,0,01864,Larry Nelson,1.785,1521,852,2.81
41,0,01303,Bob Eastwood,1.786,2013,1127,2.91
