RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,08793,Tiger Woods,2.4
2,0,24502,Adam Scott,2.2
3,0,06004,Stephen Ames,2.1
3,0,23983,Luke Donald,2.1
3,0,22548,Patrick Sheehan,2.1
6,0,01666,Bernhard Langer,2.0
6,0,12680,Shigeki Maruyama,2.0
6,0,22046,Geoff Ogilvy,2.0
6,0,25345,Carl Pettersson,2.0
6,0,02223,Bob Tway,2.0
11,0,20229,Stewart Cink,1.9
11,0,20663,Brenden Pappas,1.9
11,0,06567,Vijay Singh,1.9
14,0,20472,Alex Cejka,1.8
14,0,01329,Brad Faxon,1.8
14,0,07457,Steve Flesch,1.8
14,0,01677,Tom Lehman,1.8
14,0,11032,Frank Lickliter II,1.8
14,0,24781,Hunter Mahan,1.8
14,0,12660,Jesper Parnevik,1.8
14,0,22405,Justin Rose,1.8
22,0,22371,Aaron Baddeley,1.7
22,0,22621,Ben Curtis,1.7
22,0,21805,Harrison Frazar,1.7
22,0,12645,Brent Geiberger,1.7
22,0,01887,Mark O'Meara,1.7
22,0,20572,Rod Pampling,1.7
22,0,01945,Kenny Perry,1.7
22,0,21959,Ted Purdy,1.7
22,0,07749,Brett Quigley,1.7
22,0,02206,David Toms,1.7
22,0,21878,Mark Wilson,1.7
33,0,10885,Robert Allenby,1.6
33,0,20098,Stuart Appleby,1.6
33,0,20498,Briny Baird,1.6
33,0,12652,Cameron Beckman,1.6
33,0,06809,Bob Burns,1.6
33,0,01161,Mark Calcavecchia,1.6
33,0,12510,Chad Campbell,1.6
33,0,23135,Tim Clark,1.6
33,0,01249,John Daly,1.6
33,0,06251,Chris DiMarco,1.6
33,0,01313,Steve Elkington,1.6
33,0,06522,Ernie Els,1.6
33,0,01378,David Frost,1.6
33,0,01527,Scott Hoch,1.6
33,0,24024,Zach Johnson,1.6
33,0,20094,Jonathan Kaye,1.6
33,0,06515,Shaun Micheel,1.6
33,0,01948,Tim Petrovic,1.6
33,0,02010,Loren Roberts,1.6
33,0,20645,John Senden,1.6
33,0,02104,Jeff Sluman,1.6
33,0,02214,Kirk Triplett,1.6
33,0,02239,Scott Verplank,1.6
56,0,21633,Steve Allan,1.5
56,0,07223,Brian Bateman,1.5
56,0,24507,Jason Bohn,1.5
56,0,12394,Tom Carter,1.5
56,0,20593,Greg Chalmers,1.5
56,0,19825,Darren Clarke,1.5
56,0,19972,José Coceres,1.5
56,0,01226,Fred Couples,1.5
56,0,23541,Ben Crane,1.5
56,0,08931,Glen Day,1.5
56,0,06621,Joe Durant,1.5
56,0,12823,Carlos Franco,1.5
56,0,23063,Scott Hend,1.5
56,0,20433,Mark Hensby,1.5
56,0,21731,Freddie Jacobson,1.5
56,0,10107,Deane Pappas,1.5
56,0,01926,Steve Pate,1.5
56,0,01927,Dennis Paulson,1.5
56,0,01928,Corey Pavin,1.5
56,0,24361,Pat Perez,1.5
56,0,01968,Nick Price,1.5
56,0,20127,Chris Riley,1.5
56,0,20548,Hidemichi Tanaka,1.5
79,0,07721,Pat Bates,1.4
79,0,23614,Rich Beem,1.4
79,0,07363,Craig Bowden,1.4
79,0,01157,Tom Byrum,1.4
79,0,01381,Fred Funk,1.4
79,0,20157,Retief Goosen,1.4
79,0,01553,John Huston,1.4
79,0,20634,Peter Lonard,1.4
79,0,01706,Davis Love III,1.4
79,0,01707,Steve Lowery,1.4
79,0,01724,Jeff Maggert,1.4
79,0,20628,Arron Oberholser,1.4
79,0,01938,David Peoples,1.4
79,0,22913,John Rollins,1.4
79,0,23621,Rory Sabbatini,1.4
79,0,02106,Chris Smith,1.4
79,0,23623,Bo Van Pelt,1.4
79,0,10425,Jay Williamson,1.4
97,0,06197,Michael Allen,1.3
97,0,01024,Billy Andrade,1.3
97,0,01035,Tommy Armour III,1.3
97,0,01127,Danny Briggs,1.3
97,0,01142,Bart Bryant,1.3
97,0,24357,K.J. Choi,1.3
97,0,01203,Russ Cochran,1.3
97,0,01361,Dan Forsman,1.3
97,0,19846,Brian Gay,1.3
97,0,10201,Matt Gogel,1.3
97,0,08337,Mike Heinen,1.3
97,0,08881,Tripp Isenhour,1.3
97,0,26420,Richard Johnson,1.3
97,0,01619,Skip Kendall,1.3
97,0,23552,Hank Kuehne,1.3
97,0,06332,Neal Lancaster,1.3
97,0,01685,J.L. Lewis,1.3
97,0,10585,Scott McCarron,1.3
97,0,12753,David Morland IV,1.3
97,0,21949,Joe Ogilvie,1.3
97,0,01920,Craig Parry,1.3
97,0,10912,Craig Perks,1.3
97,0,02002,John Riegger,1.3
97,0,02049,Gene Sauers,1.3
97,0,02099,Scott Simpson,1.3
97,0,02101,Joey Sindelar,1.3
97,0,22293,Heath Slocum,1.3
97,0,02246,Duffy Waldorf,1.3
97,0,12602,Dean Wilson,1.3
126,0,07867,Woody Austin,1.2
126,0,23613,Rich Barcelo,1.2
126,0,01139,Olin Browne,1.2
126,0,24925,Jonathan Byrd,1.2
126,0,20850,Daniel Chopra,1.2
126,0,12760,Danny Ellis,1.2
126,0,20121,Todd Fischer,1.2
126,0,01388,Robert Gamez,1.2
126,0,01473,Todd Hamilton,1.2
126,0,23353,J.J. Henry,1.2
126,0,12782,Tim Herron,1.2
126,0,21961,Charles Howell III,1.2
126,0,08075,Jerry Kelly,1.2
126,0,20382,Stephen Leaney,1.2
126,0,01766,Billy Mayfair,1.2
126,0,01810,Phil Mickelson,1.2
126,0,23325,Vaughn Taylor,1.2
126,0,10423,Mike Weir,1.2
144,0,19824,Craig Barlow,1.1
144,0,20029,Notah Begay III,1.1
144,0,06214,Guy Boros,1.1
144,0,24290,D.J. Brigman,1.1
144,0,01219,John Cook,1.1
144,0,19881,Robert Damron,1.1
144,0,01261,Jay Delsing,1.1
144,0,20104,Ken Duke,1.1
144,0,01320,Bob Estes,1.1
144,0,21209,Sergio Garcia,1.1
144,0,25900,Lucas Glover,1.1
144,0,23338,David Gossett,1.1
144,0,01457,Jay Haas,1.1
144,0,01577,Lee Janzen,1.1
144,0,10733,Kent Jones,1.1
144,0,23108,Matt Kuchar,1.1
144,0,10860,Justin Leonard,1.1
144,0,01761,Len Mattiace,1.1
144,0,06373,José María Olazábal,1.1
144,0,01941,Tom Pernice Jr.,1.1
144,0,23497,Tag Ridings,1.1
144,0,06527,Steve Stricker,1.1
144,0,23307,Roger Tambellini,1.1
144,0,06613,Tommy Tolles,1.1
168,0,01042,Paul Azinger,1.0
168,0,11123,Chris Couch,1.0
168,0,08835,Kris Cox,1.0
168,0,25686,Jason Dufner,1.0
168,0,06575,Dudley Hart,1.0
168,0,01797,Rocco Mediate,1.0
168,0,12682,Hirofumi Miyase,1.0
168,0,25237,Kevin Muncrief,1.0
168,0,07939,Dan Olsen,1.0
168,0,06595,Kevin Sutherland,1.0
