RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,21731,Freddie Jacobson,72.14,280,202
2,0,26420,Richard Johnson,66.91,414,277
3,0,01457,Jay Haas,65.54,267,175
4,0,01329,Brad Faxon,65.08,315,205
5,0,06527,Steve Stricker,65.02,283,184
6,0,12660,Jesper Parnevik,64.88,299,194
7,0,06004,Stephen Ames,64.39,351,226
8,0,01577,Lee Janzen,64.24,302,194
9,0,10201,Matt Gogel,64.16,279,179
10,0,12680,Shigeki Maruyama,64.09,337,216
11,0,20229,Stewart Cink,64.02,353,226
12,0,06613,Tommy Tolles,63.92,291,186
13,0,08793,Tiger Woods,63.47,219,139
14,0,08075,Jerry Kelly,63.32,379,240
15,0,07223,Brian Bateman,63.07,306,193
15,0,22046,Geoff Ogilvy,63.07,306,193
17,0,24024,Zach Johnson,63.00,373,235
18,0,06809,Bob Burns,62.92,329,207
18,0,24502,Adam Scott,62.92,178,112
20,0,19846,Brian Gay,62.85,358,225
20,0,01619,Skip Kendall,62.85,358,225
22,0,07457,Steve Flesch,62.77,368,231
23,0,25345,Carl Pettersson,62.68,343,215
24,0,01771,Blaine McCallister,62.59,278,174
25,0,06197,Michael Allen,62.32,345,215
26,0,01161,Mark Calcavecchia,62.28,281,175
27,0,07363,Craig Bowden,62.20,336,209
28,0,02239,Scott Verplank,62.19,320,199
29,0,01381,Fred Funk,62.11,380,236
30,0,01042,Paul Azinger,62.02,287,178
31,0,23497,Tag Ridings,61.97,213,132
32,0,22371,Aaron Baddeley,61.67,347,214
33,0,19972,José Coceres,61.62,284,175
34,0,20382,Stephen Leaney,61.54,247,152
34,0,01761,Len Mattiace,61.54,299,184
36,0,02010,Loren Roberts,61.43,280,172
37,0,23541,Ben Crane,61.33,331,203
38,0,20593,Greg Chalmers,61.29,310,190
39,0,01361,Dan Forsman,61.25,271,166
40,0,24781,Hunter Mahan,61.23,374,229
41,0,20378,Mathias Grönberg,61.07,298,182
42,0,12645,Brent Geiberger,61.06,357,218
43,0,01378,David Frost,61.02,313,191
44,0,01313,Steve Elkington,60.92,238,145
45,0,01024,Billy Andrade,60.84,406,247
46,0,23983,Luke Donald,60.82,245,149
46,0,12760,Danny Ellis,60.82,268,163
48,0,02246,Duffy Waldorf,60.74,270,164
49,0,01948,Tim Petrovic,60.73,382,232
50,0,02223,Bob Tway,60.69,262,159
51,0,21805,Harrison Frazar,60.67,300,182
52,0,01157,Tom Byrum,60.61,330,200
52,0,20121,Todd Fischer,60.61,391,237
54,0,23621,Rory Sabbatini,60.59,307,186
55,0,20572,Rod Pampling,60.58,345,209
56,0,06373,José María Olazábal,60.50,200,121
57,0,07749,Brett Quigley,60.48,372,225
58,0,12782,Tim Herron,60.46,306,185
59,0,01127,Danny Briggs,60.44,321,194
60,0,20127,Chris Riley,60.28,214,129
61,0,23353,J.J. Henry,60.27,370,223
62,0,20157,Retief Goosen,60.24,166,100
62,0,26287,Roland Thatcher,60.24,254,153
64,0,06575,Dudley Hart,60.12,168,101
65,0,01473,Todd Hamilton,60.07,288,173
65,0,08537,J.P. Hayes,60.07,278,167
67,0,22548,Patrick Sheehan,59.91,434,260
68,0,20850,Daniel Chopra,59.84,386,231
69,0,08339,Spike McRoy,59.78,358,214
70,0,06251,Chris DiMarco,59.65,347,207
71,0,01706,Davis Love III,59.63,270,161
72,0,20548,Hidemichi Tanaka,59.55,314,187
73,0,19825,Darren Clarke,59.48,153,91
73,0,02099,Scott Simpson,59.48,232,138
75,0,12652,Cameron Beckman,59.40,399,237
76,0,22913,John Rollins,59.37,315,187
77,0,10213,Dicky Pride,59.35,278,165
78,0,20104,Ken Duke,59.33,359,213
78,0,23307,Roger Tambellini,59.33,300,178
80,0,06522,Ernie Els,59.30,172,102
81,0,07721,Pat Bates,59.24,368,218
82,0,21949,Joe Ogilvie,59.22,385,228
83,0,07939,Dan Olsen,59.15,284,168
84,0,12753,David Morland IV,59.14,279,165
85,0,12510,Chad Campbell,59.12,340,201
85,0,23135,Tim Clark,59.12,318,188
87,0,20645,John Senden,59.01,383,226
88,0,12602,Dean Wilson,58.95,380,224
89,0,10733,Kent Jones,58.93,392,231
90,0,01941,Tom Pernice Jr.,58.92,370,218
91,0,20433,Mark Hensby,58.89,377,222
92,0,08337,Mike Heinen,58.82,221,130
92,0,01677,Tom Lehman,58.82,221,130
94,0,11032,Frank Lickliter II,58.51,335,196
95,0,06332,Neal Lancaster,58.49,371,217
96,0,10585,Scott McCarron,58.31,307,179
97,0,01035,Tommy Armour III,58.13,332,193
98,0,12394,Tom Carter,58.11,370,215
98,0,21893,Brian Kortan,58.11,222,129
100,0,23623,Bo Van Pelt,58.07,353,205
101,0,01261,Jay Delsing,58.01,281,163
102,0,06078,Esteban Toledo,58.00,350,203
103,0,01249,John Daly,57.99,288,167
104,0,11123,Chris Couch,57.98,188,109
105,0,24357,K.J. Choi,57.97,295,171
105,0,25396,Kevin Na,57.97,414,240
107,0,01388,Robert Gamez,57.91,392,227
108,0,06214,Guy Boros,57.89,285,165
108,0,12705,Cliff Kresge,57.89,342,198
110,0,20663,Brenden Pappas,57.88,444,257
111,0,01920,Craig Parry,57.86,159,92
112,0,23320,Ryan Palmer,57.84,408,236
113,0,24925,Jonathan Byrd,57.74,310,179
114,0,01926,Steve Pate,57.66,248,143
115,0,01927,Dennis Paulson,57.61,276,159
116,0,08931,Glen Day,57.49,367,211
117,0,21407,Arjun Atwal,57.46,362,208
118,0,20498,Briny Baird,57.41,324,186
119,0,20628,Arron Oberholser,57.40,277,159
120,0,10860,Justin Leonard,57.39,284,163
121,0,01685,J.L. Lewis,57.38,413,237
122,0,21646,David Branshaw,57.28,309,177
123,0,10107,Deane Pappas,57.25,262,150
124,0,20094,Jonathan Kaye,57.24,283,162
125,0,01968,Nick Price,57.23,159,91
126,0,20585,Niclas Fasth,57.21,222,127
127,0,21959,Ted Purdy,57.17,453,259
128,0,10885,Robert Allenby,57.14,301,172
128,0,23613,Rich Barcelo,57.14,266,152
130,0,02206,David Toms,57.03,256,146
131,0,19881,Robert Damron,56.91,376,214
132,0,23552,Hank Kuehne,56.85,394,224
133,0,12823,Carlos Franco,56.81,382,217
134,0,24290,D.J. Brigman,56.78,317,180
134,0,21961,Charles Howell III,56.78,317,180
136,0,01887,Mark O'Meara,56.74,178,101
137,0,01938,David Peoples,56.70,291,165
138,0,01945,Kenny Perry,56.52,276,156
138,0,02214,Kirk Triplett,56.52,299,169
140,0,20029,Notah Begay III,56.51,269,152
141,0,01527,Scott Hoch,56.50,223,126
142,0,20580,Andre Stolz,56.48,193,109
143,0,20472,Alex Cejka,56.45,248,140
144,0,08123,Jeff Brehaut,56.43,420,237
145,0,08835,Kris Cox,56.38,282,159
146,0,12682,Hirofumi Miyase,56.35,252,142
147,0,20634,Peter Lonard,56.28,247,139
148,0,01203,Russ Cochran,56.22,233,131
149,0,20098,Stuart Appleby,56.20,258,145
150,0,01142,Bart Bryant,56.19,299,168
151,0,02104,Jeff Sluman,55.91,381,213
152,0,22405,Justin Rose,55.84,274,153
153,0,06515,Shaun Micheel,55.80,319,178
154,0,25686,Jason Dufner,55.75,287,160
155,0,24507,Jason Bohn,55.74,357,199
156,0,01707,Steve Lowery,55.65,336,187
157,0,01724,Jeff Maggert,55.61,223,124
158,0,22293,Heath Slocum,55.38,381,211
159,0,02106,Chris Smith,55.36,392,217
160,0,21633,Steve Allan,55.35,374,207
161,0,01810,Phil Mickelson,55.34,253,140
162,0,02002,John Riegger,55.29,208,115
162,0,10423,Mike Weir,55.29,255,141
164,0,01219,John Cook,55.14,214,118
165,0,01928,Corey Pavin,55.13,263,145
166,0,24361,Pat Perez,55.12,410,226
167,0,23063,Scott Hend,55.10,343,189
168,0,23614,Rich Beem,54.96,282,155
169,0,23108,Matt Kuchar,54.95,313,172
170,0,07867,Woody Austin,54.89,399,219
171,0,01139,Olin Browne,54.72,318,174
172,0,06595,Kevin Sutherland,54.55,297,162
173,0,19824,Craig Barlow,54.33,335,182
174,0,10912,Craig Perks,54.31,313,170
175,0,02245,Grant Waite,54.18,299,162
176,0,21209,Sergio Garcia,54.11,207,112
177,0,02101,Joey Sindelar,54.08,368,199
178,0,06621,Joe Durant,54.03,298,161
179,0,10425,Jay Williamson,53.79,422,227
180,0,08385,Omar Uresti,53.66,328,176
181,0,01666,Bernhard Langer,53.51,185,99
182,0,01132,Mark Brooks,53.44,247,132
183,0,21878,Mark Wilson,53.36,238,127
184,0,22621,Ben Curtis,53.30,182,97
185,0,25900,Lucas Glover,53.28,351,187
186,0,02049,Gene Sauers,52.92,325,172
187,0,08881,Tripp Isenhour,52.71,203,107
188,0,23325,Vaughn Taylor,52.55,333,175
189,0,01797,Rocco Mediate,51.85,162,84
190,0,01320,Bob Estes,51.54,227,117
191,0,06567,Vijay Singh,51.20,375,192
192,0,01226,Fred Couples,50.80,187,95
193,0,01553,John Huston,50.75,201,102
194,0,01766,Billy Mayfair,50.26,392,197
195,0,23338,David Gossett,49.82,275,137
196,0,25237,Kevin Muncrief,47.91,215,103
