RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,08793,Tiger Woods,27.00,2066832,7653875
2,0,01876,Greg Norman,22.78,1345856,5907875
3,0,01313,Steve Elkington,20.42,1320411,6465875
4,0,09011,David Duval,19.51,1885308,9660875
5,0,01527,Scott Hoch,18.62,1393788,7487000
5,0,01706,Davis Love III,18.62,1635953,8787875
7,0,06522,Ernie Els,17.79,1243007,6987875
8,0,10809,Jim Furyk,17.67,1619480,9165875
9,0,12660,Jesper Parnevik,17.29,1217586,7041875
10,0,01968,Nick Price,17.11,1053844,6159875
11,0,01418,Bill Glasson,16.50,926551,5616000
12,0,01886,Peter O'Malley,16.27,68137,418875
13,0,10860,Justin Leonard,16.22,1587531,9786875
14,0,19825,Darren Clarke,16.16,282816,1749875
15,0,08635,Colin Montgomerie,16.07,578991,3603875
16,0,01810,Phil Mickelson,16.05,1225389,7635875
17,0,01329,Brad Faxon,15.12,1233504,8157875
18,0,01887,Mark O'Meara,14.10,1124559,7977875
19,0,06567,Vijay Singh,13.77,1059235,7689875
20,0,02010,Loren Roberts,13.16,1089139,8274875
21,0,01677,Tom Lehman,12.76,960584,7527875
22,0,10457,Frank Nobilo,12.63,891314,7059875
23,0,06004,Stephen Ames,12.50,110461,883875
24,0,20098,Stuart Appleby,12.31,1003355,8148875
25,0,01161,Mark Calcavecchia,12.21,1117364,9147875
26,0,01599,Steve Jones,11.53,959107,8319875
27,0,01577,Lee Janzen,9.68,877831,9066875
28,0,10585,Scott McCarron,9.63,852459,8850875
29,0,06613,Tommy Tolles,9.51,825793,8679875
30,0,08375,Paul Stankowski,9.44,929405,9849875
31,0,01724,Jeff Maggert,9.23,835884,9057875
32,0,12823,Carlos Franco,8.65,74950,866000
33,0,02020,Eduardo Romero,8.61,76512,888875
34,0,01219,John Cook,8.54,815903,9552875
35,0,01633,Tom Kite,8.52,631251,7410875
36,0,02256,Tom Watson,8.44,479145,5673875
37,0,01226,Fred Couples,8.42,448385,5322875
38,0,20043,Edward Fryatt,8.31,65573,789000
39,0,20229,Stewart Cink,8.25,809580,9818000
40,0,01723,Andrew Magee,8.09,752006,9294875
41,0,22732,Brian Rowell,8.06,36250,450000
42,0,01326,Nick Faldo,7.93,431326,5439875
43,0,02133,Craig Stadler,7.75,525304,6774875
44,0,20766,Padraig Harrington,7.73,104718,1353875
45,0,01096,Phil Blackmar,7.67,642399,8376875
46,0,01024,Billy Andrade,7.66,665602,8688875
47,0,02146,Payne Stewart,7.30,538289,7374875
