RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,08793,Tiger Woods,$98420,2066832
2,0,01876,Greg Norman,$89723,1345856
3,0,01313,Steve Elkington,$77671,1320411
4,0,19825,Darren Clarke,$70704,282816
5,0,01886,Peter O'Malley,$68137,68137
6,0,01968,Nick Price,$65865,1053844
7,0,01706,Davis Love III,$65438,1635953
8,0,06522,Ernie Els,$65421,1243007
9,0,09011,David Duval,$65010,1885308
10,0,08635,Colin Montgomerie,$64332,578991
11,0,12660,Jesper Parnevik,$64083,1217586
12,0,01527,Scott Hoch,$63354,1393788
13,0,10809,Jim Furyk,$59980,1619480
14,0,01810,Phil Mickelson,$58351,1225389
15,0,06004,Stephen Ames,$55230,110461
16,0,10860,Justin Leonard,$54742,1587531
17,0,01329,Brad Faxon,$53630,1233504
18,0,01887,Mark O'Meara,$51116,1124559
19,0,06567,Vijay Singh,$50439,1059235
20,0,01418,Bill Glasson,$48765,926551
21,0,10457,Frank Nobilo,$46911,891314
22,0,01677,Tom Lehman,$45742,960584
23,0,02010,Loren Roberts,$45380,1089139
24,0,20098,Stuart Appleby,$43624,1003355
25,0,01161,Mark Calcavecchia,$41383,1117364
26,0,01599,Steve Jones,$39962,959107
27,0,02020,Eduardo Romero,$38256,76512
28,0,12823,Carlos Franco,$37475,74950
29,0,20766,Padraig Harrington,$34906,104718
30,0,06613,Tommy Tolles,$33031,825793
31,0,20043,Edward Fryatt,$32786,65573
31,0,10585,Scott McCarron,$32786,852459
33,0,01577,Lee Janzen,$32512,877831
34,0,08375,Paul Stankowski,$32048,929405
35,0,20396,Lee Westwood,$31129,155645
36,0,01724,Jeff Maggert,$30958,835884
37,0,02256,Tom Watson,$29946,479145
38,0,01226,Fred Couples,$29892,448385
39,0,01219,John Cook,$29139,815903
40,0,06373,José María Olazábal,$28931,173588
41,0,01326,Nick Faldo,$28755,431326
42,0,01633,Tom Kite,$28693,631251
43,0,20229,Stewart Cink,$26115,809580
44,0,01723,Andrew Magee,$25931,752006
45,0,02133,Craig Stadler,$25014,525304
46,0,01572,Mark James,$24294,24294
47,0,01096,Phil Blackmar,$23792,642399
48,0,01024,Billy Andrade,$23771,665602
49,0,12702,Costantino Rocca,$23605,118025
50,0,02146,Payne Stewart,$23403,538289
51,0,01666,Bernhard Langer,$22643,158507
52,0,02104,Jeff Sluman,$21869,634202
53,0,01891,David Ogrin,$21202,593683
54,0,02214,Kirk Triplett,$20808,541023
55,0,12782,Tim Herron,$20677,640997
56,0,02106,Chris Smith,$20128,120768
57,0,02223,Bob Tway,$19520,507523
58,0,01157,Tom Byrum,$19450,525161
59,0,01920,Craig Parry,$19380,387602
60,0,01378,David Frost,$19112,458700
61,0,12680,Shigeki Maruyama,$18630,111780
62,0,01457,Jay Haas,$18245,437894
63,0,22732,Brian Rowell,$18125,36250
64,0,01320,Bob Estes,$17897,340057
65,0,02246,Duffy Waldorf,$17618,458074
66,0,20817,David Russell,$17362,17362
67,0,02206,David Toms,$17050,460355
68,0,06595,Kevin Sutherland,$16883,455860
69,0,01116,Michael Bradley,$16638,465886
70,0,08633,Per-Ulrik Johansson,$16537,66151
71,0,01381,Fred Funk,$16497,544418
72,0,01960,Don Pooley,$16455,312659
73,0,01361,Dan Forsman,$16408,443034
74,0,01707,Steve Lowery,$16015,480466
75,0,20569,Richard Green,$15816,47450
76,0,01203,Russ Cochran,$15697,470929
77,0,02170,Hal Sutton,$15652,453928
78,0,06425,Rick Todd,$15313,30627
79,0,01331,Rick Fehr,$14872,327203
80,0,06575,Dudley Hart,$14649,410188
81,0,02076,Peter Senior,$14607,29214
82,0,01943,Chris Perry,$14405,460983
83,0,19881,Robert Damron,$14237,455603
84,0,01256,Rodger Davis,$13878,13878
84,0,19903,Jonathan Lomas,$13878,13878
86,0,12645,Brent Geiberger,$13636,395471
87,0,01098,Jay Don Blake,$13517,378484
88,0,02008,Lee Rinker,$13401,415442
89,0,06643,Paul Goydos,$13208,396240
90,0,06617,Brian Henninger,$13194,329864
91,0,01042,Paul Azinger,$13102,262044
92,0,01996,Mike Reid,$13022,325550
93,0,01185,Brandel Chamblee,$12871,334664
94,0,01748,Doug Martin,$12786,383592
95,0,01306,David Edwards,$12699,292095
96,0,06158,John Kernohan,$12650,12650
97,0,01604,Steve Jurgensen,$12564,50258
98,0,01323,Brad Fabel,$12504,375121
99,0,06140,Sean Murphy,$12350,24700
100,0,01143,Brad Bryant,$12306,295365
101,0,10569,Mike Brisky,$12237,367111
102,0,01869,Jack Nicklaus,$12197,85382
103,0,21007,Gabriel Hjertstedt,$12157,279623
104,0,19972,José Coceres,$11812,11812
104,0,22424,David Tapping,$11812,11812
106,0,01569,Peter Jacobsen,$11797,294931
107,0,01823,Larry Mize,$11751,246772
108,0,02245,Grant Waite,$11687,362320
109,0,02279,Mark Wiebe,$11405,285138
110,0,02135,Mike Standly,$11390,318938
111,0,01014,Fulton Allem,$11288,237050
112,0,20371,Richard Boxall,$11225,11225
112,0,19980,Jim Payne,$11225,11225
114,0,01133,Billy Ray Brown,$11196,268709
115,0,01864,Larry Nelson,$10943,196981
116,0,01796,Mark McNulty,$10913,43653
117,0,01475,Donnie Hammond,$10704,224798
118,0,01549,Mike Hulbert,$10574,317246
119,0,20568,Anthony Painter,$10516,31548
120,0,01905,Joe Ozaki,$10484,199207
121,0,01945,Kenny Perry,$10387,270081
122,0,01619,Skip Kendall,$10348,320800
123,0,20848,Ángel Cabrera,$10314,10314
123,0,08973,Wayne Riley,$10314,10314
123,0,07269,Greg Turner,$10314,10314
126,0,06581,David Sutherland,$10309,288663
127,0,01766,Billy Mayfair,$10136,304083
128,0,01388,Robert Gamez,$10122,283434
129,0,01797,Rocco Mediate,$10021,240520
130,0,10375,Sean McCarty,$9912,9912
131,0,01682,Wayne Levi,$9790,195819
132,0,01175,Jim Carter,$9649,279833
133,0,20881,Jamie Spence,$9424,9424
134,0,01926,Steve Pate,$9337,261436
135,0,12663,Phil Tataurangi,$9176,256929
136,0,20374,Gary Clark,$9131,9131
137,0,01761,Len Mattiace,$9018,315655
138,0,20157,Retief Goosen,$9009,45047
139,0,02322,Richard Zokol,$8950,53705
140,0,01353,Bruce Fleisher,$8935,151902
141,0,10885,Robert Allenby,$8748,69989
142,0,02131,Mike Springer,$8700,191421
143,0,01510,Nolan Henke,$8577,205858
144,0,08931,Glen Day,$8562,248323
145,0,02159,Curtis Strange,$8554,171091
146,0,01824,Yoshinori Mizumaki,$8443,16887
146,0,10217,Warren Schutte,$8443,16887
148,0,02218,Ted Tryba,$8427,303398
149,0,02321,Fuzzy Zoeller,$8423,134775
150,0,06527,Steve Stricker,$8382,167652
151,0,01093,Ronnie Black,$8222,230224
152,0,02033,Dave Rummells,$8213,90345
153,0,11678,Peter Teravainen,$8072,32288
154,0,02023,Clarence Rose,$8015,256480
155,0,01837,Gil Morgan,$7953,7953
156,0,01139,Olin Browne,$7933,261809
157,0,01755,Dick Mast,$7852,62822
158,0,02242,Lanny Wadkins,$7798,155962
159,0,19912,David White,$7786,7786
160,0,06621,Joe Durant,$7772,240935
161,0,01533,P.H. Horgan III,$7541,226248
162,0,20634,Peter Lonard,$7507,37537
163,0,01408,Kelly Gibson,$7423,267229
164,0,11032,Frank Lickliter II,$7368,221049
165,0,02049,Gene Sauers,$7277,116444
166,0,01132,Mark Brooks,$7117,213515
167,0,06214,Guy Boros,$7079,191139
168,0,02294,Willie Wood,$7047,190283
169,0,01975,Tom Purtzer,$7017,161392
170,0,01559,Hale Irwin,$6921,20763
171,0,08075,Jerry Kelly,$6889,234257
172,0,06016,Brad Lardon,$6880,6880
173,0,01374,Robin Freeman,$6785,135702
174,0,01201,Lennie Clements,$6784,189957
175,0,01006,John Adams,$6749,188985
176,0,01196,Brian Claar,$6737,121273
177,0,08725,Tom Gillis,$6665,13330
178,0,01610,Yoshinori Kaneko,$6519,52156
179,0,02101,Joey Sindelar,$6453,200069
180,0,20099,Doug Barron,$6388,198051
181,0,01906,Masashi Jumbo Ozaki,$6380,19140
182,0,08385,Omar Uresti,$6359,203516
183,0,06044,Scott Gump,$6353,209672
184,0,06315,Pete Jordan,$6333,209019
185,0,20869,Raymond Russell,$6325,12650
186,0,01249,John Daly,$6280,106762
187,0,12387,Michael Christie,$6208,204882
188,0,02063,Dave Schreyer,$6000,6000
189,0,02267,D.A. Weibring,$5952,119043
190,0,02300,Ian Woosnam,$5819,40737
