RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
65,0,08385,Omar Uresti,71.64,1089,1520
66,0,08931,Glen Day,71.46,899,1258
67,0,06270,Bobby Gage,71.35,518,726
68,0,12645,Brent Geiberger,71.33,888,1245
69,0,01203,Russ Cochran,71.28,876,1229
70,0,01797,Rocco Mediate,71.27,816,1145
71,0,10733,Kent Jones,71.15,863,1213
72,0,08545,Glen Hnatiuk,71.13,823,1157
73,0,06132,Sonny Skinner,71.04,851,1198
73,0,02104,Jeff Sluman,71.04,1050,1478
75,0,02279,Mark Wiebe,71.01,784,1104
76,0,20099,Doug Barron,70.93,881,1242
76,0,01098,Jay Don Blake,70.93,771,1087
76,0,02294,Willie Wood,70.93,820,1156
79,0,01920,Craig Parry,70.79,446,630
80,0,02133,Craig Stadler,70.77,603,852
81,0,02239,Scott Verplank,70.66,949,1343
82,0,01891,David Ogrin,70.63,986,1396
83,0,01633,Tom Kite,70.47,611,867
84,0,01943,Chris Perry,70.38,1050,1492
85,0,21584,Richie Coughlan,70.37,924,1313
86,0,08993,Franklin Langham,70.33,903,1284
87,0,10457,Frank Nobilo,70.24,590,840
88,0,20094,Jonathan Kaye,70.23,618,880
89,0,02241,Bobby Wadkins,70.12,880,1255
90,0,01905,Joe Ozaki,70.00,518,740
91,0,01161,Mark Calcavecchia,69.99,898,1283
92,0,02101,Joey Sindelar,69.92,939,1343
93,0,02007,Larry Rinker,69.83,905,1296
94,0,19881,Robert Damron,69.79,857,1228
95,0,02245,Grant Waite,69.73,926,1328
96,0,01928,Corey Pavin,69.71,633,908
97,0,20229,Stewart Cink,69.46,903,1300
97,0,01706,Davis Love III,69.46,680,979
99,0,01577,Lee Janzen,69.39,757,1091
100,0,06012,Greg Kraft,69.37,804,1159
101,0,06791,Mark Wurtz,69.36,532,767
102,0,01475,Donnie Hammond,69.33,843,1216
103,0,10195,Tim Conley,69.29,677,977
104,0,01723,Andrew Magee,69.05,888,1286
105,0,01599,Steve Jones,68.86,732,1063
106,0,07707,Mike Small,68.80,624,907
107,0,01201,Lennie Clements,68.78,672,977
108,0,01408,Kelly Gibson,68.77,1026,1492
109,0,01060,Dave Barr,68.58,574,837
110,0,01604,Steve Jurgensen,68.36,687,1005
111,0,08375,Paul Stankowski,68.31,735,1076
112,0,06251,Chris DiMarco,68.26,914,1339
113,0,01329,Brad Faxon,68.19,744,1091
114,0,02135,Mike Standly,67.94,816,1201
115,0,01035,Tommy Armour III,67.93,824,1213
116,0,08793,Tiger Woods,67.88,655,965
117,0,01132,Mark Brooks,67.86,834,1229
118,0,02223,Bob Tway,67.61,927,1371
119,0,08075,Jerry Kelly,67.59,876,1296
120,0,06522,Ernie Els,67.53,416,616
121,0,21007,Gabriel Hjertstedt,67.47,676,1002
122,0,01945,Kenny Perry,67.45,773,1146
123,0,06090,Jim McGovern,67.43,799,1185
124,0,01761,Len Mattiace,67.36,970,1440
125,0,02206,David Toms,67.31,797,1184
126,0,01887,Mark O'Meara,67.23,601,894
127,0,01810,Phil Mickelson,67.21,705,1049
128,0,01042,Paul Azinger,67.16,638,950
129,0,06567,Vijay Singh,67.12,833,1241
130,0,01261,Jay Delsing,67.08,701,1045
131,0,02146,Payne Stewart,66.93,674,1007
132,0,06332,Neal Lancaster,66.81,803,1202
133,0,01926,Steve Pate,66.69,793,1189
134,0,01941,Tom Pernice Jr.,66.67,734,1101
135,0,12663,Phil Tataurangi,66.64,735,1103
136,0,06527,Steve Stricker,66.61,724,1087
137,0,07749,Brett Quigley,66.56,818,1229
138,0,01334,Keith Fergus,66.49,490,737
139,0,21805,Harrison Frazar,66.46,753,1133
140,0,06214,Guy Boros,66.42,807,1215
140,0,01707,Steve Lowery,66.42,799,1203
142,0,21593,Keith Nolan,66.40,500,753
143,0,06064,Jeff Gallagher,66.37,825,1243
144,0,02099,Scott Simpson,66.21,527,796
145,0,01569,Peter Jacobsen,66.11,599,906
146,0,01323,Brad Fabel,66.07,849,1285
147,0,01024,Billy Andrade,66.04,875,1325
148,0,01717,Sandy Lyle,65.95,525,796
149,0,08537,J.P. Hayes,65.75,595,905
150,0,06581,David Sutherland,65.66,851,1296
151,0,01331,Rick Fehr,65.51,568,867
152,0,10423,Mike Weir,65.46,705,1077
153,0,12782,Tim Herron,65.40,860,1315
153,0,02218,Ted Tryba,65.40,960,1468
155,0,20098,Stuart Appleby,65.38,576,881
156,0,07101,Dave Stockton Jr.,65.31,593,908
157,0,01607,Brian Kamm,65.30,636,974
158,0,07457,Steve Flesch,65.27,902,1382
159,0,01685,J.L. Lewis,65.11,853,1310
160,0,06056,Jim Estes,64.98,579,891
161,0,10585,Scott McCarron,64.97,753,1159
162,0,01133,Billy Ray Brown,64.95,580,893
163,0,06595,Kevin Sutherland,64.92,905,1394
164,0,06617,Brian Henninger,64.56,856,1326
165,0,01378,David Frost,64.38,611,949
166,0,01282,Trevor Dodds,64.23,781,1216
167,0,07087,Hugh Royer III,63.93,732,1145
168,0,01093,Ronnie Black,63.91,696,1089
169,0,19824,Craig Barlow,63.84,722,1131
170,0,01468,Gary Hallberg,63.81,543,851
171,0,01116,Michael Bradley,63.64,623,979
172,0,01549,Mike Hulbert,63.58,789,1241
173,0,02131,Mike Springer,63.32,927,1464
174,0,01191,Barry Cheesman,63.12,818,1296
175,0,02106,Chris Smith,62.77,806,1284
176,0,01068,Andy Bean,62.72,419,668
177,0,20154,Guy Hill,62.06,615,991
178,0,01226,Fred Couples,62.01,555,895
179,0,07753,Kevin Wentworth,61.18,665,1087
180,0,01385,Jim Gallagher Jr.,60.90,612,1005
181,0,01006,John Adams,60.69,525,865
182,0,21631,Iain Steel,60.60,523,863
183,0,01302,R.W. Eaks,60.43,675,1117
184,0,01096,Phil Blackmar,60.09,673,1120
185,0,12755,Vance Veazey,58.40,546,935
186,0,01249,John Daly,56.77,595,1048
187,0,06613,Tommy Tolles,53.27,603,1132
188,0,01072,Chip Beck,52.38,452,863
