RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
1,0,33448,Justin Thomas,22.60,188,832
2,0,57366,Cameron Young,22.36,203,908
3,0,35891,Cameron Smith,21.64,148,684
4,0,28237,Rory McIlroy,21.56,144,668
5,0,47504,Sam Burns,21.33,186,872
6,0,48081,Xander Schauffele,21.32,168,788
7,0,46046,Scottie Scheffler,21.20,195,920
8,0,46717,Viktor Hovland,20.78,160,770
9,0,47995,Davis Riley,20.69,210,1015
10,0,34046,Jordan Spieth,20.61,168,815
11,0,45486,Joaquin Niemann,20.39,179,878
12,0,46970,Jon Rahm,20.26,154,760
13,0,29725,Tony Finau,20.08,190,946
14,0,34098,Russell Henley,20.02,173,864
15,0,47483,Will Zalatoris,19.95,164,822
16,0,51766,Wyndham Clark,19.86,204,1027
17,0,35450,Patrick Cantlay,19.84,149,751
18,0,50525,Collin Morikawa,19.55,129,660
19,0,34363,Tyrrell Hatton,19.46,137,704
20,0,39997,Corey Conners,19.42,186,958
20,0,28775,Nate Lashley,19.42,154,793
22,0,49947,Taylor Moore,19.40,174,897
23,0,32839,Hideki Matsuyama,19.39,153,789
24,0,46601,Trey Mullinax,19.31,169,875
25,0,22405,Justin Rose,19.28,112,581
26,0,24502,Adam Scott,19.27,153,794
27,0,31646,Emiliano Grillo,19.24,172,894
28,0,21961,Charles Howell III,19.20,111,578
29,0,39971,Sungjae Im,19.19,185,964
30,0,30692,Scott Stallings,19.18,197,1027
31,0,34264,Hudson Swafford,18.99,128,674
32,0,34466,Peter Malnati,18.94,207,1093
33,0,29420,Billy Horschel,18.91,149,788
34,0,28252,Seamus Power,18.90,162,857
35,0,20229,Stewart Cink,18.85,160,849
36,0,48699,Callum Tarren,18.83,139,738
37,0,48117,Kurt Kitayama,18.81,142,755
38,0,45157,Cam Davis,18.75,168,896
39,0,34563,Chesson Hadley,18.70,158,845
40,0,46442,Maverick McNealy,18.68,175,937
41,0,34174,John Huh,18.65,147,788
42,0,49964,Aaron Wise,18.62,175,940
43,0,29478,Kevin Kisner,18.57,135,727
44,0,40115,Adam Svensson,18.56,198,1067
45,0,23621,Rory Sabbatini,18.54,112,604
46,0,23108,Matt Kuchar,18.53,141,761
47,0,47983,Chad Ramey,18.44,144,781
48,0,35310,Lanto Griffin,18.40,150,815
49,0,47529,Mito Pereira,18.38,177,963
50,0,45609,Tyler Duncan,18.36,159,866
51,0,37189,Harold Varner III,18.35,138,752
52,0,47988,Nick Hardy,18.33,116,633
53,0,36884,Ben Kohles,18.29,122,667
54,0,22056,Cameron Percy,18.22,84,461
55,0,46550,Brandon Hagy,18.11,146,806
56,0,29289,S.Y. Noh,18.07,116,642
57,0,32757,Patton Kizzire,18.05,174,964
58,0,34610,Matthias Schwab,18.01,136,755
59,0,26851,Marc Leishman,17.98,141,784
60,0,55708,Hayden Buckley,17.92,174,971
60,0,40250,Taylor Pendrith,17.92,136,759
62,0,39324,J.J. Spaun,17.91,180,1005
62,0,23325,Vaughn Taylor,17.91,101,564
64,0,23983,Luke Donald,17.89,129,721
65,0,36852,Jim Knous,17.88,96,537
65,0,24361,Pat Perez,17.88,113,632
65,0,47856,Seth Reeves,17.88,125,699
68,0,36689,Brooks Koepka,17.86,90,504
69,0,25900,Lucas Glover,17.83,181,1015
69,0,46340,Alex Smalley,17.83,176,987
71,0,40162,Justin Lower,17.82,136,763
71,0,48822,Sebastián Muñoz,17.82,160,898
73,0,35532,Tom Hoge,17.81,184,1033
74,0,19803,Ryan Armour,17.76,95,535
75,0,47993,Denny McCarthy,17.72,193,1089
76,0,30926,Chris Kirk,17.68,160,905
76,0,32791,K.H. Lee,17.68,192,1086
76,0,39546,Keith Mitchell,17.68,166,939
79,0,30944,Jason Kokrak,17.66,118,668
79,0,30927,Brendon Todd,17.66,157,889
81,0,46402,Talor Gooch,17.61,137,778
82,0,29926,Danny Lee,17.57,97,552
83,0,45526,Abraham Ancer,17.56,111,632
83,0,35879,Kelly Kraft,17.56,128,729
85,0,56278,Matthew Wolff,17.53,88,502
86,0,51634,Sahith Theegala,17.48,211,1207
87,0,35449,Adam Long,17.45,163,934
88,0,26300,Matt Jones,17.41,113,649
89,0,30978,Kiradech Aphibarnrat,17.36,96,553
89,0,24138,Ian Poulter,17.36,84,484
91,0,23320,Ryan Palmer,17.34,125,721
92,0,39058,Lucas Herbert,17.33,104,600
93,0,33141,Keegan Bradley,17.28,150,868
93,0,51894,Vince Whaley,17.28,155,897
95,0,32366,Kevin Chappell,17.26,101,585
95,0,25818,Scott Piercy,17.26,141,817
97,0,39953,Chase Seiffert,17.25,94,545
98,0,33399,Adam Hadwin,17.24,165,957
98,0,32448,James Hahn,17.24,131,760
98,0,27644,Brian Harman,17.24,175,1015
101,0,39977,Max Homa,17.23,154,894
101,0,51997,Andrew Novak,17.23,138,801
101,0,33419,Cameron Tringale,17.23,168,975
104,0,50095,Austin Smotherman,17.22,139,807
105,0,28089,Jason Day,17.20,103,599
106,0,36799,Stephan Jaeger,17.16,156,909
107,0,36326,David Lipsky,17.15,159,927
108,0,49766,Hank Lebioda,17.14,145,846
109,0,29221,Webb Simpson,17.13,112,654
109,0,32150,Michael Thompson,17.13,154,899
111,0,27064,Jhonattan Vegas,17.12,138,806
112,0,30911,Tommy Fleetwood,17.11,104,608
113,0,37275,Sam Ryder,17.06,161,944
114,0,34076,Joel Dahmen,17.04,158,927
115,0,35506,Mackenzie Hughes,17.02,151,887
116,0,32816,Satoshi Kodaira,17.00,93,547
117,0,51950,Max McGreevy,16.91,129,763
118,0,28114,Dawie van der Walt,16.90,110,651
119,0,32662,Michael Gligic,16.87,127,753
120,0,51890,Greyson Sigg,16.86,160,949
120,0,52374,Brandon Wu,16.86,132,783
122,0,27129,Luke List,16.82,145,862
123,0,34256,Andrew Putnam,16.81,171,1017
124,0,49771,J.T. Poston,16.77,163,972
125,0,54628,Lee Hodges,16.75,167,997
126,0,32640,Troy Merritt,16.72,163,975
126,0,33667,Carlos Ortiz,16.72,106,634
128,0,40098,Matt Fitzpatrick,16.64,128,769
129,0,33204,Shane Lowry,16.61,106,638
130,0,29970,Dylan Frittelli,16.58,167,1007
130,0,26476,Chez Reavie,16.58,151,911
132,0,29974,Branden Grace,16.55,91,550
132,0,36801,Mark Hubbard,16.55,121,731
134,0,45522,Christiaan Bezuidenhout,16.53,145,877
135,0,35617,Martin Trainer,16.44,136,827
136,0,25493,Nick Taylor,16.43,153,931
137,0,27974,Sung Kang,16.41,137,835
138,0,27139,David Skinns,16.40,114,695
139,0,27770,Camilo Villegas,16.37,120,733
140,0,31560,Brian Stuard,16.33,154,943
