RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
98,0,25198,Francesco Molinari,3.72,197,53
98,0,49771,J.T. Poston,3.72,327,88
103,0,25900,Lucas Glover,3.71,345,93
103,0,12716,Charley Hoffman,3.71,256,69
103,0,46340,Alex Smalley,3.71,345,93
106,0,32791,K.H. Lee,3.70,363,98
107,0,40098,Matt Fitzpatrick,3.69,258,70
107,0,32662,Michael Gligic,3.69,262,71
107,0,33204,Shane Lowry,3.69,214,58
107,0,27064,Jhonattan Vegas,3.69,284,77
111,0,37212,Paul Barjon,3.68,261,71
111,0,35879,Kelly Kraft,3.68,254,69
111,0,25818,Scott Piercy,3.68,283,77
114,0,34255,Joseph Bramlett,3.67,297,81
114,0,29908,C.T. Pan,3.67,301,82
114,0,51890,Greyson Sigg,3.67,330,90
117,0,20229,Stewart Cink,3.66,282,77
117,0,23983,Luke Donald,3.66,245,67
117,0,27129,Luke List,3.66,293,80
117,0,32640,Troy Merritt,3.66,333,91
117,0,34610,Matthias Schwab,3.66,256,70
122,0,49766,Hank Lebioda,3.65,292,80
122,0,36326,David Lipsky,3.65,321,88
122,0,47128,Richy Werenski,3.65,230,63
125,0,30978,Kiradech Aphibarnrat,3.64,193,53
126,0,35449,Adam Long,3.63,319,88
126,0,51950,Max McGreevy,3.63,261,72
126,0,40006,Erik van Rooyen,3.63,174,48
129,0,47993,Denny McCarthy,3.62,362,100
130,0,24138,Ian Poulter,3.61,159,44
130,0,53165,Doc Redman,3.61,285,79
132,0,35506,Mackenzie Hughes,3.60,295,82
132,0,36871,Matthew NeSmith,3.60,331,92
134,0,27349,Alex Noren,3.59,230,64
134,0,51997,Andrew Novak,3.59,273,76
134,0,34360,Patrick Reed,3.59,251,70
137,0,55708,Hayden Buckley,3.57,325,91
137,0,48887,Matt Wallace,3.57,200,56
139,0,29970,Dylan Frittelli,3.56,331,93
139,0,54628,Lee Hodges,3.56,331,93
139,0,30926,Chris Kirk,3.56,299,84
139,0,49960,Sepp Straka,3.56,349,98
139,0,35617,Martin Trainer,3.56,278,78
139,0,28114,Dawie van der Walt,3.56,221,62
145,0,54421,Garrick Higgo,3.55,206,58
146,0,45522,Christiaan Bezuidenhout,3.54,283,80
146,0,34256,Andrew Putnam,3.54,333,94
148,0,27214,Kevin Streelman,3.53,311,88
149,0,24980,Scott Gutschewski,3.52,197,56
149,0,27644,Brian Harman,3.52,320,91
149,0,23320,Ryan Palmer,3.52,236,67
152,0,46414,Aaron Rai,3.51,312,89
153,0,24925,Jonathan Byrd,3.49,199,57
153,0,31420,Anirban Lahiri,3.49,251,72
153,0,25493,Nick Taylor,3.49,307,88
153,0,45540,Jared Wolfe,3.49,206,59
157,0,46435,Austin Cook,3.48,240,69
157,0,27770,Camilo Villegas,3.48,240,69
159,0,29535,Brice Garnett,3.47,267,77
159,0,35461,Beau Hossler,3.47,243,70
159,0,32139,Danny Willett,3.47,215,62
162,0,48084,Wesley Bryan,3.45,169,49
162,0,32102,Rickie Fowler,3.45,245,71
162,0,10381,Curtis Thompson,3.45,221,64
165,0,27936,Martin Laird,3.44,227,66
165,0,26476,Chez Reavie,3.44,292,85
165,0,29518,Brendan Steele,3.44,251,73
168,0,24924,Bill Haas,3.42,308,90
168,0,24024,Zach Johnson,3.42,219,64
168,0,47347,Adam Schenk,3.42,308,90
171,0,32333,Kevin Tway,3.40,262,77
172,0,32448,James Hahn,3.39,241,71
172,0,39953,Chase Seiffert,3.39,173,51
174,0,25686,Jason Dufner,3.38,169,50
174,0,33122,Russell Knox,3.38,301,89
176,0,49298,Kramer Hickok,3.37,307,91
177,0,30163,Henrik Norlander,3.36,242,72
177,0,36699,Patrick Rodgers,3.36,286,85
177,0,27649,Brandt Snedeker,3.36,198,59
177,0,31323,Gary Woodland,3.36,232,69
181,0,29974,Branden Grace,3.35,174,52
182,0,54783,Dylan Wu,3.34,224,67
183,0,27895,Jonas Blixt,3.32,166,50
184,0,34431,Robert Streb,3.31,275,83
185,0,52375,Doug Ghim,3.29,276,84
185,0,31560,Brian Stuard,3.29,293,89
187,0,35110,Brett Drewitt,3.26,189,58
187,0,27095,Nick Watney,3.26,248,76
189,0,31557,Jim Herman,3.22,164,51
190,0,19803,Ryan Armour,3.20,160,50
190,0,33490,Bo Hoag,3.20,157,49
192,0,39436,Joshua Creel,3.19,150,47
193,0,33597,Harry Higgs,3.15,252,80
