RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,35891,Cameron Smith,4.63,287,62
2,0,46046,Scottie Scheffler,4.60,386,84
3,0,33448,Justin Thomas,4.58,348,76
4,0,28237,Rory McIlroy,4.53,272,60
5,0,35450,Patrick Cantlay,4.44,302,68
6,0,57366,Cameron Young,4.41,362,82
7,0,46717,Viktor Hovland,4.37,306,70
8,0,47504,Sam Burns,4.33,346,80
9,0,48081,Xander Schauffele,4.32,311,72
9,0,47483,Will Zalatoris,4.32,328,76
11,0,29725,Tony Finau,4.22,363,86
12,0,34098,Russell Henley,4.21,328,78
13,0,21961,Charles Howell III,4.19,226,54
14,0,32839,Hideki Matsuyama,4.18,301,72
15,0,46970,Jon Rahm,4.17,292,70
16,0,45486,Joaquin Niemann,4.15,332,80
16,0,47995,Davis Riley,4.15,390,94
18,0,51894,Vince Whaley,4.14,352,85
19,0,46402,Talor Gooch,4.10,291,71
19,0,46442,Maverick McNealy,4.10,361,88
21,0,34046,Jordan Spieth,4.07,301,74
21,0,37189,Harold Varner III,4.07,281,69
21,0,49964,Aaron Wise,4.07,350,86
24,0,39546,Keith Mitchell,4.06,349,86
25,0,31646,Emiliano Grillo,4.05,340,84
26,0,28775,Nate Lashley,4.04,307,76
26,0,46601,Trey Mullinax,4.04,331,82
26,0,40250,Taylor Pendrith,4.04,287,71
26,0,40115,Adam Svensson,4.04,404,100
30,0,50525,Collin Morikawa,4.03,242,60
30,0,34264,Hudson Swafford,4.03,258,64
32,0,49947,Taylor Moore,4.01,337,84
32,0,24502,Adam Scott,4.01,289,72
34,0,45157,Cam Davis,4.00,328,82
35,0,39971,Sungjae Im,3.99,351,88
36,0,34174,John Huh,3.97,294,74
37,0,26851,Marc Leishman,3.96,285,72
38,0,28252,Seamus Power,3.95,308,78
38,0,30692,Scott Stallings,3.95,379,96
40,0,39977,Max Homa,3.94,323,82
41,0,34466,Peter Malnati,3.93,405,103
42,0,35532,Tom Hoge,3.92,376,96
43,0,28089,Jason Day,3.91,223,57
43,0,22405,Justin Rose,3.91,211,54
45,0,29926,Danny Lee,3.90,203,52
46,0,34363,Tyrrell Hatton,3.88,248,64
46,0,40162,Justin Lower,3.88,279,72
48,0,29289,S.Y. Noh,3.87,244,63
48,0,47856,Seth Reeves,3.87,259,67
50,0,39997,Corey Conners,3.86,336,87
50,0,32816,Satoshi Kodaira,3.86,197,51
50,0,36884,Ben Kohles,3.86,243,63
53,0,35310,Lanto Griffin,3.85,300,78
53,0,37455,Si Woo Kim,3.85,377,98
55,0,45526,Abraham Ancer,3.84,223,58
55,0,34076,Joel Dahmen,3.84,326,85
55,0,47983,Chad Ramey,3.84,280,73
58,0,29478,Kevin Kisner,3.83,253,66
58,0,36689,Brooks Koepka,3.83,176,46
58,0,51634,Sahith Theegala,3.83,433,113
61,0,45609,Tyler Duncan,3.82,313,82
61,0,33399,Adam Hadwin,3.82,344,90
61,0,23621,Rory Sabbatini,3.82,210,55
64,0,48117,Kurt Kitayama,3.81,267,70
64,0,39324,J.J. Spaun,3.81,362,95
64,0,56278,Matthew Wolff,3.81,179,47
67,0,32366,Kevin Chappell,3.80,209,55
67,0,47988,Nick Hardy,3.80,224,59
67,0,29420,Billy Horschel,3.80,266,70
67,0,22056,Cameron Percy,3.80,167,44
71,0,33141,Keegan Bradley,3.79,303,80
71,0,26300,Matt Jones,3.79,231,61
73,0,27974,Sung Kang,3.78,302,80
73,0,36852,Jim Knous,3.78,193,51
73,0,29221,Webb Simpson,3.78,223,59
73,0,33486,Roger Sloan,3.78,276,73
77,0,30911,Tommy Fleetwood,3.77,211,56
77,0,48822,Sebastián Muñoz,3.77,313,83
77,0,33667,Carlos Ortiz,3.77,230,61
77,0,24361,Pat Perez,3.77,234,62
77,0,27139,David Skinns,3.77,249,66
77,0,23325,Vaughn Taylor,3.77,200,53
83,0,32150,Michael Thompson,3.76,316,84
83,0,30927,Brendon Todd,3.76,312,83
83,0,33419,Cameron Tringale,3.76,346,92
86,0,36801,Mark Hubbard,3.75,255,68
86,0,47529,Mito Pereira,3.75,334,89
86,0,50095,Austin Smotherman,3.75,289,77
89,0,39058,Lucas Herbert,3.74,202,54
89,0,36799,Stephan Jaeger,3.74,318,85
89,0,37275,Sam Ryder,3.74,329,88
89,0,48699,Callum Tarren,3.74,258,69
89,0,52374,Brandon Wu,3.74,277,74
94,0,52372,Cameron Champ,3.73,209,56
94,0,51766,Wyndham Clark,3.73,362,97
94,0,34563,Chesson Hadley,3.73,298,80
94,0,23108,Matt Kuchar,3.73,265,71
98,0,46550,Brandon Hagy,3.72,290,78
98,0,32757,Patton Kizzire,3.72,335,90
98,0,30944,Jason Kokrak,3.72,227,61
