RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,29420,Billy Horschel,98.56,973,959
2,0,35891,Cameron Smith,98.41,946,931
3,0,26329,Louis Oosthuizen,98.39,807,794
4,0,35506,Mackenzie Hughes,98.28,1044,1026
4,0,48081,Xander Schauffele,98.28,870,855
6,0,31420,Anirban Lahiri,98.19,775,761
7,0,51894,Vince Whaley,98.15,811,796
8,0,30925,Dustin Johnson,98.13,854,838
9,0,23108,Matt Kuchar,98.08,832,816
10,0,46970,Jon Rahm,98.04,919,901
11,0,24138,Ian Poulter,98.03,761,746
12,0,47504,Sam Burns,97.99,994,974
13,0,27349,Alex Noren,97.98,1041,1020
14,0,34256,Andrew Putnam,97.95,1024,1003
15,0,47993,Denny McCarthy,97.94,1114,1091
16,0,33399,Adam Hadwin,97.91,1098,1075
17,0,24361,Pat Perez,97.89,1089,1066
18,0,45486,Joaquin Niemann,97.88,1225,1199
19,0,45526,Abraham Ancer,97.85,1116,1092
19,0,49766,Hank Lebioda,97.85,745,729
21,0,36801,Mark Hubbard,97.84,1250,1223
22,0,30926,Chris Kirk,97.82,1054,1031
23,0,35461,Beau Hossler,97.79,997,975
23,0,28252,Seamus Power,97.79,589,576
25,0,34314,Sebastian Cappelen,97.77,537,525
25,0,20396,Lee Westwood,97.77,719,703
27,0,52375,Doug Ghim,97.75,1023,1000
28,0,53165,Doc Redman,97.74,973,951
29,0,46550,Brandon Hagy,97.73,836,817
30,0,27644,Brian Harman,97.69,1169,1142
31,0,26851,Marc Leishman,97.66,896,875
32,0,30911,Tommy Fleetwood,97.64,679,663
33,0,29535,Brice Garnett,97.63,971,948
34,0,33120,Mark Anderson,97.60,500,488
34,0,34360,Patrick Reed,97.60,918,896
34,0,25493,Nick Taylor,97.60,1167,1139
37,0,24024,Zach Johnson,97.59,1037,1012
37,0,34466,Peter Malnati,97.59,913,891
37,0,23325,Vaughn Taylor,97.59,872,851
37,0,56278,Matthew Wolff,97.59,705,688
41,0,34099,Harris English,97.58,1076,1050
42,0,32448,James Hahn,97.54,895,873
43,0,29478,Kevin Kisner,97.52,968,944
44,0,23320,Ryan Palmer,97.51,923,900
45,0,46442,Maverick McNealy,97.49,916,893
45,0,33667,Carlos Ortiz,97.49,1194,1164
45,0,47347,Adam Schenk,97.49,1115,1087
48,0,32662,Michael Gligic,97.46,826,805
49,0,22371,Aaron Baddeley,97.44,508,495
50,0,37189,Harold Varner III,97.39,1149,1119
51,0,40026,Daniel Berger,97.38,1029,1002
51,0,35449,Adam Long,97.38,991,965
51,0,39324,J.J. Spaun,97.38,763,743
54,0,31560,Brian Stuard,97.36,1252,1219
55,0,29970,Dylan Frittelli,97.35,867,844
55,0,39971,Sungjae Im,97.35,1587,1545
57,0,35310,Lanto Griffin,97.34,1126,1096
58,0,33486,Roger Sloan,97.31,891,867
59,0,46435,Austin Cook,97.28,919,894
60,0,20229,Stewart Cink,97.26,1095,1065
61,0,47959,Bryson DeChambeau,97.25,946,920
62,0,46402,Talor Gooch,97.21,1182,1149
63,0,19846,Brian Gay,97.20,892,867
64,0,33597,Harry Higgs,97.17,1023,994
65,0,24502,Adam Scott,97.16,810,787
66,0,29974,Branden Grace,97.14,908,882
66,0,49960,Sepp Straka,97.14,1084,1053
66,0,32333,Kevin Tway,97.14,733,712
69,0,51766,Wyndham Clark,97.13,1047,1017
70,0,26331,Charl Schwartzel,97.12,1078,1047
71,0,46717,Viktor Hovland,97.11,968,940
72,0,34363,Tyrrell Hatton,97.09,653,634
73,0,30927,Brendon Todd,97.05,984,955
74,0,28089,Jason Day,97.02,806,782
74,0,31557,Jim Herman,97.02,840,815
76,0,26499,Rafa Cabrera Bello,97.00,834,809
76,0,25364,Paul Casey,97.00,833,808
76,0,01810,Phil Mickelson,97.00,868,842
79,0,46046,Scottie Scheffler,96.99,1198,1162
79,0,30692,Scott Stallings,96.99,963,934
81,0,29479,Scott Brown,96.98,926,898
81,0,34563,Chesson Hadley,96.98,794,770
81,0,25396,Kevin Na,96.98,1092,1059
81,0,35658,Kris Ventura,96.98,729,707
85,0,19803,Ryan Armour,96.97,958,929
86,0,22405,Justin Rose,96.96,560,543
87,0,23983,Luke Donald,96.95,656,636
88,0,36871,Matthew NeSmith,96.94,1178,1142
89,0,26476,Chez Reavie,96.93,1041,1009
90,0,22056,Cameron Percy,96.92,877,850
91,0,37275,Sam Ryder,96.90,968,938
91,0,33419,Cameron Tringale,96.90,1163,1127
93,0,29518,Brendan Steele,96.86,956,926
94,0,27214,Kevin Streelman,96.85,1207,1169
95,0,39953,Chase Seiffert,96.84,791,766
96,0,36689,Brooks Koepka,96.83,726,703
97,0,35104,Tom Lewis,96.82,1006,974
98,0,32640,Troy Merritt,96.81,1130,1094
99,0,32757,Patton Kizzire,96.80,1283,1242
100,0,49771,J.T. Poston,96.79,1090,1055
101,0,34431,Robert Streb,96.76,987,955
101,0,48887,Matt Wallace,96.76,524,507
103,0,34174,John Huh,96.75,738,714
104,0,45609,Tyler Duncan,96.74,1103,1067
105,0,26758,David Hearn,96.73,642,621
105,0,28775,Nate Lashley,96.73,855,827
107,0,30944,Jason Kokrak,96.72,1037,1003
107,0,29221,Webb Simpson,96.72,853,825
109,0,39977,Max Homa,96.71,942,911
109,0,28237,Rory McIlroy,96.71,882,853
109,0,47128,Richy Werenski,96.71,1184,1145
112,0,33404,Chris Baker,96.70,546,528
112,0,47483,Will Zalatoris,96.70,971,939
114,0,35617,Martin Trainer,96.68,692,669
115,0,31323,Gary Woodland,96.64,834,806
116,0,34264,Hudson Swafford,96.62,946,914
117,0,32102,Rickie Fowler,96.61,944,912
117,0,37455,Si Woo Kim,96.61,1181,1141
117,0,33410,Andrew Landry,96.61,885,855
120,0,32254,Xinjun Zhang,96.59,734,709
121,0,50525,Collin Morikawa,96.58,937,905
122,0,31646,Emiliano Grillo,96.56,988,954
123,0,32070,Rafael Campos,96.55,580,560
123,0,21209,Sergio Garcia,96.55,986,952
125,0,33490,Bo Hoag,96.54,1097,1059
126,0,24781,Hunter Mahan,96.53,548,529
126,0,27649,Brandt Snedeker,96.53,1009,974
128,0,25632,Jimmy Walker,96.52,861,831
129,0,30163,Henrik Norlander,96.49,1111,1072
130,0,29268,Bronson Burgoon,96.48,823,794
130,0,40006,Erik van Rooyen,96.48,967,933
132,0,33122,Russell Knox,96.46,1186,1144
133,0,33413,Ben Martin,96.44,506,488
134,0,27770,Camilo Villegas,96.42,950,916
135,0,48822,Sebastián Muñoz,96.41,1225,1181
136,0,35450,Patrick Cantlay,96.39,942,908
136,0,30110,Kyle Stanley,96.39,1109,1069
138,0,32150,Michael Thompson,96.37,965,930
139,0,39975,Michael Kim,96.36,769,741
140,0,34076,Joel Dahmen,96.35,959,924
140,0,33448,Justin Thomas,96.35,958,923
142,0,23621,Rory Sabbatini,96.33,954,919
143,0,12716,Charley Hoffman,96.32,1114,1073
144,0,35532,Tom Hoge,96.30,1270,1223
145,0,34046,Jordan Spieth,96.29,1025,987
146,0,29725,Tony Finau,96.28,1021,983
147,0,32139,Danny Willett,96.27,402,387
148,0,33141,Keegan Bradley,96.25,1173,1129
