RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,37.05,266,718,-0.316
2,0,30925,Dustin Johnson,29.01,215,741,-0.247
3,0,27141,J.B. Holmes,27.01,295,1092,-0.190
4,0,24358,Robert Garrigus,24.37,251,1030,-0.255
5,0,31323,Gary Woodland,23.85,177,742,-0.186
6,0,01249,John Daly,23.30,123,528,-0.236
7,0,28237,Rory McIlroy,22.32,125,560,-0.248
8,0,25818,Scott Piercy,20.28,244,1203,-0.234
9,0,32334,Charlie Beljan,20.00,120,600,-0.217
10,0,30110,Kyle Stanley,17.77,174,979,-0.322
11,0,28089,Jason Day,17.58,115,654,-0.313
12,0,33141,Keegan Bradley,17.03,170,998,-0.206
13,0,30692,Scott Stallings,16.77,160,954,-0.131
14,0,24502,Adam Scott,15.85,91,574,-0.220
15,0,23320,Ryan Palmer,15.81,157,993,-0.223
16,0,27936,Martin Laird,15.08,114,756,-0.281
17,0,21805,Harrison Frazar,14.67,99,675,-0.172
18,0,27064,Jhonattan Vegas,14.48,140,967,-0.171
19,0,08793,Tiger Woods,14.43,97,672,-0.186
20,0,27436,Graham DeLaet,14.21,141,992,-0.191
21,0,24140,Sean O'Hair,14.07,150,1066,-0.280
22,0,30944,Jason Kokrak,13.71,132,963,-0.121
23,0,22371,Aaron Baddeley,13.18,102,774,-0.314
24,0,20848,Ángel Cabrera,12.98,67,516,-0.104
25,0,28500,Martin Flores,12.65,145,1146,-0.262
26,0,28308,Troy Kelly,12.64,90,712,-0.267
27,0,29289,S.Y. Noh,12.38,147,1187,-0.231
28,0,27330,Josh Teater,11.83,137,1158,-0.307
29,0,26329,Louis Oosthuizen,11.29,77,682,-0.299
30,0,24940,Edward Loar,10.80,65,602,-0.262
31,0,32698,Bobby Gates,10.66,113,1060,-0.204
32,0,11123,Chris Couch,10.65,80,751,-0.288
33,0,25632,Jimmy Walker,10.49,133,1268,-0.271
34,0,27120,Troy Matteson,10.46,121,1157,-0.107
35,0,34099,Harris English,10.30,125,1214,-0.208
36,0,27095,Nick Watney,9.96,106,1064,-0.292
37,0,24494,Erik Compton,9.62,86,894,-0.244
38,0,24925,Jonathan Byrd,9.57,75,784,-0.320
39,0,06573,Brandt Jobe,9.54,60,629,-0.300
40,0,25345,Carl Pettersson,9.50,106,1116,-0.311
41,0,01810,Phil Mickelson,9.43,79,838,-0.228
42,0,32102,Rickie Fowler,9.42,87,924,-0.276
43,0,21961,Charles Howell III,9.39,101,1076,-0.297
44,0,24924,Bill Haas,9.35,80,856,-0.225
45,0,22913,John Rollins,8.99,89,990,-0.303
46,0,32366,Kevin Chappell,8.98,90,1002,-0.189
47,0,06527,Steve Stricker,8.95,68,760,-0.397
48,0,21209,Sergio Garcia,8.82,54,612,-0.407
49,0,20850,Daniel Chopra,8.80,53,602,-0.132
50,0,23623,Bo Van Pelt,8.74,79,904,-0.165
51,0,26331,Charl Schwartzel,8.60,48,558,-0.354
52,0,06567,Vijay Singh,8.23,93,1130,-0.290
53,0,12716,Charley Hoffman,8.22,87,1059,-0.333
54,0,23903,Stephen Gangluff,8.15,49,601,-0.224
55,0,30750,Tommy Gainey,8.11,102,1257,-0.167
56,0,01706,Davis Love III,8.10,59,728,-0.237
57,0,23541,Ben Crane,7.93,69,870,-0.449
58,0,20691,Greg Owen,7.82,84,1074,-0.119
59,0,26851,Marc Leishman,7.74,82,1060,-0.244
60,0,20396,Lee Westwood,7.68,43,560,-0.186
61,0,23621,Rory Sabbatini,7.55,76,1006,-0.197
62,0,26300,Matt Jones,7.49,46,614,-0.043
63,0,24357,K.J. Choi,7.27,57,784,-0.316
64,0,25562,Andres Romero,7.18,54,752,-0.296
65,0,33120,Mark Anderson,7.14,61,854,-0.180
66,0,29518,Brendan Steele,7.13,64,898,-0.250
67,0,28475,Jeff Overton,7.10,91,1282,-0.264
68,0,29479,Scott Brown,7.03,50,711,-0.200
68,0,20766,Padraig Harrington,7.03,44,626,-0.205
70,0,30926,Chris Kirk,6.96,83,1192,-0.289
71,0,29221,Webb Simpson,6.93,64,924,-0.297
72,0,30852,Ryo Ishikawa,6.78,35,516,-0.314
73,0,25686,Jason Dufner,6.74,60,890,-0.150
74,0,20645,John Senden,6.61,57,862,-0.351
75,0,27933,John Merrick,6.57,66,1005,-0.348
76,0,23548,Bill Lunde,6.54,61,933,-0.197
76,0,26289,Boo Weekley,6.54,53,810,-0.094
78,0,26287,Roland Thatcher,6.49,40,616,-0.275
79,0,24361,Pat Perez,6.46,62,960,-0.306
80,0,26679,Kevin Stadler,6.43,63,980,-0.159
81,0,06522,Ernie Els,6.40,58,906,-0.155
81,0,27797,Derek Lamely,6.40,50,781,-0.180
83,0,23788,D.J. Trahan,6.36,55,865,-0.200
84,0,24604,Hunter Haas,6.33,46,727,-0.304
85,0,29926,Danny Lee,6.31,52,824,-0.231
86,0,27644,Brian Harman,6.27,77,1228,-0.286
87,0,24846,Ricky Barnes,6.20,71,1146,-0.324
88,0,34021,Bud Cauley,6.15,78,1268,-0.295
89,0,27302,Garth Mulroy,6.06,39,644,-0.333
90,0,25834,Daniel Summerhays,5.99,57,952,-0.246
91,0,33419,Cameron Tringale,5.97,64,1072,-0.313
92,0,22405,Justin Rose,5.96,44,738,-0.273
93,0,12782,Tim Herron,5.94,63,1061,-0.175
94,0,01116,Michael Bradley,5.85,45,769,-0.178
95,0,24781,Hunter Mahan,5.80,52,896,-0.212
96,0,21528,Henrik Stenson,5.78,34,588,-0.324
97,0,23353,J.J. Henry,5.76,57,989,-0.123
98,0,29476,Kyle Reifers,5.73,59,1030,-0.220
99,0,31558,J.J. Killeen,5.63,66,1173,-0.136
99,0,25240,D.A. Points,5.63,63,1120,-0.159
101,0,19970,Robert Karlsson,5.57,32,574,-0.438
102,0,28259,Sangmoon Bae,5.56,44,792,-0.159
103,0,20574,Mathew Goggin,5.46,42,769,-0.238
