RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,46.15,48,104,-0.63
2,0,30925,Dustin Johnson,35.96,41,114,-0.37
3,0,27141,J.B. Holmes,35.37,58,164,-0.19
4,0,01249,John Daly,34.21,26,76,-0.23
5,0,32334,Charlie Beljan,33.96,36,106,-0.58
6,0,24358,Robert Garrigus,33.95,55,162,-0.29
7,0,28237,Rory McIlroy,30.00,24,80,-0.46
8,0,28089,Jason Day,29.17,28,96,-0.57
9,0,27064,Jhonattan Vegas,26.00,39,150,-0.26
10,0,25818,Scott Piercy,25.84,46,178,-0.41
11,0,24502,Adam Scott,23.81,20,84,-0.25
12,0,30110,Kyle Stanley,22.97,34,148,-0.50
13,0,31323,Gary Woodland,22.32,25,112,-0.36
14,0,33141,Keegan Bradley,22.22,32,144,-0.41
15,0,28308,Troy Kelly,21.67,26,120,-0.58
16,0,23320,Ryan Palmer,21.43,33,154,-0.27
17,0,20848,Ángel Cabrera,21.05,16,76,-0.13
18,0,30692,Scott Stallings,20.83,30,144,-0.30
19,0,27436,Graham DeLaet,20.67,31,150,-0.29
20,0,27936,Martin Laird,20.34,24,118,-0.21
21,0,30944,Jason Kokrak,19.33,29,150,+0.03
22,0,21805,Harrison Frazar,17.31,18,104,-0.50
23,0,29289,S.Y. Noh,17.20,32,186,-0.47
24,0,08793,Tiger Woods,16.67,17,102,-0.29
25,0,20850,Daniel Chopra,16.33,16,98,-0.06
26,0,24140,Sean O'Hair,16.25,26,160,-0.31
27,0,06573,Brandt Jobe,16.04,17,106,-0.71
28,0,24940,Edward Loar,15.69,16,102,-0.63
29,0,27095,Nick Watney,15.63,25,160,-0.36
30,0,25632,Jimmy Walker,15.46,30,194,-0.50
31,0,27330,Josh Teater,15.05,28,186,-0.50
32,0,33120,Mark Anderson,14.49,20,138,-0.30
33,0,32698,Bobby Gates,14.46,24,166,-0.46
34,0,20766,Padraig Harrington,13.83,13,94,-0.31
35,0,23903,Stephen Gangluff,13.73,14,102,-0.43
36,0,21961,Charles Howell III,13.37,23,172,-0.48
37,0,30750,Tommy Gainey,13.02,25,192,-0.20
38,0,20691,Greg Owen,12.79,22,172,-0.18
39,0,34099,Harris English,12.77,24,188,-0.50
40,0,29479,Scott Brown,11.86,14,118,-0.29
40,0,11123,Chris Couch,11.86,14,118,-0.36
42,0,27120,Troy Matteson,11.67,21,180,+0.05
43,0,25345,Carl Pettersson,11.59,19,164,-0.37
44,0,28500,Martin Flores,11.54,21,182,-0.29
44,0,01810,Phil Mickelson,11.54,15,130,-0.27
46,0,21209,Sergio Garcia,11.36,10,88,-0.40
47,0,22913,John Rollins,11.33,17,150,-0.41
48,0,26331,Charl Schwartzel,11.25,9,80,-0.44
49,0,22371,Aaron Baddeley,11.21,13,116,-0.46
50,0,24494,Erik Compton,10.96,16,146,-0.44
51,0,27933,John Merrick,10.76,17,158,-0.59
52,0,26289,Boo Weekley,10.61,14,132,-0.29
53,0,30852,Ryo Ishikawa,10.53,8,76,-0.63
54,0,26851,Marc Leishman,10.26,16,156,-0.25
55,0,24846,Ricky Barnes,10.23,18,176,-0.56
56,0,26300,Matt Jones,10.20,10,98,-0.50
56,0,26329,Louis Oosthuizen,10.20,10,98,-0.30
58,0,32102,Rickie Fowler,10.14,14,138,-0.36
59,0,32366,Kevin Chappell,10.13,16,158,-0.44
60,0,28475,Jeff Overton,10.00,19,190,-0.74
61,0,29926,Danny Lee,9.85,13,132,-0.54
62,0,20574,Mathew Goggin,9.84,12,122,-0.67
63,0,01706,Davis Love III,9.82,11,112,-0.18
64,0,23548,Bill Lunde,9.59,14,146,-0.43
65,0,06567,Vijay Singh,9.41,16,170,-0.38
66,0,12510,Chad Campbell,9.38,15,160,-0.33
66,0,24924,Bill Haas,9.38,12,128,-0.17
68,0,31558,J.J. Killeen,9.14,17,186,-0.24
69,0,24604,Hunter Haas,9.02,11,122,-0.36
70,0,20396,Lee Westwood,8.75,7,80,-0.29
71,0,28259,Sangmoon Bae,8.73,11,126,-0.45
72,0,12716,Charley Hoffman,8.72,15,172,-0.60
73,0,23788,D.J. Trahan,8.70,12,138,-0.25
74,0,20070,Matt Bettencourt,8.57,12,140,-0.08
75,0,27302,Garth Mulroy,8.49,9,106,-0.44
76,0,06522,Ernie Els,8.33,11,132,-0.36
76,0,19970,Robert Karlsson,8.33,7,84,-0.71
78,0,12782,Tim Herron,8.14,14,172,-0.21
78,0,21528,Henrik Stenson,8.14,7,86,-0.57
80,0,24925,Jonathan Byrd,8.04,9,112,-0.56
81,0,23353,J.J. Henry,8.02,13,162,-0.08
82,0,24361,Pat Perez,8.00,12,150,-0.83
83,0,20229,Stewart Cink,7.89,9,114,-0.22
84,0,01320,Bob Estes,7.86,11,140,-0.27
85,0,22378,Trevor Immelman,7.81,10,128,-0.50
86,0,29476,Kyle Reifers,7.32,12,164,-0.42
87,0,30926,Chris Kirk,7.30,13,178,-0.46
88,0,23623,Bo Van Pelt,7.25,10,138,-0.10
89,0,27214,Kevin Streelman,7.23,12,166,-0.50
90,0,32200,Roberto Castro,7.14,12,168,-0.33
90,0,24357,K.J. Choi,7.14,8,112,-0.38
90,0,23409,James Driscoll,7.14,11,154,-0.27
90,0,25562,Andres Romero,7.14,8,112,-0.25
90,0,26679,Kevin Stadler,7.14,11,154,+0.09
90,0,26287,Roland Thatcher,7.14,7,98,-0.71
96,0,24663,Y.E. Yang,7.00,7,100,+0.29
97,0,23718,Nathan Green,6.92,9,130,-0.67
98,0,29910,Blake Adams,6.84,13,190,-0.54
99,0,25686,Jason Dufner,6.82,9,132,-0.33
100,0,24781,Hunter Mahan,6.62,9,136,E
101,0,20572,Rod Pampling,6.58,10,152,-0.40
102,0,27963,Chris Stroud,6.55,11,168,-0.36
103,0,12652,Cameron Beckman,6.49,10,154,E
103,0,24490,George McNeill,6.49,10,154,-0.60
103,0,27770,Camilo Villegas,6.49,10,154,-0.40
106,0,10213,Dicky Pride,6.48,7,108,-0.43
106,0,22405,Justin Rose,6.48,7,108,-0.14
108,0,27974,Sung Kang,6.34,9,142,-0.44
108,0,29518,Brendan Steele,6.34,9,142,-0.67
110,0,20593,Greg Chalmers,6.33,10,158,-0.60
111,0,28087,Kris Blanks,6.25,8,128,-0.50
111,0,23621,Rory Sabbatini,6.25,10,160,-0.40
111,0,20645,John Senden,6.25,8,128,-0.25
114,0,23638,Brendon de Jonge,6.07,13,214,-0.38
115,0,08725,Tom Gillis,6.00,9,150,+0.11
116,0,27556,Ted Potter Jr.,5.97,8,134,-0.50
117,0,25834,Daniel Summerhays,5.84,9,154,-0.44
118,0,25396,Kevin Na,5.80,8,138,-0.13
119,0,28455,Will Claxton,5.79,11,190,-0.45
120,0,10885,Robert Allenby,5.56,8,144,-0.25
120,0,27644,Brian Harman,5.56,11,198,-0.82
120,0,06527,Steve Stricker,5.56,6,108,-0.33
123,0,21407,Arjun Atwal,5.48,8,146,-0.63
124,0,06004,Stephen Ames,5.43,5,92,-0.40
125,0,28093,Miguel Angel Carballo,5.38,7,130,-0.43
125,0,34174,John Huh,5.38,10,186,-0.60
127,0,33419,Cameron Tringale,5.36,9,168,-0.78
128,0,23541,Ben Crane,5.30,7,132,-0.71
128,0,33122,Russell Knox,5.30,7,132,-1.00
130,0,26758,David Hearn,5.26,10,190,-0.50
130,0,25572,Graeme McDowell,5.26,4,76,-0.75
132,0,26596,Ryan Moore,5.17,9,174,+0.22
133,0,23108,Matt Kuchar,5.15,7,136,-0.14
134,0,27895,Jonas Blixt,5.00,7,140,-0.57
134,0,24138,Ian Poulter,5.00,4,80,-0.25
136,0,26476,Chez Reavie,4.79,7,146,-0.29
137,0,25240,D.A. Points,4.76,8,168,-0.38
138,0,20104,Ken Duke,4.69,9,192,-0.56
139,0,27466,Spencer Levin,4.67,7,150,+0.14
139,0,23325,Vaughn Taylor,4.67,7,150,-0.29
141,0,01766,Billy Mayfair,4.65,8,172,-0.38
142,0,34021,Bud Cauley,4.64,9,194,-0.44
143,0,23542,Tommy Biershenk,4.55,6,132,-0.33
143,0,21731,Freddie Jacobson,4.55,4,88,E
145,0,24024,Zach Johnson,4.49,7,156,-0.43
146,0,02206,David Toms,4.35,4,92,-0.25
147,0,01116,Michael Bradley,4.24,5,118,-0.20
148,0,29478,Kevin Kisner,4.10,5,122,-0.20
149,0,27797,Derek Lamely,4.03,5,124,-0.60
150,0,35139,Richard Lee,3.85,5,130,-0.40
151,0,29222,Billy Hurley III,3.79,5,132,-0.20
152,0,20160,Charlie Wi,3.75,6,160,-0.83
153,0,10809,Jim Furyk,3.68,5,136,+0.20
153,0,27649,Brandt Snedeker,3.68,5,136,E
155,0,26951,Johnson Wagner,3.66,6,164,+0.33
156,0,01724,Jeff Maggert,3.61,6,166,-0.50
157,0,25457,Alexandre Rocha,3.57,4,112,-0.50
158,0,32150,Michael Thompson,3.47,5,144,-0.60
159,0,22046,Geoff Ogilvy,3.45,4,116,E
160,0,22582,Kyle Thompson,3.33,3,90,-1.00
161,0,23983,Luke Donald,3.13,3,96,-0.33
161,0,01797,Rocco Mediate,3.13,4,128,-0.50
163,0,29221,Webb Simpson,3.03,4,132,E
164,0,23135,Tim Clark,3.00,3,100,-0.33
164,0,25892,Steve Wheatcroft,3.00,3,100,E
166,0,23204,Gary Christian,2.94,5,170,-0.40
166,0,06036,Scott Dunlap,2.94,3,102,-1.00
168,0,30927,Brendon Todd,2.86,4,140,-0.25
168,0,21878,Mark Wilson,2.86,4,140,-0.25
170,0,20098,Stuart Appleby,2.82,4,142,-0.25
171,0,29420,Billy Horschel,2.73,3,110,E
