RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,08375,Paul Stankowski,52.78,57,108,-0.05
2,0,26596,Ryan Moore,47.10,65,138,-0.22
3,0,25892,Steve Wheatcroft,45.97,57,124,-0.07
4,0,07749,Brett Quigley,45.26,86,190,-0.19
5,0,24925,Jonathan Byrd,44.71,76,170,-0.09
6,0,23108,Matt Kuchar,44.58,74,166,-0.42
7,0,01945,Kenny Perry,43.97,51,116,-0.04
8,0,11123,Chris Couch,43.94,58,132,-0.10
9,0,21959,Ted Purdy,43.90,72,164,-0.04
10,0,27330,Josh Teater,43.43,86,198,-0.01
11,0,01724,Jeff Maggert,43.38,59,136,-0.03
11,0,10425,Jay Williamson,43.38,59,136,+0.12
13,0,24138,Ian Poulter,43.24,32,74,-0.28
14,0,01766,Billy Mayfair,42.86,60,140,-0.13
15,0,06621,Joe Durant,42.62,52,122,-0.15
16,0,27214,Kevin Streelman,42.44,73,172,-0.15
17,0,23621,Rory Sabbatini,42.36,61,144,-0.20
18,0,32640,Troy Merritt,42.26,71,168,-0.03
19,0,22913,John Rollins,42.21,65,154,-0.22
20,0,12782,Tim Herron,41.10,60,146,-0.03
21,0,24924,Bill Haas,40.74,66,162,-0.29
22,0,20157,Retief Goosen,40.68,48,118,-0.33
23,0,12652,Cameron Beckman,40.63,52,128,+0.13
24,0,28780,Nicholas Thompson,40.48,68,168,E
25,0,12510,Chad Campbell,40.45,72,178,-0.10
26,0,26289,Boo Weekley,40.00,64,160,-0.11
27,0,26851,Marc Leishman,39.87,63,158,-0.02
28,0,28158,Steve Marino,39.86,55,138,-0.27
29,0,20498,Briny Baird,39.76,66,166,-0.23
29,0,20574,Mathew Goggin,39.76,66,166,-0.03
31,0,23409,James Driscoll,39.74,62,156,-0.11
32,0,27797,Derek Lamely,39.73,58,146,+0.10
33,0,23320,Ryan Palmer,39.63,65,164,-0.17
34,0,23623,Bo Van Pelt,39.58,76,192,-0.18
35,0,23673,Michael Connell,39.51,64,162,-0.05
36,0,24361,Pat Perez,39.44,71,180,-0.17
37,0,31560,Brian Stuard,39.33,59,150,E
38,0,23541,Ben Crane,39.19,58,148,-0.24
38,0,24781,Hunter Mahan,39.19,58,148,-0.12
40,0,24663,Y.E. Yang,39.17,47,120,-0.13
41,0,29910,Blake Adams,39.02,64,164,E
42,0,25686,Jason Dufner,38.96,60,154,-0.25
43,0,27613,David Lutterus,38.89,49,126,+0.08
44,0,22405,Justin Rose,38.82,59,152,-0.22
45,0,25818,Scott Piercy,38.64,68,176,-0.01
46,0,25364,Paul Casey,38.54,37,96,-0.24
47,0,22046,Geoff Ogilvy,38.46,40,104,-0.23
47,0,27963,Chris Stroud,38.46,60,156,-0.03
49,0,07867,Woody Austin,38.20,68,178,-0.18
49,0,26300,Matt Jones,38.20,68,178,-0.21
51,0,25240,D.A. Points,38.07,67,176,-0.10
52,0,32617,Jerod Turner,38.04,35,92,+0.31
53,0,21878,Mark Wilson,37.95,63,166,-0.22
54,0,28307,Matt Every,37.93,44,116,-0.14
55,0,23613,Rich Barcelo,37.90,47,124,-0.15
56,0,07457,Steve Flesch,37.86,53,140,-0.23
57,0,26420,Richard Johnson,37.82,59,156,-0.20
58,0,32102,Rickie Fowler,37.77,71,188,-0.04
59,0,27302,Garth Mulroy,37.76,37,98,-0.05
60,0,02239,Scott Verplank,37.70,46,122,-0.11
61,0,20686,Jeev Milkha Singh,37.50,39,104,-0.08
62,0,20098,Stuart Appleby,37.37,71,190,-0.08
62,0,20645,John Senden,37.37,71,190,-0.24
64,0,12716,Charley Hoffman,37.35,62,166,-0.16
65,0,08537,J.P. Hayes,37.33,56,150,-0.09
66,0,30946,Alex Prugh,37.21,64,172,-0.02
67,0,06643,Paul Goydos,37.16,55,148,-0.24
68,0,21949,Joe Ogilvie,37.10,69,186,-0.17
69,0,08075,Jerry Kelly,37.06,63,170,-0.22
70,0,24490,George McNeill,37.01,57,154,-0.05
71,0,09011,David Duval,36.89,45,122,-0.09
72,0,21961,Charles Howell III,36.87,73,198,-0.15
73,0,01161,Mark Calcavecchia,36.84,28,76,+0.11
74,0,06004,Stephen Ames,36.81,53,144,-0.21
75,0,27466,Spencer Levin,36.76,75,204,+0.01
76,0,29221,Webb Simpson,36.73,72,196,-0.25
76,0,33419,Cameron Tringale,36.73,36,98,E
78,0,22378,Trevor Immelman,36.67,33,90,-0.18
78,0,10585,Scott McCarron,36.67,66,180,-0.02
78,0,27770,Camilo Villegas,36.67,44,120,-0.02
81,0,20766,Padraig Harrington,36.46,35,96,-0.03
81,0,12602,Dean Wilson,36.46,35,96,-0.11
83,0,01577,Lee Janzen,36.36,56,154,-0.02
84,0,25900,Lucas Glover,36.29,45,124,-0.18
84,0,20663,Brenden Pappas,36.29,45,124,+0.02
84,0,01941,Tom Pernice Jr.,36.29,45,124,-0.13
87,0,20105,Jeff Gove,36.27,37,102,-0.03
88,0,26287,Roland Thatcher,36.11,52,144,-0.10
89,0,20070,Matt Bettencourt,36.08,57,158,-0.18
90,0,26301,James Nitties,36.05,62,172,-0.16
91,0,24357,K.J. Choi,36.03,49,136,-0.16
92,0,28620,Aron Price,35.94,46,128,-0.04
92,0,06567,Vijay Singh,35.94,46,128,-0.04
94,0,28089,Jason Day,35.90,56,156,+0.02
95,0,23788,D.J. Trahan,35.87,66,184,-0.27
96,0,20378,Mathias Grönberg,35.85,38,106,E
97,0,24846,Ricky Barnes,35.71,65,182,-0.08
97,0,01707,Steve Lowery,35.71,45,126,+0.09
97,0,27120,Troy Matteson,35.71,60,168,-0.08
97,0,02206,David Toms,35.71,55,154,-0.24
