RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
38,0,20378,Mathias Grönberg,8.74,61,698,-0.230
39,0,21961,Charles Howell III,8.40,105,1250,-0.229
40,0,24140,Sean O'Hair,8.24,75,910,-0.280
41,0,20229,Stewart Cink,8.22,75,912,-0.307
42,0,23409,James Driscoll,7.77,80,1030,-0.250
43,0,23623,Bo Van Pelt,7.73,94,1216,-0.138
44,0,23307,Roger Tambellini,7.66,66,862,-0.167
45,0,11123,Chris Couch,7.65,63,823,-0.270
46,0,27770,Camilo Villegas,7.44,58,780,-0.362
47,0,21209,Sergio Garcia,7.40,37,500,-0.324
48,0,06567,Vijay Singh,7.27,58,798,-0.310
48,0,27330,Josh Teater,7.27,93,1280,-0.269
50,0,01707,Steve Lowery,7.21,56,777,-0.232
51,0,26881,Jarrod Lyle,7.17,46,642,-0.217
51,0,24781,Hunter Mahan,7.17,67,934,-0.418
53,0,32102,Rickie Fowler,6.74,78,1157,-0.244
54,0,24924,Bill Haas,6.72,70,1042,-0.257
55,0,26392,Chris Wilson,6.63,48,724,-0.083
56,0,06522,Ernie Els,6.62,51,770,-0.196
57,0,26596,Ryan Moore,6.57,56,853,-0.143
57,0,22046,Geoff Ogilvy,6.57,46,700,-0.239
59,0,25632,Jimmy Walker,6.49,63,971,-0.159
60,0,01313,Steve Elkington,6.37,52,816,-0.308
61,0,28307,Matt Every,6.36,45,707,-0.089
62,0,21959,Ted Purdy,6.23,65,1043,-0.308
63,0,24925,Jonathan Byrd,6.22,71,1142,-0.211
64,0,23353,J.J. Henry,6.19,68,1099,-0.382
65,0,29910,Blake Adams,6.14,64,1043,-0.219
66,0,26300,Matt Jones,6.12,68,1112,-0.309
67,0,27613,David Lutterus,6.02,47,781,-0.021
68,0,27933,John Merrick,5.99,77,1286,-0.247
69,0,24912,Will MacKenzie,5.90,56,949,-0.196
70,0,10885,Robert Allenby,5.85,50,854,-0.280
71,0,10585,Scott McCarron,5.81,67,1153,-0.328
71,0,26289,Boo Weekley,5.81,60,1033,-0.167
73,0,20098,Stuart Appleby,5.79,71,1226,-0.211
74,0,24663,Y.E. Yang,5.76,47,816,-0.298
75,0,20766,Padraig Harrington,5.72,35,612,-0.429
76,0,20105,Jeff Gove,5.71,35,613,-0.029
77,0,28780,Nicholas Thompson,5.70,61,1071,-0.213
78,0,23548,Bill Lunde,5.59,52,930,-0.269
78,0,22056,Cameron Percy,5.59,46,823,-0.174
80,0,23613,Rich Barcelo,5.56,45,809,-0.111
81,0,24502,Adam Scott,5.52,40,724,-0.300
82,0,26695,Michael Letzig,5.48,61,1114,-0.213
83,0,23108,Matt Kuchar,5.44,57,1048,-0.175
84,0,06527,Steve Stricker,5.36,42,784,-0.286
85,0,12782,Tim Herron,5.30,51,962,-0.353
86,0,24490,George McNeill,5.12,50,976,-0.260
86,0,20645,John Senden,5.12,62,1212,-0.323
86,0,20686,Jeev Milkha Singh,5.12,37,722,-0.270
89,0,27214,Kevin Streelman,5.11,57,1116,-0.211
90,0,26679,Kevin Stadler,5.08,51,1004,-0.098
91,0,08375,Paul Stankowski,5.00,37,740,-0.162
92,0,20663,Brenden Pappas,4.97,38,764,-0.158
93,0,21949,Joe Ogilvie,4.85,58,1196,-0.328
94,0,20574,Mathew Goggin,4.82,51,1059,-0.118
94,0,22405,Justin Rose,4.82,47,975,-0.319
96,0,09011,David Duval,4.77,37,775,-0.297
97,0,22946,Henrik Bjornstad,4.74,39,822,-0.282
97,0,24361,Pat Perez,4.74,55,1160,-0.273
99,0,22122,Andrew McLardy,4.72,29,614,+0.103
100,0,25892,Steve Wheatcroft,4.71,38,806,-0.211
101,0,32640,Troy Merritt,4.66,50,1072,-0.200
102,0,20691,Greg Owen,4.63,40,863,-0.075
102,0,12714,Chris Tidland,4.63,44,951,-0.182
104,0,26301,James Nitties,4.44,50,1125,-0.260
105,0,23638,Brendon de Jonge,4.43,56,1264,-0.339
106,0,06004,Stephen Ames,4.37,42,962,-0.095
107,0,01577,Lee Janzen,4.21,41,973,-0.146
108,0,01116,Michael Bradley,4.20,40,952,-0.225
109,0,31560,Brian Stuard,4.15,41,988,-0.244
110,0,26287,Roland Thatcher,4.02,38,946,-0.158
111,0,12705,Cliff Kresge,3.99,25,626,-0.400
112,0,28087,Kris Blanks,3.88,40,1031,-0.150
113,0,08725,Tom Gillis,3.83,48,1254,-0.292
114,0,12755,Vance Veazey,3.74,25,668,-0.080
115,0,20572,Rod Pampling,3.70,36,974,-0.167
116,0,12510,Chad Campbell,3.63,41,1129,-0.293
117,0,24138,Ian Poulter,3.59,17,474,E
118,0,21731,Freddie Jacobson,3.53,38,1076,-0.368
119,0,28158,Steve Marino,3.51,31,882,-0.258
120,0,29221,Webb Simpson,3.44,44,1278,-0.273
121,0,27963,Chris Stroud,3.40,34,1001,-0.265
122,0,24846,Ricky Barnes,3.39,39,1152,-0.359
123,0,24357,K.J. Choi,3.29,28,850,-0.214
124,0,23718,Nathan Green,3.27,37,1130,-0.243
125,0,01320,Bob Estes,3.25,32,985,-0.250
126,0,32617,Jerod Turner,3.24,18,556,+0.111
127,0,28620,Aron Price,3.23,28,866,-0.250
127,0,06595,Kevin Sutherland,3.23,35,1082,-0.286
129,0,12652,Cameron Beckman,3.04,25,823,-0.200
129,0,24024,Zach Johnson,3.04,32,1051,-0.313
131,0,27060,John Mallinger,2.87,26,907,-0.231
132,0,07867,Woody Austin,2.77,32,1155,-0.094
133,0,23325,Vaughn Taylor,2.72,30,1102,-0.200
133,0,21878,Mark Wilson,2.72,30,1104,-0.167
135,0,25686,Jason Dufner,2.71,26,960,-0.038
136,0,25345,Carl Pettersson,2.69,31,1152,-0.258
137,0,06514,Kevin Johnson,2.64,18,683,-0.222
138,0,26951,Johnson Wagner,2.62,27,1031,+0.037
139,0,01161,Mark Calcavecchia,2.60,12,461,-0.083
140,0,08537,J.P. Hayes,2.54,24,946,-0.042
141,0,22378,Trevor Immelman,2.52,15,595,-0.333
142,0,24227,Justin Bolli,2.39,14,585,-0.071
142,0,20127,Chris Riley,2.39,21,878,+0.048
144,0,22293,Heath Slocum,2.35,24,1022,E
145,0,23541,Ben Crane,2.28,21,922,E
146,0,06621,Joe Durant,2.27,18,792,-0.167
146,0,25240,D.A. Points,2.27,25,1099,-0.280
148,0,01766,Billy Mayfair,2.21,20,906,-0.300
148,0,07749,Brett Quigley,2.21,27,1224,-0.444
150,0,27466,Spencer Levin,2.20,30,1364,-0.200
151,0,24507,Jason Bohn,2.14,22,1026,-0.045
152,0,20472,Alex Cejka,2.12,20,945,-0.150
153,0,06251,Chris DiMarco,2.03,22,1082,-0.091
154,0,20160,Charlie Wi,2.02,25,1238,-0.160
155,0,10423,Mike Weir,1.98,11,556,-0.636
156,0,23983,Luke Donald,1.91,14,734,E
157,0,01619,Skip Kendall,1.90,13,684,-0.077
158,0,06515,Shaun Micheel,1.89,14,742,-0.286
159,0,01724,Jeff Maggert,1.82,16,877,-0.250
160,0,10425,Jay Williamson,1.77,15,849,-0.067
161,0,26882,Michael Sim,1.76,13,740,-0.308
162,0,02206,David Toms,1.75,17,974,-0.235
163,0,20436,Garrett Willis,1.72,17,989,+0.059
164,0,29285,Brent Delahoussaye,1.68,11,654,-0.091
165,0,08075,Jerry Kelly,1.66,19,1146,E
166,0,07457,Steve Flesch,1.55,14,901,-0.071
167,0,02239,Scott Verplank,1.54,12,781,-0.333
168,0,23135,Tim Clark,1.48,14,946,-0.071
169,0,25720,Chad Collins,1.44,15,1044,-0.267
170,0,10860,Justin Leonard,1.40,14,1003,-0.214
171,0,23800,Bryce Molder,1.38,14,1016,-0.143
171,0,12602,Dean Wilson,1.38,9,654,E
173,0,10809,Jim Furyk,1.32,11,836,-0.091
174,0,06643,Paul Goydos,1.30,12,920,+0.167
175,0,21753,Brian Davis,1.29,16,1239,-0.125
176,0,20498,Briny Baird,1.27,14,1099,-0.214
177,0,25190,Jeff Quinney,1.26,14,1110,-0.143
178,0,20593,Greg Chalmers,1.24,15,1208,E
179,0,19846,Brian Gay,1.13,13,1146,-0.385
180,0,23673,Michael Connell,1.12,12,1076,-0.083
181,0,21350,Ryuji Imada,1.11,13,1172,-0.308
182,0,06012,Greg Kraft,1.10,6,543,-0.167
183,0,01797,Rocco Mediate,1.06,9,847,-0.333
184,0,07363,Craig Bowden,1.04,7,670,-0.143
184,0,25396,Kevin Na,1.04,11,1055,-0.364
186,0,01948,Tim Petrovic,.99,13,1311,-0.154
187,0,27649,Brandt Snedeker,.96,10,1042,-0.200
188,0,26420,Richard Johnson,.88,9,1018,-0.111
189,0,08385,Omar Uresti,.83,7,848,+0.286
190,0,01329,Brad Faxon,.75,5,667,-0.200
191,0,22621,Ben Curtis,.65,6,924,E
192,0,01941,Tom Pernice Jr.,.62,5,810,-0.200
