RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,19846,Brian Gay,31.15,357,1146,-0.056
2,0,01329,Brad Faxon,28.19,188,667,+0.213
3,0,07363,Craig Bowden,28.06,188,670,+0.122
4,0,25190,Jeff Quinney,26.31,292,1110,+0.031
5,0,08385,Omar Uresti,24.53,208,848,-0.010
6,0,10423,Mike Weir,23.92,133,556,+0.030
7,0,23135,Tim Clark,21.67,205,946,+0.029
8,0,25720,Chad Collins,20.88,218,1044,E
9,0,06643,Paul Goydos,20.65,190,920,+0.132
10,0,23718,Nathan Green,20.62,233,1130,+0.120
11,0,26420,Richard Johnson,20.14,205,1018,+0.034
12,0,22621,Ben Curtis,20.02,185,924,+0.103
13,0,06012,Greg Kraft,19.71,107,543,+0.299
14,0,22378,Trevor Immelman,18.99,113,595,+0.027
15,0,10809,Jim Furyk,18.78,157,836,-0.083
16,0,10860,Justin Leonard,18.74,188,1003,+0.106
17,0,01941,Tom Pernice Jr.,18.40,149,810,+0.101
18,0,23983,Luke Donald,18.26,134,734,+0.015
19,0,01619,Skip Kendall,18.13,124,684,+0.105
20,0,06251,Chris DiMarco,17.84,193,1082,+0.021
21,0,21350,Ryuji Imada,17.83,209,1172,+0.072
22,0,07457,Steve Flesch,17.76,160,901,+0.181
23,0,23800,Bryce Molder,17.72,180,1016,+0.067
24,0,08075,Jerry Kelly,17.71,203,1146,+0.084
25,0,20498,Briny Baird,17.56,193,1099,+0.078
26,0,02239,Scott Verplank,17.54,137,781,+0.095
27,0,24227,Justin Bolli,17.44,102,585,+0.196
28,0,25396,Kevin Na,17.25,182,1055,+0.049
29,0,29285,Brent Delahoussaye,17.13,112,654,+0.223
29,0,06514,Kevin Johnson,17.13,117,683,+0.222
31,0,23673,Michael Connell,17.10,184,1076,+0.098
32,0,20472,Alex Cejka,16.93,160,945,+0.063
33,0,01116,Michael Bradley,16.70,159,952,+0.101
33,0,01948,Tim Petrovic,16.70,219,1311,+0.137
35,0,27060,John Mallinger,16.43,149,907,+0.094
36,0,28620,Aron Price,16.28,141,866,+0.043
37,0,01797,Rocco Mediate,16.06,136,847,+0.088
37,0,12602,Dean Wilson,16.06,105,654,-0.057
39,0,02206,David Toms,16.02,156,974,+0.026
40,0,01766,Billy Mayfair,15.89,144,906,+0.056
41,0,32617,Jerod Turner,15.83,88,556,+0.352
42,0,20160,Charlie Wi,15.75,195,1238,-0.005
43,0,27466,Spencer Levin,15.54,212,1364,+0.038
44,0,01320,Bob Estes,15.43,152,985,+0.079
45,0,26882,Michael Sim,15.41,114,740,+0.123
46,0,24507,Jason Bohn,15.30,157,1026,+0.159
47,0,20436,Garrett Willis,15.27,151,989,+0.113
48,0,20127,Chris Riley,15.26,134,878,+0.082
49,0,20593,Greg Chalmers,15.23,184,1208,+0.049
50,0,21878,Mark Wilson,15.13,167,1104,+0.078
51,0,12755,Vance Veazey,15.12,101,668,+0.228
52,0,28087,Kris Blanks,14.65,151,1031,+0.152
53,0,01313,Steve Elkington,14.58,119,816,+0.042
53,0,22293,Heath Slocum,14.58,149,1022,-0.054
55,0,06004,Stephen Ames,14.55,140,962,+0.043
56,0,21753,Brian Davis,14.37,178,1239,+0.163
57,0,26951,Johnson Wagner,14.35,148,1031,+0.095
58,0,27649,Brandt Snedeker,14.20,148,1042,+0.007
59,0,06515,Shaun Micheel,14.15,105,742,+0.029
