RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23983,Luke Donald,47.41,55,116,-0.13
2,0,08385,Omar Uresti,44.85,61,136,-0.05
3,0,22621,Ben Curtis,43.57,61,140,+0.03
4,0,23135,Tim Clark,43.51,67,154,-0.16
5,0,23800,Bryce Molder,43.13,69,160,-0.01
6,0,27649,Brandt Snedeker,42.94,73,170,-0.12
7,0,01329,Brad Faxon,42.59,46,108,-0.09
8,0,20593,Greg Chalmers,42.47,79,186,-0.04
9,0,24507,Jason Bohn,41.46,68,164,-0.10
10,0,19846,Brian Gay,41.30,76,184,-0.01
11,0,01161,Mark Calcavecchia,40.79,31,76,+0.23
12,0,26882,Michael Sim,40.68,48,118,-0.21
13,0,06012,Greg Kraft,40.22,37,92,-0.08
14,0,06527,Steve Stricker,40.00,48,120,-0.19
15,0,25240,D.A. Points,39.77,70,176,+0.01
16,0,01941,Tom Pernice Jr.,39.52,49,124,-0.20
17,0,21753,Brian Davis,39.39,78,198,-0.14
18,0,24024,Zach Johnson,39.24,62,158,-0.05
19,0,21350,Ryuji Imada,38.33,69,180,-0.01
20,0,29285,Brent Delahoussaye,38.24,39,102,+0.08
21,0,25190,Jeff Quinney,37.93,66,174,-0.12
22,0,20498,Briny Baird,37.35,62,166,-0.10
22,0,22293,Heath Slocum,37.35,62,166,-0.02
24,0,01948,Tim Petrovic,36.89,76,206,-0.07
25,0,20160,Charlie Wi,36.84,70,190,+0.03
26,0,24227,Justin Bolli,36.73,36,98,E
27,0,28620,Aron Price,36.72,47,128,+0.06
28,0,06514,Kevin Johnson,36.61,41,112,-0.02
29,0,01797,Rocco Mediate,36.57,49,134,-0.16
30,0,07867,Woody Austin,36.52,65,178,-0.03
31,0,23541,Ben Crane,36.49,54,148,+0.02
31,0,06643,Paul Goydos,36.49,54,148,-0.09
33,0,20572,Rod Pampling,35.71,55,154,+0.02
33,0,29221,Webb Simpson,35.71,70,196,-0.13
35,0,06621,Joe Durant,35.25,43,122,-0.19
36,0,06251,Chris DiMarco,35.12,59,168,-0.02
37,0,10423,Mike Weir,35.11,33,94,-0.06
38,0,12705,Cliff Kresge,34.78,32,92,+0.03
39,0,27060,John Mallinger,34.72,50,144,-0.06
40,0,25345,Carl Pettersson,34.62,63,182,-0.19
41,0,02239,Scott Verplank,34.43,42,122,-0.10
42,0,10860,Justin Leonard,34.38,55,160,-0.02
43,0,06004,Stephen Ames,34.03,49,144,-0.12
44,0,26420,Richard Johnson,33.97,53,156,-0.04
45,0,23325,Vaughn Taylor,33.91,59,174,-0.15
46,0,10885,Robert Allenby,33.87,42,124,-0.02
47,0,26301,James Nitties,33.72,58,172,-0.17
48,0,12714,Chris Tidland,33.56,49,146,-0.04
49,0,23673,Michael Connell,33.33,54,162,-0.17
49,0,10809,Jim Furyk,33.33,44,132,-0.09
49,0,12602,Dean Wilson,33.33,32,96,E
52,0,25686,Jason Dufner,33.12,51,154,-0.02
53,0,26951,Johnson Wagner,32.72,53,162,E
54,0,20436,Garrett Willis,32.69,51,156,E
55,0,20472,Alex Cejka,32.67,49,150,+0.10
56,0,01707,Steve Lowery,32.54,41,126,+0.02
57,0,21731,Freddie Jacobson,32.53,54,166,-0.09
57,0,21878,Mark Wilson,32.53,54,166,+0.06
59,0,25720,Chad Collins,32.28,51,158,E
60,0,01619,Skip Kendall,32.00,32,100,+0.09
61,0,27466,Spencer Levin,31.86,65,204,-0.02
62,0,02206,David Toms,31.82,49,154,-0.08
63,0,23718,Nathan Green,31.71,52,164,+0.06
64,0,32617,Jerod Turner,31.52,29,92,+0.03
65,0,20127,Chris Riley,31.34,42,134,+0.02
66,0,23108,Matt Kuchar,31.33,52,166,-0.12
67,0,24846,Ricky Barnes,31.32,57,182,-0.05
68,0,08075,Jerry Kelly,31.18,53,170,-0.13
69,0,23638,Brendon de Jonge,30.88,63,204,-0.10
70,0,24663,Y.E. Yang,30.83,37,120,-0.03
71,0,31560,Brian Stuard,30.67,46,150,+0.02
72,0,25396,Kevin Na,30.59,52,170,-0.08
73,0,07749,Brett Quigley,30.53,58,190,+0.02
74,0,01577,Lee Janzen,30.52,47,154,-0.04
75,0,08725,Tom Gillis,30.41,59,194,-0.05
76,0,12510,Chad Campbell,30.34,54,178,+0.07
77,0,06515,Shaun Micheel,30.17,35,116,+0.23
78,0,24357,K.J. Choi,30.15,41,136,-0.27
79,0,26287,Roland Thatcher,29.86,43,144,-0.05
80,0,24138,Ian Poulter,29.73,22,74,-0.05
81,0,26392,Chris Wilson,29.66,35,118,+0.06
82,0,28087,Kris Blanks,29.52,49,166,-0.10
83,0,07363,Craig Bowden,29.41,30,102,+0.10
83,0,01313,Steve Elkington,29.41,40,136,-0.25
83,0,01724,Jeff Maggert,29.41,40,136,-0.23
86,0,07457,Steve Flesch,29.29,41,140,+0.02
87,0,01320,Bob Estes,29.22,45,154,-0.16
88,0,06595,Kevin Sutherland,28.49,49,172,-0.16
