RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,40058,Zac Blair,55
1,0,34098,Russell Henley,55
1,0,27770,Camilo Villegas,55
1,0,25632,Jimmy Walker,55
1,0,20396,Lee Westwood,55
6,0,22371,Aaron Baddeley,54
6,0,20593,Greg Chalmers,54
6,0,20229,Stewart Cink,54
6,0,28089,Jason Day,54
6,0,29420,Billy Horschel,54
6,0,26300,Matt Jones,54
6,0,36689,Brooks Koepka,54
6,0,24140,Sean O'Hair,54
6,0,35451,Scott Pinckney,54
6,0,27649,Brandt Snedeker,54
6,0,34046,Jordan Spieth,54
6,0,21528,Henrik Stenson,54
6,0,25892,Steve Wheatcroft,54
6,0,34265,Will Wilcox,54
20,0,25369,Jamie Donaldson,53
20,0,33399,Adam Hadwin,53
20,0,34174,John Huh,53
20,0,29926,Danny Lee,53
20,0,33413,Ben Martin,53
20,0,01810,Phil Mickelson,53
20,0,24361,Pat Perez,53
20,0,24138,Ian Poulter,53
20,0,34256,Andrew Putnam,53
20,0,25562,Andres Romero,53
20,0,34264,Hudson Swafford,53
31,0,28259,Sangmoon Bae,52
31,0,25364,Paul Casey,52
31,0,32366,Kevin Chappell,52
31,0,21753,Brian Davis,52
31,0,23983,Luke Donald,52
31,0,34099,Harris English,52
31,0,32102,Rickie Fowler,52
31,0,28679,Fabián Gómez,52
31,0,35539,Luke Guthrie,52
31,0,26758,David Hearn,52
31,0,27936,Martin Laird,52
31,0,24781,Hunter Mahan,52
31,0,32640,Troy Merritt,52
31,0,25818,Scott Piercy,52
31,0,34360,Patrick Reed,52
31,0,25834,Daniel Summerhays,52
31,0,30927,Brendon Todd,52
31,0,23623,Bo Van Pelt,52
49,0,35545,Blayne Barber,51
49,0,27895,Jonas Blixt,51
49,0,23541,Ben Crane,51
49,0,28500,Martin Flores,51
49,0,21209,Sergio Garcia,51
49,0,29720,Andres Gonzales,51
49,0,34563,Chesson Hadley,51
49,0,32448,James Hahn,51
49,0,35532,Tom Hoge,51
49,0,37454,Whee Kim,51
49,0,23108,Matt Kuchar,51
49,0,24490,George McNeill,51
49,0,23800,Bryce Molder,51
49,0,34358,Jonathan Randolph,51
49,0,23621,Rory Sabbatini,51
49,0,34431,Robert Streb,51
49,0,31560,Brian Stuard,51
49,0,32150,Michael Thompson,51
49,0,33419,Cameron Tringale,51
49,0,31323,Gary Woodland,51
69,0,25274,Steven Bowditch,50
69,0,24925,Jonathan Byrd,50
69,0,24494,Erik Compton,50
