RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
64,0,27958,Ryan Blaum,74' 2",64069,72,417,1502001613
64,0,31420,Anirban Lahiri,74' 2",52497,59,414,2001001868
66,0,35450,Patrick Cantlay,74' 1",50664,57,417,0604001795
66,0,32791,K.H. Lee,74' 1",55131,62,415,4002001581
66,0,33418,Shawn Stefani,74' 1",55134,62,417,4002001645
69,0,46435,Austin Cook,74' 0",47089,53,417,2002001733
69,0,45157,Cam Davis,74' 0",50613,57,416,1702001574
71,0,25818,Scott Piercy,73' 11",62094,70,417,2103001833
71,0,39327,Ben Silverman,73' 11",49653,56,415,0102001852
73,0,36852,Jim Knous,73' 10",34551,39,416,2602001591
73,0,27936,Martin Laird,73' 10",64642,73,414,3003001753
75,0,49766,Hank Lebioda,73' 8",51256,58,417,0402001720
76,0,26851,Marc Leishman,73' 7",50339,57,413,1103001541
76,0,32839,Hideki Matsuyama,73' 7",64464,73,414,4801002044
78,0,39546,Keith Mitchell,73' 6",53832,61,414,2101001769
78,0,27064,Jhonattan Vegas,73' 6",53790,61,415,2203001836
80,0,21961,Charles Howell III,73' 4",64211,73,411,1901002076
80,0,30925,Dustin Johnson,73' 4",49300,56,413,2803001917
82,0,49771,J.T. Poston,73' 3",77389,88,412,1501001809
83,0,29268,Bronson Burgoon,73' 1",41235,47,411,3701001896
83,0,40098,Matt Fitzpatrick,73' 1",32439,37,411,3202001718
83,0,29535,Brice Garnett,73' 1",57013,65,410,4001001693
86,0,46523,Joey Garber,73' 0",37675,43,413,0401001426
87,0,34360,Patrick Reed,72' 10",63821,73,409,4504001968
87,0,30786,Brady Schnell,72' 10",34089,39,411,3103001459
89,0,32058,José de Jesús Rodríguez,72' 8",42729,49,408,4503001454
90,0,30978,Kiradech Aphibarnrat,72' 7",39195,45,409,3101001479
91,0,34099,Harris English,72' 5",68685,79,408,1201001908
91,0,01810,Phil Mickelson,72' 5",43464,50,407,1303001765
93,0,19846,Brian Gay,72' 4",62467,72,407,1204002009
93,0,30944,Jason Kokrak,72' 4",65073,75,406,4702001586
95,0,37454,Whee Kim,72' 3",40747,47,406,0604001408
96,0,29479,Scott Brown,72' 2",58887,68,408,3703001798
96,0,24781,Hunter Mahan,72' 2",40695,47,403,2602001471
96,0,26596,Ryan Moore,72' 2",54539,63,406,0604001606
99,0,33399,Adam Hadwin,72' 1",53618,62,405,4604002066
99,0,39977,Max Homa,72' 1",59694,69,405,3302001663
99,0,45486,Joaquin Niemann,72' 1",69237,80,405,3902001574
99,0,49964,Aaron Wise,72' 1",46712,54,404,0602001840
103,0,27330,Josh Teater,72' 0",45809,53,406,4101001687
104,0,27895,Jonas Blixt,71' 11",55259,64,405,1401001763
104,0,30191,Julián Etulain,71' 11",44020,51,405,1201001573
104,0,31560,Brian Stuard,71' 11",66425,77,405,3803001843
107,0,28252,Seamus Power,71' 10",53441,62,405,3002001476
108,0,39324,J.J. Spaun,71' 9",55115,64,404,3804001652
109,0,26758,David Hearn,71' 8",29236,34,403,1201001602
110,0,23108,Matt Kuchar,71' 7",56689,66,401,1501001493
111,0,26476,Chez Reavie,71' 6",60092,70,405,3701001575
112,0,45526,Abraham Ancer,71' 4",60765,71,401,3304002101
112,0,26499,Rafa Cabrera Bello,71' 4",41065,48,403,2101001386
114,0,27095,Nick Watney,71' 2",58919,69,399,4601001663
115,0,33667,Carlos Ortiz,70' 11",61252,72,398,3804001819
116,0,26329,Louis Oosthuizen,70' 10",40817,48,402,3704001332
116,0,46501,Ollie Schniederjans,70' 10",51842,61,401,3502001860
118,0,47990,Kyle Jones,70' 9",45843,54,399,0102001847
119,0,33122,Russell Knox,70' 8",50038,59,398,2303001705
119,0,32640,Troy Merritt,70' 8",46666,55,392,4601001673
119,0,34264,Hudson Swafford,70' 8",39859,47,396,0604001667
119,0,25632,Jimmy Walker,70' 8",48353,57,398,1503001509
123,0,28679,Fabián Gómez,70' 6",40610,48,397,4504001439
123,0,35506,Mackenzie Hughes,70' 6",55859,66,396,3101001840
125,0,35617,Martin Trainer,70' 3",42167,50,394,4501001434
126,0,40026,Daniel Berger,70' 2",49685,59,394,3904002682
126,0,37189,Harold Varner III,70' 2",62297,74,398,1501001474
128,0,46601,Trey Mullinax,70' 1",52990,63,392,1502001681
129,0,39954,Cody Gribble,70' 0",48748,58,396,1602001772
130,0,26300,Matt Jones,69' 11",55406,66,394,4104001765
131,0,37455,Si Woo Kim,69' 9",49405,59,393,0603001803
132,0,31646,Emiliano Grillo,69' 8",46002,55,394,3401001849
132,0,34098,Russell Henley,69' 8",50972,61,393,4004001645
132,0,35891,Cameron Smith,69' 8",44313,53,391,2202001498
135,0,49303,Anders Albertson,69' 5",43320,52,389,0603001483
135,0,29725,Tony Finau,69' 5",54174,65,390,4604001626
135,0,29970,Dylan Frittelli,69' 5",56632,68,393,1402001542
135,0,39975,Michael Kim,69' 5",37489,45,391,3401001373
135,0,27129,Luke List,69' 5",45803,55,392,1704001446
140,0,25686,Jason Dufner,69' 4",47410,57,390,0101001965
141,0,25364,Paul Casey,69' 3",45722,55,388,3603001641
141,0,32816,Satoshi Kodaira,69' 3",42374,51,389,1904001668
143,0,24024,Zach Johnson,69' 2",43982,53,392,2101001877
143,0,34261,Scott Langley,69' 2",53130,64,389,2204001516
145,0,23320,Ryan Palmer,69' 0",42239,51,388,1401001373
145,0,29223,Sam Saunders,69' 0",55479,67,389,3802001262
147,0,34021,Bud Cauley,68' 11",61177,74,386,1404001540
147,0,39997,Corey Conners,68' 11",57065,69,386,0802001618
147,0,30692,Scott Stallings,68' 11",56203,68,388,2101001445
150,0,34363,Tyrrell Hatton,68' 10",34679,42,387,3302001348
151,0,35449,Adam Long,68' 8",56006,68,387,0101001430
151,0,29908,C.T. Pan,68' 8",49459,60,388,3703001477
151,0,40115,Adam Svensson,68' 8",45337,55,389,1201001969
154,0,21528,Henrik Stenson,68' 7",34568,42,384,2102001598
155,0,30911,Tommy Fleetwood,68' 5",41045,50,385,3603001337
155,0,31557,Jim Herman,68' 5",31182,38,385,4102001667
155,0,35532,Tom Hoge,68' 5",59130,72,386,3701001606
158,0,29518,Brendan Steele,68' 4",41824,51,382,2103001677
158,0,27214,Kevin Streelman,68' 4",56587,69,383,4602001623
158,0,33448,Justin Thomas,68' 4",45916,56,386,1904001768
161,0,30946,Alex Prugh,68' 2",46628,57,383,3604001552
162,0,25804,Bubba Watson,68' 1",40843,50,382,3702001502
163,0,35732,Wes Roach,68' 0",39987,49,383,0102001988
164,0,32139,Danny Willett,67' 11",40768,50,382,2802001563
165,0,33410,Andrew Landry,67' 10",52941,65,381,1202001697
165,0,32333,Kevin Tway,67' 10",54509,67,381,3203001418
167,0,47856,Seth Reeves,67' 8",43029,53,380,3101001328
168,0,25198,Francesco Molinari,67' 7",34064,42,381,2104001761
169,0,49298,Kramer Hickok,67' 5",47708,59,382,0601001712
169,0,36799,Stephan Jaeger,67' 5",46104,57,380,4103001358
171,0,06522,Ernie Els,67' 4",24238,30,376,0802001455
171,0,27349,Alex Noren,67' 4",34728,43,377,3103001524
173,0,10809,Jim Furyk,67' 1",45875,57,376,3603001363
174,0,35421,Brandon Harkins,67' 0",55460,69,376,2002001434
175,0,33948,Byeong Hun An,66' 11",48957,61,377,4502001552
176,0,34431,Robert Streb,66' 8",48024,60,375,4102001407
177,0,30110,Kyle Stanley,66' 5",43862,55,374,3004001410
178,0,20472,Alex Cejka,66' 2",31779,40,372,0601001329
178,0,29974,Branden Grace,66' 2",35737,45,372,1503001487
180,0,24924,Bill Haas,66' 1",48376,61,373,4503001421
181,0,33141,Keegan Bradley,65' 8",52803,67,369,3701001802
182,0,21209,Sergio Garcia,65' 7",29902,38,365,2204001510
183,0,24925,Jonathan Byrd,65' 6",28298,36,368,0402001355
184,0,27644,Brian Harman,65' 3",55580,71,367,0804001912
185,0,45609,Tyler Duncan,64' 11",50630,65,366,3704001458
186,0,27141,J.B. Holmes,64' 7",37184,48,364,1502001330
187,0,20572,Rod Pampling,63' 8",31328,41,359,0604001452
188,0,23353,J.J. Henry,62' 2",30576,41,349,3501001557
