RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,34046,Jordan Spieth,84' 10",67203,66,480,3302001851
2,0,47993,Denny McCarthy,82' 11",68653,69,466,4501001800
3,0,37380,Curtis Luck,82' 8",43647,44,465,3001002070
4,0,34256,Andrew Putnam,81' 7",54826,56,458,1201002091
5,0,37275,Sam Ryder,81' 2",58438,60,457,0802001733
6,0,26951,Johnson Wagner,80' 9",45540,47,451,0102001517
7,0,24502,Adam Scott,80' 2",42322,44,450,4802002230
8,0,22405,Justin Rose,79' 5",46699,49,447,4601001631
9,0,25572,Graeme McDowell,79' 3",47543,50,446,0602001484
10,0,49960,Sepp Straka,78' 10",54896,58,443,2303001763
10,0,23325,Vaughn Taylor,78' 10",77582,82,441,4704001854
12,0,40009,Dominic Bozzelli,78' 8",46280,49,442,4001001650
13,0,32102,Rickie Fowler,78' 7",59382,63,443,4804001681
14,0,35461,Beau Hossler,78' 6",64071,68,441,2102001691
15,0,27556,Ted Potter Jr.,78' 3",56347,60,439,1202001836
15,0,36699,Patrick Rodgers,78' 3",42265,45,442,0804002396
17,0,37340,Chase Wright,78' 2",53472,57,439,3901001665
18,0,32757,Patton Kizzire,78' 1",49674,53,438,4601001811
19,0,28259,Sangmoon Bae,77' 7",37227,40,434,3704001674
19,0,47959,Bryson DeChambeau,77' 7",61467,66,436,2104001663
19,0,29221,Webb Simpson,77' 7",64244,69,436,3604001880
22,0,29926,Danny Lee,77' 6",66936,72,436,1503001668
23,0,29420,Billy Horschel,77' 4",64056,69,433,4504001740
23,0,23621,Rory Sabbatini,77' 4",70492,76,437,3403001835
25,0,24361,Pat Perez,77' 1",37916,41,436,3104001725
26,0,34563,Chesson Hadley,77' 0",55412,60,431,4502001844
27,0,25900,Lucas Glover,76' 9",74622,81,432,0603001871
27,0,32150,Michael Thompson,76' 9",59842,65,431,3901002036
29,0,33486,Roger Sloan,76' 8",64373,70,429,2104001538
30,0,25396,Kevin Na,76' 7",40437,44,430,3302001969
30,0,29484,Peter Uihlein,76' 7",53288,58,430,3301001537
32,0,35376,Roberto Díaz,76' 6",46797,51,431,1601002102
32,0,36689,Brooks Koepka,76' 6",53218,58,431,3102001747
34,0,22371,Aaron Baddeley,76' 3",38432,42,430,3304001629
35,0,46402,Talor Gooch,76' 1",43831,48,425,3304001723
36,0,52372,Cameron Champ,75' 10",61869,68,426,4604001892
36,0,24138,Ian Poulter,75' 10",40019,44,429,2802001601
36,0,31323,Gary Woodland,75' 10",59127,65,426,3602001650
39,0,28775,Nate Lashley,75' 9",49978,55,425,0402001400
40,0,46970,Jon Rahm,75' 8",48116,53,426,4601001801
41,0,34076,Joel Dahmen,75' 6",68847,76,423,0802001841
41,0,27963,Chris Stroud,75' 6",47101,52,425,4002002348
43,0,35879,Kelly Kraft,75' 5",58848,65,425,4103001980
43,0,47347,Adam Schenk,75' 5",74241,82,425,0804001816
45,0,51766,Wyndham Clark,75' 3",65944,73,423,3702001528
45,0,27974,Sung Kang,75' 3",63210,70,424,3102001378
47,0,32200,Roberto Castro,75' 2",55906,62,422,4003001942
47,0,29478,Kevin Kisner,75' 2",64027,71,424,4702001579
49,0,34306,John Chin,75' 1",34251,38,424,0402001559
49,0,21731,Freddie Jacobson,75' 1",36048,40,420,2302001475
49,0,33419,Cameron Tringale,75' 1",45972,51,421,2603001775
52,0,28237,Rory McIlroy,74' 11",51215,57,420,4303001512
53,0,48822,Sebastián Muñoz,74' 10",57446,64,423,3504001819
53,0,48081,Xander Schauffele,74' 10",47612,53,421,3601001470
53,0,27649,Brandt Snedeker,74' 10",71802,80,423,3502001632
53,0,25493,Nick Taylor,74' 10",77205,86,419,4601001648
57,0,47504,Sam Burns,74' 9",61006,68,420,2803001470
57,0,12716,Charley Hoffman,74' 9",42157,47,419,3202001667
59,0,47128,Richy Werenski,74' 8",65392,73,422,3001001518
60,0,19803,Ryan Armour,74' 5",66987,75,419,1202001672
60,0,28089,Jason Day,74' 5",41982,47,416,4701001369
60,0,39971,Sungjae Im,74' 5",89292,100,420,3701001850
63,0,34466,Peter Malnati,74' 3",67722,76,418,2801001873
