RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,25900,Lucas Glover,45' 1",135.333,3,82,8
2,0,30786,Brady Schnell,43' 9",131.333,3,68,6
3,0,30191,Julián Etulain,40' 5",121.167,3,50,21
4,0,33486,Roger Sloan,38' 3",114.833,3,50,15
5,0,27958,Ryan Blaum,38' 1",114.167,3,68,3
6,0,25198,Francesco Molinari,37' 5",37.417,1,37,37
7,0,27095,Nick Watney,37' 0",74.000,2,55,19
8,0,46402,Talor Gooch,36' 2",144.500,4,45,28
9,0,29518,Brendan Steele,34' 1",68.083,2,43,25
10,0,34563,Chesson Hadley,32' 4",161.583,5,81,6
11,0,39324,J.J. Spaun,31' 7",63.167,2,35,29
12,0,31646,Emiliano Grillo,30' 1",210.333,7,74,2
12,0,32150,Michael Thompson,30' 1",120.417,4,62,17
14,0,33410,Andrew Landry,29' 6",59.000,2,31,28
15,0,29926,Danny Lee,29' 5",29.417,1,29,29
16,0,35506,Mackenzie Hughes,29' 0",87.000,3,44,5
17,0,28252,Seamus Power,28' 8",114.583,4,65,9
18,0,29479,Scott Brown,28' 6",171.167,6,60,4
19,0,27141,J.B. Holmes,28' 4",56.667,2,40,16
20,0,37189,Harold Varner III,28' 1",112.333,4,45,10
21,0,32816,Satoshi Kodaira,27' 10",27.833,1,28,28
22,0,34046,Jordan Spieth,27' 5",54.750,2,36,19
23,0,24924,Bill Haas,27' 3",108.833,4,51,2
24,0,28089,Jason Day,26' 10",107.417,4,39,8
25,0,21528,Henrik Stenson,25' 4",25.333,1,25,25
26,0,48822,Sebastián Muñoz,24' 5",121.917,5,46,5
27,0,40026,Daniel Berger,24' 4",24.333,1,24,24
28,0,29484,Peter Uihlein,24' 2",96.750,4,68,8
29,0,32102,Rickie Fowler,23' 11",143.417,6,57,4
30,0,06522,Ernie Els,23' 10",47.667,2,38,9
31,0,35879,Kelly Kraft,23' 9",94.833,4,64,7
32,0,12716,Charley Hoffman,23' 8",118.500,5,55,10
33,0,28679,Fabián Gómez,23' 6",141.083,6,50,8
34,0,31557,Jim Herman,23' 5",70.333,3,50,10
35,0,37380,Curtis Luck,23' 1",69.250,3,32,17
36,0,27129,Luke List,22' 10",68.583,3,33,18
37,0,29974,Branden Grace,22' 9",90.833,4,30,11
37,0,26951,Johnson Wagner,22' 9",113.833,5,48,6
39,0,39546,Keith Mitchell,22' 1",176.583,8,41,11
40,0,23353,J.J. Henry,21' 11",87.667,4,40,12
40,0,27936,Martin Laird,21' 11",262.750,12,44,7
40,0,49766,Hank Lebioda,21' 11",65.833,3,43,3
43,0,29725,Tony Finau,21' 10",152.750,7,46,3
43,0,25572,Graeme McDowell,21' 10",131.000,6,34,13
45,0,49303,Anders Albertson,21' 7",86.333,4,49,11
46,0,34466,Peter Malnati,21' 3",63.833,3,33,4
47,0,39977,Max Homa,20' 10",124.750,6,41,2
48,0,27649,Brandt Snedeker,20' 6",82.083,4,46,4
48,0,40115,Adam Svensson,20' 6",122.833,6,49,5
50,0,47128,Richy Werenski,20' 4",122.167,6,37,3
51,0,29908,C.T. Pan,20' 2",20.167,1,20,20
52,0,47347,Adam Schenk,20' 1",100.250,5,30,3
52,0,49960,Sepp Straka,20' 1",80.333,4,37,4
54,0,34098,Russell Henley,20' 0",40.000,2,26,14
55,0,24024,Zach Johnson,19' 11",59.750,3,27,14
56,0,40009,Dominic Bozzelli,19' 8",19.667,1,20,20
57,0,27644,Brian Harman,19' 7",58.750,3,47,6
58,0,27064,Jhonattan Vegas,19' 5",174.500,9,72,7
59,0,34256,Andrew Putnam,19' 4",38.667,2,27,11
60,0,29221,Webb Simpson,19' 3",173.000,9,36,4
61,0,47504,Sam Burns,19' 2",172.667,9,46,6
62,0,26476,Chez Reavie,19' 0",56.917,3,28,7
63,0,39954,Cody Gribble,18' 11",94.417,5,30,2
63,0,26596,Ryan Moore,18' 11",113.333,6,30,6
65,0,45486,Joaquin Niemann,18' 10",169.333,9,30,10
66,0,35891,Cameron Smith,18' 9",37.417,2,25,12
67,0,29970,Dylan Frittelli,18' 8",111.833,6,41,7
68,0,45609,Tyler Duncan,18' 7",93.083,5,51,2
68,0,29478,Kevin Kisner,18' 7",55.833,3,24,15
68,0,01810,Phil Mickelson,18' 7",37.083,2,34,3
71,0,46523,Joey Garber,18' 6",55.500,3,29,2
72,0,24781,Hunter Mahan,18' 5",55.333,3,38,8
72,0,31323,Gary Woodland,18' 5",147.500,8,64,3
74,0,39997,Corey Conners,18' 1",54.167,3,27,10
