RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
75,0,28775,Nate Lashley,17' 9",53.250,3,33,8
76,0,29420,Billy Horschel,17' 8",105.833,6,23,11
77,0,27349,Alex Noren,17' 7",70.167,4,47,5
78,0,31420,Anirban Lahiri,17' 5",17.417,1,17,17
79,0,26758,David Hearn,17' 1",34.167,2,30,4
80,0,29223,Sam Saunders,16' 11",16.917,1,17,17
80,0,34431,Robert Streb,16' 11",33.833,2,29,4
82,0,32839,Hideki Matsuyama,16' 7",33.167,2,27,6
83,0,36689,Brooks Koepka,16' 3",113.583,7,36,6
84,0,49298,Kramer Hickok,16' 2",32.333,2,23,10
84,0,25396,Kevin Na,16' 2",80.917,5,32,3
86,0,25364,Paul Casey,16' 0",79.833,5,27,7
86,0,34076,Joel Dahmen,16' 0",63.833,4,30,3
86,0,34099,Harris English,16' 0",159.667,10,51,4
86,0,30946,Alex Prugh,16' 0",128.250,8,30,2
90,0,21731,Freddie Jacobson,15' 11",63.750,4,37,4
91,0,33399,Adam Hadwin,15' 9",62.833,4,32,7
92,0,25493,Nick Taylor,15' 6",124.250,8,29,1
93,0,30978,Kiradech Aphibarnrat,15' 5",30.833,2,17,14
94,0,28259,Sangmoon Bae,15' 1",45.250,3,18,11
95,0,25686,Jason Dufner,14' 11",59.583,4,23,7
96,0,47959,Bryson DeChambeau,14' 10",44.583,3,25,6
96,0,34264,Hudson Swafford,14' 10",44.500,3,27,4
96,0,35617,Martin Trainer,14' 10",59.333,4,21,9
99,0,47856,Seth Reeves,14' 9",59.083,4,20,5
100,0,26499,Rafa Cabrera Bello,14' 7",58.333,4,33,6
100,0,34306,John Chin,14' 7",29.167,2,23,7
102,0,52372,Cameron Champ,14' 6",72.417,5,41,6
102,0,34360,Patrick Reed,14' 6",58.083,4,24,11
104,0,23320,Ryan Palmer,14' 5",43.167,3,19,11
105,0,30110,Kyle Stanley,14' 1",42.250,3,22,8
106,0,22371,Aaron Baddeley,14' 0",27.917,2,16,12
106,0,25804,Bubba Watson,14' 0",70.167,5,37,3
106,0,49964,Aaron Wise,14' 0",28.000,2,24,4
109,0,34021,Bud Cauley,13' 11",69.583,5,24,4
110,0,23325,Vaughn Taylor,13' 10",69.000,5,25,6
110,0,27330,Josh Teater,13' 10",55.417,4,29,6
112,0,36799,Stephan Jaeger,13' 8",68.417,5,36,6
113,0,27895,Jonas Blixt,13' 7",54.250,4,36,5
114,0,37455,Si Woo Kim,13' 5",40.250,3,20,4
115,0,26300,Matt Jones,13' 4",66.833,5,29,2
115,0,33448,Justin Thomas,13' 4",66.667,5,27,3
117,0,45157,Cam Davis,13' 1",104.833,8,50,3
117,0,28237,Rory McIlroy,13' 1",91.417,7,32,3
119,0,33141,Keegan Bradley,13' 0",52.083,4,18,7
119,0,31560,Brian Stuard,13' 0",25.917,2,15,11
121,0,51766,Wyndham Clark,12' 11",77.583,6,25,4
121,0,46435,Austin Cook,12' 11",51.583,4,20,8
121,0,27974,Sung Kang,12' 11",90.667,7,38,3
124,0,39971,Sungjae Im,12' 9",101.750,8,32,3
125,0,19846,Brian Gay,12' 5",37.333,3,18,5
125,0,23108,Matt Kuchar,12' 5",49.667,4,16,5
125,0,34261,Scott Langley,12' 5",24.833,2,14,11
128,0,24502,Adam Scott,12' 4",36.917,3,15,10
129,0,22405,Justin Rose,12' 3",48.833,4,32,2
130,0,33667,Carlos Ortiz,12' 2",61.000,5,30,1"
131,0,46970,Jon Rahm,12' 1",48.167,4,23,3
132,0,36852,Jim Knous,11' 11",23.833,2,20,4
132,0,36699,Patrick Rodgers,11' 11",71.667,6,22,4
134,0,46501,Ollie Schniederjans,11' 8",70.000,6,17,5
135,0,25818,Scott Piercy,11' 7",69.583,6,23,1
136,0,35421,Brandon Harkins,11' 5",45.750,4,18,6
136,0,49771,J.T. Poston,11' 5",91.250,8,25,2
136,0,33419,Cameron Tringale,11' 5",11.417,1,11,11
139,0,32640,Troy Merritt,11' 1",33.250,3,22,4
139,0,32333,Kevin Tway,11' 1",66.333,6,27,3
141,0,29268,Bronson Burgoon,11' 0",32.917,3,11,11
142,0,21961,Charles Howell III,10' 11",98.583,9,18,5
143,0,19803,Ryan Armour,10' 10",21.667,2,15,6
143,0,48081,Xander Schauffele,10' 10",54.000,5,24,2
145,0,46601,Trey Mullinax,10' 8",42.583,4,17,3
146,0,45526,Abraham Ancer,10' 7",21.167,2,16,5
146,0,35532,Tom Hoge,10' 7",52.750,5,35,1
148,0,33948,Byeong Hun An,10' 5",31.333,3,14,9
149,0,30692,Scott Stallings,10' 1",30.333,3,16,4
150,0,10809,Jim Furyk,10' 0",19.917,2,10,10
151,0,37340,Chase Wright,9' 9",38.833,4,26,8"
152,0,30911,Tommy Fleetwood,9' 8",67.750,7,19,3
153,0,23621,Rory Sabbatini,9' 1",63.500,7,21,3
154,0,30925,Dustin Johnson,8' 11",17.750,2,14,4
154,0,47993,Denny McCarthy,8' 11",35.583,4,20,5
156,0,21209,Sergio Garcia,8' 9",26.333,3,15,3
157,0,26851,Marc Leishman,8' 8",34.750,4,15,9"
157,0,24361,Pat Perez,8' 8",43.333,5,21,3
159,0,32200,Roberto Castro,8' 2",16.333,2,11,5
160,0,39327,Ben Silverman,7' 11",39.750,5,16,2
161,0,27963,Chris Stroud,7' 9",7.750,1,8,8
162,0,30944,Jason Kokrak,7' 8",30.667,4,14,3
163,0,40098,Matt Fitzpatrick,7' 2",21.500,3,13,2
164,0,35449,Adam Long,6' 10",27.333,4,11,4
165,0,35732,Wes Roach,6' 9",33.917,5,10,2
166,0,32757,Patton Kizzire,6' 8",13.333,2,10,4
167,0,47990,Kyle Jones,6' 7",13.083,2,10,3
168,0,39975,Michael Kim,5' 7",11.083,2,10,2
168,0,27556,Ted Potter Jr.,5' 7",5.583,1,6,6
170,0,27214,Kevin Streelman,5' 6",10.917,2,8,3
171,0,37275,Sam Ryder,5' 5",27.167,5,8,2
171,0,33418,Shawn Stefani,5' 5",5.417,1,5,5
173,0,35461,Beau Hossler,5' 4",10.583,2,6,4
174,0,34363,Tyrrell Hatton,5' 0",5.000,1,5,5
175,0,29535,Brice Garnett,4' 4",8.667,2,6,3
175,0,37454,Whee Kim,4' 4",4.333,1,4,4
177,0,33122,Russell Knox,3' 11",7.833,2,5,2
178,0,35450,Patrick Cantlay,3' 2",3.167,1,3,3
178,0,20572,Rod Pampling,3' 2",6.250,2,4,3
180,0,20472,Alex Cejka,2' 9",2.750,1,3,3
181,0,32791,K.H. Lee,2' 2",2.167,1,2,2
