RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,27963,Chris Stroud,11' 6",1902.833,166,55,5"
2,0,37380,Curtis Luck,11' 4",1662.750,147,56,6"
3,0,35461,Beau Hossler,11' 3",2786.833,247,48,7"
3,0,34046,Jordan Spieth,11' 3",2938.167,262,55,4"
5,0,24361,Pat Perez,11' 1",1450.750,131,57,2"
5,0,27556,Ted Potter Jr.,11' 1",2341.083,212,50,6"
5,0,36699,Patrick Rodgers,11' 1",1770.167,160,85,4"
8,0,28259,Sangmoon Bae,10' 10",1448.583,134,51,6"
8,0,32200,Roberto Castro,10' 10",2387.500,220,56,2"
8,0,21731,Freddie Jacobson,10' 10",1328.000,123,58,2"
11,0,19803,Ryan Armour,10' 8",2764.083,260,45,3"
11,0,35376,Roberto Díaz,10' 8",1982.167,186,70,2"
11,0,47993,Denny McCarthy,10' 8",3004.417,282,48,2"
11,0,39327,Ben Silverman,10' 8",1898.500,178,45,8"
11,0,26951,Johnson Wagner,10' 8",1897.917,178,46,6"
16,0,25396,Kevin Na,10' 7",1558.250,147,51,1"
17,0,29420,Billy Horschel,10' 6",2503.167,238,72,1"
17,0,32757,Patton Kizzire,10' 6",1924.750,183,39,3"
17,0,36852,Jim Knous,10' 6",1313.417,125,47,4"
17,0,34256,Andrew Putnam,10' 6",2361.167,225,56,4"
17,0,29484,Peter Uihlein,10' 6",2201.667,209,46,4"
22,0,23325,Vaughn Taylor,10' 5",3339.333,321,74,4"
23,0,29268,Bronson Burgoon,10' 4",1647.417,160,60,4"
23,0,12716,Charley Hoffman,10' 4",1730.750,167,69,3"
23,0,29926,Danny Lee,10' 4",2692.083,261,56,3"
23,0,37275,Sam Ryder,10' 4",2307.167,224,52,2"
23,0,31560,Brian Stuard,10' 4",2705.917,261,40,4"
23,0,47128,Richy Werenski,10' 4",2479.833,240,45,5"
29,0,06522,Ernie Els,10' 3",811.417,79,50,9"
29,0,32102,Rickie Fowler,10' 3",2396.833,234,57,4"
29,0,29535,Brice Garnett,10' 3",2311.583,225,71,2"
29,0,35879,Kelly Kraft,10' 3",2112.333,206,44,7"
29,0,33418,Shawn Stefani,10' 3",2342.833,229,64,5"
34,0,21961,Charles Howell III,10' 2",2704.333,267,74,3"
34,0,32791,K.H. Lee,10' 2",2147.750,212,38,7"
34,0,25818,Scott Piercy,10' 2",2522.500,249,55,8"
34,0,32150,Michael Thompson,10' 2",2391.167,235,72,2"
34,0,37340,Chase Wright,10' 2",2140.583,211,55,4"
39,0,20472,Alex Cejka,10' 1",1126.000,112,48,4"
39,0,19846,Brian Gay,10' 1",2202.833,219,44,5"
39,0,31420,Anirban Lahiri,10' 1",1950.667,194,65,5"
39,0,30786,Brady Schnell,10' 1",1255.750,125,51,6"
43,0,40009,Dominic Bozzelli,10' 0",1896.333,189,51,4"
43,0,34306,John Chin,10' 0",1306.333,131,44,7"
43,0,34076,Joel Dahmen,10' 0",2727.167,273,46,5"
43,0,40098,Matt Fitzpatrick,10' 0",1235.250,124,37,4"
43,0,23353,J.J. Henry,10' 0",877.083,88,42,2"
43,0,24502,Adam Scott,10' 0",1903.333,191,72,5"
49,0,22371,Aaron Baddeley,9' 11",1429.333,144,35,1
49,0,27895,Jonas Blixt,9' 11",2107.083,212,57,7"
49,0,25572,Graeme McDowell,9' 11",1563.250,157,47,5"
49,0,29908,C.T. Pan,9' 11",1676.667,169,63,2"
49,0,23621,Rory Sabbatini,9' 11",2845.750,287,67,4"
49,0,48081,Xander Schauffele,9' 11",1934.667,195,53,2"
55,0,37454,Whee Kim,9' 10",1586.750,162,44,3"
55,0,33122,Russell Knox,9' 10",1943.667,198,72,3"
55,0,24781,Hunter Mahan,9' 10",1577.583,161,46,3"
58,0,25686,Jason Dufner,9' 9",1839.583,188,66,2"
58,0,29478,Kevin Kisner,9' 9",2367.750,242,55,2"
58,0,34261,Scott Langley,9' 9",1982.250,204,47,2"
61,0,46435,Austin Cook,9' 8",1860.583,192,51,2"
61,0,34099,Harris English,9' 8",2455.667,253,49,3"
61,0,25900,Lucas Glover,9' 8",2886.583,299,39,3"
61,0,46402,Talor Gooch,9' 8",1708.500,176,56,3"
61,0,34563,Chesson Hadley,9' 8",1849.333,192,42,4"
61,0,34363,Tyrrell Hatton,9' 8",1378.250,143,41,5"
61,0,26300,Matt Jones,9' 8",2226.250,231,52,4"
61,0,39975,Michael Kim,9' 8",1198.333,124,37,3"
61,0,33667,Carlos Ortiz,9' 8",2293.250,237,49,2"
61,0,49771,J.T. Poston,9' 8",3092.417,321,49,1"
61,0,27649,Brandt Snedeker,9' 8",2744.333,284,62,2"
61,0,49960,Sepp Straka,9' 8",2304.583,238,35,1"
73,0,39971,Sungjae Im,9' 7",3679.000,384,59,2"
73,0,24024,Zach Johnson,9' 7",1581.167,165,54,4"
73,0,20572,Rod Pampling,9' 7",1107.250,116,42,1
73,0,22405,Justin Rose,9' 7",1852.333,193,63,5"
73,0,39324,J.J. Spaun,9' 7",2124.917,221,49,3"
73,0,33419,Cameron Tringale,9' 7",1983.917,207,63,2"
79,0,39954,Cody Gribble,9' 6",1814.417,191,48,1"
79,0,26758,David Hearn,9' 6",1022.083,108,41,9"
79,0,49298,Kramer Hickok,9' 6",1798.083,189,78,1"
79,0,27974,Sung Kang,9' 6",2280.250,239,43,3"
79,0,45486,Joaquin Niemann,9' 6",2737.250,287,54,2"
79,0,26476,Chez Reavie,9' 6",2421.500,256,49,2"
79,0,25493,Nick Taylor,9' 6",2967.250,311,49,3"
79,0,27330,Josh Teater,9' 6",1810.667,191,44,2"
79,0,37189,Harold Varner III,9' 6",2372.917,250,44,2"
88,0,33141,Keegan Bradley,9' 5",2163.000,230,61,2"
88,0,52372,Cameron Champ,9' 5",2460.000,261,60,2"
88,0,39997,Corey Conners,9' 5",2490.250,265,47,1"
88,0,45609,Tyler Duncan,9' 5",1801.500,192,38,2"
88,0,33399,Adam Hadwin,9' 5",2203.583,235,41,1"
88,0,28775,Nate Lashley,9' 5",1962.417,208,40,4"
88,0,46601,Trey Mullinax,9' 5",2094.750,223,51,4"
88,0,27349,Alex Noren,9' 5",1278.917,136,50,2"
88,0,29221,Webb Simpson,9' 5",2441.000,259,45,5"
88,0,27214,Kevin Streelman,9' 5",2342.917,249,40,4"
88,0,34264,Hudson Swafford,9' 5",1524.250,162,44,3"
88,0,32333,Kevin Tway,9' 5",2080.917,221,50,5"
100,0,45526,Abraham Ancer,9' 4",2433.417,260,67,2"
100,0,28089,Jason Day,9' 4",1638.833,175,51,3"
100,0,47959,Bryson DeChambeau,9' 4",2533.333,272,50,7"
100,0,46523,Joey Garber,9' 4",1259.917,135,42,2"
100,0,34098,Russell Henley,9' 4",1963.417,211,55,1"
100,0,47990,Kyle Jones,9' 4",1571.833,169,82,3"
100,0,49766,Hank Lebioda,9' 4",2088.417,224,48,3"
100,0,01810,Phil Mickelson,9' 4",1640.583,175,50,4"
100,0,48822,Sebastián Muñoz,9' 4",2281.917,244,40,3"
100,0,46970,Jon Rahm,9' 4",2075.500,222,63,2"
100,0,47347,Adam Schenk,9' 4",2905.417,312,60,2"
100,0,40115,Adam Svensson,9' 4",1805.000,193,64,2"
112,0,40026,Daniel Berger,9' 3",1849.167,200,50,3"
112,0,27958,Ryan Blaum,9' 3",2307.083,250,44,3"
112,0,29479,Scott Brown,9' 3",2099.917,227,34,6"
112,0,35449,Adam Long,9' 3",1869.333,202,54,5"
112,0,24138,Ian Poulter,9' 3",1659.833,179,39,6"
112,0,28252,Seamus Power,9' 3",1724.333,187,69,3"
112,0,33486,Roger Sloan,9' 3",2400.917,259,56,1"
112,0,34431,Robert Streb,9' 3",1719.417,186,64,8"
120,0,30978,Kiradech Aphibarnrat,9' 2",1353.083,148,46,1
120,0,47504,Sam Burns,9' 2",2163.583,236,61,2"
120,0,29970,Dylan Frittelli,9' 2",2111.583,230,75,4"
120,0,39977,Max Homa,9' 2",2109.917,231,49,6"
120,0,35506,Mackenzie Hughes,9' 2",2041.167,223,86,2"
120,0,30925,Dustin Johnson,9' 2",2096.917,229,53,2"
120,0,32816,Satoshi Kodaira,9' 2",1553.750,169,54,5"
120,0,30944,Jason Kokrak,9' 2",2737.000,299,47,4"
120,0,34466,Peter Malnati,9' 2",2556.167,280,50,2"
120,0,30946,Alex Prugh,9' 2",1713.917,187,46,2"
120,0,35891,Cameron Smith,9' 2",1680.917,184,53,4"
120,0,29518,Brendan Steele,9' 2",1493.417,163,43,4"
120,0,27064,Jhonattan Vegas,9' 2",2115.833,230,70,3"
133,0,32839,Hideki Matsuyama,9' 1",2755.167,304,49,1"
133,0,26596,Ryan Moore,9' 1",2180.667,241,54,2"
133,0,27095,Nick Watney,9' 1",2281.250,251,54,2"
136,0,10809,Jim Furyk,9' 0",1659.000,185,45,3"
136,0,35532,Tom Hoge,9' 0",2157.333,239,55,3"
136,0,36799,Stephan Jaeger,9' 0",1681.250,187,47,6"
136,0,32139,Danny Willett,9' 0",1510.167,168,55,2"
140,0,25364,Paul Casey,8' 11",1909.250,215,40,2"
140,0,45157,Cam Davis,8' 11",1886.167,211,55,2"
140,0,30911,Tommy Fleetwood,8' 11",1440.417,161,34,2"
140,0,28679,Fabián Gómez,8' 11",1450.417,162,47,7"
140,0,23108,Matt Kuchar,8' 11",2248.917,252,50,2"
140,0,32058,José de Jesús Rodríguez,8' 11",1644.833,185,45,3"
140,0,30692,Scott Stallings,8' 11",2214.667,248,47,4"
140,0,30110,Kyle Stanley,8' 11",1653.333,186,44,6"
140,0,25632,Jimmy Walker,8' 11",1553.917,175,53,4"
149,0,26499,Rafa Cabrera Bello,8' 10",1480.500,167,49,8"
149,0,51766,Wyndham Clark,8' 10",2540.167,287,62,6"
149,0,26329,Louis Oosthuizen,8' 10",1507.333,171,34,4"
149,0,35732,Wes Roach,8' 10",1494.167,169,42,2"
149,0,46501,Ollie Schniederjans,8' 10",1870.833,212,66,5"
154,0,49303,Anders Albertson,8' 9",1567.917,179,41,2"
154,0,35450,Patrick Cantlay,8' 9",2133.750,245,43,3"
154,0,29725,Tony Finau,8' 9",2039.500,233,62,3"
154,0,27936,Martin Laird,8' 9",2194.583,250,73,4"
154,0,49964,Aaron Wise,8' 9",1964.167,225,53,4"
159,0,34021,Bud Cauley,8' 8",2423.750,280,50,2"
159,0,29974,Branden Grace,8' 8",1268.333,147,50,4"
159,0,33410,Andrew Landry,8' 8",2072.417,238,43,2"
159,0,25198,Francesco Molinari,8' 8",1121.333,130,44,2"
159,0,34360,Patrick Reed,8' 8",2435.333,280,43,2"
159,0,31323,Gary Woodland,8' 8",2276.750,263,55,3"
165,0,33948,Byeong Hun An,8' 7",1932.083,225,71,3"
165,0,30191,Julián Etulain,8' 7",1348.250,157,52,2"
165,0,31646,Emiliano Grillo,8' 7",1600.750,187,48,2"
165,0,27644,Brian Harman,8' 7",2042.333,238,39,3"
165,0,31557,Jim Herman,8' 7",1071.000,125,54,3"
165,0,26851,Marc Leishman,8' 7",1786.833,208,48,4"
165,0,27129,Luke List,8' 7",1706.500,198,47,3"
165,0,21528,Henrik Stenson,8' 7",1181.167,138,35,4"
165,0,35617,Martin Trainer,8' 7",1329.167,155,60,2"
174,0,36689,Brooks Koepka,8' 6",1998.000,235,41,5"
174,0,28237,Rory McIlroy,8' 6",2180.500,257,41,4"
176,0,24924,Bill Haas,8' 5",1669.583,199,44,2"
176,0,35421,Brandon Harkins,8' 5",2281.250,270,50,2"
178,0,24925,Jonathan Byrd,8' 4",971.417,116,33,2"
178,0,37455,Si Woo Kim,8' 4",1828.750,220,48,4"
178,0,23320,Ryan Palmer,8' 4",1647.917,197,38,2"
181,0,39546,Keith Mitchell,8' 2",1801.583,221,49,2"
181,0,29223,Sam Saunders,8' 2",1922.667,236,46,2"
181,0,25804,Bubba Watson,8' 2",1512.167,185,40,3"
184,0,21209,Sergio Garcia,7' 11",1106.000,140,52,6"
185,0,32640,Troy Merritt,7' 10",1779.833,227,53,4"
185,0,33448,Justin Thomas,7' 10",1960.500,251,40,2"
187,0,47856,Seth Reeves,7' 9",1338.917,173,40,1"
188,0,27141,J.B. Holmes,7' 7",1219.500,160,32,2"
