RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
42,0,08931,Glen Day,20.09,340,1692
43,0,02246,Duffy Waldorf,20.07,289,1440
44,0,01771,Blaine McCallister,20.06,343,1710
45,0,01329,Brad Faxon,19.99,331,1656
46,0,06577,John Wilson,19.97,302,1512
47,0,01156,Curt Byrum,19.96,291,1458
48,0,01261,Jay Delsing,19.95,316,1584
49,0,01116,Michael Bradley,19.91,319,1602
49,0,01755,Dick Mast,19.91,301,1512
51,0,01408,Kelly Gibson,19.89,333,1674
52,0,01235,Ben Crenshaw,19.83,307,1548
53,0,01707,Steve Lowery,19.80,335,1692
54,0,06251,Chris DiMarco,19.77,306,1548
55,0,02159,Curtis Strange,19.75,295,1494
56,0,01527,Scott Hoch,19.74,334,1692
56,0,01783,Mark McCumber,19.74,270,1368
58,0,01072,Chip Beck,19.70,305,1548
59,0,01905,Joe Ozaki,19.67,216,1098
60,0,02267,D.A. Weibring,19.58,222,1134
61,0,02239,Scott Verplank,19.53,224,1147
62,0,02214,Kirk Triplett,19.51,316,1620
63,0,01060,Dave Barr,19.48,327,1679
64,0,01890,Brett Ogle,19.44,203,1044
64,0,01928,Corey Pavin,19.44,238,1224
66,0,06809,Bob Burns,19.41,238,1226
67,0,01475,Donnie Hammond,19.34,289,1494
67,0,02256,Tom Watson,19.34,188,972
69,0,01926,Steve Pate,19.30,323,1674
70,0,01975,Tom Purtzer,19.28,236,1224
71,0,01313,Steve Elkington,19.27,215,1116
71,0,02049,Gene Sauers,19.27,284,1474
73,0,01306,David Edwards,19.24,284,1476
73,0,06617,Brian Henninger,19.24,239,1242
73,0,02218,Ted Tryba,19.24,374,1944
76,0,01633,Tom Kite,19.23,270,1404
77,0,01132,Mark Brooks,19.20,387,2016
78,0,01920,Craig Parry,19.18,214,1116
79,0,01682,Wayne Levi,19.14,286,1494
80,0,08375,Paul Stankowski,19.12,265,1386
81,0,01414,Bob Gilder,19.11,282,1476
82,0,06657,Steve Rintoul,19.10,275,1440
83,0,12660,Jesper Parnevik,19.05,192,1008
84,0,02033,Dave Rummells,19.00,342,1800
85,0,06012,Greg Kraft,18.99,294,1548
86,0,01093,Ronnie Black,18.96,273,1440
87,0,07101,Dave Stockton Jr.,18.95,307,1620
88,0,02223,Bob Tway,18.89,272,1440
89,0,01938,David Peoples,18.88,299,1584
90,0,06058,John Flannery,18.85,319,1692
90,0,01723,Andrew Magee,18.85,302,1602
92,0,02206,David Toms,18.84,309,1640
93,0,02099,Scott Simpson,18.81,237,1260
94,0,01510,Nolan Henke,18.78,267,1422
95,0,06332,Neal Lancaster,18.77,321,1710
96,0,06034,Marco Dawson,18.76,287,1530
97,0,01024,Billy Andrade,18.71,293,1566
98,0,01971,Dillard Pruitt,18.69,296,1584
99,0,01887,Mark O'Meara,18.68,306,1638
99,0,02135,Mike Standly,18.68,311,1665
101,0,01435,Wayne Grady,18.65,188,1008
101,0,01444,Ken Green,18.65,287,1539
103,0,06643,Paul Goydos,18.64,349,1872
103,0,02146,Payne Stewart,18.64,255,1368
105,0,01607,Brian Kamm,18.56,314,1692
106,0,06197,Michael Allen,18.54,324,1748
107,0,10809,Jim Furyk,18.48,316,1710
108,0,01381,Fred Funk,18.47,349,1890
109,0,01361,Dan Forsman,18.46,226,1224
110,0,01577,Lee Janzen,18.43,292,1584
110,0,02225,Howard Twitty,18.43,291,1579
112,0,01203,Russ Cochran,18.42,311,1688
113,0,01996,Mike Reid,18.41,222,1206
114,0,01824,Yoshinori Mizumaki,18.40,202,1098
115,0,01219,John Cook,18.33,264,1440
116,0,01701,Bob Lohr,18.31,290,1584
117,0,06020,Steve Brodie,18.30,279,1525
118,0,06589,Jeff Woodland,18.27,273,1494
119,0,06315,Pete Jordan,18.24,289,1584
119,0,02104,Jeff Sluman,18.24,302,1656
121,0,01550,Ed Humenik,18.23,292,1602
122,0,01330,David Feherty,18.21,220,1208
123,0,01549,Mike Hulbert,18.12,336,1854
124,0,02167,Mike Sullivan,18.08,231,1278
125,0,02303,Robert Wrenn,18.06,169,936
126,0,06575,Dudley Hart,18.05,259,1435
127,0,06609,Rob Boldt,18.04,190,1053
127,0,06140,Sean Murphy,18.04,276,1530
129,0,02190,Doug Tewell,17.92,271,1512
130,0,12661,Todd Barranger,17.91,216,1206
131,0,02201,Jim Thorpe,17.85,244,1367
132,0,02067,Ted Schulz,17.80,247,1388
133,0,01129,Bill Britton,17.73,217,1224
134,0,01891,David Ogrin,17.72,287,1620
135,0,01185,Brandel Chamblee,17.70,274,1548
136,0,01014,Fulton Allem,17.68,261,1476
137,0,02242,Lanny Wadkins,17.66,213,1206
138,0,01282,Trevor Dodds,17.65,251,1422
139,0,01196,Brian Claar,17.62,314,1782
140,0,02101,Joey Sindelar,17.61,206,1170
141,0,06090,Jim McGovern,17.49,299,1710
141,0,10213,Dicky Pride,17.49,233,1332
143,0,01288,Ed Dougherty,17.40,307,1764
143,0,01495,Morris Hatalsky,17.40,238,1368
145,0,12663,Phil Tataurangi,17.26,205,1188
146,0,02007,Larry Rinker,17.19,229,1332
147,0,07569,Mark Carnevale,17.18,266,1548
148,0,02294,Willie Wood,17.17,238,1386
149,0,02090,Tom Sieckmann,17.09,243,1422
150,0,01986,Joey Rassett,17.06,218,1278
151,0,07235,John Morse,17.03,233,1368
152,0,01006,John Adams,17.01,251,1476
153,0,06128,Steve Lamontagne,16.99,240,1413
154,0,01864,Larry Nelson,16.97,168,990
154,0,02100,Tim Simpson,16.97,278,1638
156,0,01139,Olin Browne,16.91,277,1638
157,0,01766,Billy Mayfair,16.89,301,1782
158,0,02095,Larry Silveira,16.74,232,1386
159,0,06062,Charles Raulerson,16.67,186,1116
160,0,02224,Greg Twiggs,16.49,190,1152
161,0,01307,Joel Edwards,16.34,250,1530
162,0,02245,Grant Waite,16.19,204,1260
163,0,01096,Phil Blackmar,16.17,195,1206
164,0,01353,Bruce Fleisher,16.06,237,1476
164,0,06591,Rocky Walcher,16.06,185,1152
166,0,01629,Eddie Kirby,15.81,148,936
167,0,02230,Stan Utley,15.75,207,1314
168,0,06088,Steve Gotsche,15.67,158,1008
169,0,06016,Brad Lardon,15.66,155,990
170,0,06078,Esteban Toledo,15.38,216,1404
171,0,01748,Doug Martin,15.29,223,1458
172,0,01725,John Mahaffey,15.11,204,1350
173,0,06350,Bob May,15.10,212,1404
174,0,02322,Richard Zokol,14.94,199,1332
175,0,01557,John Inman,14.47,263,1818
176,0,07781,Ty Armstrong,14.46,155,1072
177,0,01133,Billy Ray Brown,14.37,143,995
178,0,01648,Billy Kratzert,14.17,176,1242
179,0,01392,Tom Garner,13.39,135,1008
