RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,23135,Tim Clark,27.88,1784,64,22
2,0,06373,José María Olazábal,28.10,1405,50,23
3,0,25396,Kevin Na,28.14,2364,84,20
4,0,22371,Aaron Baddeley,28.26,2261,80,20
5,0,20127,Chris Riley,28.29,1556,55,22
6,0,19846,Brian Gay,28.31,2916,103,20
7,0,20766,Padraig Harrington,28.32,1756,62,22
8,0,12680,Shigeki Maruyama,28.34,2352,83,23
9,0,23621,Rory Sabbatini,28.35,2240,79,19
10,0,23718,Nathan Green,28.40,2812,99,23
11,0,21949,Joe Ogilvie,28.46,2789,98,22
12,0,24925,Jonathan Byrd,28.47,2078,73,21
13,0,21350,Ryuji Imada,28.53,2853,100,23
13,0,21731,Freddie Jacobson,28.53,1997,70,24
15,0,27649,Brandt Snedeker,28.58,2887,101,23
16,0,10117,Bob Heintz,28.59,2316,81,23
17,0,21209,Sergio Garcia,28.62,1889,66,24
18,0,24449,Parker McLachlin,28.63,2262,79,24
18,0,01948,Tim Petrovic,28.63,3035,106,21
20,0,06527,Steve Stricker,28.64,2291,80,23
21,0,02239,Scott Verplank,28.67,2322,81,23
22,0,24024,Zach Johnson,28.71,2153,75,23
23,0,20850,Daniel Chopra,28.74,3046,106,24
24,0,23497,Tag Ridings,28.76,1438,50,23
25,0,22212,Craig Lile,28.77,2158,75,23
26,0,23613,Rich Barcelo,28.79,2246,78,23
26,0,06034,Marco Dawson,28.79,2044,71,23
28,0,20623,Gavin Coles,28.80,2390,83,22
28,0,01810,Phil Mickelson,28.80,2045,71,23
30,0,01320,Bob Estes,28.81,2535,88,21
30,0,06643,Paul Goydos,28.81,1700,59,22
30,0,20628,Arron Oberholser,28.81,1959,68,24
33,0,22046,Geoff Ogilvy,28.82,2248,78,22
33,0,12660,Jesper Parnevik,28.82,2421,84,24
33,0,22293,Heath Slocum,28.82,2911,101,24
36,0,19972,José Coceres,28.83,1326,46,23
36,0,01941,Tom Pernice Jr.,28.83,2998,104,23
36,0,02206,David Toms,28.83,2220,77,23
39,0,24357,K.J. Choi,28.84,2451,85,22
40,0,01313,Steve Elkington,28.87,2396,83,20
41,0,24138,Ian Poulter,28.88,1733,60,24
41,0,26882,Michael Sim,28.88,1502,52,23
43,0,20433,Mark Hensby,28.89,2340,81,23
44,0,01928,Corey Pavin,28.91,2342,81,24
45,0,12716,Charley Hoffman,28.92,2805,97,23
45,0,27060,John Mallinger,28.92,2776,96,24
45,0,20160,Charlie Wi,28.92,2545,88,24
48,0,22405,Justin Rose,28.93,1707,59,20
48,0,08793,Tiger Woods,28.93,1736,60,24
50,0,10423,Mike Weir,28.94,2344,81,24
51,0,06522,Ernie Els,28.95,1679,58,23
52,0,08537,J.P. Hayes,28.96,2577,89,23
52,0,08881,Tripp Isenhour,28.96,2375,82,23
52,0,10425,Jay Williamson,28.96,1448,50,22
52,0,12602,Dean Wilson,28.96,2664,92,23
56,0,22913,John Rollins,28.97,2926,101,22
57,0,07547,Craig Kanada,28.98,3043,105,23
58,0,01161,Mark Calcavecchia,29.00,2581,89,23
58,0,20157,Retief Goosen,29.00,1392,48,23
58,0,23800,Bryce Molder,29.00,1566,54,23
61,0,20104,Ken Duke,29.01,3249,112,23
61,0,12705,Cliff Kresge,29.01,3104,107,23
61,0,10213,Dicky Pride,29.01,1944,67,24
64,0,23983,Luke Donald,29.03,1945,67,25
64,0,23623,Bo Van Pelt,29.03,3019,104,23
66,0,06251,Chris DiMarco,29.04,2236,77,23
66,0,23108,Matt Kuchar,29.04,2352,81,24
68,0,07363,Craig Bowden,29.05,2208,76,24
68,0,21753,Brian Davis,29.05,2934,101,22
68,0,06567,Vijay Singh,29.05,2905,100,25
71,0,01797,Rocco Mediate,29.06,2092,72,23
71,0,02223,Bob Tway,29.06,2877,99,24
73,0,23048,Eric Axley,29.08,3112,107,22
73,0,24490,George McNeill,29.08,2646,91,23
75,0,25345,Carl Pettersson,29.10,3201,110,23
75,0,23325,Vaughn Taylor,29.10,2532,87,23
77,0,20098,Stuart Appleby,29.12,2126,73,25
78,0,01473,Todd Hamilton,29.13,2214,76,22
78,0,10860,Justin Leonard,29.13,2767,95,22
78,0,22348,Nick O'Hern,29.13,1981,68,23
81,0,25900,Lucas Glover,29.14,2827,97,24
82,0,26596,Ryan Moore,29.15,2682,92,23
82,0,12714,Chris Tidland,29.15,1603,55,23
84,0,07223,Brian Bateman,29.16,1487,51,21
84,0,25190,Jeff Quinney,29.16,2770,95,23
86,0,23933,Michael Boyd,29.18,1663,57,25
86,0,20229,Stewart Cink,29.18,2568,88,25
86,0,26881,Jarrod Lyle,29.18,2130,73,22
89,0,07867,Woody Austin,29.19,2773,95,23
89,0,29718,Anthony Kim,29.19,2715,93,24
89,0,23320,Ryan Palmer,29.19,2656,91,24
92,0,20378,Mathias Grönberg,29.20,2774,95,22
93,0,25273,Andrew Buckle,29.23,2192,75,24
94,0,01142,Bart Bryant,29.24,2515,86,22
95,0,08931,Glen Day,29.25,2369,81,23
95,0,21660,Jason Schultz,29.25,1726,59,23
97,0,11032,Frank Lickliter II,29.29,2783,95,22
98,0,26360,Bubba Dickerson,29.30,1377,47,26
98,0,22806,Doug LaBelle II,29.30,2930,100,25
100,0,21633,Steve Allan,29.32,1730,59,24
101,0,06197,Michael Allen,29.33,2053,70,23
101,0,20472,Alex Cejka,29.33,2288,78,22
101,0,21528,Henrik Stenson,29.33,1349,46,22
104,0,06004,Stephen Ames,29.34,2259,77,24
104,0,08075,Jerry Kelly,29.34,2846,97,23
104,0,24502,Adam Scott,29.34,1995,68,25
107,0,24361,Pat Perez,29.35,2348,80,23
108,0,28475,Jeff Overton,29.36,1703,58,25
109,0,01724,Jeff Maggert,29.38,2321,79,24
109,0,27770,Camilo Villegas,29.38,2409,82,23
111,0,19803,Ryan Armour,29.39,3027,103,24
111,0,27120,Troy Matteson,29.39,2557,87,24
111,0,27963,Chris Stroud,29.39,1881,64,23
114,0,24140,Sean O'Hair,29.40,2881,98,24
115,0,25892,Steve Wheatcroft,29.41,2029,69,24
116,0,07457,Steve Flesch,29.42,2942,100,25
116,0,22892,Jason Gore,29.42,2530,86,24
116,0,28158,Steve Marino,29.42,3001,102,23
116,0,06595,Kevin Sutherland,29.42,2501,85,21
120,0,12782,Tim Herron,29.43,2766,94,23
120,0,25804,Bubba Watson,29.43,2354,80,25
122,0,23614,Rich Beem,29.45,2621,89,21
122,0,21806,Paul Gow,29.45,1944,66,24
124,0,21878,Mark Wilson,29.46,2445,83,24
125,0,22621,Ben Curtis,29.48,2358,80,24
125,0,10809,Jim Furyk,29.48,2417,82,25
127,0,12195,Tom Johnson,29.50,2124,72,22
128,0,23638,Brendon de Jonge,29.51,2125,72,21
128,0,20634,Peter Lonard,29.51,2390,81,23
128,0,24781,Hunter Mahan,29.51,2685,91,22
128,0,20572,Rod Pampling,29.51,2656,90,23
132,0,01945,Kenny Perry,29.53,2451,83,22
133,0,08375,Paul Stankowski,29.54,1418,48,25
134,0,21805,Harrison Frazar,29.55,2541,86,23
134,0,01577,Lee Janzen,29.55,1891,64,23
134,0,26420,Richard Johnson,29.55,2689,91,25
137,0,24912,Will MacKenzie,29.56,2956,100,23
138,0,01249,John Daly,29.58,1745,59,24
139,0,11123,Chris Couch,29.59,2249,76,24
139,0,25686,Jason Dufner,29.59,2959,100,22
139,0,01381,Fred Funk,29.59,1805,61,22
142,0,24507,Jason Bohn,29.61,1688,57,25
142,0,01707,Steve Lowery,29.61,2191,74,23
144,0,10733,Kent Jones,29.62,2873,97,24
145,0,27095,Nick Watney,29.64,2579,87,25
146,0,08123,Jeff Brehaut,29.65,1690,57,24
146,0,24980,Scott Gutschewski,29.65,1868,63,23
148,0,21470,Daisuke Maruyama,29.66,2432,82,24
149,0,21961,Charles Howell III,29.67,2552,86,23
149,0,07749,Brett Quigley,29.67,2314,78,25
151,0,24924,Bill Haas,29.70,2643,89,25
151,0,20382,Stephen Leaney,29.70,2435,82,22
151,0,02246,Duffy Waldorf,29.70,2049,69,24
154,0,01388,Robert Gamez,29.71,2496,84,24
155,0,26289,Boo Weekley,29.73,2884,97,22
156,0,23349,Charles Warren,29.74,3004,101,25
157,0,01024,Billy Andrade,29.75,2618,88,24
158,0,27141,J.B. Holmes,29.77,2054,69,23
159,0,20859,Anders Hansen,29.78,1519,51,24
160,0,26951,Johnson Wagner,29.79,2890,97,25
161,0,12652,Cameron Beckman,29.80,2742,92,23
162,0,19824,Craig Barlow,29.81,1550,52,26
162,0,01766,Billy Mayfair,29.81,2921,98,25
162,0,02214,Kirk Triplett,29.81,2295,77,24
165,0,06515,Shaun Micheel,29.82,2624,88,22
165,0,24457,Jaco Van Zyl,29.82,1461,49,25
167,0,01132,Mark Brooks,29.84,1462,49,26
168,0,21959,Ted Purdy,29.85,2925,98,23
169,0,01035,Tommy Armour III,29.86,2299,77,24
169,0,20498,Briny Baird,29.86,3314,111,25
171,0,23788,D.J. Trahan,29.88,2958,99,24
172,0,27702,Matt Hendrix,29.89,1823,61,24
173,0,24290,D.J. Brigman,29.95,1887,63,25
173,0,24358,Robert Garrigus,29.95,2845,95,25
173,0,02104,Jeff Sluman,29.95,1677,56,24
176,0,01157,Tom Byrum,30.00,1440,48,25
177,0,21646,David Branshaw,30.01,2491,83,24
178,0,12510,Chad Campbell,30.03,2703,90,23
178,0,01677,Tom Lehman,30.03,1862,62,26
180,0,20574,Mathew Goggin,30.04,2914,97,26
180,0,29476,Kyle Reifers,30.04,2073,69,23
182,0,22295,Darron Stiles,30.07,1834,61,25
183,0,27933,John Merrick,30.09,2648,88,23
183,0,02101,Joey Sindelar,30.09,2257,75,25
185,0,23353,J.J. Henry,30.11,2559,85,24
186,0,01706,Davis Love III,30.12,1958,65,23
187,0,10885,Robert Allenby,30.18,2686,89,24
188,0,22378,Trevor Immelman,30.19,2053,68,25
189,0,20645,John Senden,30.24,2933,97,26
189,0,23322,Brett Wetterich,30.24,2631,87,25
191,0,28486,Michael Putnam,30.25,2783,92,24
192,0,02036,Jim Rutledge,30.38,1671,55,26
193,0,20691,Greg Owen,30.39,2401,79,25
194,0,26679,Kevin Stadler,30.43,2769,91,23
195,0,20105,Jeff Gove,30.50,3141,103,25
196,0,06621,Joe Durant,30.64,2666,87,22
