RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
1,0,23135,Tim Clark,7.94,508,64
2,0,20766,Padraig Harrington,7.87,488,62
3,0,25396,Kevin Na,7.85,659,84
4,0,06373,José María Olazábal,7.70,385,50
5,0,24925,Jonathan Byrd,7.66,559,73
6,0,22371,Aaron Baddeley,7.65,612,80
6,0,23621,Rory Sabbatini,7.65,604,79
8,0,01948,Tim Petrovic,7.57,802,106
9,0,06643,Paul Goydos,7.53,444,59
10,0,12680,Shigeki Maruyama,7.51,631,84
11,0,21350,Ryuji Imada,7.42,772,104
12,0,21731,Freddie Jacobson,7.37,516,70
12,0,20127,Chris Riley,7.37,435,59
14,0,23718,Nathan Green,7.35,757,103
15,0,06527,Steve Stricker,7.34,587,80
16,0,22046,Geoff Ogilvy,7.32,571,78
16,0,01941,Tom Pernice Jr.,7.32,761,104
18,0,22405,Justin Rose,7.31,431,59
19,0,01320,Bob Estes,7.30,642,88
20,0,19846,Brian Gay,7.28,779,107
20,0,27060,John Mallinger,7.28,699,96
22,0,20628,Arron Oberholser,7.25,493,68
23,0,07867,Woody Austin,7.23,687,95
24,0,23983,Luke Donald,7.22,484,67
25,0,20850,Daniel Chopra,7.21,764,106
25,0,21209,Sergio Garcia,7.21,476,66
27,0,26596,Ryan Moore,7.20,662,92
28,0,01810,Phil Mickelson,7.18,510,71
28,0,24138,Ian Poulter,7.18,431,60
30,0,23613,Rich Barcelo,7.16,573,80
30,0,24024,Zach Johnson,7.16,537,75
32,0,08537,J.P. Hayes,7.15,636,89
32,0,20433,Mark Hensby,7.15,579,81
32,0,26882,Michael Sim,7.15,372,52
35,0,20098,Stuart Appleby,7.14,521,73
35,0,01928,Corey Pavin,7.14,578,81
37,0,20157,Retief Goosen,7.13,342,48
37,0,10117,Bob Heintz,7.13,606,85
37,0,02206,David Toms,7.13,549,77
37,0,12602,Dean Wilson,7.13,656,92
41,0,20104,Ken Duke,7.12,797,112
42,0,22913,John Rollins,7.11,718,101
42,0,22293,Heath Slocum,7.11,718,101
42,0,10423,Mike Weir,7.11,576,81
45,0,22892,Jason Gore,7.10,611,86
45,0,23497,Tag Ridings,7.10,369,52
45,0,06567,Vijay Singh,7.10,710,100
48,0,06522,Ernie Els,7.09,411,58
48,0,20378,Mathias Grönberg,7.09,674,95
50,0,22212,Craig Lile,7.08,545,77
50,0,25345,Carl Pettersson,7.08,779,110
52,0,24502,Adam Scott,7.07,481,68
52,0,02239,Scott Verplank,7.07,573,81
54,0,24357,K.J. Choi,7.06,600,85
55,0,01161,Mark Calcavecchia,7.05,656,93
55,0,10860,Justin Leonard,7.05,670,95
55,0,12660,Jesper Parnevik,7.05,620,88
55,0,25804,Bubba Watson,7.05,564,80
59,0,06251,Chris DiMarco,7.04,542,77
60,0,06034,Marco Dawson,7.03,513,73
60,0,12716,Charley Hoffman,7.03,682,97
60,0,08793,Tiger Woods,7.03,422,60
63,0,21949,Joe Ogilvie,7.02,716,102
64,0,07363,Craig Bowden,7.00,546,78
64,0,24449,Parker McLachlin,7.00,581,83
66,0,25900,Lucas Glover,6.99,678,97
67,0,23320,Ryan Palmer,6.98,635,91
67,0,10425,Jay Williamson,6.98,349,50
69,0,27649,Brandt Snedeker,6.97,732,105
70,0,23614,Rich Beem,6.96,619,89
70,0,07457,Steve Flesch,6.96,696,100
72,0,24140,Sean O'Hair,6.95,681,98
72,0,25190,Jeff Quinney,6.95,660,95
74,0,11032,Frank Lickliter II,6.94,659,95
74,0,01797,Rocco Mediate,6.94,500,72
76,0,23048,Eric Axley,6.93,742,107
76,0,27770,Camilo Villegas,6.93,568,82
78,0,20623,Gavin Coles,6.92,602,87
78,0,11123,Chris Couch,6.92,526,76
78,0,29718,Anthony Kim,6.92,644,93
78,0,27120,Troy Matteson,6.92,602,87
82,0,12705,Cliff Kresge,6.91,739,107
82,0,21528,Henrik Stenson,6.91,318,46
84,0,01473,Todd Hamilton,6.89,524,76
85,0,01142,Bart Bryant,6.88,592,86
85,0,25273,Andrew Buckle,6.88,530,77
87,0,01249,John Daly,6.85,404,59
88,0,20229,Stewart Cink,6.84,602,88
88,0,23325,Vaughn Taylor,6.84,622,91
90,0,23623,Bo Van Pelt,6.83,710,104
90,0,20160,Charlie Wi,6.83,615,90
92,0,24490,George McNeill,6.81,647,95
92,0,22348,Nick O'Hern,6.81,463,68
94,0,06004,Stephen Ames,6.80,517,76
94,0,01707,Steve Lowery,6.80,503,74
96,0,24507,Jason Bohn,6.79,387,57
97,0,22621,Ben Curtis,6.78,542,80
97,0,21753,Brian Davis,6.78,685,101
97,0,24912,Will MacKenzie,6.78,678,100
100,0,10213,Dicky Pride,6.77,481,71
101,0,06595,Kevin Sutherland,6.75,574,85
102,0,26881,Jarrod Lyle,6.74,519,77
103,0,08881,Tripp Isenhour,6.72,578,86
103,0,07547,Craig Kanada,6.72,732,109
105,0,01313,Steve Elkington,6.71,584,87
105,0,10733,Kent Jones,6.71,651,97
107,0,28158,Steve Marino,6.70,710,106
107,0,23800,Bryce Molder,6.70,375,56
109,0,19824,Craig Barlow,6.69,348,52
109,0,25686,Jason Dufner,6.69,669,100
111,0,20472,Alex Cejka,6.68,534,80
111,0,19972,José Coceres,6.68,334,50
111,0,08075,Jerry Kelly,6.68,675,101
111,0,01724,Jeff Maggert,6.68,528,79
115,0,01024,Billy Andrade,6.67,587,88
115,0,07223,Brian Bateman,6.67,367,55
115,0,10809,Jim Furyk,6.67,547,82
118,0,23108,Matt Kuchar,6.66,566,85
119,0,24781,Hunter Mahan,6.65,605,91
120,0,02214,Kirk Triplett,6.64,511,77
121,0,20574,Mathew Goggin,6.62,642,97
121,0,20572,Rod Pampling,6.62,596,90
123,0,23788,D.J. Trahan,6.61,654,99
123,0,02223,Bob Tway,6.61,681,103
123,0,24457,Jaco Van Zyl,6.61,337,51
