RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
126,0,27095,Nick Watney,6.59,573,87
127,0,21805,Harrison Frazar,6.58,579,88
128,0,12782,Tim Herron,6.57,644,98
128,0,06515,Shaun Micheel,6.57,578,88
130,0,23933,Michael Boyd,6.56,400,61
131,0,12195,Tom Johnson,6.55,485,74
132,0,07749,Brett Quigley,6.54,510,78
133,0,21961,Charles Howell III,6.53,562,86
134,0,22806,Doug LaBelle II,6.51,677,104
135,0,19803,Ryan Armour,6.50,696,107
135,0,28475,Jeff Overton,6.50,390,60
137,0,21646,David Branshaw,6.49,539,83
137,0,24361,Pat Perez,6.49,545,84
137,0,01945,Kenny Perry,6.49,539,83
140,0,27141,J.B. Holmes,6.48,460,71
140,0,21660,Jason Schultz,6.48,408,63
140,0,25892,Steve Wheatcroft,6.48,473,73
143,0,08931,Glen Day,6.47,550,85
144,0,10885,Robert Allenby,6.46,575,89
144,0,01766,Billy Mayfair,6.46,633,98
146,0,23349,Charles Warren,6.45,651,101
147,0,12714,Chris Tidland,6.44,380,59
148,0,21633,Steve Allan,6.43,405,63
148,0,20382,Stephen Leaney,6.43,527,82
148,0,21470,Daisuke Maruyama,6.43,553,86
151,0,08123,Jeff Brehaut,6.42,379,59
151,0,01577,Lee Janzen,6.42,424,66
153,0,26360,Bubba Dickerson,6.41,327,51
153,0,24358,Robert Garrigus,6.41,609,95
153,0,26420,Richard Johnson,6.41,596,93
153,0,02246,Duffy Waldorf,6.41,442,69
153,0,21878,Mark Wilson,6.41,558,87
158,0,20498,Briny Baird,6.37,733,115
158,0,01381,Fred Funk,6.37,414,65
158,0,26951,Johnson Wagner,6.37,618,97
161,0,21806,Paul Gow,6.36,445,70
161,0,27963,Chris Stroud,6.36,420,66
163,0,24924,Bill Haas,6.35,591,93
164,0,23638,Brendon de Jonge,6.34,482,76
165,0,20634,Peter Lonard,6.33,538,85
166,0,12510,Chad Campbell,6.32,569,90
167,0,27702,Matt Hendrix,6.30,397,63
167,0,26289,Boo Weekley,6.30,636,101
169,0,23322,Brett Wetterich,6.29,547,87
170,0,06197,Michael Allen,6.28,465,74
170,0,12652,Cameron Beckman,6.28,603,96
172,0,29476,Kyle Reifers,6.27,445,71
173,0,08375,Paul Stankowski,6.25,325,52
174,0,24980,Scott Gutschewski,6.21,416,67
174,0,02101,Joey Sindelar,6.21,466,75
176,0,01677,Tom Lehman,6.19,384,62
177,0,22378,Trevor Immelman,6.18,420,68
178,0,20645,John Senden,6.16,598,97
179,0,23353,J.J. Henry,6.15,523,85
180,0,01706,Davis Love III,6.12,398,65
181,0,21959,Ted Purdy,6.09,621,102
182,0,01035,Tommy Armour III,6.07,492,81
182,0,24290,D.J. Brigman,6.07,407,67
184,0,20691,Greg Owen,6.06,491,81
185,0,01388,Robert Gamez,6.05,532,88
186,0,20105,Jeff Gove,6.04,622,103
187,0,01157,Tom Byrum,6.02,301,50
187,0,02104,Jeff Sluman,6.02,361,60
189,0,27933,John Merrick,6.01,553,92
190,0,28486,Michael Putnam,5.95,571,96
191,0,22295,Darron Stiles,5.94,386,65
192,0,01132,Mark Brooks,5.91,313,53
193,0,06621,Joe Durant,5.87,511,87
194,0,20859,Anders Hansen,5.80,319,55
195,0,26679,Kevin Stadler,5.72,543,95
196,0,02036,Jim Rutledge,5.71,337,59
