RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
295,0,27958,Ryan Blaum,38' 9",Travelers,2,8
296,0,33404,Chris Baker,38' 8",Sanderson Farms,2,4
296,0,26758,David Hearn,38' 8",3M Open,2,8
298,0,37278,Nicholas Lindheim,38' 7",Shriners Children's Open,1,5
299,0,35087,Bio Kim,38' 5",THE CJ CUP,3,1
299,0,60203,Jon Mayer,38' 5",Wyndham,2,9
299,0,51890,Greyson Sigg,38' 5",Wyndham,1,4
302,0,22764,Michael Block,38' 1",PGA Championship,1,2
303,0,49303,Anders Albertson,38' 0",Sony Open,1,3
304,0,28521,Ryutaro Nagano,37' 10",U.S. Open,1,2
305,0,48051,Yannik Paul,37' 7",PGA Championship,3,3
306,0,56284,Patrick Cover,37' 6",U.S. Open,1,13
307,0,32367,Jorge Campillo,37' 5",Genesis Scottish Open,3,11
308,0,59866,Nick Dunlap,36' 10",U.S. Open,1,4
308,0,64442,Gordon Sargent,36' 10",Rocket Mortgage,2,15
310,0,59095,Chris Gotterup,36' 9",Shriners,1,15
311,0,64690,Omar Morales,36' 8",Mexico Open,1,5
312,0,31420,Anirban Lahiri,36' 7",PGA Championship,1,16
313,0,64267,Blaze Akana,36' 6",Sony Open,1,1
314,0,25198,Francesco Molinari,36' 4",Mexico Open,2,4
315,0,45733,Austen Truslow,36' 3",U.S. Open,1,18
316,0,47960,Simon Forsström,36' 0",U.S. Open,1,15
316,0,08075,Jerry Kelly,36' 0",THE PLAYERS,4,14
318,0,57860,Maxwell Moldovan,35' 11",U.S. Open,3,18
318,0,35807,José Toledo,35' 11",Mexico Open,2,5
320,0,56003,Yongjun Bae,35' 8",THE CJ CUP,3,15
320,0,32640,Troy Merritt,35' 8",Fortinet Championship,3,10
320,0,34360,Patrick Reed,35' 8",PGA Championship,3,12
320,0,57298,Preston Summerhays,35' 8",U.S. Open,1,18
324,0,39412,Zack Fischer,35' 7",Houston Open,1,14
325,0,45426,Nathan Kimsey,35' 6",Barbasol,1,17
326,0,51569,Peter Lansburgh,35' 4",Valero,1,6
327,0,35557,Aaron Cockerill,35' 3",Barbasol,2,5
327,0,51895,Ryan Cole,35' 3",Wells Fargo,1,6
327,0,63121,William Mouw,35' 3",John Deere,1,4
327,0,46628,Jeremy Wells,35' 3",PGA Championship,1,17
331,0,56266,Deon Germishuys,35' 2",Barbasol,1,8
332,0,29425,Andrew Svoboda,35' 0",Travelers,2,15
333,0,48129,Corey Pereira,34' 11",U.S. Open,1,2
333,0,22405,Justin Rose,34' 11",Farmers,3,6
335,0,65280,Niklas Norgaard,34' 10",Barbasol,1,8
336,0,52095,Christoffer Bring,34' 9",Barbasol,1,10
336,0,25900,Lucas Glover,34' 9",Barbasol,2,9
338,0,35778,Kazuki Higa,34' 7",PGA Championship,1,12
338,0,47483,Will Zalatoris,34' 7",Genesis,4,5
340,0,48433,Oliver Hundeboll,34' 6",Barbasol,2,2
341,0,63123,Travis Vick,34' 5",Houston Open,4,4
341,0,59534,Brice Wilkinson,34' 5",Sanderson Farms,1,9
343,0,31681,Louis de Jager,34' 3",Barbasol,3,5
343,0,35469,Sebastián Vázquez,34' 3",Mexico Open,3,4
345,0,64594,Angel Hidalgo Portillo,34' 2",Barbasol,1,7
345,0,49766,Hank Lebioda,34' 2",Valspar,3,4
347,0,49337,Thomas Lehman,34' 1",3M Open,2,5
348,0,46464,Jordan Smith,34' 0",PGA Championship,1,6
348,0,38991,Alejandro Tosti,34' 0",Mexico Open,4,1
350,0,48153,Matthieu Pavon,33' 10",Genesis Scottish Open,2,18
351,0,47102,David Micheluzzi,33' 7",AT&T Byron Nelson,1,2
351,0,50489,Kyle Mueller,33' 7",U.S. Open,1,18
353,0,56297,John Somers,33' 4",PGA Championship,1,5
354,0,49228,Keita Nakajima,33' 3",Sony Open,4,8
355,0,30050,Sean Jacklin,33' 1",Houston Open,1,2
356,0,24357,K.J. Choi,33' 0",Sony Open,1,12
356,0,51927,Reid Martin,33' 0",John Deere,1,17
358,0,60004,Jacob Bridgeman,32' 10",Fortinet Championship,4,11
358,0,27466,Spencer Levin,32' 10",Shriners,2,17
360,0,59547,Anthony Cordes,32' 8",PGA Championship,2,13
361,0,46717,Viktor Hovland,32' 7",BMW Championship,3,1
362,0,35296,Haotong Li,32' 5",Genesis Scottish Open,2,12
363,0,23623,Bo Van Pelt,32' 2",Barbasol,1,16
364,0,21209,Sergio Garcia,31' 11",U.S. Open,2,1
365,0,50223,Ewen Ferguson,31' 10",Genesis Scottish Open,4,14
366,0,55930,Fred Biondi,31' 8",Fortinet,1,10
367,0,30957,Maximilian Kieffer,31' 6",Genesis Scottish Open,3,11
368,0,54278,Mateo Fernandez de Oliveira,31' 3",Mexico Open,2,12
369,0,52287,David Ravetto,31' 0",Barbasol,3,2
370,0,33968,Thorbjørn Olesen,30' 10",Genesis Scottish Open,3,17
371,0,35617,Martin Trainer,30' 9",Barbasol,2,5
372,0,26420,Richard Johnson,30' 8",AT&T Byron Nelson,2,13
372,0,47737,Logan McCracken,30' 8",AT&T Byron Nelson,1,10
374,0,25720,Chad Collins,30' 7",Rocket Mortgage,2,7
375,0,54813,Philip Knowles,30' 4",Houston Open,1,9
375,0,27770,Camilo Villegas,30' 4",Sanderson Farms,2,9
377,0,47959,Bryson DeChambeau,30' 3",PGA Championship,3,3
377,0,47336,Michael Hopper,30' 3",WM Phoenix Open,2,13
377,0,55752,Ben Kern,30' 3",PGA Championship,2,6
380,0,60792,Taylor Durham,30' 2",RBC Canadian,2,17
381,0,55421,Chip McDaniel,29' 11",Barbasol,2,12
381,0,50154,Joseph Winslow,29' 11",Sony Open,1,4
383,0,28593,Jesse Mueller,29' 9",Sony Open,2,13
384,0,60008,Ford Clegg,29' 7",Sanderson Farms,1,17
384,0,52514,Trace Crowe,29' 7",Wells Fargo,4,2
384,0,56987,Jeong Weon Ko,29' 7",Barbasol,1,9
387,0,27896,Ross Fisher,29' 5",U.S. Open,1,8
388,0,50012,Wyatt Worthington II,29' 3",PGA Championship,1,16
389,0,32058,José de Jesús Rodríguez,29' 1",Mexico Open,2,6
390,0,32815,Masahiro Kawamura,28' 10",Barbasol,4,3
391,0,34174,John Huh,28' 9",Sanderson Farms,2,11
392,0,61193,David Puig,28' 6",U.S. Open,4,13
392,0,46646,Antoine Rozner,28' 6",Genesis Scottish Open,2,10
394,0,59647,Tommy Gibson,28' 5",RBC Heritage,1,17
394,0,37250,Romain Langasque,28' 5",Genesis Scottish Open,2,14
394,0,33023,Ockie Strydom,28' 5",Genesis Scottish Open,1,13
397,0,30959,Alexander Knappe,28' 4",Barbasol,1,5
398,0,31273,Gavin Green,28' 3",Genesis Scottish Open,1,14
398,0,45486,Joaquin Niemann,28' 3",U.S. Open,2,11
400,0,28307,Matt Every,28' 2",Barbasol,1,9
401,0,48898,David Carey,28' 0",RBC Canadian,1,2
401,0,40027,Lexi Thompson,28' 0",Shriners Children's Open,2,2
403,0,36892,Olin Browne Jr.,27' 11",U.S. Open,1,4
403,0,51635,Chris Nido,27' 11",Barbasol,3,2
405,0,24461,Thomas Aiken,27' 10",Barbasol,2,2
406,0,47850,John Axelsen,27' 8",Barbasol,3,15
407,0,48098,Sebastian Garcia Rodriguez,27' 6",Barbasol,2,12
407,0,50474,Tim Widing,27' 6",Shriners Children's Open,1,3
409,0,34310,Alexander Björk,27' 3",Genesis Scottish Open,4,14
409,0,65135,Jay Giannetto,27' 3",John Deere,2,12
409,0,60021,Patrick Welch,27' 3",Shriners,2,5
412,0,60020,Johnny Travale,27' 1",RBC Canadian,2,13
413,0,39460,Cyril Bouniol,27' 0",Fortinet,1,18
414,0,23788,D.J. Trahan,26' 11",Sanderson Farms,1,2
415,0,47056,Rikuya Hoshino,26' 10",PGA Championship,3,6
416,0,28166,Pedro Figueiredo,26' 9",Barbasol,2,1
417,0,20850,Daniel Chopra,26' 8",Barbasol,1,1
418,0,50823,Tom McKibbin,26' 7",Genesis Scottish Open,3,16
418,0,47529,Mito Pereira,26' 7",Shriners,1,12
420,0,31138,Scott Jamieson,26' 5",Genesis Scottish Open,1,10
420,0,48293,Mikael Lindberg,26' 5",Barbasol,4,14
422,0,46368,Stuart Macdonald,26' 4",RBC Canadian,2,17
422,0,32797,Sanghyun Park,26' 4",THE CJ CUP,1,9
422,0,63548,Chase Sienkiewicz,26' 4",Fortinet,2,11
425,0,33936,Gunner Wiebe,26' 0",The American Express,2,7
426,0,32776,Yeongsu Kim,25' 11",THE CJ CUP,1,15
426,0,57737,Jayden Schaper,25' 11",Barbasol,2,14
428,0,47667,Conner Godsey,25' 10",The RSM Classic,1,4
428,0,55707,Calum Hill,25' 10",Genesis Scottish Open,3,6
430,0,60405,Bastien Amat,25' 8",U.S. Open,1,17
430,0,26679,Kevin Stadler,25' 8",Barbasol,1,2
432,0,35409,Craig Hocknull,25' 6",Shriners Children's Open,1,14
433,0,48372,Marcus Helligkilde,25' 5",Barbasol,1,3
434,0,59105,Blake Hathcoat,25' 3",Fortinet,2,12
