RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,47591,Eric Cole,431,865,49.8
2,0,50188,S.H. Kim,388,761,51.0
3,0,33948,Byeong Hun An,383,686,55.8
4,0,36799,Stephan Jaeger,372,742,50.1
5,0,40115,Adam Svensson,359,737,48.7
6,0,55789,Taylor Montgomery,357,715,49.9
7,0,35461,Beau Hossler,353,651,54.2
8,0,54421,Garrick Higgo,352,648,54.3
9,0,47993,Denny McCarthy,349,685,50.9
9,0,51634,Sahith Theegala,349,661,52.8
11,0,51766,Wyndham Clark,345,663,52.0
12,0,37455,Si Woo Kim,343,651,52.7
13,0,30927,Brendon Todd,341,670,50.9
14,0,54591,Ben Griffin,338,667,50.7
15,0,35449,Adam Long,336,647,51.9
16,0,46340,Alex Smalley,333,639,52.1
17,0,47983,Chad Ramey,329,659,49.9
18,0,39971,Sungjae Im,325,626,51.9
19,0,49771,J.T. Poston,324,641,50.5
19,0,47347,Adam Schenk,324,677,47.9
21,0,34466,Peter Malnati,322,599,53.8
22,0,46414,Aaron Rai,321,597,53.8
22,0,37275,Sam Ryder,321,672,47.8
24,0,54628,Lee Hodges,318,632,50.3
25,0,35532,Tom Hoge,317,639,49.6
25,0,36699,Patrick Rodgers,317,602,52.7
25,0,46441,Robby Shelton,317,589,53.8
25,0,50493,Justin Suh,317,693,45.7
29,0,32102,Rickie Fowler,315,600,52.5
30,0,32757,Patton Kizzire,314,602,52.2
30,0,51890,Greyson Sigg,314,616,51.0
32,0,34099,Harris English,310,607,51.1
32,0,36801,Mark Hubbard,310,633,49.0
34,0,32791,K.H. Lee,305,579,52.7
35,0,47504,Sam Burns,303,581,52.2
35,0,27644,Brian Harman,303,591,51.3
37,0,33399,Adam Hadwin,300,591,50.8
38,0,31646,Emiliano Grillo,297,617,48.1
38,0,48119,Ben Taylor,297,606,49.0
40,0,34256,Andrew Putnam,296,617,48.0
40,0,25632,Jimmy Walker,296,559,53.0
42,0,49947,Taylor Moore,295,593,49.7
42,0,34610,Matthias Schwab,295,552,53.4
42,0,39324,J.J. Spaun,295,581,50.8
45,0,58168,Davis Thompson,294,586,50.2
46,0,52374,Brandon Wu,293,595,49.2
47,0,33413,Ben Martin,292,583,50.1
47,0,25818,Scott Piercy,292,533,54.8
49,0,45522,Christiaan Bezuidenhout,291,574,50.7
49,0,23108,Matt Kuchar,291,564,51.6
51,0,36326,David Lipsky,290,543,53.4
51,0,55893,Sam Stevens,290,563,51.5
53,0,49298,Kramer Hickok,289,547,52.8
54,0,39977,Max Homa,288,605,47.6
54,0,27214,Kevin Streelman,288,581,49.6
56,0,55182,Tom Kim,286,559,51.2
57,0,47995,Davis Riley,285,549,51.9
57,0,50095,Austin Smotherman,285,587,48.6
57,0,47128,Richy Werenski,285,560,50.9
60,0,40162,Justin Lower,283,597,47.4
61,0,28775,Nate Lashley,282,558,50.5
61,0,25493,Nick Taylor,282,566,49.8
63,0,47988,Nick Hardy,281,597,47.1
64,0,39546,Keith Mitchell,279,548,50.9
65,0,56762,Will Gordon,277,575,48.2
65,0,57975,Harry Hall,277,573,48.3
65,0,32333,Kevin Tway,277,541,51.2
68,0,25900,Lucas Glover,276,565,48.8
68,0,26476,Chez Reavie,276,567,48.7
70,0,46717,Viktor Hovland,272,539,50.5
71,0,39067,MJ Daffue,270,523,51.6
71,0,35879,Kelly Kraft,270,541,49.9
73,0,37338,Zecheng Dou,269,530,50.8
73,0,29725,Tony Finau,269,516,52.1
73,0,35506,Mackenzie Hughes,269,517,52.0
76,0,45157,Cam Davis,268,563,47.6
76,0,30926,Chris Kirk,268,555,48.3
78,0,34563,Chesson Hadley,265,557,47.6
78,0,32839,Hideki Matsuyama,265,523,50.7
78,0,48699,Callum Tarren,265,544,48.7
78,0,33448,Justin Thomas,265,493,53.8
82,0,34076,Joel Dahmen,263,491,53.6
82,0,34363,Tyrrell Hatton,263,527,49.9
84,0,36871,Matt NeSmith,262,560,46.8
84,0,27349,Alex Noren,262,533,49.2
84,0,49960,Sepp Straka,262,540,48.5
87,0,30911,Tommy Fleetwood,260,503,51.7
88,0,33122,Russell Knox,259,523,49.5
88,0,32640,Troy Merritt,259,503,51.5
88,0,55454,Carl Yuan,259,502,51.6
91,0,33408,Tyson Alexander,258,478,54.0
92,0,46601,Trey Mullinax,257,470,54.7
93,0,57362,Austin Eckroat,256,499,51.3
94,0,28089,Jason Day,255,481,53.0
94,0,33653,Thomas Detry,255,496,51.4
94,0,27129,Luke List,255,522,48.9
97,0,52375,Doug Ghim,254,489,51.9
97,0,34098,Russell Henley,254,508,50.0
97,0,46046,Scottie Scheffler,254,513,49.5
100,0,40250,Taylor Pendrith,252,516,48.8
101,0,25686,Jason Dufner,250,464,53.9
102,0,40098,Matt Fitzpatrick,249,478,52.1
102,0,31323,Gary Woodland,249,483,51.6
104,0,34046,Jordan Spieth,247,478,51.7
105,0,45609,Tyler Duncan,246,511,48.1
106,0,34255,Joseph Bramlett,245,466,52.6
107,0,35450,Patrick Cantlay,244,475,51.4
107,0,35901,Paul Haley II,244,489,49.9
109,0,51997,Andrew Novak,243,487,49.9
109,0,54783,Dylan Wu,243,540,45.0
111,0,57366,Cameron Young,242,477,50.7
112,0,47079,Harrison Endycott,239,488,49.0
112,0,30692,Scott Stallings,239,451,53.0
112,0,52513,Carson Young,239,512,46.7
115,0,22371,Aaron Baddeley,237,443,53.5
115,0,39997,Corey Conners,237,493,48.1
115,0,39975,Michael Kim,237,481,49.3
115,0,48887,Matt Wallace,237,481,49.3
119,0,29970,Dylan Frittelli,235,431,54.5
119,0,31577,Tano Goya,235,466,50.4
119,0,51950,Max McGreevy,235,446,52.7
122,0,33597,Harry Higgs,233,426,54.7
123,0,33410,Andrew Landry,229,457,50.1
124,0,28237,Rory McIlroy,226,429,52.7
125,0,29535,Brice Garnett,224,432,51.9
125,0,27936,Martin Laird,224,463,48.4
127,0,48081,Xander Schauffele,223,485,46.0
127,0,58967,Trevor Werbylo,223,407,54.8
129,0,23320,Ryan Palmer,221,429,51.5
130,0,28252,Seamus Power,220,463,47.5
131,0,32448,James Hahn,218,441,49.4
132,0,40058,Zac Blair,217,447,48.5
132,0,34409,David Lingmerth,217,436,49.8
132,0,34431,Robert Streb,217,405,53.6
135,0,30163,Henrik Norlander,216,438,49.3
136,0,19803,Ryan Armour,215,430,50.0
137,0,28420,Ryan Brehm,214,451,47.5
138,0,20229,Stewart Cink,213,458,46.5
138,0,46435,Austin Cook,213,407,52.3
138,0,48117,Kurt Kitayama,213,410,52.0
138,0,50525,Collin Morikawa,213,432,49.3
142,0,33141,Keegan Bradley,210,473,44.4
143,0,46970,Jon Rahm,208,446,46.6
144,0,56630,Akshay Bhatia,207,388,53.4
144,0,26596,Ryan Moore,207,445,46.5
144,0,32139,Danny Willett,207,395,52.4
147,0,29221,Webb Simpson,205,391,52.4
148,0,46442,Maverick McNealy,203,397,51.1
149,0,27554,Scott Harrington,200,380,52.6
149,0,39058,Lucas Herbert,200,378,52.9
149,0,53165,Doc Redman,200,432,46.3
152,0,51070,Vincent Norrman,199,425,46.8
153,0,31557,Jim Herman,198,379,52.2
153,0,40006,Erik van Rooyen,198,380,52.1
155,0,31560,Brian Stuard,197,374,52.7
156,0,33204,Shane Lowry,196,389,50.4
156,0,24502,Adam Scott,196,397,49.4
158,0,55708,Hayden Buckley,195,442,44.1
159,0,36724,Augusto Núñez,191,380,50.3
160,0,49453,Trevor Cone,189,416,45.4
161,0,22405,Justin Rose,188,402,46.8
162,0,48867,Matti Schmid,186,365,51.0
163,0,59018,Ryan Gerard,185,353,52.4
163,0,52411,Kyle Westmoreland,185,370,50.0
165,0,12716,Charley Hoffman,184,366,50.3
165,0,29420,Billy Horschel,184,376,48.9
167,0,51349,Nico Echavarria,183,372,49.2
167,0,32662,Michael Gligic,183,340,53.8
169,0,24024,Zach Johnson,179,375,47.7
170,0,52372,Cameron Champ,175,364,48.1
171,0,27095,Nick Watney,170,353,48.2
172,0,39954,Cody Gribble,167,335,49.9
173,0,51414,Brent Grant,164,336,48.8
173,0,35310,Lanto Griffin,164,309,53.1
175,0,52955,Ludvig Åberg,163,326,50.0
176,0,39335,Kevin Roy,161,321,50.2
177,0,22056,Cameron Percy,160,306,52.3
178,0,32816,Satoshi Kodaira,152,314,48.4
179,0,45242,Kevin Yu,146,306,47.7
180,0,24925,Jonathan Byrd,145,264,54.9
181,0,51491,Brandon Matthews,144,264,54.5
182,0,27963,Chris Stroud,141,282,50.0
183,0,29289,S.Y. Noh,136,314,43.3
183,0,35617,Martin Trainer,136,271,50.2
185,0,29908,C.T. Pan,134,262,51.1
186,0,31202,William McGirt,133,267,49.8
187,0,49766,Hank Lebioda,125,276,45.3
188,0,32366,Kevin Chappell,124,246,50.4
189,0,48084,Wesley Bryan,120,225,53.3
190,0,52453,Nicolai Hojgaard,118,246,48.0
190,0,24140,Sean O'Hair,118,226,52.2
192,0,58696,Peter Kuest,117,272,43.0
193,0,27974,Sung Kang,111,212,52.4
