RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,39977,Max Homa,47.10%,195,414
2,0,30911,Tommy Fleetwood,46.94%,169,360
3,0,46442,Maverick McNealy,46.49%,159,342
4,0,55789,Taylor Montgomery,45.93%,248,540
5,0,34363,Tyrrell Hatton,45.83%,165,360
6,0,47591,Eric Cole,45.52%,295,648
7,0,47993,Denny McCarthy,45.04%,227,504
8,0,32816,Satoshi Kodaira,45.03%,154,342
9,0,33948,Byeong Hun An,45.02%,235,522
10,0,35506,Mackenzie Hughes,44.84%,226,504
11,0,31560,Brian Stuard,44.65%,217,486
12,0,31202,William McGirt,44.44%,136,306
13,0,22405,Justin Rose,44.17%,159,360
14,0,47983,Chad Ramey,44.10%,254,576
15,0,49771,J.T. Poston,44.07%,238,540
16,0,34046,Jordan Spieth,43.92%,166,378
17,0,28237,Rory McIlroy,43.79%,134,306
18,0,51634,Sahith Theegala,43.68%,228,522
19,0,47128,Richy Werenski,43.33%,273,630
20,0,39058,Lucas Herbert,43.27%,148,342
21,0,35449,Adam Long,43.24%,288,666
22,0,35461,Beau Hossler,43.23%,249,576
23,0,50188,S.H. Kim,43.14%,264,612
24,0,45157,Cam Davis,43.06%,217,504
25,0,29289,S.Y. Noh,42.98%,147,342
26,0,37275,Sam Ryder,42.97%,263,612
27,0,39971,Sungjae Im,42.91%,224,522
28,0,37455,Si Woo Kim,42.86%,216,504
29,0,24925,Jonathan Byrd,42.75%,177,414
30,0,52374,Brandon Wu,42.65%,261,612
31,0,22371,Aaron Baddeley,42.59%,184,432
32,0,47504,Sam Burns,42.51%,176,414
33,0,25818,Scott Piercy,42.41%,229,540
34,0,51766,Wyndham Clark,42.39%,206,486
35,0,30927,Brendon Todd,42.15%,220,522
36,0,54628,Lee Hodges,42.09%,250,594
37,0,30926,Chris Kirk,42.06%,212,504
37,0,33448,Justin Thomas,42.06%,159,378
39,0,46717,Viktor Hovland,41.92%,166,396
40,0,52453,Nicolai Hojgaard,41.88%,98,234
40,0,23108,Matt Kuchar,41.88%,196,468
42,0,33653,Thomas Detry,41.77%,203,486
42,0,27644,Brian Harman,41.77%,203,486
44,0,32640,Troy Merritt,41.67%,240,576
44,0,48081,Xander Schauffele,41.67%,150,360
44,0,24502,Adam Scott,41.67%,135,324
47,0,50493,Justin Suh,41.58%,232,558
48,0,20229,Stewart Cink,41.56%,202,486
48,0,32102,Rickie Fowler,41.56%,187,450
50,0,35450,Patrick Cantlay,41.52%,142,342
51,0,34409,David Lingmerth,41.48%,224,540
52,0,27349,Alex Noren,41.47%,209,504
52,0,55454,Carl Yuan,41.47%,209,504
54,0,29970,Dylan Frittelli,41.40%,231,558
55,0,48119,Ben Taylor,41.34%,253,612
56,0,46601,Trey Mullinax,41.33%,186,450
57,0,34563,Chesson Hadley,41.30%,223,540
58,0,29420,Billy Horschel,41.27%,156,378
59,0,33410,Andrew Landry,41.24%,193,468
60,0,28252,Seamus Power,41.20%,178,432
61,0,33204,Shane Lowry,41.18%,126,306
61,0,46441,Robby Shelton,41.18%,252,612
63,0,57975,Harry Hall,41.15%,237,576
63,0,50095,Austin Smotherman,41.15%,237,576
65,0,40162,Justin Lower,41.11%,259,630
66,0,35901,Paul Haley II,41.08%,244,594
67,0,35879,Kelly Kraft,41.00%,214,522
68,0,33413,Ben Martin,40.91%,243,594
69,0,49453,Trevor Cone,40.87%,206,504
70,0,34256,Andrew Putnam,40.86%,228,558
71,0,32139,Danny Willett,40.83%,147,360
72,0,26596,Ryan Moore,40.80%,213,522
73,0,40115,Adam Svensson,40.69%,249,612
74,0,57362,Austin Eckroat,40.68%,227,558
75,0,34099,Harris English,40.67%,205,504
76,0,52955,Ludvig Åberg,40.60%,95,234
76,0,33399,Adam Hadwin,40.60%,190,468
78,0,27974,Sung Kang,40.52%,124,306
79,0,54591,Ben Griffin,40.48%,255,630
79,0,58696,Peter Kuest,40.48%,102,252
81,0,32757,Patton Kizzire,40.45%,233,576
81,0,51890,Greyson Sigg,40.45%,233,576
83,0,33408,Tyson Alexander,40.40%,240,594
83,0,39067,MJ Daffue,40.40%,240,594
85,0,48117,Kurt Kitayama,40.34%,167,414
86,0,35532,Tom Hoge,40.32%,225,558
87,0,32791,K.H. Lee,40.28%,232,576
88,0,47995,Davis Riley,40.10%,231,576
89,0,22056,Cameron Percy,39.95%,151,378
90,0,49960,Sepp Straka,39.92%,194,486
91,0,56630,Akshay Bhatia,39.81%,172,432
91,0,46970,Jon Rahm,39.81%,129,324
