RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,46046,Scottie Scheffler,51.02%,29228357,57290000
2,0,47959,Bryson DeChambeau,48.80%,6993000,14330000
3,0,48081,Xander Schauffele,28.93%,18385320,63553050
4,0,59141,Matt McCarty,25.56%,1366340,5346000
5,0,32839,Hideki Matsuyama,19.31%,11257969,58289000
6,0,28237,Rory McIlroy,19.23%,10893790,56659050
7,0,51766,Wyndham Clark,17.61%,10901416,61907000
8,0,54218,Yuta Sugiura,17.39%,266050,1530000
9,0,52955,Ludvig Ãberg,16.35%,9833547,60143000
10,0,51680,Alistair Docherty,14.76%,356000,2412000
11,0,50525,Collin Morikawa,12.83%,8383572,65335050
12,0,37250,Romain Langasque,12.64%,590850,4675000
13,0,51634,Sahith Theegala,11.94%,8474215,70987050
14,0,33204,Shane Lowry,11.28%,6095881,54054050
15,0,39335,Kevin Roy,11.03%,166740,1512000
16,0,52215,Robert MacIntyre,10.94%,5400384,49375050
17,0,35450,Patrick Cantlay,10.66%,6279965,58936050
18,0,33141,Keegan Bradley,10.56%,6879455,65174000
19,0,51977,Max Greyserman,10.21%,4297356,42081050
20,0,39262,Alvaro Ortiz,9.95%,145125,1458000
21,0,47504,Sam Burns,9.93%,6185830,62276000
22,0,29420,Billy Horschel,9.80%,5037278,51395050
23,0,46414,Aaron Rai,9.76%,4613515,47251050
24,0,48153,Matthieu Pavon,9.60%,5254412,54739000
25,0,46442,Maverick McNealy,9.32%,4708358,50520050
26,0,59018,Ryan Gerard,9.31%,120600,1296000
27,0,29725,Tony Finau,9.30%,5706467,61354000
27,0,30926,Chris Kirk,9.30%,6061136,65156000
29,0,40250,Taylor Pendrith,9.22%,4797854,52030050
30,0,39971,Sungjae Im,8.98%,6286205,69971000
31,0,33948,Byeong Hun An,8.94%,5871643,65669000
32,0,33448,Justin Thomas,8.91%,5223561,58631000
33,0,24502,Adam Scott,8.69%,4753172,54685000
34,0,46717,Viktor Hovland,8.55%,4616727,54005000
35,0,58168,Davis Thompson,8.47%,4420940,52169050
36,0,56630,Akshay Bhatia,8.43%,5344905,63420000
37,0,34098,Russell Henley,8.36%,5080969,60800000
37,0,55955,Matthew Jordan,8.36%,390883,4675000
39,0,50762,Alejandro Del Rey,8.30%,130800,1575000
39,0,35706,Niklas Norgaard,8.30%,130800,1575000
39,0,50584,Connor Syme,8.30%,130800,1575000
42,0,58359,Mitchell Schow,8.19%,59000,720000
43,0,45522,Christiaan Bezuidenhout,8.18%,5026363,61457000
44,0,63454,Johnny Keefer,8.01%,86515,1080000
45,0,57364,Michael Thorbjornsen,7.92%,1281590,16182000
46,0,57362,Austin Eckroat,7.71%,5054871,65565050
47,0,27644,Brian Harman,7.62%,5201770,68279000
48,0,49771,J.T. Poston,7.61%,5271598,69314000
49,0,30911,Tommy Fleetwood,7.56%,4609158,60953000
50,0,47483,Will Zalatoris,7.48%,4569320,61051050
51,0,27349,Alex Noren,7.45%,3649210,48975000
52,0,51349,Nico Echavarria,7.40%,3583634,48417050
52,0,45242,Kevin Yu,7.40%,3285759,44391050
54,0,45523,Thriston Lawrence,7.35%,896350,12189050
55,0,57259,Daniel Brown,7.30%,341293,4675000
56,0,36799,Stephan Jaeger,7.28%,4732554,65026000
57,0,33653,Thomas Detry,7.06%,3614669,51193050
58,0,27064,Jhonattan Vegas,6.85%,2309280,33722050
59,0,49960,Sepp Straka,6.76%,4601079,68089050
60,0,34213,Grayson Murray,6.75%,2471532,36602000
61,0,35532,Tom Hoge,6.61%,4841123,73219050
62,0,28089,Jason Day,6.59%,4117518,62438000
63,0,45734,John Catlin,6.54%,202700,3100000
64,0,37455,Si Woo Kim,6.47%,4526733,69989000
65,0,48640,Johannes Veerman,6.46%,93000,1440000
66,0,32757,Patton Kizzire,6.41%,1908579,29780050
67,0,34360,Patrick Reed,6.31%,437587,6930000
68,0,51997,Andrew Novak,6.30%,2507992,39797050
69,0,45157,Cam Davis,6.21%,4039533,65071000
69,0,51950,Max McGreevy,6.21%,189918,3060000
71,0,35296,Haotong Li,6.20%,97650,1575000
72,0,57366,Cameron Young,6.19%,4057224,65516000
73,0,58696,Peter Kuest,6.18%,336100,5436000
74,0,55182,Tom Kim,6.17%,4124968,66821000
75,0,32344,Lukas Nemecz,6.16%,88632,1440000
76,0,34363,Tyrrell Hatton,6.14%,1191868,19424000
77,0,34371,Adrien Saddier,6.10%,87800,1440000
78,0,37378,Min Woo Lee,6.02%,2611021,43377000
79,0,39997,Corey Conners,5.97%,4061539,68017050
80,0,54576,Patrick Fishburn,5.84%,1928584,33020050
81,0,35891,Cameron Smith,5.80%,831096,14330000
82,0,39977,Max Homa,5.76%,3843467,66713000
82,0,47993,Denny McCarthy,5.76%,4022193,69827000
84,0,33399,Adam Hadwin,5.73%,4052108,70681050
85,0,40098,Matt Fitzpatrick,5.68%,3705463,65245050
86,0,32070,Rafael Campos,5.67%,1857846,32750050
87,0,35506,Mackenzie Hughes,5.55%,3769962,67973000
87,0,47420,Jake Knapp,5.55%,3102773,55896000
89,0,33974,Dean Burmester,5.37%,576727,10730000
90,0,52375,Doug Ghim,5.35%,2435308,45503050
91,0,22405,Justin Rose,5.29%,3058683,57799000
92,0,57737,Jayden Schaper,5.28%,76000,1440000
93,0,54591,Ben Griffin,5.22%,3459847,66305050
94,0,56100,Ren Yonezawa,5.20%,79560,1530000
95,0,21209,Sergio Garcia,5.18%,409279,7900000
96,0,48052,Max Rottluff,5.17%,74400,1440000
97,0,36801,Mark Hubbard,5.16%,2757076,53457050
97,0,47888,Taiga Semikawa,5.16%,323459,6264000
99,0,35461,Beau Hossler,5.12%,2607962,50986050
100,0,46970,Jon Rahm,5.08%,509033,10030000
101,0,39546,Keith Mitchell,5.05%,2340999,46331050
102,0,60065,Ryan Hall,4.97%,68020,1368000
103,0,34099,Harris English,4.88%,3402062,69719000
104,0,30957,Max Kieffer,4.84%,111050,2295000
105,0,57975,Harry Hall,4.81%,1779095,36980050
106,0,36699,Patrick Rodgers,4.75%,3247174,68376000
107,0,39113,Shubhankar Sharma,4.74%,221817,4675000
108,0,40162,Justin Lower,4.73%,2418975,51193050
108,0,40006,Erik van Rooyen,4.73%,2572256,54371000
110,0,59866,Nick Dunlap,4.70%,2930385,62362000
111,0,25493,Nick Taylor,4.68%,3249358,69457050
112,0,47679,Victor Perez,4.67%,2068163,44321050
113,0,51661,Nick Bachem,4.66%,73350,1575000
113,0,46646,Antoine Rozner,4.66%,73350,1575000
115,0,36824,Paul Peterson,4.64%,63460,1368000
116,0,51696,Rico Hoey,4.63%,1792875,38688050
117,0,27129,Luke List,4.60%,2637149,57355050
117,0,51894,Vince Whaley,4.60%,1474033,32012050
119,0,12716,Charley Hoffman,4.53%,1805659,39855050
119,0,52513,Carson Young,4.53%,1937622,42758050
121,0,47591,Eric Cole,4.50%,3726147,82831050
122,0,40026,Daniel Berger,4.48%,1665242,37140050
122,0,28252,Seamus Power,4.48%,3033654,67681000
124,0,49813,Daniel Hillier,4.44%,207736,4675000
124,0,47995,Davis Riley,4.44%,2163701,48729050
126,0,48084,Wesley Bryan,4.43%,989580,22320000
127,0,29908,C.T. Pan,4.40%,1801097,40894050
128,0,57900,Chandler Phillips,4.38%,1714290,39167050
129,0,29535,Brice Garnett,4.29%,1340330,31247050
130,0,57330,Matthis Besard,4.27%,30733,720000
130,0,59077,Spencer Cross,4.27%,30733,720000
132,0,35314,Andy Sullivan,4.24%,61000,1440000
133,0,34046,Jordan Spieth,4.21%,2732591,64967000
134,0,25900,Lucas Glover,4.18%,2876201,68891000
135,0,59143,Mac Meissner,4.16%,1456769,35034050
136,0,48867,Matti Schmid,4.12%,1646191,39995050
137,0,30163,Henrik Norlander,4.11%,1082157,26324050
138,0,60067,Joe Highsmith,4.06%,1340018,32984050
139,0,37094,Joseph Dean,4.02%,124617,3100000
140,0,34466,Peter Malnati,3.97%,2520248,63406050
141,0,55893,Sam Stevens,3.96%,1701220,42983050
142,0,48117,Kurt Kitayama,3.90%,2474411,63427050
143,0,36326,David Lipsky,3.87%,1543061,39860050
144,0,52453,Nicolai HÃ¸jgaard,3.86%,1741996,45153050
145,0,49947,Taylor Moore,3.81%,2843944,74641050
146,0,36884,Ben Kohles,3.74%,1853159,49497050
147,0,34587,Chan Kim,3.70%,1405653,37988050
148,0,60004,Jacob Bridgeman,3.65%,1250191,34226050
148,0,54628,Lee Hodges,3.65%,2479597,67853050
150,0,28775,Nate Lashley,3.63%,1471105,40526050
151,0,39327,Ben Silverman,3.58%,1262599,35270050
152,0,31646,Emiliano Grillo,3.57%,2355824,66047000
153,0,39975,Michael Kim,3.54%,1484233,41948050
154,0,51287,Ryo Hisatsune,3.53%,1637598,46363000
155,0,39324,J.J. Spaun,3.52%,1645746,46776050
156,0,50484,Hayden Springer,3.51%,1149279,32750050
157,0,32333,Kevin Tway,3.48%,973927,27998050
158,0,30927,Brendon Todd,3.47%,2461227,70907000
159,0,34256,Andrew Putnam,3.42%,2054544,60095050
