RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,10809,Jim Furyk,1.32,24,1818
2,0,02010,Loren Roberts,1.60,23,1440
3,0,02223,Bob Tway,1.67,30,1800
4,0,01320,Bob Estes,1.76,33,1872
5,0,02294,Willie Wood,1.81,27,1494
6,0,01928,Corey Pavin,1.82,22,1206
7,0,01329,Brad Faxon,1.83,27,1476
8,0,01996,Mike Reid,1.85,26,1404
9,0,06527,Steve Stricker,1.90,28,1476
10,0,01331,Rick Fehr,1.97,22,1116
10,0,01748,Doug Martin,1.97,39,1980
10,0,01968,Nick Price,1.97,22,1116
13,0,01475,Donnie Hammond,1.98,31,1566
14,0,01334,Keith Fergus,1.99,19,954
15,0,01761,Len Mattiace,2.00,37,1854
15,0,06595,Kevin Sutherland,2.00,36,1800
17,0,01599,Steve Jones,2.01,29,1440
18,0,01219,John Cook,2.05,34,1656
19,0,08537,J.P. Hayes,2.07,25,1206
20,0,06522,Ernie Els,2.08,18,864
21,0,01457,Jay Haas,2.11,30,1422
22,0,02104,Jeff Sluman,2.15,41,1908
23,0,20229,Stewart Cink,2.18,38,1746
24,0,09011,David Duval,2.21,33,1494
24,0,06575,Dudley Hart,2.21,33,1494
24,0,01510,Nolan Henke,2.21,35,1584
27,0,07101,Dave Stockton Jr.,2.22,26,1170
28,0,01378,David Frost,2.24,29,1296
29,0,01175,Jim Carter,2.25,43,1908
29,0,01677,Tom Lehman,2.25,32,1422
29,0,12660,Jesper Parnevik,2.25,28,1242
32,0,06056,Jim Estes,2.26,26,1152
33,0,06270,Bobby Gage,2.35,22,936
33,0,02206,David Toms,2.35,36,1530
35,0,01132,Mark Brooks,2.36,39,1656
36,0,08075,Jerry Kelly,2.39,40,1674
37,0,01926,Steve Pate,2.42,37,1530
38,0,01261,Jay Delsing,2.44,33,1350
38,0,01282,Trevor Dodds,2.44,40,1638
38,0,01905,Joe Ozaki,2.44,25,1026
41,0,01139,Olin Browne,2.45,34,1386
41,0,01353,Bruce Fleisher,2.45,34,1386
41,0,01553,John Huston,2.45,41,1674
44,0,01042,Paul Azinger,2.46,31,1260
45,0,01381,Fred Funk,2.49,51,2052
45,0,02146,Payne Stewart,2.49,34,1368
45,0,02239,Scott Verplank,2.49,43,1728
48,0,01302,R.W. Eaks,2.50,36,1440
48,0,01549,Mike Hulbert,2.50,40,1602
50,0,10457,Frank Nobilo,2.51,28,1116
51,0,01707,Steve Lowery,2.52,39,1548
52,0,01943,Chris Perry,2.54,49,1926
53,0,01385,Jim Gallagher Jr.,2.55,33,1296
54,0,01098,Jay Don Blake,2.56,36,1404
54,0,01527,Scott Hoch,2.56,46,1800
56,0,02007,Larry Rinker,2.57,43,1674
57,0,01249,John Daly,2.60,36,1386
57,0,08931,Glen Day,2.60,43,1656
57,0,12663,Phil Tataurangi,2.60,37,1422
60,0,01887,Mark O'Meara,2.61,32,1224
61,0,01024,Billy Andrade,2.63,45,1710
61,0,01706,Davis Love III,2.63,35,1332
63,0,01723,Andrew Magee,2.66,45,1692
64,0,01960,Don Pooley,2.69,29,1080
65,0,01533,P.H. Horgan III,2.70,51,1890
65,0,02218,Ted Tryba,2.70,51,1890
67,0,01619,Skip Kendall,2.72,51,1872
67,0,01920,Craig Parry,2.72,23,846
67,0,02008,Lee Rinker,2.72,51,1872
70,0,02133,Craig Stadler,2.73,30,1098
71,0,20154,Guy Hill,2.74,35,1278
71,0,01823,Larry Mize,2.74,40,1458
73,0,10860,Justin Leonard,2.78,50,1800
73,0,02214,Kirk Triplett,2.78,41,1476
