RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,27436,Graham DeLaet,41' 1",8182.417,199,-41
2,0,32839,Hideki Matsuyama,43' 10",8902.333,203,-26
3,0,28237,Rory McIlroy,44' 1",7223.750,164,-45
4,0,33141,Keegan Bradley,44' 4",10072.750,227,-36
4,0,25364,Paul Casey,44' 4",6032.167,136,-20
6,0,10809,Jim Furyk,44' 11",10288.750,229,-22
7,0,24507,Jason Bohn,45' 6",11383.000,250,-27
7,0,29425,Andrew Svoboda,45' 6",9696.667,213,-20
9,0,31193,Jim Renner,45' 7",7196.167,158,-8
10,0,32334,Charlie Beljan,45' 8",7767.333,170,-22
10,0,30925,Dustin Johnson,45' 8",4658.583,102,-26
10,0,29518,Brendan Steele,45' 8",10098.000,221,-36
13,0,20229,Stewart Cink,45' 9",9563.750,209,-26
13,0,21209,Sergio Garcia,45' 9",6179.917,135,-22
15,0,24024,Zach Johnson,45' 10",13151.583,287,-47
15,0,30944,Jason Kokrak,45' 10",8531.417,186,-27
17,0,23135,Tim Clark,45' 11",9188.833,200,-7
18,0,29740,Brad Fritsch,46' 0",5563.000,121,-24
18,0,33122,Russell Knox,46' 0",11365.417,247,-19
18,0,27095,Nick Watney,46' 0",7961.917,173,-27
21,0,23623,Bo Van Pelt,46' 2",8586.167,186,-34
22,0,36689,Brooks Koepka,46' 3",6057.333,131,-17
23,0,25900,Lucas Glover,46' 5",7197.750,155,-20
24,0,34046,Jordan Spieth,46' 9",10746.333,230,-55
25,0,23800,Bryce Molder,46' 11",8487.667,181,-18
26,0,28132,Tyrone Van Aswegen,47' 0",8321.333,177,-21
27,0,10885,Robert Allenby,47' 2",9534.667,202,-19
27,0,34264,Hudson Swafford,47' 2",8534.667,181,-27
29,0,28307,Matt Every,47' 5",8959.833,189,-31
29,0,34360,Patrick Reed,47' 5",10960.167,231,-31
31,0,26851,Marc Leishman,47' 6",10015.750,211,-19
31,0,31560,Brian Stuard,47' 6",11734.750,247,-23
33,0,22293,Heath Slocum,47' 7",9709.583,204,-16
34,0,27644,Brian Harman,47' 8",14214.750,298,-45
34,0,27408,Martin Kaymer,47' 8",7716.833,162,-27
36,0,32640,Troy Merritt,47' 9",7304.500,153,-15
37,0,26331,Charl Schwartzel,47' 10",8848.583,185,-39
38,0,25572,Graeme McDowell,47' 11",8284.500,173,-6
38,0,25632,Jimmy Walker,47' 11",10397.000,217,-37
40,0,32366,Kevin Chappell,48' 1",14032.250,292,-45
40,0,23983,Luke Donald,48' 1",7839.333,163,-18
40,0,27936,Martin Laird,48' 1",8175.167,170,-34
43,0,29479,Scott Brown,48' 2",13000.250,270,-36
44,0,24138,Ian Poulter,48' 4",6429.750,133,-10
45,0,28089,Jason Day,48' 5",5568.333,115,-12
